,protein,degree,inviable,icp55_shell,pim1_shell,betweenness,eigenvector,closeness,bridging,cluster_id,cluster_size,cluster_degree,cluster_eigenvector,cluster_closeness,betweenness/min-shell,closeness/min-shell,eigenvector/min-shell,bridging/min-shell,min-shell,cluster_betweenness
148,YDR443C,18,0,4,2,0.000323907,7.02E-06,0.233930399,2.78E-05,8,25,14,0.132089597,0.705882353,0.000161954,0.1169652,3.51E-06,1.39E-05,2,0.001235178
149,YCR081W,13,0,5,3,1.45E-05,3.48E-06,0.210267262,1.71E-06,8,25,12,0.112558082,0.666666667,4.85E-06,0.070089087,1.16E-06,5.70E-07,3,0.000580639
150,YBR193C,33,1,4,3,0.000228815,0.000118293,0.243565834,7.56E-06,8,25,20,0.198247932,0.857142857,7.63E-05,0.081188611,3.94E-05,2.52E-06,3,0.000190694
151,YER022W,38,1,4,3,0.000263026,0.000124183,0.246282328,6.69E-06,8,25,21,0.205438424,0.888888889,8.77E-05,0.082094109,4.14E-05,2.23E-06,3,0.002022196
152,YGL127C,40,0,4,2,0.000400486,0.000124303,0.247710399,8.41E-06,8,25,24,0.221941178,1,0.000200243,0.1238552,6.22E-05,4.21E-06,2,0.013608727
153,YOL135C,42,1,4,3,0.000460395,0.000125057,0.248694233,8.73E-06,8,25,24,0.221941178,1,0.000153465,0.082898078,4.17E-05,2.91E-06,3,0.013608727
154,YMR112C,36,1,4,3,0.000225984,0.000124007,0.246202736,6.55E-06,8,25,19,0.188655534,0.827586207,7.53E-05,0.082067579,4.13E-05,2.18E-06,3,0
155,YDL005C,24,0,5,3,8.02E-06,7.41E-06,0.209958201,3.57E-07,8,25,24,0.221941178,1,2.67E-06,0.069986067,2.47E-06,1.19E-07,3,0.013608727
156,YPL042C,31,0,4,2,0.000488385,2.22E-05,0.237837557,1.01E-05,8,25,17,0.160012074,0.774193548,0.000244193,0.118918778,1.11E-05,5.07E-06,2,0.003803081
157,YNL236W,24,0,5,3,8.02E-06,7.41E-06,0.209958201,3.57E-07,8,25,24,0.221941178,1,2.67E-06,0.069986067,2.47E-06,1.19E-07,3,0.013608727
158,YBR253W,24,1,4,3,9.38E-05,1.67E-05,0.232846009,5.15E-06,8,25,20,0.198247932,0.857142857,3.13E-05,0.077615336,5.55E-06,1.72E-06,3,0.000190694
159,YNL025C,17,0,5,3,0.000474071,4.93E-06,0.223073544,3.37E-05,8,25,13,0.122591127,0.685714286,0.000158024,0.074357848,1.64E-06,1.12E-05,3,0.000603865
160,YGR104C,30,0,4,3,0.000185474,3.98E-05,0.242905729,6.64E-06,8,25,22,0.211374179,0.923076923,6.18E-05,0.080968576,1.33E-05,2.21E-06,3,0.005243371
161,YDR308C,38,1,4,3,0.000353474,0.000119435,0.246269059,8.02E-06,8,25,24,0.221941178,1,0.000117825,0.082089686,3.98E-05,2.67E-06,3,0.013608727
162,YGL025C,20,0,5,3,5.04E-09,7.18E-06,0.203925942,3.57E-10,8,25,20,0.198247932,0.857142857,1.68E-09,0.067975314,2.39E-06,1.19E-10,3,0.000190694
163,YOL051W,26,0,4,3,0.001429058,1.39E-05,0.224950787,4.54E-05,8,25,22,0.210496495,0.923076923,0.000476353,0.074983596,4.63E-06,1.51E-05,3,0.006548437
164,YOR174W,22,1,4,3,7.10E-05,1.25E-05,0.230137952,4.42E-06,8,25,20,0.198247932,0.857142857,2.37E-05,0.076712651,4.16E-06,1.47E-06,3,0.000190694
165,YLR055C,21,0,4,2,2.25E-05,1.96E-05,0.237924214,1.46E-06,9,17,14,0.252064288,0.888888889,1.12E-05,0.118962107,9.81E-06,7.32E-07,2,0
166,YCR082W,5,0,5,3,2.61E-05,8.97E-07,0.217926103,2.39E-05,9,17,4,0.063684862,0.571428571,8.70E-06,0.072642034,2.99E-07,7.97E-06,3,0
167,YGL066W,22,0,4,2,0.000231263,0.000129249,0.249345407,1.41E-05,9,17,14,0.252064288,0.888888889,0.000115632,0.124672703,6.46E-05,7.07E-06,2,0
168,YGR252W,72,0,4,2,0.004398038,8.53E-05,0.277147881,2.29E-05,9,17,16,0.263785968,1,0.002199019,0.13857394,4.27E-05,1.15E-05,2,0.04375
169,YOR023C,15,0,4,3,5.00E-05,4.89E-06,0.246215998,5.77E-06,9,17,7,0.114824166,0.64,1.67E-05,0.082071999,1.63E-06,1.92E-06,3,0.00625
170,YPL047W,19,0,4,2,0,1.63E-05,0.233631485,0,9,17,14,0.252064288,0.888888889,0,0.116815742,8.14E-06,0,2,0
171,YMR223W,30,0,4,2,0.001218596,0.001289213,0.2599818,4.23E-05,9,17,14,0.252064288,0.888888889,0.000609298,0.1299909,0.000644607,2.12E-05,2,0
172,YER164W,46,0,4,1,0.001789225,0.000661503,0.261244785,2.66E-05,9,17,14,0.252064288,0.888888889,0.001789225,0.261244785,0.000661503,2.66E-05,1,0
173,YOL148C,20,0,4,2,1.91E-06,1.95E-05,0.236435111,1.45E-07,9,17,14,0.252064288,0.888888889,9.54E-07,0.118217555,9.77E-06,7.26E-08,2,0
174,YCL010C,28,0,4,2,0.000236296,2.45E-05,0.242596327,6.64E-06,9,17,16,0.263785968,1,0.000118148,0.121298164,1.22E-05,3.32E-06,2,0.04375
175,YBR111W-A,26,0,4,2,0.000649626,0.000143474,0.249440655,2.16E-05,9,17,14,0.252064288,0.888888889,0.000324813,0.124720327,7.17E-05,1.08E-05,2,0
176,YDR392W,22,0,4,2,5.91E-05,2.12E-05,0.237788066,3.33E-06,9,17,14,0.252064288,0.888888889,2.96E-05,0.118894033,1.06E-05,1.66E-06,2,0
177,YDR448W,36,0,4,2,0.000328992,3.14E-05,0.256480754,7.05E-06,9,17,15,0.259604116,0.941176471,0.000164496,0.128240377,1.57E-05,3.53E-06,2,0.0125
178,YHR099W,51,1,3,2,0.003131617,5.44E-05,0.269627794,2.50E-05,9,17,15,0.259604116,0.941176471,0.001565809,0.134813897,2.72E-05,1.25E-05,2,0.0125
179,YDR176W,40,0,4,2,0.000790698,2.86E-05,0.258204824,1.19E-05,9,17,16,0.263785968,1,0.000395349,0.129102412,1.43E-05,5.93E-06,2,0.04375
180,YPL254W,34,0,4,2,0.000249284,2.32E-05,0.255249051,6.00E-06,9,17,15,0.259604116,0.941176471,0.000124642,0.127624525,1.16E-05,3.00E-06,2,0.0125
181,YBR081C,21,0,4,2,2.25E-05,1.96E-05,0.237924214,1.46E-06,9,17,14,0.252064288,0.888888889,1.12E-05,0.118962107,9.81E-06,7.32E-07,2,0
182,YML088W,3,0,5,4,2.15E-05,5.13E-06,0.223106209,6.00E-05,10,29,3,0.082240168,0.5,5.38E-06,0.055776552,1.28E-06,1.50E-05,4,0.071428571
183,YJR090C,10,0,4,4,0.000442044,5.76E-06,0.233297606,6.22E-05,10,29,4,0.150982521,0.528301887,0.000110511,0.058324402,1.44E-06,1.55E-05,4,0
184,YLR368W,2,0,5,4,8.07E-05,4.36E-07,0.220842593,0.000410685,10,29,1,0.042290044,0.459016393,2.02E-05,0.055210648,1.09E-07,0.000102671,4,0
185,YDR202C,2,0,5,4,0,4.08E-07,0.215318668,0,10,29,2,0.047647675,0.466666667,0,0.053829667,1.02E-07,0,4,0
186,YMR258C,2,0,5,4,0.000123591,4.19E-07,0.21841552,0.000771479,10,29,1,0.042290044,0.459016393,3.09E-05,0.05460388,1.05E-07,0.00019287,4,0
187,YJL047C,13,0,4,3,0.000301589,4.90E-05,0.249904325,2.49E-05,10,29,9,0.251942107,0.583333333,0.00010053,0.083301442,1.63E-05,8.29E-06,3,0.051083396
188,YER066W,3,0,4,4,0,4.49E-06,0.224431679,0,10,29,3,0.121460167,0.518518519,0,0.05610792,1.12E-06,0,4,0
189,YLR128W,9,0,4,4,1.38E-05,4.96E-05,0.238457927,2.15E-06,10,29,7,0.216620502,0.482758621,3.45E-06,0.059614482,1.24E-05,5.37E-07,4,0.007123961
190,YOL025W,3,0,5,5,0,4.70E-05,0.224939718,0,10,29,3,0.097713853,0.430769231,0,0.044987944,9.40E-06,0,5,0
191,YNL230C,5,0,4,2,3.42E-05,9.61E-06,0.238408178,3.43E-05,10,29,2,0.054607323,0.411764706,1.71E-05,0.119204089,4.81E-06,1.71E-05,2,0
192,YLR352W,2,0,5,4,0,3.93E-06,0.221152451,0,10,29,2,0.081200375,0.482758621,0,0.055288113,9.81E-07,0,4,0
193,YJL149W,1,0,5,4,0,3.97E-07,0.213139979,0,10,29,1,0.042290044,0.459016393,0,0.053284995,9.92E-08,0,4,0
194,YLR320W,6,0,4,4,1.32E-05,1.68E-06,0.224729597,4.78E-06,10,29,3,0.077277338,0.417910448,3.29E-06,0.056182399,4.19E-07,1.19E-06,4,0
195,YDR139C,32,0,4,4,0.003283963,0.00706614,0.273942227,8.32E-05,10,29,10,0.306354104,0.595744681,0.000820991,0.068485557,0.001766535,2.08E-05,4,0.027519526
196,YLR306W,16,0,4,4,0.000472882,6.71E-05,0.250713032,3.15E-05,10,29,8,0.269939272,0.571428571,0.000118221,0.062678258,1.68E-05,7.87E-06,4,0.005316201
197,YPR164W,4,0,4,4,0,1.07E-06,0.216143371,0,10,29,3,0.077277338,0.417910448,0,0.054035843,2.68E-07,0,4,0
198,YDR054C,17,1,4,4,0.000708944,0.000185871,0.250397151,5.38E-05,10,29,8,0.262559043,0.571428571,0.000177236,0.062599288,4.65E-05,1.34E-05,4,0.003684807
199,YDL132W,37,1,4,4,0.004813173,0.000577749,0.275527426,3.67E-05,10,29,15,0.346051087,0.682926829,0.001203293,0.068881857,0.000144437,9.17E-06,4,0.138958176
200,YNL311C,1,0,5,4,0,3.97E-07,0.213139979,0,10,29,1,0.042290044,0.459016393,0,0.053284995,9.92E-08,0,4,0
201,YDR328C,47,1,4,3,0.010466846,6.49E-05,0.270858023,2.76E-05,10,29,22,0.376107268,0.823529412,0.003488949,0.090286008,2.16E-05,9.19E-06,3,0.595332577
202,YOL133W,36,1,3,3,0.002424664,9.19E-05,0.263033721,2.54E-05,10,29,15,0.358053508,0.666666667,0.000808221,0.087677907,3.06E-05,8.46E-06,3,0.158427816
203,YER143W,14,0,4,4,0.000323021,0.00019639,0.243086577,3.49E-05,10,29,1,0.009247229,0.337349398,8.08E-05,0.060771644,4.91E-05,8.71E-06,4,0
204,YPL003W,9,0,4,4,6.69E-06,5.01E-05,0.237590311,1.72E-06,10,29,7,0.249117436,0.56,1.67E-06,0.059397578,1.25E-05,4.31E-07,4,0.000377929
205,YMR094W,7,1,5,4,5.59E-05,5.79E-07,0.220214867,1.47E-05,10,29,2,0.047647675,0.466666667,1.40E-05,0.055053717,1.45E-07,3.66E-06,4,0
206,YPL046C,11,0,4,3,0.000812509,0.000429455,0.263488587,0.000114983,10,29,4,0.127600262,0.528301887,0.000270836,0.087829529,0.000143152,3.83E-05,3,0.019179894
207,YOR080W,4,0,5,4,7.79E-06,4.73E-06,0.228778779,2.42E-05,10,29,2,0.081200375,0.482758621,1.95E-06,0.057194695,1.18E-06,6.04E-06,4,0
208,YMR168C,6,1,5,4,2.41E-05,5.20E-07,0.219043512,9.92E-06,10,29,2,0.047647675,0.466666667,6.03E-06,0.054760878,1.30E-07,2.48E-06,4,0
209,YJR033C,8,0,5,4,0.000369716,1.81E-06,0.224464742,6.04E-05,10,29,2,0.047647675,0.466666667,9.24E-05,0.056116185,4.53E-07,1.51E-05,4,0
210,YPR066W,15,0,4,4,0.000243509,6.29E-05,0.253058739,2.09E-05,10,29,9,0.296477632,0.583333333,6.09E-05,0.063264685,1.57E-05,5.22E-06,4,0.00622323
211,YKL110C,9,0,5,2,9.48E-05,3.88E-05,0.231325911,1.70E-05,11,12,7,0.233125444,0.733333333,4.74E-05,0.115662955,1.94E-05,8.51E-06,2,0.006060606
212,YMR312W,9,0,4,4,8.67E-06,3.29E-05,0.225817607,1.44E-06,11,12,9,0.294874962,0.846153846,2.17E-06,0.056454402,8.21E-06,3.61E-07,4,0.016839827
213,YHR187W,6,0,5,3,2.48E-07,3.17E-05,0.217542357,9.11E-08,11,12,6,0.199245803,0.6875,8.28E-08,0.072514119,1.06E-05,3.04E-08,3,0.002597403
214,YNL119W,12,0,4,4,0.000365606,5.84E-05,0.244791946,4.82E-05,11,12,8,0.266696403,0.785714286,9.14E-05,0.061197986,1.46E-05,1.21E-05,4,0.006060606
215,YLR384C,20,0,4,3,0.001515989,0.001274947,0.264755285,7.07E-05,11,12,10,0.317944909,0.916666667,0.00050533,0.088251762,0.000424982,2.36E-05,3,0.026103896
216,YGR200C,18,0,4,3,0.00026766,0.000657531,0.241175539,1.11E-05,11,12,11,0.3383355,1,8.92E-05,0.080391846,0.000219177,3.71E-06,3,0.049437229
217,YPL101W,11,0,4,3,0.00032383,3.79E-05,0.237318935,3.62E-05,11,12,9,0.291553025,0.846153846,0.000107943,0.079106312,1.26E-05,1.21E-05,3,0.015324675
218,YPL086C,28,0,4,3,0.001403983,0.003140775,0.264219653,4.42E-05,11,12,11,0.3383355,1,0.000467994,0.088073218,0.001046925,1.47E-05,3,0.049437229
219,YHR111W,15,0,4,3,0.000841456,4.37E-05,0.255577299,6.23E-05,11,12,10,0.318618208,0.916666667,0.000280485,0.085192433,1.46E-05,2.08E-05,3,0.026103896
220,YML014W,21,0,4,4,0.000867088,0.000731573,0.24559424,4.79E-05,11,12,6,0.20605235,0.6875,0.000216772,0.06139856,0.000182893,1.20E-05,4,0
221,YGL211W,14,0,4,3,0.00041893,5.89E-05,0.246043708,3.54E-05,11,12,10,0.318618208,0.916666667,0.000139643,0.082014569,1.96E-05,1.18E-05,3,0.026103896
222,YIL008W,21,0,3,4,0.003659385,7.15E-05,0.265169973,0.000140136,11,12,9,0.295548261,0.846153846,0.001219795,0.088389991,2.38E-05,4.67E-05,3,0.012294372
223,YPL240C,57,1,3,2,0.016249519,0.000300405,0.304713019,0.000103952,12,13,12,0.342194106,1,0.00812476,0.15235651,0.000150202,5.20E-05,2,0.083405483
224,YLR216C,17,0,4,3,4.26E-05,0.000102207,0.25593505,3.27E-06,12,13,9,0.288171389,0.8,1.42E-05,0.085311683,3.41E-05,1.09E-06,3,0.013167388
225,YOR027W,28,0,4,2,0.000297245,0.000194048,0.263230636,7.52E-06,12,13,10,0.308828683,0.857142857,0.000148622,0.131615318,9.70E-05,3.76E-06,2,0.024278499
226,YMR186W,56,0,3,2,0.014761934,0.000271014,0.305793417,9.57E-05,12,13,12,0.342194106,1,0.007380967,0.152896709,0.000135507,4.78E-05,2,0.083405483
227,YOR057W,9,1,4,3,0.00015624,9.71E-06,0.246176217,3.82E-05,12,13,6,0.209495881,0.666666667,5.21E-05,0.082058739,3.24E-06,1.27E-05,3,0
228,YBR155W,13,1,4,3,0.000256809,0.001405883,0.254694378,3.77E-05,12,13,7,0.232660668,0.705882353,8.56E-05,0.084898126,0.000468628,1.26E-05,3,0.004329004
229,YGR123C,4,0,4,3,2.15E-06,7.68E-06,0.241826262,4.78E-06,12,13,3,0.108946213,0.571428571,7.16E-07,0.080608754,2.56E-06,1.59E-06,3,0
230,YDR214W,21,0,4,2,0.000117617,0.00011357,0.261558709,5.19E-06,12,13,11,0.331553109,0.923076923,5.88E-05,0.130779355,5.68E-05,2.59E-06,2,0.035425685
231,YJR032W,7,0,4,3,1.02E-06,1.77E-05,0.24137931,4.30E-07,12,13,7,0.234662208,0.705882353,3.40E-07,0.08045977,5.91E-06,1.43E-07,3,0.004329004
232,YNL281W,10,0,4,3,2.22E-06,1.11E-05,0.240338609,3.89E-07,12,13,9,0.288366849,0.8,7.39E-07,0.08011287,3.69E-06,1.30E-07,3,0.012409812
233,YDR168W,11,1,4,3,0.000106845,1.89E-05,0.25407148,1.75E-05,12,13,9,0.288531831,0.8,3.56E-05,0.084690493,6.29E-06,5.82E-06,3,0.012409812
234,YKL117W,23,0,4,3,0.000802343,0.000607376,0.272310259,2.60E-05,12,13,11,0.322092714,0.923076923,0.000267448,0.090770086,0.000202459,8.65E-06,3,0.06017316
235,YOR298C-A,14,0,4,2,0.00134884,9.27E-05,0.258643128,0.000208285,12,13,6,0.205805991,0.666666667,0.00067442,0.129321564,4.64E-05,0.000104142,2,0
236,YOR064C,11,0,4,3,7.07E-05,8.47E-06,0.241175539,1.30E-05,13,5,3,0.482044256,0.8,2.36E-05,0.080391846,2.82E-06,4.33E-06,3,0
237,YKL017C,3,0,4,3,0,1.26E-06,0.214078306,0,13,5,1,0.16965101,0.571428571,0,0.071359435,4.21E-07,0,3,0
238,YPL129W,91,0,3,2,0.005533592,0.00015712,0.271937652,1.59E-05,13,5,4,0.523563311,1,0.002766796,0.135968826,7.86E-05,7.95E-06,2,0.5
239,YPR031W,12,0,4,3,0.000315047,3.86E-06,0.240921309,4.28E-05,13,5,3,0.482044256,0.8,0.000105016,0.080307103,1.29E-06,1.43E-05,3,0
240,YLR455W,5,0,4,3,0,1.41E-06,0.220151231,0,13,5,3,0.482044256,0.8,0,0.073383744,4.71E-07,0,3,0
241,YML069W,57,1,4,2,0.001181728,0.000684712,0.263230636,1.04E-05,14,4,3,0.55734539,1,0.000590864,0.131615318,0.000342356,5.22E-06,2,0.166666667
242,YPR052C,6,0,4,3,4.82E-05,7.36E-05,0.234940378,5.74E-05,14,4,2,0.435162173,0.75,1.61E-05,0.078313459,2.45E-05,1.91E-05,3,0
243,YBR089C-A,3,1,4,3,3.07E-06,8.63E-06,0.218154918,1.57E-05,14,4,2,0.435162173,0.75,1.02E-06,0.072718306,2.88E-06,5.23E-06,3,0
244,YGL207W,65,1,3,2,0.003762592,0.000724412,0.271824453,2.40E-05,14,4,3,0.55734539,1,0.001881296,0.135912226,0.000362206,1.20E-05,2,0.166666667
245,YKL054C,1,0,5,3,0,7.47E-07,0.202086741,0,15,3,1,0.500000064,0.666666667,0,0.067362247,2.49E-07,0,3,0
246,YDR030C,1,0,5,3,0,7.47E-07,0.202086741,0,15,3,1,0.500000064,0.666666667,0,0.067362247,2.49E-07,0,3,0
247,YJR035W,25,0,4,2,0.00104933,0.000122193,0.253255028,1.67E-05,15,3,2,0.70710669,1,0.000524665,0.126627514,6.11E-05,8.37E-06,2,1
248,YCR057C,208,1,4,3,0.002397997,0.051388195,0.284230817,3.61E-06,16,202,153,0.097080213,0.807228916,0.000799332,0.094743606,0.017129398,1.20E-06,3,0.015028489
249,YPR010C,173,1,4,3,0.007247009,0.032565763,0.286726885,1.35E-05,16,202,121,0.081776472,0.715302491,0.00241567,0.095575628,0.010855254,4.51E-06,3,0.004952681
250,YHR197W,86,1,4,3,3.51E-05,0.023648342,0.266982069,6.98E-07,16,202,78,0.054601485,0.62037037,1.17E-05,0.088994023,0.007882781,2.33E-07,3,0.000527818
251,YDR412W,21,1,4,4,1.15E-05,0.006187747,0.242185016,3.47E-06,16,202,19,0.014152806,0.512755102,2.88E-06,0.060546254,0.001546937,8.68E-07,4,7.63E-06
252,YMR128W,154,1,4,3,0.000202377,0.04257099,0.275096293,1.13E-06,16,202,119,0.080303972,0.707746479,6.75E-05,0.091698764,0.01419033,3.77E-07,3,0.001639508
253,YER126C,211,1,4,3,0.000725534,0.063213349,0.286762861,2.21E-06,16,202,127,0.082034237,0.72826087,0.000241845,0.09558762,0.021071116,7.35E-07,3,0.002728596
254,YER082C,185,1,4,3,0.000402238,0.048628281,0.277282378,1.27E-06,16,202,141,0.093148128,0.767175573,0.000134079,0.092427459,0.016209427,4.22E-07,3,0.002873597
255,YGR245C,165,1,4,3,0.001123266,0.037136457,0.279298546,3.35E-06,16,202,146,0.094050002,0.78515625,0.000374422,0.093099515,0.012378819,1.12E-06,3,0.006865055
256,YHR148W,165,1,4,3,0.000196279,0.048799034,0.273221757,9.52E-07,16,202,114,0.076652999,0.697916667,6.54E-05,0.091073919,0.016266345,3.17E-07,3,0.001842231
257,YBL004W,111,1,4,3,3.72E-05,0.032856176,0.268109567,4.35E-07,16,202,85,0.057599747,0.626168224,1.24E-05,0.089369856,0.010952059,1.45E-07,3,0.00069946
258,YOL010W,134,1,4,3,0.000114371,0.03945323,0.27175981,9.22E-07,16,202,106,0.072911933,0.676767677,3.81E-05,0.090586603,0.013151077,3.07E-07,3,0.000848817
259,YKL014C,47,1,4,4,9.96E-06,0.011767826,0.250342297,4.83E-07,16,202,46,0.032093607,0.559888579,2.49E-06,0.062585574,0.002941957,1.21E-07,4,0.00050749
260,YPL043W,192,1,4,3,0.002946084,0.045390608,0.285955583,6.30E-06,16,202,162,0.099304588,0.8375,0.000982028,0.095318528,0.015130203,2.10E-06,3,0.008106095
261,YMR229C,192,1,4,3,0.000859873,0.052697743,0.279588966,2.97E-06,16,202,143,0.093335908,0.776061776,0.000286624,0.093196322,0.017565914,9.90E-07,3,0.0035421
262,YLR051C,82,1,4,4,6.08E-05,0.021148635,0.255577299,9.83E-07,16,202,77,0.053252008,0.609090909,1.52E-05,0.063894325,0.005287159,2.46E-07,4,0.000482016
263,YGR280C,77,1,4,3,0.003727579,0.01582096,0.278007542,6.00E-05,16,202,66,0.043301767,0.587719298,0.001242526,0.092669181,0.005273653,2.00E-05,3,0.000615069
264,YPL146C,133,1,4,4,0.002449681,0.033368113,0.276377048,1.10E-05,16,202,113,0.07540106,0.690721649,0.00061242,0.069094262,0.008342028,2.75E-06,4,0.001878169
265,YOL080C,30,0,4,4,6.28E-06,0.007746237,0.247831273,9.01E-07,16,202,28,0.01965427,0.528947368,1.57E-06,0.061957818,0.001936559,2.25E-07,4,0.000104091
266,YMR093W,171,1,4,3,0.000199723,0.047215301,0.27629352,8.90E-07,16,202,135,0.089902297,0.752808989,6.66E-05,0.09209784,0.015738434,2.97E-07,3,0.002757267
267,YKL009W,241,0,4,3,0.002877909,0.063430488,0.295360558,5.32E-06,16,202,148,0.093525674,0.791338583,0.000959303,0.098453519,0.021143496,1.77E-06,3,0.006574449
268,YOR145C,199,0,4,3,0.000906573,0.054765627,0.285473395,2.77E-06,16,202,137,0.089776301,0.755639098,0.000302191,0.095157798,0.018255209,9.24E-07,3,0.003283227
269,YKL172W,204,1,4,3,0.00160003,0.050342856,0.286726885,3.44E-06,16,202,154,0.09568287,0.807228916,0.000533343,0.095575628,0.016780952,1.15E-06,3,0.005953479
270,YHR052W,194,0,4,3,0.000620005,0.048537672,0.285741076,1.65E-06,16,202,155,0.095933073,0.813765182,0.000206668,0.095247025,0.016179224,5.50E-07,3,0.008800633
271,YNL227C,68,0,4,4,3.42E-06,0.020174398,0.271372596,1.12E-07,16,202,52,0.033421171,0.56779661,8.56E-07,0.067843149,0.005043599,2.79E-08,4,1.61E-05
272,YGL014W,1,1,5,4,0,0.00029641,0.224068627,0,16,202,1,0.000826972,0.45785877,0,0.056017157,7.41E-05,0,4,0
273,YOL077C,207,1,3,3,0.002816454,0.049608559,0.29140635,4.46E-06,16,202,155,0.095224867,0.810483871,0.000938818,0.09713545,0.016536186,1.49E-06,3,0.016619993
274,YLR002C,186,1,4,3,0.006436686,0.044371893,0.290979693,1.86E-05,16,202,138,0.089323227,0.761363636,0.002145562,0.096993231,0.014790631,6.19E-06,3,0.003499245
275,YDR365C,123,1,4,3,0.00019257,0.02978733,0.267403767,1.61E-06,16,202,118,0.080576374,0.707746479,6.42E-05,0.089134589,0.00992911,5.36E-07,3,0.001490988
276,YLR175W,166,1,3,3,0.002333657,0.043244973,0.284142475,7.91E-06,16,202,126,0.084287108,0.725631769,0.000777886,0.094714158,0.014414991,2.64E-06,3,0.002839099
277,YHR065C,120,1,4,3,9.60E-05,0.030415888,0.266313214,8.67E-07,16,202,116,0.080440586,0.697916667,3.20E-05,0.088771071,0.010138629,2.89E-07,3,0.001513658
278,YKL078W,112,1,3,3,0.001700655,0.024740776,0.27200238,5.63E-06,16,202,97,0.06424419,0.656862745,0.000566885,0.09066746,0.008246925,1.88E-06,3,0.01570142
279,YFL002C,159,1,4,3,0.000151079,0.044805252,0.276377048,8.47E-07,16,202,132,0.089437634,0.741697417,5.04E-05,0.092125683,0.014935084,2.82E-07,3,0.001952796
280,YLL008W,190,1,4,3,0.001119806,0.046656234,0.285081701,2.54E-06,16,202,152,0.094989234,0.804,0.000373269,0.095027234,0.015552078,8.47E-07,3,0.010534172
281,YGR159C,70,1,4,3,3.84E-05,0.018400532,0.263564551,1.06E-06,16,202,65,0.045453938,0.592920354,1.28E-05,0.08785485,0.006133511,3.53E-07,3,0.000411299
282,YLR435W,90,0,4,4,0.000113343,0.022771254,0.261513817,1.39E-06,16,202,85,0.059264977,0.630094044,2.83E-05,0.065378454,0.005692813,3.47E-07,4,0.002859491
283,YMR239C,32,1,4,3,1.00E-04,0.006295753,0.25519205,7.71E-06,16,202,25,0.017021064,0.518041237,3.33E-05,0.085064017,0.002098584,2.57E-06,3,4.84E-05
284,YPR112C,145,1,4,3,8.93E-05,0.041838729,0.272294037,6.20E-07,16,202,124,0.084647956,0.723021583,2.98E-05,0.090764679,0.013946243,2.07E-07,3,0.001640206
285,YLR186W,152,1,4,3,0.001067258,0.04409795,0.277366505,5.71E-06,16,202,102,0.070313593,0.667774086,0.000355753,0.092455502,0.014699317,1.90E-06,3,0.000898547
286,YNL248C,126,0,4,3,0.00060309,0.027470791,0.266857376,3.49E-06,16,202,105,0.07278021,0.67,0.00020103,0.088952459,0.00915693,1.16E-06,3,0.001252273
287,YGR251W,73,1,4,3,5.05E-06,0.021126134,0.261918405,1.43E-07,16,202,66,0.044912307,0.587719298,1.68E-06,0.087306135,0.007042045,4.77E-08,3,0.00016534
288,YNR053C,182,1,4,3,0.001532777,0.051815654,0.283666377,4.88E-06,16,202,128,0.083049238,0.733576642,0.000510926,0.094555459,0.017271885,1.63E-06,3,0.003552412
289,YDR060W,147,1,4,3,0.000155037,0.04066344,0.28032626,1.04E-06,16,202,122,0.081733981,0.712765957,5.17E-05,0.093442087,0.01355448,3.47E-07,3,0.001842854
290,YHR089C,40,0,4,4,0.000222021,0.008767815,0.259863559,1.01E-05,16,202,27,0.017858208,0.5234375,5.55E-05,0.06496589,0.002191954,2.52E-06,4,0.000135953
291,YGL078C,188,0,4,3,0.002365814,0.045297908,0.288282038,5.86E-06,16,202,148,0.090844429,0.791338583,0.000788605,0.096094013,0.015099303,1.95E-06,3,0.009312218
292,YLR197W,215,1,3,3,0.002641278,0.053146293,0.287231369,4.63E-06,16,202,144,0.092882725,0.776061776,0.000880426,0.09574379,0.017715431,1.54E-06,3,0.004843604
293,YOR272W,240,1,4,3,0.002333818,0.061393217,0.292825112,3.31E-06,16,202,164,0.10075593,0.844537815,0.000777939,0.097608371,0.020464406,1.10E-06,3,0.008368264
294,YNL175C,59,0,4,4,1.94E-05,0.015401629,0.25586342,7.55E-07,16,202,54,0.039648524,0.574285714,4.85E-06,0.063965855,0.003850407,1.89E-07,4,9.17E-05
295,YJL122W,49,0,4,4,5.89E-06,0.013026957,0.257622724,3.18E-07,16,202,45,0.029151043,0.552197802,1.47E-06,0.064405681,0.003256739,7.95E-08,4,0.000191207
296,YPR137W,193,1,4,3,0.0008585,0.049166771,0.27602657,2.06E-06,16,202,148,0.095217622,0.791338583,0.000286167,0.092008857,0.016388924,6.88E-07,3,0.007110175
297,YLR409C,185,1,4,3,0.000787715,0.047669476,0.278363072,2.32E-06,16,202,143,0.092195727,0.776061776,0.000262572,0.092787691,0.015889825,7.74E-07,3,0.00429426
298,YPL239W,4,0,5,4,4.13E-07,0.001130022,0.245225322,3.65E-06,16,202,3,0.001799216,0.448660714,1.03E-07,0.06130633,0.000282505,9.13E-07,4,0
299,YAL059W,77,0,4,4,0.000346261,0.022835158,0.271872955,7.86E-06,16,202,57,0.037036338,0.575931232,8.66E-05,0.067968239,0.005708789,1.96E-06,4,9.33E-05
300,YKR081C,235,1,4,3,0.001486441,0.060060348,0.289285488,2.70E-06,16,202,163,0.100606352,0.841004184,0.00049548,0.096428496,0.020020116,9.01E-07,3,0.006858931
