,protein,degree,inviable,icp55_shell,pim1_shell,betweenness,eigenvector,closeness,bridging,cluster_id,cluster_size,cluster_degree,cluster_eigenvector,cluster_closeness
1074,YNL020C,4,0,5,5,3.945731625754144e-08,9.180082534873682e-07,0.2161331505035699,7.128725305854307e-08,15,29,4,0.060168038652577936,0.5384615384615384
1075,YHR161C,19,0,4,4,6.614419566212036e-05,3.375166117360146e-06,0.2334286589725258,4.395607732438382e-06,15,29,13,0.17337054611141864,0.6511627906976745
1076,YDL161W,19,0,4,4,0.0006103585739191492,5.439110113857854e-06,0.24776410645563446,1.9897793556977745e-05,15,29,12,0.17318626476149684,0.6363636363636364
1077,YCR088W,32,0,4,4,0.0010148315539639538,5.614224574416654e-06,0.250864387245486,1.1992272875884279e-05,15,29,18,0.2253127650537079,0.7368421052631579
1078,YBL007C,22,0,4,4,0.0016874095461112694,0.00013212525524810138,0.26111047640808865,2.816248516132892e-05,15,29,13,0.1672887770403671,0.6511627906976745
1079,YIR006C,34,0,4,4,0.0009886069204036684,6.084881015407787e-06,0.2579716688300694,1.3450494873016242e-05,15,29,21,0.2571489419931873,0.8
1080,YLR370C,14,0,4,4,0.00032097669481716875,2.096158459712393e-05,0.25054812541109406,3.1556924799198844e-05,15,29,7,0.08460545756587658,0.5714285714285714
1081,YGR167W,26,0,4,4,0.000610759264517298,6.424428291942233e-06,0.25125048095421315,1.831675280795146e-05,15,29,14,0.182826034360988,0.6666666666666666
1082,YMR109W,18,0,4,4,0.00011578998986640077,4.07159695086598e-06,0.24389072671006296,7.838428323676449e-06,15,29,12,0.16567515843483088,0.6363636363636364
1083,YBL047C,32,0,4,3,0.003476346094619742,0.00013266394446805282,0.2632609572078558,3.354080240293252e-05,15,29,17,0.22052956605492377,0.717948717948718
1084,YBL011W,15,0,5,3,0.0008204296860924451,8.419566065425113e-08,0.21778074229358235,5.086916393069646e-05,16,29,8,0.13961907481171731,0.5833333333333334
1085,YNL130C,16,0,5,5,0.0004538890080976653,1.2707681082620043e-07,0.2126936857289098,1.8109625623753763e-05,16,29,9,0.16986571756371635,0.5957446808510638
1086,YNL169C,17,0,5,4,0.0020549785684818196,1.259393189285699e-06,0.22937575270975513,8.358723170415521e-05,16,29,11,0.19308540733127408,0.6222222222222222
1087,YMR313C,14,0,4,4,0.00017302894232641006,1.6820497988602015e-08,0.20516157989228007,1.1476055606624912e-05,16,29,9,0.14549407249930332,0.5957446808510638
1088,YMR165C,23,0,5,4,0.003963336625122192,1.4539735433980874e-07,0.23036992238685616,7.839566612267718e-05,16,29,15,0.22295676976584267,0.6829268292682927
1089,YML059C,10,0,5,5,0.00019964646482116617,1.0369765707146731e-07,0.21408833309915226,2.740184816043864e-05,16,29,5,0.10628474267701458,0.5490196078431373
1090,YBR029C,20,0,5,5,0.0006083051373426224,1.1778042521100847e-07,0.2210455051017941,1.9897427146392864e-05,16,29,15,0.2339312313892783,0.6829268292682927
1091,YHR100C,6,0,6,5,6.644995369669744e-06,1.3347903825440452e-08,0.19175266381407835,1.5333613515429503e-06,16,29,3,0.05332921459948835,0.5283018867924528
1092,YJR073C,15,0,5,5,0.00038835339347473524,4.0680839010113553e-07,0.2217747804570375,2.3192892649887402e-05,16,29,11,0.19919712265471456,0.6222222222222222
1093,YHR123W,18,0,5,5,0.0003410580515382672,1.4506381064206043e-07,0.21846771495483439,1.2610137656821263e-05,16,29,13,0.22066741313075272,0.6511627906976745
1094,YER037W,9,0,5,4,4.616938534595344e-05,5.642992906411208e-08,0.20001750317245,8.479173869905479e-06,16,29,7,0.12389912952652181,0.5714285714285714
1095,YIL124W,9,0,5,4,1.891237554324901e-05,5.707651367035222e-08,0.19884287454323996,3.527648765398361e-06,16,29,8,0.13398848104192196,0.5833333333333334
1096,YPR140W,10,0,5,5,0.00019376511391697978,1.3851239605995903e-08,0.19853196664350242,1.3148896498856747e-05,16,29,7,0.10428999967890971,0.5714285714285714
1097,YOR311C,14,0,5,4,0.0001772327389363161,6.467247018877389e-08,0.21023824855119125,1.047174106879427e-05,16,29,11,0.20006391597577164,0.6222222222222222
1098,YOR175C,34,0,5,4,0.0033545256758666874,1.8318304461132406e-06,0.22768479776847977,2.1322839026130714e-05,16,29,28,0.3606294006619217,1.0
1099,YOR081C,26,0,5,4,0.000611100330558887,1.3125180851998946e-07,0.2161229314420804,1.1270642619026999e-05,16,29,20,0.29629771449930287,0.7777777777777778
1100,YGR170W,10,0,5,5,0.0008681177381023623,4.242043936770528e-08,0.210470577401234,0.00010580780009379196,16,29,9,0.16984601665939186,0.5957446808510638
1101,YGR157W,10,0,5,5,9.161608708820315e-06,4.313443383857535e-08,0.210451197053407,1.7056488617936836e-06,16,29,10,0.1868499601190164,0.6086956521739131
1102,YOR245C,19,0,4,3,0.0013096462232111822,2.4793021123736584e-08,0.21321951674596512,4.543986521860393e-05,16,29,10,0.1612232422126601,0.6086956521739131
1103,YPR139C,11,0,5,4,0.0014551105968465623,7.036572430834479e-06,0.22590688939408915,0.00018998339939523307,16,29,10,0.15989671415361845,0.6086956521739131
1104,YKR067W,15,0,5,4,0.0005575230764593833,7.860693207464816e-08,0.21474208399887248,3.3072900624257244e-05,16,29,9,0.14862512702063396,0.5957446808510638
1105,YDL142C,12,0,5,5,0.0007033384212911698,6.391227989712167e-08,0.21110238765990855,3.2082056129577855e-05,16,29,6,0.08578432774648623,0.56
1106,YBR042C,2,0,6,5,0.0,1.1283827810077219e-08,0.18583567101679066,0.0,16,29,2,0.03644311119771584,0.5185185185185185
1107,YNR008W,15,0,4,4,0.00025691142248210824,1.7314701017995586e-08,0.20358988063424194,1.5257048283630195e-05,16,29,10,0.16587546760912117,0.6086956521739131
1108,YNR019W,10,0,5,4,0.0012308451668877705,1.2473871880524599e-08,0.19899869394862865,5.988687990379142e-05,16,29,5,0.08278980470961615,0.5490196078431373
1109,YDL052C,14,0,5,4,0.0014350838994502348,6.295682770814582e-08,0.2128521536670547,4.817467747109048e-05,16,29,10,0.1503172612022109,0.6086956521739131
1110,YER026C,16,0,4,4,0.002974703737716854,2.1634111772927457e-06,0.23671672708441222,0.00015681497147144126,16,29,9,0.1491266315431106,0.5957446808510638
1111,YKR089C,28,0,4,4,0.000999067252458285,9.152521842006324e-08,0.21827992932524712,1.608957929524777e-05,16,29,21,0.30846212505547144,0.8
1112,YKR031C,25,0,5,4,0.0050191116159624795,8.679430847218942e-07,0.2415578925117582,0.00013275036256421902,16,29,15,0.2524947315420394,0.6829268292682927
1113,YML098W,18,0,4,3,1.1565906490349957e-05,1.1822211659672429e-05,0.22792321116928446,9.093690052469999e-07,17,28,13,0.10482614587882245,0.6585365853658537
1114,YGL066W,22,0,4,2,0.00023126312549205373,0.00012924915956853485,0.24934540693868645,1.4145205381313382e-05,17,28,19,0.20457522396369934,0.7714285714285715
1115,YER164W,46,0,4,1,0.0017892252692765574,0.0006615032782024033,0.2612447848202549,2.660780945819467e-05,17,28,19,0.20457522396369934,0.7714285714285715
1116,YOL148C,20,0,4,2,1.9081319594939964e-06,1.9536204288093485e-05,0.2364351109501888,1.451130896531108e-07,17,28,19,0.20457522396369934,0.7714285714285715
1117,YHR099W,51,0,3,2,0.003131617401856443,5.438108974980277e-05,0.2696277944906506,2.4990380869203502e-05,17,28,19,0.20457522396369934,0.7714285714285715
1118,YPL254W,34,0,4,2,0.00024928359290522415,2.3214707639567903e-05,0.25524905070359616,6.003928402190345e-06,17,28,19,0.20457522396369934,0.7714285714285715
1119,YPL011C,14,0,4,3,0.0,5.339695060248985e-06,0.22320425802041116,0.0,17,28,12,0.09482578427130402,0.6428571428571429
1120,YGR252W,72,0,4,2,0.0043980379607841125,8.534416962573929e-05,0.27714788091917786,2.2934705132489176e-05,17,28,20,0.20957724667848385,0.7941176470588235
1121,YCR042C,17,0,4,3,3.9087353269268726e-06,7.836227065040369e-06,0.22398079184633476,3.4458884100952395e-07,17,28,12,0.09482578427130402,0.6428571428571429
1122,YLR055C,21,0,4,2,2.2471632808869076e-05,1.962647739216905e-05,0.2379242140328961,1.4633075926574806e-06,17,28,19,0.20457522396369934,0.7714285714285715
1123,YDR145W,30,0,4,2,5.7485963921199224e-05,2.1841872944057937e-05,0.23765207445149214,1.6376360052249134e-06,17,28,27,0.24172829709255694,1.0
1124,YPL047W,19,0,4,2,0.0,1.6278497528942916e-05,0.23363148479427548,0.0,17,28,19,0.20457522396369934,0.7714285714285715
1125,YML015C,16,0,4,3,1.2465040374366336e-06,7.026115534302752e-06,0.22378341329677862,1.2220175617107187e-07,17,28,12,0.09482578427130402,0.6428571428571429
1126,YBR111W-A,26,0,4,2,0.0006496260847122786,0.00014347355290931667,0.2494406548431105,2.1614842236389226e-05,17,28,19,0.20457522396369934,0.7714285714285715
1127,YDR392W,22,0,4,2,5.9142376057560516e-05,2.124057885035333e-05,0.23778806637881705,3.325141282458595e-06,17,28,20,0.20957724667848388,0.7941176470588235
1128,YMR223W,30,0,4,2,0.001218596279483761,0.001289213131496222,0.25998179956773976,4.230571366623789e-05,17,28,19,0.20457522396369934,0.7714285714285715
1129,YDR176W,40,0,4,2,0.0007906980638815201,2.8612345685769906e-05,0.258204824041123,1.186430523502187e-05,17,28,19,0.20457522396369934,0.7714285714285715
1130,YBR198C,29,0,4,2,5.448260038500042e-05,2.092933617368535e-05,0.23745454545454545,1.6282813199234767e-06,17,28,27,0.24172829709255694,1.0
1131,YMR236W,30,0,4,2,5.7485963921199224e-05,2.1841872944057937e-05,0.23765207445149214,1.6376360052249136e-06,17,28,27,0.24172829709255694,1.0
1132,YBR081C,21,0,4,2,2.2471632808869076e-05,1.962647739216905e-05,0.2379242140328961,1.4633075926574808e-06,17,28,19,0.20457522396369934,0.7714285714285715
1133,YML114C,14,0,4,3,0.0,5.339695060248985e-06,0.22320425802041116,0.0,17,28,12,0.09482578427130403,0.6428571428571429
1134,YMR227C,18,0,4,3,2.6557663893221136e-05,7.226330112963814e-06,0.22423350502820702,1.4611664324298973e-06,17,28,12,0.09482578427130403,0.6428571428571429
1135,YDR167W,32,0,4,2,0.0009839478433290266,2.2525946948146675e-05,0.2391941391941392,2.3382061389928308e-05,17,28,27,0.241728297092557,1.0
1136,YGR274C,28,0,4,3,0.0008288024300889197,1.585359616685998e-05,0.244412362314191,2.0864342769998917e-05,17,28,13,0.10482614587882245,0.6585365853658537
1137,YGL112C,32,0,4,2,8.613751805508375e-05,2.6267732117035698e-05,0.2404523934771173,2.1985119492913783e-06,17,28,27,0.241728297092557,1.0
1138,YCL010C,28,0,4,2,0.00023629579676160334,2.4494950491079388e-05,0.24259632735378409,6.64494059433504e-06,17,28,19,0.2045752239636994,0.7714285714285715
1139,YMR005W,17,0,4,3,1.0228384573908805e-05,1.1693199551946195e-05,0.22791184682887913,9.1457685209229e-07,17,28,12,0.09482578427130403,0.6428571428571429
1140,YDR448W,36,0,4,2,0.0003289924016404126,3.136910673912699e-05,0.25648075412411625,7.052920999685847e-06,17,28,19,0.2045752239636994,0.7714285714285715
1141,YLR240W,52,0,3,4,0.006639478450612345,5.091130494521695e-06,0.25362037396659826,2.180625442355007e-05,18,28,22,0.25088612524832676,0.84375
1142,YPR185W,20,0,3,4,0.00047656846325737904,1.9661965587679937e-06,0.23655747037209543,2.113882538953378e-05,18,28,15,0.1999181144775224,0.6923076923076923
1143,YNL325C,11,0,4,4,5.3595838142749565e-05,2.999138366978695e-07,0.2145505749823985,5.149634017976239e-06,18,28,9,0.09096026677047821,0.6
1144,YPR049C,30,0,2,3,0.001885087337130537,1.0134825554828912e-06,0.24205676763397585,2.5017372530901212e-05,18,28,16,0.2097624376879049,0.7105263157894737
1145,YJL178C,5,0,3,4,1.1789223134003552e-06,8.596013018032642e-08,0.20714188607422848,8.534204846790397e-07,18,28,5,0.06375199817140823,0.5510204081632653
1146,YNL223W,20,0,3,4,0.0001738906613832376,2.04548428463579e-06,0.23271560940841055,8.344709173768929e-06,18,28,17,0.22441279260319594,0.7297297297297297
1147,YGL180W,35,0,2,3,0.0053305715813878616,1.1027468557695e-05,0.25463762464486656,6.974528994826653e-05,18,28,21,0.24727885969783525,0.8181818181818182
1148,YNR007C,22,0,3,4,0.0003701043024554027,2.0783187854902257e-06,0.2349886901089862,1.6062407745321078e-05,18,28,19,0.23935036403130633,0.7714285714285715
1149,YNL242W,18,0,3,4,0.00022567898394279336,7.939231273777634e-07,0.2281393491714913,1.1383716433241613e-05,18,28,15,0.21122675049786602,0.6923076923076923
1150,YFR019W,23,0,4,3,0.0016418479438247166,2.9144168559864035e-05,0.24870776429620764,5.09735435972456e-05,18,28,10,0.0987306192996666,0.6136363636363636
1151,YLR386W,8,0,4,3,0.00042641255673388863,1.014250412193125e-05,0.2415578925117582,0.0001430140907796751,18,28,7,0.0795148550203187,0.574468085106383
1152,YBR128C,12,0,3,4,1.4354799981093866e-05,3.4250547560763874e-07,0.21862444997130284,1.933925160698397e-06,18,28,11,0.13689573464200047,0.627906976744186
1153,YBR097W,32,0,3,4,0.0014037193494354366,1.144373911641819e-06,0.2442686902153583,1.5874999246169056e-05,18,28,22,0.25088612524832676,0.84375
1154,YPL149W,23,0,2,4,0.0019137074949650053,3.77103067128439e-05,0.24638852953859422,7.60572410714655e-05,18,28,17,0.22512314174023562,0.7297297297297297
1155,YHR171W,23,0,3,4,0.0009711347385854242,2.384882279874267e-06,0.23623959894568194,3.3825995752412724e-05,18,28,18,0.23158001150211793,0.75
1156,YLR360W,10,0,3,4,2.751152544071972e-05,3.795434747918636e-07,0.21989705104151633,4.757332799668157e-06,18,28,10,0.10742302342748455,0.6136363636363636
1157,YFR021W,27,0,3,4,0.0003869310762404275,1.0514032659732613e-06,0.23123229461756373,7.969222952630683e-06,18,28,27,0.27916788191910763,1.0
1158,YNL054W,9,0,4,4,2.2802789059270403e-06,2.9686742003739523e-07,0.2142991092358181,4.3306935492315663e-07,18,28,9,0.09096026677047823,0.6
1159,YLR211C,9,0,4,4,3.799286404350103e-08,2.3737259026743288e-07,0.21106339751581474,7.768882776412184e-09,18,28,9,0.09421723377802992,0.6
1160,YJL036W,20,0,3,4,0.0009640750106418996,4.5144191121653367e-07,0.22542782462888988,2.4573232874888267e-05,18,28,8,0.11375626750189362,0.5869565217391305
1161,YBR217W,21,0,2,4,0.0013372183238676227,3.6871310095759996e-05,0.2517070484581498,6.124710375065929e-05,18,28,15,0.20875540123049305,0.6923076923076923
1162,YLR431C,7,0,3,4,5.566288020859223e-07,1.0626685884046681e-07,0.20779161741976543,1.6195183148833555e-07,18,28,6,0.07593105782577156,0.5625
1163,YDL149W,29,0,2,4,0.0010119486471660173,8.741337400603725e-07,0.23597129730008776,1.6754926719484763e-05,18,28,21,0.2472788596978353,0.8181818181818182
1164,YPL120W,37,0,3,4,0.0015017822118732272,1.1031241659470078e-06,0.24065494366642098,9.305240510173167e-06,18,28,23,0.25976227413326863,0.8709677419354839
1165,YCR068W,13,0,3,4,0.003465675265328929,3.386264688942893e-07,0.21781187458305537,0.000292677811164283,18,28,6,0.08844594613220527,0.5625
1166,YPL100W,17,0,2,4,5.247548844932182e-05,7.874472642687012e-07,0.22743556572793314,3.858060405054939e-06,18,28,15,0.20330601338927906,0.6923076923076923
1167,YMR159C,14,0,3,4,5.797091728606927e-05,1.984023420378178e-06,0.2281051948700035,5.937817725999767e-06,18,28,11,0.15637869391117665,0.627906976744186
1168,YBL078C,42,0,2,3,0.00841437055113477,2.341757694024224e-05,0.2588774990088917,3.8261811358294574e-05,18,28,18,0.2326572591392554,0.75
1169,YER151C,9,0,4,3,0.0003616097982543996,3.543966994687344e-05,0.24922305217818003,6.11441190992625e-05,19,27,2,0.12415984503648705,0.52
1170,YKR039W,6,0,5,4,0.0008715132759915616,8.361619332834668e-06,0.22478485370051635,7.588404599741267e-05,19,27,3,0.1537547208114026,0.5306122448979592
1171,YOR018W,4,0,4,4,0.0003437170602547427,8.189664569883381e-06,0.22987176263515213,0.0001690917302853168,19,27,3,0.16566302849179557,0.5306122448979592
1172,YDR069C,12,0,4,4,0.0002687484655916467,0.00013307158589759787,0.23798615088249075,4.3411461256606086e-05,19,27,3,0.15873508042402582,0.5306122448979592
1173,YLL039C,103,0,4,3,0.01146048917474891,0.01805432151169968,0.29101674412682244,2.353615887416659e-05,19,27,5,0.2167413603447437,0.5531914893617021
1174,YGR068C,1,0,5,4,0.0,8.076380269975343e-06,0.21548107292697874,0.0,19,27,1,0.09814491559774498,0.5098039215686274
1175,YOR124C,13,0,4,4,0.0008857743977001116,9.509123566537909e-05,0.2453569511540526,3.844084062784666e-05,19,27,4,0.16307941806711482,0.5416666666666666
1176,YER125W,47,0,4,3,0.017927622956317883,0.0013221579376806953,0.27465000300426606,3.187242677063812e-05,19,27,26,0.6152367407895717,1.0
1177,YMR171C,1,0,5,4,0.0,8.076380269975343e-06,0.21548107292697874,0.0,19,27,1,0.09814491559774498,0.5098039215686274
1178,YML111W,3,0,5,4,1.2902164834178893e-06,8.177706972022041e-06,0.21700531712875049,9.820271209820373e-07,19,27,3,0.1537547208114026,0.5306122448979592
1179,YJL084C,4,0,5,4,1.276560231861635e-07,8.227753132282468e-06,0.21552171248055071,4.374118898966963e-08,19,27,4,0.194845779974761,0.5416666666666666
1180,YBR082C,19,0,4,4,0.0017110820162952066,0.00015829481960373515,0.2563225480850109,0.00010246308522020254,19,27,4,0.19490320112557705,0.5416666666666666
1181,YBL101C,2,0,5,4,0.0,8.127542961386296e-06,0.21550139078779879,0.0,19,27,2,0.1392359747611034,0.52
1182,YDR177W,14,0,4,4,0.00043712587830268515,0.0013123557764243496,0.260263053009167,7.757347008103898e-05,19,27,4,0.19490320112557705,0.5416666666666666
1183,YLR392C,1,0,5,4,0.0,8.076380269975343e-06,0.21548107292697874,0.0,19,27,1,0.09814491559774498,0.5098039215686274
1184,YMR275C,4,0,5,4,3.985398534467835e-06,8.228869663432996e-06,0.2170259234640585,1.7698935223935897e-06,19,27,4,0.194845779974761,0.5416666666666666
1185,YOR138C,2,0,5,4,0.0,8.657461242778795e-06,0.21924312916686653,0.0,19,27,2,0.12415984503648705,0.52
1186,YBR290W,4,0,5,4,0.001464626946415814,8.126665710577189e-06,0.21931676422608196,0.00030822746185765634,19,27,2,0.1167728398190163,0.52
1187,YIR033W,2,0,5,3,0.00020743364580356796,8.082348185334397e-06,0.22068266306184522,0.0012380166797165326,19,27,1,0.09814491559774498,0.5098039215686274
1188,YOR322C,8,0,5,4,0.000453900778386467,8.3764634236898e-06,0.21831120450854904,1.8275274058392876e-05,19,27,7,0.257586425089916,0.5777777777777777
1189,YKL020C,3,0,5,3,0.0003295801794066519,9.906041469335713e-06,0.22951395862623017,0.000984811767869413,19,27,1,0.09814491559774498,0.5098039215686274
1190,YFR022W,2,0,5,4,0.0,8.127542961386296e-06,0.21550139078779879,0.0,19,27,2,0.1392359747611034,0.52
1191,YPR030W,1,0,5,4,0.0,8.076380269975343e-06,0.21548107292697874,0.0,19,27,1,0.09814491559774498,0.5098039215686274
1192,YBR021W,1,0,5,4,0.0,8.076380269975343e-06,0.21548107292697874,0.0,19,27,1,0.09814491559774498,0.5098039215686274
1193,YKR021W,3,0,5,4,0.0,8.177564867836943e-06,0.2182590841808719,0.0,19,27,3,0.16566302849179554,0.5306122448979592
1194,YDR059C,11,0,4,4,0.0002498037786318782,0.00015069205794651948,0.25001367390472023,5.454783290263514e-05,19,27,4,0.19490320112557705,0.5416666666666666
1195,YPL176C,2,0,5,4,0.0,8.126017410473782e-06,0.2162149377985904,0.0,19,27,2,0.1167728398190163,0.52
1196,YML126C,23,0,5,4,0.0003750537414293557,1.4100436676135915e-07,0.22214122564027797,1.281475066653605e-05,20,27,21,0.24799868476920955,0.8387096774193549
1197,YBR003W,19,0,3,3,0.0017587173196725223,8.833460876886219e-07,0.220970704824519,5.994671062368649e-05,20,27,5,0.03996170698009747,0.5531914893617021
1198,YLR100W,18,0,5,3,7.643288904034624e-05,5.952162782943001e-08,0.2076217296511628,3.774132116225341e-06,20,27,17,0.21044989707835593,0.7428571428571429
1199,YNR043W,16,0,5,4,0.00014994500584937992,1.5689824436348166e-07,0.21523755709375147,1.0330592324047562e-05,20,27,15,0.18158650290504352,0.7027027027027027
1200,YLR450W,14,0,4,4,0.0013204015516588838,6.207007676624391e-06,0.23854503705249974,0.0001457376115536433,20,27,11,0.1422393538865915,0.6341463414634146
1201,YHR007C,27,0,4,3,0.0049013756581768155,5.005657962886621e-06,0.2471879731775903,6.29079164632949e-05,20,27,19,0.2341465572386588,0.7878787878787878
1202,YML075C,14,0,5,4,3.324996382713244e-05,9.003651292073783e-08,0.2138379491017964,3.172988549820878e-06,20,27,14,0.1695211450016012,0.6842105263157895
1203,YJL167W,25,0,4,4,0.001472145575676754,3.015472865534796e-07,0.22652262252837108,3.414542734334187e-05,20,27,20,0.21245009236714535,0.8125
1204,YHR072W,22,0,5,4,0.00016163873133699655,8.935118213594445e-08,0.21540999057492932,5.80224416790914e-06,20,27,21,0.25345079017111954,0.8387096774193549
1205,YPL028W,35,0,5,3,0.002469243824555742,1.4253009641797887e-06,0.23633731451321027,4.049326753170323e-05,20,27,17,0.20627365453667282,0.7428571428571429
1206,YGL012W,14,0,5,4,1.3269044820374152e-05,6.583572601535845e-08,0.21041244706315596,1.3046644297595893e-06,20,27,14,0.1801419911578588,0.6842105263157895
1207,YHR190W,26,0,4,4,0.00036274325082743695,1.1679911055017065e-07,0.21928520028783882,8.826492291207217e-06,20,27,26,0.2741759809532095,1.0
1208,YNL280C,16,0,5,4,2.117353413019218e-05,6.852262283175781e-08,0.21187540558079168,1.6160660871975346e-06,20,27,16,0.20586147580744965,0.7222222222222222
1209,YPL117C,16,0,5,4,4.135347951967725e-05,9.09658558423003e-08,0.2138679642539653,2.9949309280933755e-06,20,27,16,0.19394447518360886,0.7222222222222222
1210,YBR002C,12,0,4,4,0.0004154020384989689,2.185070822571969e-07,0.21118041118041117,3.1284249971002204e-05,20,27,5,0.039961706980097475,0.5531914893617021
1211,YMR208W,16,0,5,4,0.0001898756580037123,6.599982484349625e-08,0.21195400166929426,1.1567041112787285e-05,20,27,15,0.18086571442788102,0.7027027027027027
1212,YPL069C,14,0,4,4,7.406737160925036e-05,1.6685642827656522e-08,0.19927631005318686,5.59348293633709e-06,20,27,11,0.10890962505112657,0.6341463414634146
1213,YGR175C,24,0,5,4,0.00041056258305004575,3.628964631436393e-07,0.21945364635844256,1.1942762106014521e-05,20,27,22,0.2604381321080206,0.8666666666666667
1214,YLR056W,17,0,5,3,0.00041300358624907674,6.442576956994496e-08,0.20978475377484052,1.9057259482857646e-05,20,27,14,0.18247262749605958,0.6842105263157895
1215,YMR101C,10,0,4,4,0.0002416584963588804,2.0666834793412315e-07,0.21025758969641214,2.9356249260545118e-05,20,27,5,0.039961706980097475,0.5531914893617021
1216,YGL001C,20,0,5,4,0.00018705767328381512,9.350845221343463e-08,0.21550139078779879,8.293054232429828e-06,20,27,18,0.22679746346815463,0.7647058823529411
1217,YMR220W,10,0,5,4,2.8384962221829465e-06,1.5499446528206032e-08,0.19784452908587258,5.560773388897882e-07,20,27,10,0.12605756786116817,0.6190476190476191
1218,YMR202W,16,0,4,3,0.001123763382769652,1.7948730011990864e-06,0.22926070819540575,6.400559766438912e-05,20,27,14,0.18247262749605958,0.6842105263157895
1219,YER044C,13,0,5,4,2.784346307034643e-06,5.7182846402565e-08,0.205438202247191,3.0933239907748557e-07,20,27,13,0.1686200875917922,0.6666666666666666
1220,YGR060W,23,0,5,3,0.0003674382456346358,7.431186092974929e-07,0.21927468099395567,1.1393416034415537e-05,20,27,20,0.2428327604100813,0.8125
1221,YML008C,17,0,5,4,2.3236908572029782e-05,6.947532711678574e-08,0.21198349023790752,1.5444149866117225e-06,20,27,17,0.2160044636011294,0.7428571428571429
1222,YMR015C,15,0,5,4,0.00012289429342271616,8.250145442084967e-07,0.2094675098524425,8.737612273772353e-06,20,27,14,0.1809157703063983,0.6842105263157895
1223,YJL052W,21,0,4,4,0.0007402864282218546,9.203845979050535e-05,0.2658021747979299,5.7353702084799767e-05,21,26,16,0.2070566984273496,0.7352941176470589
1224,YAL038W,51,0,3,3,0.005508595121384908,0.00012104202209527706,0.2750466333714423,5.370136620998764e-05,21,26,21,0.24751631922013695,0.8620689655172413
1225,YGR240C,29,0,3,3,0.0016906199807133681,2.5625096302702042e-05,0.2581173414647919,4.307224983188158e-05,21,26,13,0.17211194995695897,0.6756756756756757
1226,YHR174W,25,0,4,4,0.0005490817810614362,0.0005630179332595476,0.2635189669087974,2.445985743746546e-05,21,26,18,0.21839010453418284,0.78125
1227,YMR323W,17,0,4,4,0.00026926436943465877,0.0004911070249357643,0.2555915902482666,2.3873243089522016e-05,21,26,13,0.15458777689322623,0.6756756756756757
1228,YPR074C,39,0,3,3,0.0010631294784015771,3.1948269242290246e-05,0.2608571591622439,1.517519694012271e-05,21,26,19,0.23306367313877524,0.8064516129032258
1229,YOL056W,14,0,4,4,0.00010536559062715979,2.221894726640843e-05,0.23492830343835125,8.950883275937574e-06,21,26,12,0.11814931674473417,0.6578947368421053
1230,YBR196C,47,0,3,4,0.0017129803184659715,2.9754855197170655e-05,0.2573181715829768,1.8095296447325772e-05,21,26,23,0.2608979313846549,0.9259259259259259
1231,YGR043C,50,0,2,4,0.0033520843471485317,1.9093978120803036e-05,0.2596568961599636,2.3030861265116447e-05,21,26,12,0.1536754678528811,0.6578947368421053
1232,YCR012W,36,0,4,3,0.0086289148642981,0.0009087009794754043,0.29327601693827793,0.00016061241733657984,21,26,18,0.21128120070650377,0.78125
1233,YNL241C,41,0,3,4,0.005100812143324882,2.031065911690714e-05,0.26512383272431994,5.983958829245463e-05,21,26,15,0.19582272810727774,0.7142857142857143
1234,YJR009C,24,0,4,3,0.0012518424110955389,0.00014452272550420607,0.2730585424133811,7.459152567974453e-05,21,26,16,0.2070566984273496,0.7352941176470589
1235,YBR117C,44,0,3,4,0.0021094843046954356,2.225511197519062e-05,0.2612597165066301,2.3875389866150716e-05,21,26,17,0.20956741827109326,0.7575757575757576
1236,YOL086C,19,0,3,4,0.0005951668051719466,8.847383432404657e-05,0.2525833010996298,4.310110183732231e-05,21,26,11,0.1478273320243047,0.6410256410256411
1237,YIL074C,10,0,4,4,0.0005945243171528456,5.788061145945467e-07,0.22263893624275485,6.403969974400916e-05,21,26,4,0.03125394008585439,0.5434782608695652
1238,YDL021W,15,0,3,4,0.0001548923893621762,2.233490021747673e-05,0.23848280899462618,1.1929681829491833e-05,21,26,13,0.1265529227738906,0.6756756756756757
1239,YOR347C,45,0,3,3,0.0033421231187659535,4.93073143846242e-05,0.2695641917792062,4.326046302116321e-05,21,26,20,0.2394325254725778,0.8333333333333334
1240,YPL281C,14,0,4,4,0.00016744161708410937,0.0004901911909825564,0.2537048343231393,2.081052682922076e-05,21,26,10,0.11646419935005517,0.625
1241,YOR393W,16,0,4,4,0.00026538310189272993,0.00048558951522843444,0.2482754874803107,2.6243893125970203e-05,21,26,12,0.14303399429155705,0.6578947368421053
1242,YGR254W,25,0,4,4,0.0005627875256085916,0.000492468156826709,0.26018897996357016,2.4926513818342225e-05,21,26,19,0.22985009161126324,0.8064516129032258
1243,YKL152C,26,0,3,4,0.00042344807445479296,2.7528928972235875e-05,0.2479657155256591,1.4025422683587982e-05,21,26,25,0.26431628487185577,1.0
1244,YLR354C,36,0,3,4,0.001044240836688768,2.5343204698992224e-05,0.2587456130420016,1.5007100996314162e-05,21,26,16,0.2052345091266734,0.7352941176470589
1245,YDR050C,44,0,3,3,0.004520208478677073,0.00011052445042998423,0.2707777975238434,4.298608758045738e-05,21,26,21,0.24751631922013695,0.8620689655172413
