,0
4932.YIL063C,2.325074014038245e-05
4932.YBL004W,4.3515931484531817e-07
4932.YBR079C,3.7443255973959624e-06
4932.YBR247C,3.719772313283785e-06
4932.YCL031C,3.0523163788609377e-06
4932.YCL059C,3.5451802916960613e-06
4932.YCR077C,3.3447570660201636e-05
4932.YDL014W,1.2092348554873046e-05
4932.YDL060W,4.932451196874479e-06
4932.YDL148C,8.988107456483839e-07
4932.YDL213C,1.782211950999432e-07
4932.YDR091C,2.042134468488476e-05
4932.YDR299W,1.8721408640163567e-06
4932.YDR324C,7.820316859553338e-07
4932.YDR449C,9.52711120548807e-07
4932.YFL002C,8.465818595798784e-07
4932.YGL019W,9.235198670326911e-06
4932.YGL120C,1.5266737502473387e-05
4932.YGL171W,7.493401566926454e-07
4932.YGR054W,3.195084709133786e-05
4932.YGR081C,2.303278218378217e-07
4932.YGR090W,3.487241518939225e-06
4932.YGR128C,4.0567595328267417e-07
4932.YGR145W,1.2691819506657683e-06
4932.YHR148W,9.521706654761544e-07
4932.YHR169W,1.1071541870262317e-06
4932.YHR196W,3.100483569107921e-07
4932.YIL035C,2.7217732377879907e-05
4932.YJL010C,2.2609359075568436e-05
4932.YJL069C,4.722732651711147e-06
4932.YJR002W,3.4047020182059197e-06
4932.YKR060W,4.6200333646451743e-07
4932.YLL011W,5.4992073191728e-06
4932.YLR003C,3.109316298483123e-07
4932.YLR175W,7.906380516695642e-06
4932.YLR186W,5.7076735191124205e-06
4932.YLR197W,4.627507436813964e-06
4932.YOR272W,3.3071580693390835e-06
4932.YOR145C,2.7725673797244235e-06
4932.YNL075W,1.9797660916266926e-06
4932.YNL308C,1.2408648931620957e-06
4932.YOL010W,9.215820829947555e-07
4932.YNL224C,1.993291492343962e-06
4932.YNL007C,5.333550096238334e-05
4932.YMR260C,1.6902201003354676e-05
4932.YOR039W,3.6663113187618117e-05
4932.YPR137W,2.063224032039731e-06
4932.YMR093W,8.895940588865262e-07
4932.YPR112C,6.195658382775684e-07
4932.YPL126W,6.735944919664953e-07
4932.YOR061W,3.080046437079643e-05
4932.YMR309C,8.031394370006847e-06
4932.YPL266W,4.351523153230405e-06
4932.YOR078W,1.3678161718952667e-07
4932.YPR144C,2.6814372894543742e-06
4932.YMR128W,1.1296054770180573e-06
4932.YLR089C,5.361490616206916e-06
4932.YAL062W,1.7786243577763823e-05
4932.YDL215C,2.418105939144206e-05
4932.YDR050C,4.298608758045738e-05
4932.YDR111C,5.361490616206916e-06
4932.YFL030W,3.6194345973727145e-05
4932.YJL071W,4.9297390686368505e-06
4932.YKL106W,2.9038023697727095e-05
4932.YLR027C,3.394332870169161e-05
4932.YPL262W,3.431400275139163e-05
4932.YOR375C,2.0770847103448137e-05
4932.YMR062C,1.1515601814941984e-05
4932.YKL211C,1.5035972151175703e-05
4932.YBR020W,2.1642899226478524e-05
4932.YBR235W,0.0
4932.YBR248C,3.7417050497356396e-05
4932.YBR249C,0.0
4932.YCL030C,2.6527399050546823e-05
4932.YDR007W,9.54166948354804e-06
4932.YDR009W,1.1863641800730523e-05
4932.YDR035W,0.0
4932.YDR127W,1.1036794620244317e-05
4932.YDR354W,1.5165509472687056e-07
4932.YER055C,3.239795500955849e-05
4932.YER069W,4.580165970835909e-05
4932.YER090W,1.179972891864737e-05
4932.YGL026C,7.230110629071066e-05
4932.YGL148W,9.239061226059829e-05
4932.YGR061C,2.124243163320929e-05
4932.YIL020C,1.363898070750091e-06
4932.YIL116W,9.364928454009112e-06
4932.YMR300C,1.8837554859179625e-05
4932.YOR358W,8.456516438899241e-05
4932.YPR060C,8.304475345700205e-06
4932.YNR033W,3.263805747917002e-05
4932.YOR202W,1.3335767882975093e-05
4932.YOR348C,1.786691370617105e-05
4932.YNL316C,1.513103962411358e-05
4932.YMR292W,0.00014893521971944467
4932.YMR289W,1.055495394618162e-05
4932.YDR398W,4.801076726896397e-06
4932.YEL026W,1.836857613185162e-05
4932.YGL173C,2.437350244187474e-05
4932.YIL019W,4.672883307252709e-07
4932.YKL143W,9.184358104979513e-06
4932.YKR084C,3.4080414221006046e-05
4932.YLR192C,9.69371804450276e-07
4932.YPR041W,4.271230094528877e-06
4932.YML093W,1.3874259047944688e-06
4932.YNL001W,2.1084852181800227e-05
4932.YNL207W,6.6254219840576205e-06
4932.YNL244C,3.437315482925097e-06
4932.YKL001C,0.00022748476264509556
4932.YBR213W,0.0
4932.YDR253C,5.736892275276486e-05
4932.YFR030W,9.640443531921723e-06
4932.YJR010W,3.784119149118317e-05
4932.YJR137C,1.1362816467177593e-05
4932.YLR303W,4.470803433023569e-05
4932.YNL277W,1.3916849334470879e-05
4932.YLR092W,6.870391909354225e-05
4932.YKR069W,5.214754320334782e-05
4932.YOL064C,0.0
4932.YPR167C,1.1223857007998668e-05
4932.YKL149C,2.718089694081201e-05
4932.YGR093W,4.156223392519069e-06
4932.YKR086W,1.8971121783894466e-06
4932.YDL175C,2.0736404156561737e-06
4932.YIL079C,2.0736404156561737e-06
4932.YML103C,6.729598897195159e-06
4932.YMR125W,2.995124476025885e-05
4932.YMR239C,7.710625447506002e-06
4932.YOL115W,2.3724316622446534e-06
4932.YIL099W,5.262551107070729e-05
4932.YBR299W,7.456015572431717e-05
4932.YCL040W,5.258351004402281e-05
4932.YDR516C,2.2347079280909364e-05
4932.YEL011W,2.198909463616008e-05
4932.YFR053C,2.668074791221531e-05
4932.YGL253W,4.1965079040582214e-05
4932.YGR044C,0.00021007305960201732
4932.YGR287C,5.12782200803739e-06
4932.YGR292W,7.456015572431717e-05
4932.YIL172C,5.12782200803739e-06
4932.YLR446W,1.7985706468212203e-05
4932.YJL216C,0.00011319196497233759
4932.YOL157C,0.00011319196497233759
4932.YPR160W,1.9646732820872653e-05
4932.YPR184W,1.9937385306767085e-05
4932.YAL058W,0.00011780351719157388
4932.YGL022W,3.216812576290731e-05
4932.YOR254C,2.4452664918470624e-05
4932.YCL043C,8.640963740893625e-06
4932.YFL005W,5.905097440550154e-05
4932.YOL013C,2.735980921702122e-05
4932.YCL001W,2.3628391349302e-05
4932.YOR336W,8.928053569615809e-05
4932.YHR098C,5.436249848389788e-05
4932.YBL040C,3.309659243180247e-05
4932.YDL126C,3.634124922114175e-05
4932.YMR186W,9.568324286366796e-05
4932.YPL240C,0.00010395231417298431
4932.YGR284C,2.4592958362319297e-05
4932.YJL002C,1.2076087058567323e-05
4932.YMR214W,7.041440620933186e-06
4932.YPR181C,3.406437480018138e-05
4932.YDR057W,3.596461481940456e-05
4932.YOR085W,1.515483826512401e-05
4932.YER019C-A,4.411356209792363e-05
4932.YKL073W,2.517086189636833e-05
4932.YBR201W,2.1716948657742747e-05
4932.YDR518W,2.662167888689239e-06
4932.YHR204W,6.076852731053713e-05
4932.YJL034W,3.0139288924309767e-05
4932.YGL027C,7.511106635452342e-05
4932.YOR067C,3.471897869596704e-05
4932.YML130C,3.3625228577767375e-05
4932.YLR397C,1.9616883233577235e-05
4932.YBR229C,3.493012838823721e-05
4932.YPL094C,1.828467746086683e-05
4932.YEL002C,4.384007507000189e-05
4932.YER087C-B,1.1448161027538318e-05
4932.YJL194W,1.7014328097254484e-05
4932.YAR007C,1.0820491995493211e-05
4932.YBL023C,5.633411799329589e-06
4932.YBL035C,4.1521246455651725e-06
4932.YBL063W,8.348139275171882e-06
4932.YBR060C,1.1766850014973661e-05
4932.YBR087W,2.0348096055642534e-05
4932.YBR160W,4.0987657887678226e-05
4932.YBR202W,6.402911052224915e-06
4932.YBR252W,3.410938890456167e-05
4932.YBR274W,1.4292978068642459e-05
4932.YBR278W,1.1041469604443793e-05
4932.YCL016C,2.1129513812664694e-06
4932.YDL017W,2.143165193432671e-05
4932.YDL028C,1.2594929308140076e-05
4932.YDL102W,1.040795861803715e-05
4932.YDL155W,6.421614735782266e-06
4932.YDL164C,3.494049557116236e-05
4932.YDR013W,1.426921755769061e-06
4932.YDR052C,1.5008882600185154e-06
4932.YDR121W,1.544994947594025e-05
4932.YDR325W,1.0544568998128453e-05
4932.YDR489W,1.963829535094341e-06
4932.YEL032W,1.8750851837463016e-05
4932.YEL061C,1.237995819467036e-05
4932.YER070W,4.676662300285941e-05
4932.YER173W,1.9611164192841708e-06
4932.YFL009W,2.7146973575865723e-05
4932.YFL029C,2.634965472947876e-05
4932.YFR028C,3.5626766702726705e-05
4932.YFR031C,6.990984245085456e-06
4932.YGL003C,1.0216284106862324e-05
4932.YGL113W,6.239579249148586e-09
4932.YGL116W,4.228493693761944e-05
4932.YGL201C,6.021461147191505e-06
4932.YGR098C,1.0026625201313697e-05
4932.YGR108W,1.0447222468843078e-05
4932.YGR109C,8.060048892176666e-06
4932.YGR188C,1.529644367074565e-05
4932.YHR118C,6.905322669275359e-06
4932.YIL066C,2.6167403942669694e-05
4932.YIL144W,4.602152276314177e-05
4932.YIL150C,6.200620388291176e-06
4932.YIR008C,3.985806702599819e-06
4932.YJL013C,5.470032013613469e-06
4932.YJL026W,3.102428120030909e-05
4932.YJL030W,1.406882659335672e-05
4932.YJL065C,1.9075272028342356e-05
4932.YJL072C,1.8036228554604867e-06
4932.YJL090C,3.796261046185291e-06
4932.YJL115W,2.2266705599180832e-05
4932.YJL187C,4.5523819645044434e-05
4932.YOL069W,2.942375196549189e-05
4932.YLR079W,5.2269352951841355e-05
4932.YPR135W,6.1036889547770715e-06
4932.YLR210W,6.991773832230855e-06
4932.YNL262W,8.588493221980486e-06
4932.YMR048W,3.3567636461228632e-06
4932.YJR046W,1.406162045195765e-06
4932.YOL094C,9.823519022489054e-07
4932.YPL153C,1.1751019964116489e-05
4932.YLR103C,7.763979034329852e-06
4932.YOR074C,3.4637498979975944e-05
4932.YPR120C,1.1929944498164741e-05
4932.YNL182C,1.7817509117267783e-05
4932.YOL146W,1.0566286851656087e-06
4932.YKL108W,1.1428279576654837e-06
4932.YLR442C,1.8648812901242178e-05
4932.YLR002C,1.8575917976650482e-05
4932.YPR175W,3.0454260240878653e-06
4932.YLL004W,8.61378559915937e-06
4932.YNL102W,5.62520974704873e-06
4932.YKL113C,1.1159489186800845e-05
4932.YLR086W,1.3526554527654624e-05
4932.YPR162C,2.042641830138959e-07
4932.YPL031C,9.928332339116396e-05
4932.YPL001W,1.4516495036870683e-06
4932.YML065W,7.3689493197275595e-06
4932.YNL290W,6.405393801416413e-07
4932.YLL022C,4.5608687768151956e-06
4932.YPR019W,1.0657751757152608e-05
4932.YJR068W,3.724644342226313e-06
4932.YPR119W,2.5419993581481523e-05
4932.YNL261W,4.670551156403675e-06
4932.YOR033C,4.362287855097019e-06
4932.YLR274W,1.5958418636943696e-05
4932.YKL045W,3.2004959198208374e-06
4932.YNL312W,9.787723151908187e-06
4932.YOR060C,1.76961279037227e-08
4932.YER073W,4.1507144558065456e-05
4932.YIL155C,6.57026703875748e-05
4932.YKL085W,2.940103728988136e-05
4932.YMR110C,5.286533478436721e-05
4932.YOR374W,9.281650992982674e-05
4932.YOR187W,6.480474171178766e-05
4932.YBR146W,4.6521644371302065e-06
4932.YBR217W,6.124710375065929e-05
4932.YBR221C,3.989334131473378e-05
4932.YBR251W,1.0790969214586235e-05
4932.YCR003W,2.446029381530773e-06
4932.YCR046C,7.0694564989910635e-06
4932.YDL202W,3.3563355277230355e-05
4932.YDR041W,4.111691814887513e-06
4932.YDR116C,1.8389418057425057e-06
4932.YDR237W,7.688897973073363e-06
4932.YDR337W,1.9854484650643724e-06
4932.YEL050C,8.483702641506762e-06
4932.YGL068W,2.270937357900231e-05
4932.YGL129C,1.1606667035370932e-05
4932.YGR101W,3.4362377661252525e-05
4932.YGR132C,1.8212609814540117e-05
4932.YGR220C,2.3491176986982032e-05
4932.YGR231C,7.311936366611423e-05
4932.YJL063C,2.3879079179261695e-05
4932.YJL102W,0.0
4932.YJR077C,9.838179034073285e-05
4932.YKL003C,4.277531013158242e-06
4932.YLR069C,2.2418898957389754e-05
4932.YLR439W,2.3411235884632096e-05
4932.YML025C,1.3528817985953775e-05
4932.YMR203W,3.2547422363426214e-05
4932.YNL005C,8.381354813195275e-06
4932.YNL284C,8.260847829666806e-06
4932.YOR142W,4.2884904159025446e-05
4932.YPL097W,2.5020609408696704e-05
4932.YPL149W,7.60572410714655e-05
4932.YPL013C,4.357622772051894e-06
4932.YDR462W,1.026488403111392e-06
4932.YNL185C,2.2460641362681668e-05
4932.YNR037C,2.961769051426911e-06
4932.YNL137C,1.8808288625113838e-06
4932.YOR150W,6.255547988161147e-06
4932.YNL252C,3.6811972684148097e-06
4932.YDR322W,3.7096175131660833e-05
4932.YJR101W,1.1186310509530112e-05
4932.YDR234W,3.4993022534059784e-05
4932.YMR287C,1.8648318479008332e-07
4932.YCR035C,1.4243406404313919e-06
4932.YDL111C,4.005924868097535e-06
4932.YDR280W,1.0324892934788998e-06
4932.YGR095C,3.818339911202372e-06
4932.YGR158C,1.1381648055788325e-06
4932.YGR195W,3.729330530587697e-06
4932.YHR069C,1.323464650910015e-05
4932.YPL029W,3.199192195280996e-05
4932.YOL021C,4.239194600854177e-06
4932.YOL142W,3.1363284997647057e-06
4932.YNL232W,4.460442428221095e-06
4932.YOR257W,7.501121224363391e-05
4932.YBR111W-A,2.1614842236389226e-05
4932.YDR159W,4.315196807119922e-05
4932.YEL037C,5.873119077522054e-05
4932.YER162C,1.7054533082136762e-05
4932.YHR172W,4.923986875643448e-06
4932.YJR084W,3.6716533528254635e-05
4932.YLL003W,0.00011704934457576393
4932.YLL040C,0.00023075797435300293
4932.YLR212C,4.1551382384703145e-06
4932.YML085C,2.0288012403255417e-05
4932.YML124C,3.078274506950006e-05
4932.YNL126W,3.408544180204565e-05
4932.YNL188W,3.4572238578206284e-05
4932.YOL072W,6.19830585315376e-06
4932.YPR141C,1.37138556823573e-05
4932.YPL169C,2.751405802692541e-05
4932.YBR268W,7.435276717488647e-06
4932.YKL192C,4.056846970059474e-05
4932.YAL039C,6.0456073155712227e-05
4932.YBR024W,1.5316648034825549e-06
4932.YBR037C,1.5112611894504078e-06
4932.YDR376W,1.3787346666470026e-05
4932.YER141W,1.6355923521013344e-05
4932.YKL087C,6.790509507275222e-05
4932.YLL009C,8.146502609227033e-05
4932.YNR041C,7.943976247822262e-05
4932.YGR033C,2.953469584728448e-06
4932.YDL217C,6.277994965838268e-06
4932.YEL020W-A,3.791571988899064e-05
4932.YLR008C,4.562390536916227e-06
4932.YPL063W,6.813797248313633e-06
4932.YKR065C,1.3925431492014953e-06
4932.YNR017W,2.8698243404941346e-05
4932.YHR024C,0.00011220972484372459
4932.YIL022W,1.4165458425993574e-05
4932.YNL131W,3.8421669142639014e-05
4932.YJR045C,4.380803687031747e-05
4932.YJL054W,5.780846696701816e-06
4932.YJL104W,2.351925888171811e-06
4932.YJL143W,5.829075497278279e-06
4932.YNL070W,1.1318100801483663e-05
4932.YKL195W,2.364683996584115e-05
4932.YJR135W-A,3.008115292731439e-05
4932.YPL098C,2.3092148069212336e-05
4932.YNL328C,5.993814527009529e-07
4932.YML091C,0.0
4932.YAL033W,2.974959709020756e-05
4932.YBL018C,1.2869079630908651e-05
4932.YBR167C,1.4569436923629867e-05
4932.YBR257W,2.744714950803339e-05
4932.YGR030C,1.621840345145568e-05
4932.YHR062C,3.915001537136204e-05
4932.YIR015W,4.8035406780294404e-08
4932.YNL221C,2.896929981869092e-05
4932.YKL155C,1.1521825433164903e-05
4932.YBL090W,5.082099484426513e-07
4932.YDL045W-A,1.9066312982342377e-07
4932.YDR175C,1.014289512509423e-06
4932.YDR347W,1.2771627290545778e-05
4932.YER050C,7.771292426539468e-07
4932.YGR084C,7.104178238875188e-08
4932.YGR165W,6.08627683514215e-07
4932.YGR215W,1.9700956301346062e-07
4932.YHL004W,2.9113290186243776e-06
4932.YHR075C,7.188083579595771e-05
4932.YIL093C,1.7917650007462421e-07
4932.YMR158W,2.639010633317461e-06
4932.YMR188C,2.7178343512182442e-06
4932.YPR166C,1.0920893747127508e-06
4932.YNL306W,1.5847809854672725e-06
4932.YOR158W,1.1601923971869454e-05
4932.YPL118W,6.435231584615214e-07
4932.Q0055,0.0
4932.YGR021W,1.4626838616064092e-05
4932.YNL259C,0.00013052171828824017
4932.YAL044C,2.889964640970674e-05
4932.YBR115C,5.4604711514590255e-05
4932.YDR511W,6.776776036489174e-05
4932.YER061C,8.369444272115644e-05
4932.YGL080W,6.739109582449069e-06
4932.YGL226W,6.773721130517554e-07
4932.YNL315C,6.620032538001858e-06
4932.YPL148C,0.0009572454676622114
4932.YLR239C,1.3376505893426604e-05
4932.YOR221C,5.9067879210770684e-05
4932.YDR375C,2.68108775351918e-05
4932.YNR001C,3.4667424428809615e-05
4932.YLR304C,4.582583001975859e-05
4932.YML054C,4.868190204373943e-05
4932.YMR056C,5.4863839666924566e-05
4932.YLR259C,0.00011318828478543909
4932.YNL037C,6.553998522819647e-05
4932.YNL121C,3.9610115606720156e-05
4932.YGR082W,6.703578886321876e-05
4932.YDR148C,8.942225731674891e-05
4932.YIL134W,0.00025345290674746226
4932.YGR244C,9.11299034219447e-06
4932.YIL125W,2.0880971442777677e-05
4932.YMR118C,1.5681926655755827e-06
4932.YDL044C,0.0
4932.YGR222W,8.561605742839682e-07
4932.YMR257C,5.798214280887902e-05
4932.YGL143C,0.0
4932.YOL114C,5.532297002749103e-05
4932.YPL017C,4.5843574695990025e-06
4932.YFR049W,5.984243210026869e-05
4932.YFL018C,3.461918165221512e-05
4932.YOR136W,1.6282253063382703e-05
4932.YER178W,2.121819720303332e-05
4932.YGL206C,8.266531523019811e-05
4932.YJL046W,3.190716976512233e-05
4932.YNL071W,2.2383996924054738e-05
4932.YGR193C,6.233072705009641e-07
4932.YHR066W,1.107618858862368e-06
4932.YAL025C,5.044131726421915e-06
4932.YAL059W,7.85882643538718e-06
4932.YBL028C,2.3302325302193745e-06
4932.YBR142W,3.208421715866232e-07
4932.YBR267W,4.700776278294091e-06
4932.YCL054W,2.318831225028107e-06
4932.YCR047C,1.1481811017931922e-05
4932.YCR072C,4.371009170225646e-07
4932.YCR087C-A,2.8498060010701235e-07
4932.YDL031W,1.339691928173694e-06
4932.YDL051W,8.34344385303188e-06
4932.YDL063C,2.4915706042538834e-06
4932.YDL153C,5.873907933115505e-07
4932.YDL208W,1.658143335890561e-05
4932.YDR021W,1.6448259088989404e-05
4932.YDR060W,1.0396030206337173e-06
4932.YDR083W,1.2068571070714944e-05
4932.YDR312W,1.2302236004728398e-07
4932.YDR365C,1.607623940579252e-06
4932.YEL055C,4.444178432004393e-07
4932.YER002W,8.862758865260948e-07
4932.YER036C,7.5517602003442536e-06
4932.YER127W,2.436589609456606e-06
4932.YFR001W,5.1521789088182225e-06
4932.YGL029W,2.391607245473864e-06
4932.YGL078C,5.857478144390974e-06
4932.YGL111W,8.983827346902657e-07
4932.YGR159C,1.0583154689760863e-06
4932.YGR187C,1.3987702361046883e-06
4932.YGR218W,6.382216323101627e-05
4932.YGR280C,6.002564200881228e-05
4932.YHR052W,1.6488807269103914e-06
4932.YHR065C,8.666637701997353e-07
4932.YOL124C,8.621456527356059e-06
4932.YLR276C,6.121247722654837e-07
4932.YKL099C,8.300116438697981e-07
4932.YHR085W,9.676102438891958e-07
4932.YNL061W,2.7259223559655853e-06
4932.YHR088W,1.7336115695371275e-06
4932.YLL008W,2.5423786315769773e-06
4932.YJL125C,7.816164173335372e-06
4932.YLR051C,9.825619887121193e-07
4932.YJL122W,3.180941869636193e-07
4932.YLL034C,8.268443156271748e-07
4932.YIL091C,5.924828230082761e-07
4932.YOL077C,4.4605739203058555e-06
4932.YLR221C,7.832097338416527e-07
4932.YOL041C,1.0503024211207942e-06
4932.YOR119C,5.206298102347431e-06
4932.YPR143W,8.68814111520365e-07
4932.YNR038W,1.3938289676589965e-06
4932.YPL211W,7.623775532915586e-06
4932.YLR074C,7.099566707259627e-07
4932.YNL227C,1.1177005403290448e-07
4932.YLR196W,1.4520652286101868e-06
4932.YOR004W,8.195101591635906e-07
4932.YJL033W,2.1117889585992074e-06
4932.YMR131C,1.5011139907990448e-06
4932.YIR012W,4.2905538112097307e-07
4932.YKL082C,1.46543681357441e-07
4932.YMR014W,1.468254991653723e-06
4932.YKL021C,3.10541510836639e-07
4932.YPL043W,6.295450408483316e-06
4932.YOL080C,9.012070908210922e-07
4932.YIR026C,2.700343998128845e-07
4932.YOR287C,1.6785706588639948e-06
4932.YOR056C,3.8102840085528433e-06
4932.YIL127C,1.4699121354447098e-06
4932.YGR192C,0.00010717070368503333
4932.YCR012W,0.00016061241733657984
4932.YGR211W,8.716044805425196e-06
4932.YJR009C,7.459152567974453e-05
4932.YBR143C,2.557707739217007e-05
4932.YKR059W,6.910522676818292e-05
4932.YLR249W,4.71040372583937e-05
4932.YJL138C,1.626198512139977e-05
4932.YHR086W,1.2878475185325153e-05
4932.YBR119W,4.243956264080545e-06
4932.YDL030W,4.115752195798514e-06
4932.YDL043C,1.422506081180673e-06
4932.YDL087C,1.980968652351356e-06
4932.YDL160C,2.0125300591541517e-05
4932.YDR235W,6.115245363889002e-07
4932.YDR240C,4.536489074809048e-07
4932.YDR243C,8.385737056885948e-06
4932.YDR432W,3.289224370685845e-05
4932.YER029C,6.294180782230539e-06
4932.YFL017W-A,1.8465697770830702e-05
4932.YGL049C,1.0818514800212808e-05
4932.YGR013W,2.00394578662569e-06
4932.YGR074W,7.994148051707294e-06
4932.YGR129W,6.39476240567985e-07
4932.YIL061C,2.0553738037369007e-06
4932.YIR009W,1.0423188601412277e-06
4932.YJR021C,3.9501925844153906e-05
4932.YPL157W,8.144852813514099e-05
4932.YLR116W,1.3930615121511888e-05
4932.YLR117C,6.99621447957972e-07
4932.YOR159C,1.1071174754107501e-05
4932.YNL187W,0.0
4932.YJL203W,3.961573592415349e-06
4932.YPR094W,7.889921496619689e-07
4932.YLR298C,1.8341276899787804e-05
4932.YPL213W,1.196717949956816e-06
4932.YML049C,5.65821760599107e-06
4932.YPR182W,1.4771340552234278e-05
4932.YKL173W,4.8628282619104556e-06
4932.YMR240C,7.827149630669405e-06
4932.YNL210W,9.087641219371878e-05
4932.YML046W,1.607077940350235e-05
4932.YKL012W,7.368707879929714e-07
4932.YKL074C,4.1774063217992e-06
4932.YLR275W,7.478236793417304e-06
4932.YOR308C,1.7965677979488663e-06
4932.YLR147C,7.169749590998801e-06
4932.YMR288W,7.409276367302405e-06
4932.YOR319W,9.929084726476995e-07
4932.YMR293C,2.0999275621485264e-07
4932.YBL080C,7.937420834341052e-05
4932.YCR024C,9.4304632685452e-06
4932.YGR102C,0.0
4932.YHR019C,1.478007453653701e-05
4932.YOR168W,2.27370715317764e-05
4932.YBL038W,1.539805395890879e-06
4932.YBR122C,4.907928641640745e-07
4932.YBR282W,5.140642480162999e-06
4932.YCR071C,1.0478833832701811e-05
4932.YDR036C,1.4199975917127029e-05
4932.YDR115W,1.0813877157396957e-07
4932.YDR405W,4.140074731314306e-06
4932.YDR494W,9.771747811252997e-06
4932.YGR076C,3.906140437325944e-08
4932.YHR059W,9.417624119917457e-08
4932.YHR147C,1.9822121196743478e-06
4932.YKL138C,7.053086607339333e-08
4932.YKR085C,5.911441990394641e-07
4932.YLR312W-A,1.282259796004301e-08
4932.YML009C,1.3561431335187741e-06
4932.YMR024W,4.618080815036305e-07
4932.YMR193W,1.160077902084157e-06
4932.YMR286W,1.029220591581532e-07
4932.YNL122C,3.584471934305683e-07
4932.YNL177C,7.925840087827793e-07
4932.YNR036C,8.730492119051885e-07
4932.YPL173W,1.000662379276792e-07
4932.YPL183W-A,4.244743911463228e-06
4932.YPR100W,5.616128739904691e-06
4932.YLR290C,2.4268223176074164e-05
4932.YDR204W,3.759683746493153e-07
4932.YGR255C,2.3902428150899936e-05
4932.YLR201C,9.060567319998861e-05
4932.YLR281C,0.00016336660380638615
4932.YML110C,1.2486266638861351e-05
4932.YOL096C,3.2861786820771415e-05
4932.YOR125C,8.508421544854717e-07
4932.YBL030C,0.000316088493218442
4932.YHR116W,7.468115557781653e-06
4932.YNL055C,3.7635797625744534e-05
4932.YHR162W,9.660624475538289e-07
4932.YGR243W,2.9101084295022458e-05
4932.YIL114C,4.7926753806037066e-06
4932.YER153C,3.498749405736002e-05
4932.YNR045W,2.970902988832691e-07
4932.YML030W,0.0
4932.YJL208C,8.263499773632701e-05
4932.YNL123W,1.4254775422908449e-05
4932.YKR079C,2.2393552794472006e-05
4932.YOR197W,0.00014096884412503227
4932.YNR074C,0.0002734001510936451
4932.YBR227C,8.304561885078556e-05
4932.YCR005C,7.919428629091225e-06
4932.YDL066W,4.6726902455192255e-06
4932.YDL078C,5.463996612936387e-05
4932.YER065C,1.642559461335482e-05
4932.YFR006W,7.908919548257873e-05
4932.YGR019W,7.412004809475824e-05
4932.YJL200C,1.1460668485699615e-05
4932.YJR104C,0.0005007321289876967
4932.YKL067W,0.00016308197019472036
4932.YLR136C,0.0003476495430296844
4932.YLR174W,2.7827815262246004e-05
4932.YNL009W,3.278662472218135e-06
4932.YLR355C,0.00023512986784667928
4932.YPR074C,1.517519694012271e-05
4932.YNL117W,1.2653044575659523e-05
4932.YOL126C,1.891723115111751e-05
4932.YPR001W,1.1788227798664465e-05
4932.YOR045W,1.0304718097643916e-05
4932.YPR006C,1.9433546828990636e-05
4932.YER053C,0.0004145893877926699
4932.YBR183W,0.00010008746032493955
4932.YMR105C,2.4335005019036307e-05
4932.YMR250W,2.5956821132567083e-05
4932.YER067W,3.30141571978255e-05
4932.YGR008C,1.106834564789303e-05
4932.YLR258W,7.252408650013186e-05
4932.YGR248W,2.4494043103911777e-05
4932.YDL107W,0.0
4932.YOR266W,2.124717906040341e-06
4932.YDR256C,6.255535548302626e-05
4932.YBR244W,1.4712789094212094e-05
4932.YDR244W,6.232303086051356e-05
4932.YKR009C,4.1212537719281975e-05
4932.YLR231C,4.809383700947763e-05
4932.YHR008C,6.28404969793427e-05
4932.YGL205W,3.153241221554751e-05
4932.YML028W,5.146818377153836e-05
4932.YGL252C,5.209722279439467e-05
4932.YIR037W,1.071417029817753e-05
4932.YKL026C,7.730664403134018e-06
4932.YJL101C,6.532263568977452e-05
4932.YPL091W,2.4471746388488392e-05
4932.YJR025C,4.7097171211668805e-05
4932.YGR088W,6.805984637447352e-05
4932.YAR015W,7.424711209694591e-05
4932.YCL018W,1.8364922114153585e-05
4932.YDL021W,1.1929681829491833e-05
4932.YDR408C,4.451331993906209e-05
4932.YEL063C,0.0
4932.YKL152C,1.4025422683587982e-05
4932.YOL056W,8.950883275937574e-06
4932.YOR128C,1.80175659269176e-05
4932.YBR120C,0.0
4932.YBR185C,7.23350919663991e-06
4932.YMR089C,1.2476533439578478e-05
4932.YOL027C,0.0
4932.YER017C,1.1922314017735326e-05
4932.YHR109W,0.0004125535349149863
4932.YOR020C,0.0001189519683221048
4932.YPR065W,0.00032589230491397324
4932.YPL235W,1.8790569949685844e-05
4932.YAL011W,2.28821825987742e-07
4932.YBL052C,9.47471629262165e-06
4932.YBR009C,1.783320959516968e-05
4932.YBR231C,2.4383999969945296e-07
4932.YCR060W,2.4711532646625463e-05
4932.YDL002C,3.0819630794456963e-06
4932.YDR190C,3.23120443992074e-05
4932.YDR224C,1.2379855547865533e-05
4932.YDR225W,1.566725021512066e-05
4932.YDR485C,1.3011897534581213e-06
4932.YEL044W,1.0427465139456706e-07
4932.YER092W,0.0
4932.YFL013C,3.1976291531482084e-08
4932.YFL024C,1.9011974334009081e-06
4932.YGL150C,2.889676550575519e-06
4932.YGR002C,1.3000286931280636e-06
4932.YHR034C,2.4940948231280024e-05
4932.YHR040W,0.0
4932.YIL104C,8.629509148390317e-06
4932.YJL081C,6.351944777226035e-06
4932.YJR136C,0.0
4932.YLR052W,3.109410541883111e-08
4932.YLR085C,2.948013178153571e-06
4932.YLR385C,1.346802253985179e-09
