,0
4932.YLR399C,1.3267532475392807e-05
4932.YML041C,9.873889773302804e-07
4932.YMR127C,1.1030371323586296e-05
4932.YNL031C,2.0096649457415024e-05
4932.YNL059C,1.1453058005397758e-07
4932.YNL107W,2.0559897922834944e-06
4932.YNL136W,9.461760159052122e-07
4932.YNL215W,0.0
4932.YOR141C,1.4939064730020357e-07
4932.YOR189W,3.2949560448399164e-08
4932.YOR244W,1.4600867617177622e-05
4932.YPR034W,1.477082636356611e-05
4932.YPR023C,1.5746491033352926e-05
4932.YDR261C,0.0
4932.YIL162W,6.229221067628046e-05
4932.YKR087C,4.7967890009106104e-05
4932.YKR001C,9.035206532573667e-05
4932.YPR024W,4.5119691827542865e-05
4932.YOR211C,2.921798920655541e-05
4932.YNR020C,2.5038820896592797e-05
4932.YLL001W,7.236794002917385e-05
4932.YGL119W,5.591932611209872e-06
4932.YBR127C,2.0123154924918804e-05
4932.YJR119C,0.00036403216426772656
4932.YGR020C,3.6469025511063736e-06
4932.YPR036W,5.622719540868142e-06
4932.YMR176W,4.9407119654431555e-05
4932.YPR048W,3.36520151088355e-06
4932.YKL078W,5.62837313369737e-06
4932.YKR063C,4.5630978503411997e-07
4932.YLL035W,4.197793358443638e-06
4932.YNL141W,5.5461130996755486e-05
4932.YJR047C,0.0006224276360462015
4932.YDR044W,5.332214943194299e-05
4932.YHR068W,1.218494377641235e-06
4932.YJR150C,0.005430023761796617
4932.YJR070C,5.594117384641755e-05
4932.YER086W,2.356119747226195e-05
4932.YOR037W,0.0
4932.YGR174C,0.0
4932.YHR111W,6.229703909369588e-05
4932.YIL003W,2.7392028454098498e-05
4932.YGL211W,3.537111214499338e-05
4932.YGL091C,3.7349609552374976e-05
4932.YIL008W,0.00014013622483222333
4932.YOR251C,8.35351431453916e-05
4932.YNL119W,4.820269275202829e-05
4932.YBL059C-A,2.619108523713603e-05
4932.YBR091C,3.245182894892544e-06
4932.YDR031W,3.6148037950932373e-08
4932.YGR029W,6.774578869281387e-07
4932.YGR181W,3.7977478826193355e-05
4932.YHR005C-A,2.69707291253334e-05
4932.YJR034W,0.00017420067447867607
4932.YKL053C-A,2.6707126754867013e-05
4932.YKL084W,0.0
4932.YKR016W,4.7411034493841394e-05
4932.YNL026W,2.550143351521789e-05
4932.YKR071C,0.00010489427425454045
4932.YMR244C-A,1.1455471156947297e-09
4932.YLR218C,4.40066954386119e-08
4932.YMR038C,3.007634523688248e-05
4932.YMR002W,4.40066954386119e-08
4932.YJL130C,6.907120482504748e-05
4932.YDL171C,4.219121698668635e-05
4932.YDR321W,4.177225571940154e-08
4932.YER110C,3.775086466111706e-05
4932.YGR124W,1.7557174739871747e-05
4932.YKL216W,8.228645119623939e-05
4932.YOL058W,1.3446719400651907e-05
4932.YOR303W,1.9032736874248997e-05
4932.YJR103W,4.150454277112468e-05
4932.YMR217W,5.838677136862936e-05
4932.YLR155C,0.0007117444092217242
4932.YLR420W,1.9492557856987976e-05
4932.YNL220W,3.6899856577589255e-05
4932.YML106W,4.109169193630122e-05
4932.YPR035W,5.6013356659793686e-05
4932.YLR014C,8.321230994786497e-07
4932.YPR145W,1.813467363702474e-06
4932.YKL104C,3.2923615044077764e-05
4932.YMR084W,3.7760781335783634e-05
4932.YJR109C,1.680812028342007e-05
4932.YAR003W,4.3076197547377727e-05
4932.YDR096W,6.122829699676891e-05
4932.YER051W,3.1235853410180206e-05
4932.YER169W,3.2740376914849966e-05
4932.YGL131C,0.0
4932.YLR015W,4.435186509083907e-05
4932.YMR075W,1.0782653795946021e-05
4932.YDL181W,3.5320805928968975e-05
4932.YLR348C,6.070367691595336e-06
4932.YAL054C,1.680462133794856e-05
4932.YBL015W,1.161421970219053e-05
4932.YBR218C,1.472523524706517e-05
4932.YGL062W,1.95890696625941e-05
4932.YIL094C,5.7714676903025165e-05
4932.YIR031C,1.3455383609305587e-05
4932.YKL029C,1.8370328154549844e-05
4932.YKR097W,9.062878456155385e-06
4932.YLR153C,1.4805371420987041e-05
4932.YPL028W,4.049326753170323e-05
4932.YAL061W,4.235667845007247e-05
4932.YBL064C,4.7860926091531084e-05
4932.YBR041W,9.658000183414572e-05
4932.YBR117C,2.3875389866150716e-05
4932.YDL204W,6.069900904628226e-05
4932.YDL222C,3.2010641725796363e-06
4932.YDL223C,2.1266748645735068e-05
4932.YDR070C,3.836210817463472e-06
4932.YDR074W,1.7964639843482484e-05
4932.YDR453C,5.0815114309126753e-05
4932.YEL020C,1.5208853172636342e-05
4932.YFL014W,2.303325776874963e-05
4932.YGL037C,6.37530599833896e-05
4932.YGR043C,2.3030861265116447e-05
4932.YMR020W,8.721766656734089e-05
4932.YOL052C-A,1.3537047180836907e-05
4932.YLR178C,4.850423841257755e-05
4932.YMR169C,2.186673963552594e-05
4932.YML042W,9.574321290603947e-05
4932.YLR113W,4.168534045687792e-05
4932.YGR256W,2.0607728020168887e-05
4932.YIL136W,2.7092368915896164e-05
4932.YLR389C,7.088072957263115e-05
4932.YML128C,1.9385062639423425e-05
4932.YLR109W,3.547046202745389e-05
4932.YML100W,1.2049209273159282e-05
4932.YOR173W,1.0641493499299946e-05
4932.YLR151C,8.8385763976404e-05
4932.YHR087W,9.051242427804248e-05
4932.YNL202W,8.644392184061323e-06
4932.YPL223C,0.0001272377601595627
4932.YOL084W,2.6580795157880375e-06
4932.YHR042W,5.8511842391858745e-05
4932.YJR019C,4.1138733676614164e-05
4932.YBR085W,0.0006369524864490998
4932.YDL174C,0.00010942096166586968
4932.YDR373W,0.0013400966255150163
4932.YMR150C,0.0
4932.YBR044C,0.00011776542617507656
4932.YDR212W,9.756101572369737e-05
4932.YDR258C,2.8422152137893727e-05
4932.YEL030W,1.7594035495287507e-05
4932.YLL026W,7.176506304263734e-05
4932.YNL064C,2.555535319303883e-05
4932.YPR004C,9.231815066635864e-05
4932.YGR171C,2.3787658517012696e-05
4932.YAL012W,3.1295872332247775e-05
4932.YBL013W,2.6736854344647503e-05
4932.YBL076C,2.3941415407019404e-05
4932.YDR037W,5.1254972534911586e-05
4932.YDR341C,1.6349159319798353e-06
4932.YER091C,2.7574273558249533e-05
4932.YGL105W,1.9036130242961807e-05
4932.YGL245W,5.627131099747397e-06
4932.YOL033W,6.786744168608936e-06
4932.YLR382C,5.4173875098159855e-05
4932.YGR185C,3.1666719846943977e-06
4932.YPL160W,2.7590525070649085e-05
4932.YPL104W,5.04565060535451e-06
4932.YHR091C,4.240891548763572e-06
4932.YDR023W,2.591691021647079e-05
4932.YDR268W,1.4206214909197952e-06
4932.YER087W,2.300307731622481e-06
4932.YGR264C,3.880710873867348e-05
4932.YHR011W,3.22636688984777e-06
4932.YHR020W,0.00010201605759465045
4932.YKL194C,1.1259579087544667e-06
4932.YNL247W,2.183704158868368e-05
4932.YOR335C,1.692045910208763e-05
4932.YPR047W,1.0181683040386413e-06
4932.YNL073W,1.590186621723792e-06
4932.YOL097C,1.838065606735217e-06
4932.YPL040C,1.4916596409501723e-06
4932.YAL013W,1.8667155138019324e-06
4932.YBL002W,1.3522817922320763e-05
4932.YBL003C,1.3113686839853584e-05
4932.YBL008W,3.59035013548523e-06
4932.YBR103W,6.752398755596336e-06
4932.YBR112C,8.262864284751689e-05
4932.YBR175W,4.647762433122357e-05
4932.YBR195C,9.91508373213573e-06
4932.YBR245C,2.697667248922495e-05
4932.YCL010C,6.64494059433504e-06
4932.YCL061C,4.018106226238636e-06
4932.YCR033W,6.062835451289875e-06
4932.YDL042C,9.89334087738037e-05
4932.YDL074C,7.764454901935403e-06
4932.YDL139C,6.5940898511260426e-06
4932.YDR440W,2.9840371377039922e-05
4932.YEL056W,2.6672183061295104e-05
4932.YGL060W,0.0
4932.YGR056W,9.079881024775641e-06
4932.YHL022C,2.0092969551479246e-05
4932.YIL084C,3.0533258810093096e-06
4932.YJL047C,2.4872926953095236e-05
4932.YKL049C,3.5347257435718195e-05
4932.YKR008W,1.0446593834448455e-05
4932.YKR048C,9.129523123610646e-05
4932.YLL002W,1.558049068252192e-05
4932.YLR357W,1.1779219974917859e-05
4932.YLR384C,7.072380979497091e-05
4932.YLR449W,3.532830829259552e-05
4932.YML102W,5.064796088923916e-06
4932.YML127W,1.536925142345274e-05
4932.YMR263W,2.730487808871507e-06
4932.YNL030W,3.960817553603142e-06
4932.YPL127C,5.014838763015408e-06
4932.YPL086C,4.4189382672816225e-05
4932.YPL209C,2.9900710669055134e-05
4932.YNL273W,1.846574259568204e-05
4932.YPL016W,5.0699393141818434e-05
4932.YOL054W,1.962757931796739e-05
4932.YPL138C,3.119732919082983e-05
4932.YNL206C,2.6918359528002587e-06
4932.YNL246W,2.3391120718195928e-05
4932.YPR031W,4.2765883491833716e-05
4932.YPR018W,4.15614502824365e-06
4932.YBR077C,1.47704054915733e-05
4932.YDR477W,3.0686224349591575e-05
4932.YER040W,0.00016661112737598798
4932.YFL033C,3.288362907811086e-05
4932.YFR019W,5.09735435972456e-05
4932.YGL023C,1.2619603109990257e-05
4932.YPR185W,2.113882538953378e-05
4932.YNL098C,4.146656541741043e-05
4932.YPR113W,8.131279753629324e-05
4932.YOL128C,0.0
4932.YDR142C,9.739062191699891e-06
4932.YER015W,2.8562777391202906e-05
4932.YGL153W,1.0221748790499977e-05
4932.YOL147C,2.2213994884427756e-05
4932.YGR207C,0.0001562904603323061
4932.YPL061W,1.970907019301769e-05
4932.YKL188C,6.42713657893687e-06
4932.YLR191W,1.1237177176318106e-05
4932.YPL147W,6.843722365328612e-06
4932.YOR317W,6.5533198656127e-06
4932.YMR246W,2.6499603494235676e-05
4932.YIL009W,1.4241426792477402e-05
4932.YOR180C,2.1721348316778528e-05
4932.YLR284C,1.1753739230649039e-06
4932.YIL160C,5.857371288254222e-05
4932.YLR164W,0.0
4932.YOR297C,6.873051092519012e-06
4932.YCL044C,0.0
4932.YIL146C,5.59567311260289e-05
4932.YMR115W,0.0
4932.YMR302C,0.0
4932.YFL016C,7.648380903469982e-06
4932.YPR021C,0.0
4932.YOR100C,3.3763726506357015e-05
4932.YIL076W,0.0004891927079464057
4932.YDR019C,2.5928078204864222e-05
4932.YBR084W,2.298165513868315e-06
4932.YBR263W,3.369692606668186e-05
4932.YMR189W,1.6267770154926434e-05
4932.YGR204W,2.6585161368640852e-05
4932.YKR080W,9.775623543952253e-06
4932.YGL125W,1.834802505489223e-05
4932.YPL023C,6.401452987394566e-06
4932.YLR028C,7.581999485337398e-06
4932.YIL074C,6.403969974400916e-05
4932.YLR058C,4.857047109317195e-05
4932.YMR120C,7.457123769221167e-06
4932.YOR236W,3.6520365911903156e-05
4932.YDL069C,0.0
4932.YAL010C,3.710076973463804e-05
4932.YAL048C,6.0812668785285994e-05
4932.YBR170C,2.6901267916509323e-05
4932.YBR179C,2.091156482123225e-05
4932.YCL057C-A,1.4392789098935404e-05
4932.YDR049W,2.7543523117131918e-05
4932.YDR188W,3.179388358945565e-05
4932.YDR470C,2.003073791954353e-05
4932.YGL219C,3.832429624725507e-05
4932.YHR083W,8.71678744514328e-06
4932.YHR117W,3.89563857338173e-05
4932.YLL006W,4.4111170415744794e-05
4932.YMR060C,9.218377734170373e-06
4932.YOL009C,6.40651799465237e-06
4932.YOL026C,0.0001057776596617401
4932.YPR133W-A,1.8907852753391437e-05
4932.YHR168W,5.919869405077114e-05
4932.YBR025C,0.0
4932.YGL136C,3.2793966279783663e-06
4932.YOR205C,0.0
4932.YMR097C,0.0004312925457475219
4932.YLR289W,0.00022605673520179696
4932.YHR072W-A,4.0445181356386184e-05
4932.YLR262C-A,0.0
4932.YBL057C,0.0
4932.YMR276W,3.109192529254814e-05
4932.YGL236C,0.0
4932.YDL033C,0.0002744754682059204
4932.YMR023C,0.0
4932.YMR271C,0.0
4932.YBR208C,0.00017438616507855253
4932.YDR305C,0.00010464168543969933
4932.YJL126W,0.00013048719993719623
4932.YNL310C,0.0
4932.YPL106C,1.3518128735420712e-05
4932.YPL225W,9.944937068929275e-05
4932.YAL038W,5.370136620998764e-05
4932.YBR196C,1.8095296447325772e-05
4932.YGR254W,2.4926513818342225e-05
4932.YHR174W,2.445985743746546e-05
4932.YJL052W,5.7353702084799767e-05
4932.YNL241C,5.983958829245463e-05
4932.YKL060C,1.915629866622759e-05
4932.YLR044C,4.6628740490918835e-05
4932.YOR347C,4.326046302116321e-05
4932.YLR354C,1.5007100996314162e-05
4932.YOL086C,4.310110183732231e-05
4932.YDR304C,3.4354973209454976e-05
4932.YGR267C,0.00011439499877215755
4932.YBL033C,4.011661299106788e-05
4932.YMR113W,1.2126621709929597e-05
4932.YNL256W,9.918215090696738e-06
4932.YBR169C,4.89736955339729e-05
4932.YMR323W,2.3873243089522016e-05
4932.YLR377C,2.4849129662866475e-05
4932.YER003C,1.861089478053142e-05
4932.YMR099C,3.0987587770235134e-06
4932.YMR205C,4.837839597313589e-05
4932.YJL121C,3.7075406642759085e-06
4932.YKL127W,2.1179139449084558e-05
4932.YOR393W,2.6243893125970203e-05
4932.YMR278W,4.592238691991695e-05
4932.YHR183W,9.730154044076628e-06
4932.YLR134W,1.5072679983127176e-05
4932.YPL281C,2.081052682922076e-05
4932.YGR240C,4.307224983188158e-05
4932.YOL122C,0.0003985743498769481
4932.YBR290W,0.00030822746185765634
4932.YDR182W,0.00011376787221490422
4932.YMR319C,0.0010039386662408422
4932.YGL107C,0.0
4932.YIR021W,0.0
4932.Q0075,6.103552507827158e-07
4932.YHR038W,3.13551574241593e-06
4932.YNR022C,2.321225425402297e-09
4932.YOL023W,9.829877506511269e-05
4932.YJL225C,0.006480357869774219
4932.YJL111W,4.319165674176061e-05
4932.YPL237W,7.663190548675276e-06
4932.YLR142W,1.1393780043170408e-05
4932.YDR300C,0.00021713016688513042
4932.YHL016C,0.00010107726326520592
4932.YHR037W,4.9414336165848025e-05
4932.YKL015W,5.7009915697371914e-05
4932.YLR438W,1.531403103812998e-05
4932.YPL111W,5.4179000989766846e-05
4932.YOR323C,3.8038974758774555e-05
4932.YBR011C,0.00011484029902504125
4932.YCL005W-A,4.075026932699463e-05
4932.YGR106C,1.896250369586261e-07
4932.YOR270C,1.7250576829194713e-05
4932.YDR399W,1.702178571468657e-05
4932.YGL234W,4.906882006192328e-05
4932.YLR359W,3.294916444521413e-05
4932.YAL015C,0.0
4932.YML021C,1.1719333295597062e-05
4932.YBL019W,0.00010561674589753589
4932.YKL114C,5.102364015530018e-06
4932.YML060W,5.01098144307345e-06
4932.YOL043C,2.08113427105667e-06
4932.YDR270W,0.0003652908652882419
4932.YHR175W,0.0006468873598250331
4932.YLL013C,0.00012028479934823721
4932.YLR411W,0.00024401976152370875
4932.YLR368W,0.00041068494337671456
4932.YJL112W,0.0
4932.YKR036C,3.516141289522368e-05
4932.YIL065C,4.7513437771644575e-05
4932.YEL071W,9.578765005118765e-05
4932.YDL178W,0.00010184010667735898
4932.YIL070C,0.0001999510123059731
4932.YMR108W,3.2296012578103825e-05
4932.YBL039C,4.3585199048704043e-05
4932.YDR226W,0.0003784213172618399
4932.YDR454C,5.7780961526789524e-05
4932.YER170W,0.00037842131726184
4932.YOR155C,2.993976878695368e-05
4932.YJL005W,8.389363204316393e-05
4932.YGR180C,4.109003566093885e-05
4932.YML035C,6.387682129776203e-06
4932.YJR105W,5.943677225510213e-05
4932.YML056C,0.00010404654330021174
4932.YJR069C,2.524028896327179e-05
4932.YJR057W,1.0261059155473496e-05
4932.YHR128W,3.2429082518043075e-05
4932.YBR262C,0.0
4932.YFR011C,1.2118048303956797e-06
4932.YGR235C,1.2118048303956797e-06
4932.YNL100W,1.21180483039568e-06
4932.YPR010C-A,0.0
4932.YJL096W,5.11626244660637e-08
4932.YDL065C,2.4867345018877662e-05
4932.YDR329C,1.3419987606980916e-05
4932.YGR028W,9.488463117268193e-07
4932.YMR026C,2.6453350228658573e-05
4932.YLR251W,4.642391840512739e-05
4932.YJR014W,6.987182201501709e-05
4932.YBL050W,7.509573055973399e-05
4932.YHR164C,6.260374574907748e-05
4932.YDL216C,6.117544545348022e-05
4932.YDR272W,2.1769924736400272e-05
4932.YOR040W,2.1769924736400272e-05
4932.YHR129C,6.62111809661039e-05
4932.YBL021C,8.25929073639264e-05
4932.YHR023W,2.3573837821836355e-05
4932.YLL049W,9.623976288405326e-06
4932.YKL007W,8.290446327543706e-06
4932.YIL034C,2.1358244939424247e-05
4932.YOR122C,1.2807658844902554e-05
4932.YLL050C,5.1531679590404206e-05
4932.YPL174C,2.0140206558416317e-05
4932.YPL269W,3.970500078423611e-05
4932.YMR294W,2.313137721769089e-05
4932.YKR054C,6.979467626419149e-05
4932.YJL155C,6.473616569201602e-07
4932.YLR345W,5.3804546068594926e-05
4932.YOL136C,5.9649100941418274e-05
4932.YIL107C,0.0
4932.YBL011W,5.086916393069646e-05
4932.YBR230C,0.0
4932.YDL022W,6.784777582856203e-05
4932.YFL053W,4.482901278497492e-05
4932.YHL032C,1.1188771718704909e-05
4932.YML070W,4.482901278497492e-05
4932.YPL206C,9.467153225698529e-05
4932.YPL110C,4.595782619882051e-05
4932.YOL059W,5.519086303112762e-06
4932.YKR067W,3.3072900624257244e-05
4932.YOL071W,3.342266788874098e-08
4932.YGR150C,0.0
4932.YDR185C,0.0
4932.YLR168C,0.0
4932.YLR193C,4.560734220762817e-05
4932.YPL188W,6.6239561895755934e-06
4932.YMR170C,1.2204653183106182e-05
4932.YLR110C,0.0002505299288999468
4932.YHR053C,7.95529126310137e-05
4932.YGL166W,0.0004480165972756935
4932.YHR055C,0.0
4932.YOR031W,0.0
4932.YLR034C,2.1742150251218984e-05
4932.YER145C,0.000279275972217073
4932.YFL041W,5.261961150689706e-07
4932.YKR052C,0.00013640843077974963
4932.YLR220W,5.933625447883582e-05
4932.YMR058W,3.888769530015618e-05
4932.YBR068C,0.0
4932.YCL009C,1.7305869201988455e-05
4932.YCL064C,1.8761114416208016e-05
4932.YGL009C,3.689841983444844e-05
4932.YOL140W,0.0
4932.YHR018C,4.23837862826325e-05
4932.YJL088W,0.00010691989466861389
4932.YBL024W,8.914730693903476e-06
4932.YDL167C,1.2901107082877047e-07
4932.YDR120C,8.154767832936056e-06
4932.YDR156W,0.0
4932.YDR165W,2.3918302719983084e-05
4932.YDR194C,1.5199850104238668e-05
4932.YDR395W,5.375276354094614e-06
4932.YDR465C,3.881421546086646e-05
4932.YHR064C,0.0012429901339470193
4932.YHR089C,1.0067393136452441e-05
4932.YJL148W,2.856794398770705e-06
4932.YJR132W,9.744597603598729e-05
4932.YKL014C,4.827466513219969e-07
4932.YKR092C,2.353672772791822e-05
4932.YLR435W,1.3863890005900822e-06
4932.YMR308C,0.00010502806368116784
4932.YNL062C,7.67053613646387e-06
4932.YNL124W,8.420814084431188e-07
4932.YNL313C,9.146519932285972e-05
4932.YOR243C,3.0404960745504602e-05
4932.YPL263C,0.0
4932.YPR163C,2.0519562849897486e-05
4932.YKL109W,0.0
4932.YGL237C,2.670310936309985e-05
4932.YDR263C,6.541437921165639e-06
4932.YDL101C,1.709724315494401e-05
4932.YMR167W,1.0301239906269821e-05
4932.YOL090W,2.0866098598225203e-05
4932.YEL059C-A,0.0
4932.YDR227W,2.802116458521938e-05
4932.YGL163C,1.0375555692816335e-05
4932.YPR052C,5.737557464211361e-05
4932.YOR038C,1.4356192202160175e-06
4932.YJL127C,9.999354609618999e-05
4932.YGR270W,5.707982131038405e-05
4932.YGL040C,0.00013030070448857262
4932.YDL205C,1.5025944455420254e-05
4932.YDR047W,7.664924970534646e-06
4932.YDR232W,6.314672552587024e-05
4932.YER014W,3.286301607890855e-05
4932.YGR060W,1.1393416034415537e-05
4932.YHR007C,6.29079164632949e-05
4932.YOR278W,3.8164625432866076e-05
4932.YMR080C,1.768257894713103e-05
4932.YDR172W,8.592569868466161e-05
4932.YDR206W,2.2873898273342915e-05
4932.YEL015W,3.847457870946845e-05
4932.YER165W,3.372619202516987e-05
4932.YGR072W,6.64485196491932e-06
4932.YHR077C,1.6981380590801434e-05
4932.YJL124C,9.468281628537097e-06
4932.YLR233C,2.628564717613897e-05
4932.YLR398C,1.1806001876242768e-05
4932.YNL118C,2.2068328806370443e-05
4932.YOR076C,2.1501701711370345e-05
4932.YOL149W,1.8014749468382013e-05
4932.YKL182W,9.73968480141874e-06
4932.YPL231W,8.989190606954218e-06
4932.YER038C,0.00011178368742920885
4932.YKR006C,1.0974501055345469e-08
4932.YLR179C,6.739504288116889e-05
4932.YDR139C,8.323820290353113e-05
4932.YGR201C,0.0
4932.YGR251W,1.4300763719139142e-07
4932.YIL096C,2.8633187748279165e-05
4932.YPL239W,3.6531852082683576e-06
4932.YOR017W,0.0
4932.YDL015C,0.00015968254047961855
4932.YNL295W,9.48748115412603e-05
4932.YDR242W,5.7340088742062435e-05
4932.YPR155C,0.0007402920079976989
4932.YGL159W,0.0
4932.YAL005C,2.2404186497239456e-05
4932.YBL075C,1.0745770740831139e-05
4932.YBR101C,1.3550815582699855e-05
4932.YBR109C,8.455088309308277e-05
4932.YBR155W,3.76989410405938e-05
4932.YDR155C,0.000138838865982039
4932.YDR168W,1.7455289671587676e-05
4932.YDR171W,2.940175886770914e-05
4932.YDR214W,5.18757208108623e-06
4932.YER103W,1.1602252413356696e-05
4932.YGR123C,4.7824849021649826e-06
4932.YJR032W,4.296445773987597e-07
4932.YKL117W,2.595001074298617e-05
4932.YLL024C,1.5248038831999923e-05
4932.YLR216C,3.2736478700512308e-06
4932.YLR318W,7.461483009458164e-05
4932.YLR362W,3.952952195981476e-05
4932.YNL281W,3.8894677184417986e-07
4932.YOR007C,7.615327330518408e-05
4932.YOR027W,7.521018781403687e-06
4932.YOR035C,0.0001207439183279944
4932.YOR057W,3.821335988757657e-05
4932.YGR257C,0.0
4932.YPL015C,5.418138170843724e-05
4932.YHR050W,4.8541153389789214e-05
4932.YOR330C,6.573261947189236e-05
4932.YDL131W,5.3890132315061e-06
4932.YDL182W,6.930846446452495e-06
4932.YMR207C,6.259025577800835e-06
4932.YNR016C,8.691518461602695e-05
4932.YNL104C,1.7883319408451075e-05
4932.YOR108W,1.2475514194445686e-05
4932.YMR228W,0.0
4932.YDR379C-A,1.173446626640313e-06
4932.YEL041W,5.064586046018632e-06
4932.YGR205W,9.193467817707002e-05
4932.YIL145C,9.210376861448385e-05
4932.YIL164C,2.4088255404762085e-05
4932.YJR049C,3.404357184628968e-05
4932.YMR090W,5.506398000766666e-06
4932.YJR096W,2.702541536697537e-07
4932.YKR076W,2.6185753443524938e-05
4932.YPL057C,0.00017779341060206652
4932.YDR519W,8.306871496617236e-05
4932.YAL034W-A,7.165529135704632e-06
4932.YBR107C,4.651852893484382e-06
4932.YBR211C,1.2600859158311369e-05
4932.YDR254W,1.493458842069385e-05
4932.YDR318W,3.578145359582564e-06
4932.YDR383C,0.0
4932.YGL093W,4.770889369005572e-05
4932.YGR140W,1.3261347724122746e-05
4932.YGR179C,8.270440242370103e-07
4932.YIR010W,1.0424028855583395e-05
4932.YJR060W,6.340202405652507e-05
4932.YJR135C,2.2393834490618826e-05
4932.YMR094W,1.465460094598492e-05
4932.YPR046W,4.110935410229421e-06
4932.YKL089W,2.914716876766904e-06
4932.YLR381W,4.916845653157751e-06
4932.YLR315W,6.189115906760006e-05
4932.YMR168C,9.921687173558208e-06
4932.YMR001C,2.2851105956548225e-05
4932.YPL018W,1.218664871043224e-05
4932.YPL189C-A,0.0
4932.YMR234W,0.0
4932.YNL072W,2.201071874320538e-05
4932.YER026C,0.00015681497147144126
4932.YER081W,2.2910512559831207e-05
4932.YGR155W,6.005468973031865e-05
4932.YOR184W,1.5163127183279459e-05
4932.YBL034C,1.6423066425696514e-06
4932.YCL029C,1.739923680243685e-05
4932.YER007W,2.347755172689892e-08
4932.YER016W,1.1662248922511892e-05
4932.YER184C,0.0
4932.YGL216W,1.3107759461014884e-05
4932.YNL148C,2.347755172689892e-08
4932.YOR349W,6.485094818532954e-06
4932.YOR265W,1.3931270021577598e-06
4932.YMR138W,2.082986481262322e-06
4932.YKL079W,4.9536711115258585e-05
4932.YLR045C,4.1062682892022065e-05
4932.YPR165W,3.6014066057932336e-05
4932.YGL064C,2.8221667441047034e-05
4932.YBR055C,8.171539234582095e-07
4932.YMR213W,2.1432203252855936e-05
4932.YBL071W-A,2.284034717041134e-05
4932.YGR200C,1.1127401776943785e-05
4932.YHR187W,9.108323602530973e-08
4932.YPL204W,0.0002280744805134059
4932.YMR312W,1.4424820902444772e-06
4932.YPL101W,3.621681675555679e-05
4932.YDR339C,4.125400529155969e-07
4932.YGR169C-A,0.0
4932.YKL011C,0.0
4932.YGR209C,2.0791115533972696e-05
4932.YLR229C,3.486206343298999e-05
4932.YBR017C,4.234038246647505e-06
4932.YKL068W,3.708868957196809e-06
4932.YMR047C,5.235483222558448e-06
4932.YGL122C,1.2017250158721881e-05
4932.YGL238W,1.6450737404164293e-06
4932.YLR347C,2.6255931275843918e-05
4932.YOR160W,4.895950250850105e-06
4932.YER009W,3.7949316936213695e-05
4932.YNL189W,2.4235695611337456e-05
4932.YOL123W,8.053476055458438e-05
4932.YPL125W,5.977844804895077e-07
4932.YOR185C,1.2180514104594344e-05
4932.YDR361C,1.1519497319980965e-05
4932.YML080W,8.646816358199416e-07
4932.YLR336C,3.249937331547884e-07
4932.YNR054C,2.9541937280466354e-07
4932.YER052C,1.974556273558125e-05
4932.YJR139C,7.027717245693561e-06
4932.YEL046C,9.900418418174879e-06
4932.YDR158W,6.01959735582776e-06
4932.YHR025W,1.5852680323292266e-05
4932.YKR070W,0.00014584700649019177
4932.YAL029C,3.400302178072762e-05
4932.YAL041W,1.3324228917652429e-05
4932.YBL007C,2.816248516132892e-05
4932.YBR200W,2.0241425454340393e-05
4932.YBR234C,7.226487534978654e-06
4932.YCR009C,2.0162788582231854e-05
4932.YCR088W,1.1992272875884279e-05
4932.YDL029W,1.1420048775311778e-05
4932.YDL161W,1.9897793556977745e-05
4932.YDL192W,5.1532781083715814e-05
4932.YDR129C,2.6598371690601605e-06
4932.YDR181C,1.9973831873535243e-06
4932.YDR359C,4.8781792621967816e-08
4932.YDR388W,1.8841943296393983e-05
4932.YEL018W,2.345522478693908e-09
4932.YKL129C,1.0604128106860695e-05
4932.YIL062C,4.462239374118715e-06
4932.YHR114W,1.7833690343351965e-05
4932.YLR337C,7.13065752492618e-06
4932.YGL106W,1.8497433533010458e-05
4932.YNL090W,2.154946418472793e-05
4932.YMR109W,7.838428323676449e-06
4932.YIL118W,2.7676656284609106e-05
4932.YNL079C,5.0657085325113714e-05
4932.YLR319C,2.6456275724512736e-05
4932.YNL084C,1.5363462421049025e-05
4932.YOR213C,1.7401970527943454e-06
4932.YNL271C,2.604590812995754e-05
4932.YGR167W,1.831675280795146e-05
4932.YOR094W,4.3060924211123035e-05
4932.YOR181W,1.174471356327483e-05
4932.YLR206W,5.65490732755053e-05
4932.YOR239W,0.0
4932.YMR032W,4.7468797867987215e-05
4932.YIL138C,1.8133730223314144e-06
4932.YGR080W,6.022741423085538e-06
4932.YNR035C,1.9126165065945145e-05
4932.YPL242C,6.394800829253894e-05
4932.YLR429W,1.1448207060098628e-06
4932.YHR016C,8.756267759284236e-05
4932.YLL021W,2.3450711753198023e-05
4932.YJR065C,7.616773551206063e-06
4932.YMR092C,4.50806068442952e-06
4932.YHL007C,2.6637414631197963e-05
4932.YIL159W,1.2576039724627594e-05
4932.YOR023C,5.772399859149017e-06
4932.YLR370C,3.1556924799198844e-05
4932.YJR082C,3.0629819070019192e-06
4932.YPR188C,2.1741924646917095e-05
4932.YOR367W,6.758180534500039e-05
4932.YIR006C,1.3450494873016242e-05
4932.YNL298W,4.662878592352472e-05
4932.YNL243W,2.070832146655395e-05
4932.YNL138W,2.2609356846248294e-05
4932.YOR326W,3.3221762615229056e-05
