0,4932.Q0010
0,4932.Q0017
0,4932.Q0143
0,4932.Q0092
0,4932.Q0182
0,4932.Q0297
0,4932.Q0142
0,4932.Q0032
1,4932.YPL135W
1,4932.YJR122W
1,4932.YLL027W
1,4932.YPR067W
1,4932.YPL252C
1,4932.YCL017C
1,4932.YDL120W
1,4932.YOR196C
1,4932.YMR301C
1,4932.YLR369W
1,4932.YKL040C
1,4932.YER048W-A
1,4932.YGL018C
1,4932.YOR226C
1,4932.YPL059W
1,4932.YAL044W-A
1,4932.YAL046C
2,4932.YGL043W
2,4932.YDL140C
2,4932.YOR151C
2,4932.YJR063W
2,4932.YDL005C
2,4932.YPR086W
2,4932.YOR194C
2,4932.YIL021W
2,4932.YPR187W
2,4932.YDR030C
2,4932.YER171W
2,4932.YBR154C
2,4932.YOR210W
2,4932.YMR039C
2,4932.YOR224C
2,4932.YHR143W-A
2,4932.YPL228W
2,4932.YML010W
2,4932.YDL115C
2,4932.YDR527W
2,4932.YLR418C
2,4932.YGR186W
2,4932.YKL160W
2,4932.YKL028W
2,4932.YJR017C
2,4932.YNL025C
2,4932.YJR052W
2,4932.YPR056W
2,4932.YOR123C
2,4932.YGR116W
2,4932.YER161C
2,4932.YJR072C
2,4932.YKL054C
2,4932.YKR062W
2,4932.YDR308C
2,4932.YPR161C
2,4932.YBR193C
2,4932.YLR005W
2,4932.YJL148W
2,4932.YNR010W
2,4932.YGR005C
2,4932.YHR041C
2,4932.YOL051W
2,4932.YBR279W
2,4932.YGL127C
2,4932.YNL236W
2,4932.YGL244W
2,4932.YPR070W
2,4932.YGL070C
2,4932.YER022W
2,4932.YOL135C
2,4932.YGR104C
2,4932.YPR168W
2,4932.YER139C
2,4932.YDR289C
2,4932.YDR443C
2,4932.YPR133C
2,4932.YOL005C
2,4932.YDR079C-A
2,4932.YDR311W
2,4932.YBR114W
2,4932.YGR063C
2,4932.YLR226W
2,4932.YKL139W
2,4932.YMR277W
2,4932.YPL042C
2,4932.YJL006C
2,4932.YIL143C
2,4932.YPR025C
2,4932.YFR016C
2,4932.YGL151W
2,4932.YJL140W
2,4932.YDR404C
2,4932.YCR081W
2,4932.YGL130W
2,4932.YOR174W
2,4932.YDL108W
2,4932.YDR156W
2,4932.YLR071C
2,4932.YBR236C
2,4932.YPL122C
2,4932.YKL058W
2,4932.YML112W
2,4932.YGL025C
2,4932.YBL093C
2,4932.YBR253W
2,4932.YDR460W
2,4932.YMR112C
2,4932.YHR058C
2,4932.YOR352W
3,4932.YOR207C
3,4932.YDR045C
3,4932.YER148W
3,4932.YDR397C
3,4932.YOR116C
3,4932.YPR110C
3,4932.YDR167W
3,4932.YER164W
3,4932.YPR190C
3,4932.YPR186C
3,4932.YAL001C
3,4932.YNR003C
3,4932.YKL144C
3,4932.YGR246C
3,4932.YDR005C
3,4932.YJL011C
3,4932.YBR123C
3,4932.YNL039W
3,4932.YNL113W
3,4932.YDL150W
3,4932.YKR025W
3,4932.YPL007C
3,4932.YDR362C
3,4932.YNL151C
3,4932.YOR110W
3,4932.YGR047C
3,4932.YLR055C
3,4932.YCR042C
3,4932.YGR274C
3,4932.YBR081C
3,4932.YPL047W
3,4932.YMR223W
3,4932.YMR236W
3,4932.YGL112C
3,4932.YDR392W
3,4932.YMR005W
3,4932.YDL070W
3,4932.YML114C
3,4932.YGL066W
3,4932.YPL082C
3,4932.YBR111W-A
3,4932.YMR227C
3,4932.YBR198C
3,4932.YML098W
3,4932.YPL011C
3,4932.YDR145W
3,4932.YOL148C
3,4932.YER159C
3,4932.YML015C
4,4932.YDR020C
4,4932.YKL216W
4,4932.YOR128C
4,4932.YGR061C
4,4932.YER005W
4,4932.YEL021W
4,4932.YMR271C
4,4932.YKL024C
4,4932.YML106W
4,4932.YEL063C
4,4932.YLR420W
4,4932.YNR012W
4,4932.YLR014C
4,4932.YBR068C
5,4932.YBR031W
5,4932.YDR012W
5,4932.YML063W
5,4932.YLR441C
5,4932.YLR333C
5,4932.YFR032C-A
5,4932.YGR027C
5,4932.YER102W
5,4932.YNL178W
5,4932.YJR123W
5,4932.YBL072C
5,4932.YPL131W
5,4932.YIL018W
5,4932.YFR031C-A
5,4932.YLR061W
5,4932.YJL191W
5,4932.YPL220W
5,4932.YDR450W
5,4932.YOL040C
5,4932.YCR031C
5,4932.YBR048W
5,4932.YML073C
5,4932.YLR448W
5,4932.YNL302C
5,4932.YGL123W
5,4932.YNL067W
5,4932.YAL035W
5,4932.YBR189W
5,4932.YGL103W
5,4932.YOR133W
5,4932.YPL081W
5,4932.YEL054C
5,4932.YEL034W
5,4932.YGR118W
5,4932.YML026C
5,4932.YER117W
5,4932.YLR048W
5,4932.YGL135W
5,4932.YGL147C
5,4932.YDR418W
5,4932.YDR025W
5,4932.YKL006W
5,4932.YKL056C
5,4932.YLR367W
5,4932.YMR260C
5,4932.YPR102C
5,4932.YDR064W
5,4932.YHL015W
5,4932.YJL190C
5,4932.YPR132W
5,4932.YDR385W
5,4932.YHL001W
5,4932.YOL127W
5,4932.YOR063W
5,4932.YGR085C
5,4932.YDL061C
5,4932.YLR388W
5,4932.YOL121C
5,4932.YLR340W
5,4932.YGR214W
5,4932.YKL180W
5,4932.YBL087C
5,4932.YJL177W
5,4932.YLR075W
5,4932.YNL096C
5,4932.YOR096W
5,4932.YGL030W
5,4932.YOR369C
5,4932.YMR116C
5,4932.YLR406C
5,4932.YJR094W-A
5,4932.YPL198W
5,4932.YGR034W
5,4932.YBR181C
5,4932.YMR121C
5,4932.YLR344W
5,4932.YMR143W
5,4932.YDL075W
5,4932.YDL081C
5,4932.YGL076C
5,4932.YDL130W
5,4932.YBR191W
5,4932.YOL120C
5,4932.YPR043W
5,4932.YML024W
5,4932.YHL033C
5,4932.YHR203C
5,4932.YOR293W
5,4932.YBR084C-A
5,4932.YOR234C
5,4932.YDL083C
5,4932.YJR145C
5,4932.YPL079W
5,4932.YMR230W
5,4932.YDR382W
5,4932.YLL045C
5,4932.YDR471W
5,4932.YIL133C
5,4932.YLR029C
5,4932.YDR447C
5,4932.YGL189C
5,4932.YNL002C
5,4932.YPL143W
5,4932.YNL069C
5,4932.YAL003W
5,4932.YHR010W
5,4932.YPL090C
5,4932.YER131W
5,4932.YNL001W
5,4932.YBL027W
5,4932.YOL039W
5,4932.YJL189W
5,4932.YNL301C
5,4932.YDL191W
5,4932.YOR312C
5,4932.YMR242C
5,4932.YPL048W
5,4932.YMR146C
5,4932.YMR309C
5,4932.YFL034C-A
5,4932.YKL081W
5,4932.YLR325C
5,4932.YLR185W
5,4932.YHR021C
5,4932.YIL069C
5,4932.YER074W
5,4932.YMR194W
5,4932.YOR361C
5,4932.YOR167C
5,4932.YGR201C
5,4932.YPL249C-A
5,4932.YDL136W
5,4932.YHR141C
5,4932.YLR264W
5,4932.YGR148C
5,4932.YOR182C
5,4932.YKR057W
5,4932.YDR429C
5,4932.YNL244C
5,4932.YMR142C
5,4932.YBR079C
5,4932.YHR193C
5,4932.YPL037C
5,4932.YIL052C
5,4932.YPR041W
5,4932.YDR500C
5,4932.YKR094C
5,4932.YDL082W
5,4932.YLR287C-A
5,4932.YIL148W
5,4932.YJL136C
5,4932.YKL156W
5,4932.YNL209W
5,4932.YPR016C
5,4932.YGL031C
5,4932.YNL162W
5,4932.YLR150W
5,4932.YER056C-A
5,4932.YBL092W
5,4932.YGR054W
5,4932.YDR091C
5,4932.YLR192C
5,4932.YLR387C
5,4932.YDL133C-A
5,4932.YGR169C-A
5,4932.YJR067C
5,4932.YDR417C
6,4932.Q0045
6,4932.Q0105
6,4932.YML120C
6,4932.Q0055
6,4932.YGL226W
6,4932.YDR178W
6,4932.Q0065
6,4932.YDR119W-A
6,4932.YEL024W
6,4932.Q0275
6,4932.YBR120C
6,4932.YEL039C
6,4932.YBL045C
6,4932.YLR395C
6,4932.Q0060
6,4932.YGL187C
6,4932.YML030W
6,4932.YIL111W
6,4932.YKL141W
6,4932.YHR051W
6,4932.YHR116W
6,4932.YNR018W
6,4932.YIR021W
6,4932.Q0120
6,4932.YBL030C
6,4932.YFR033C
6,4932.Q0050
6,4932.YMR256C
6,4932.YLR163C
6,4932.YMR118C
6,4932.YJL045W
