,cluster,protein
0,0,Q0010
1,0,Q0143
2,0,Q0092
3,1,Q0017
4,1,Q0182
5,1,Q0297
6,1,Q0032
7,1,Q0142
8,2,YPL135W
9,2,YPL252C
10,2,YOR226C
11,3,YCL017C
12,4,YDL120W
13,5,YER048W-A
14,6,YGL018C
15,7,YJR122W
16,7,YPL059W
17,7,YPR067W
18,8,YKL040C
19,9,YLL027W
20,10,YLR369W
21,11,YMR301C
22,12,YOR196C
23,13,YOR232W
24,13,YNL328C
25,13,YNL310C
26,14,YAL044W-A
27,14,YAL046C
28,15,YGL043W
29,16,YBL022C
30,17,YBR154C
31,17,YDR045C
32,17,YOR210W
33,17,YOR224C
34,17,YHR143W-A
35,17,YPR187W
36,17,YOL005C
37,17,YJL011C
38,17,YKL144C
39,17,YPR110C
40,17,YDR156W
41,17,YJL148W
42,17,YLR243W
43,17,YFL023W
44,18,YBR279W
45,18,YDL140C
46,18,YDR079C-A
47,18,YDR404C
48,18,YGL070C
49,18,YPR133C
50,18,YGR116W
51,18,YLR418C
52,18,YPR161C
53,18,YIL021W
54,18,YGR063C
55,18,YMR277W
56,18,YOR151C
57,18,YJL140W
58,18,YLR226W
59,18,YMR039C
60,18,YOR194C
61,18,YER139C
62,18,YKL160W
63,19,YDL108W
64,19,YPR025C
65,20,YDR311W
66,21,YDR443C
67,21,YPL042C
68,21,YOL128C
69,22,YER148W
70,22,YDL150W
71,22,YDR362C
72,22,YGR047C
73,22,YGR246C
74,22,YKR025W
75,22,YNL039W
76,22,YNL151C
77,22,YNR003C
78,22,YPR190C
79,22,YGL112C
80,22,YAL001C
81,22,YBR123C
82,22,YBR198C
83,22,YCR042C
84,22,YDR145W
85,22,YDR167W
86,22,YDR397C
87,22,YML015C
88,22,YMR236W
89,22,YER159C
90,22,YMR005W
91,22,YPL011C
92,22,YML098W
93,22,YOR110W
94,22,YPL007C
95,22,YPR186C
96,22,YML114C
97,23,YER164W
98,24,YER171W
99,24,YPL122C
100,24,YKL028W
101,24,YKR062W
102,24,YIL143C
103,24,YPR056W
104,24,YLR005W
105,24,YOR352W
106,25,YNL230C
107,25,YOL133W
108,25,YJL047C
109,25,YLR320W
110,25,YPR164W
111,25,YPL003W
112,26,YOR123C
113,27,YNL113W
114,27,YJR063W
115,28,YKL110C
116,28,YLR384C
117,28,YPL086C
118,28,YGR200C
119,28,YHR187W
120,28,YMR312W
121,28,YPL101W
122,29,YGL127C
123,29,YBR193C
124,29,YBR253W
125,29,YLR071C
126,29,YMR112C
127,29,YOR174W
128,29,YPR168W
129,29,YGR104C
130,29,YHR041C
131,29,YHR058C
132,29,YDR308C
133,29,YER022W
134,29,YOL135C
135,29,YDL005C
136,29,YBL093C
137,29,YNL236W
138,29,YGL151W
139,29,YPR070W
140,29,YGL025C
141,29,YNR010W
142,30,YGL244W
143,30,YOL145C
144,30,YFR016C
145,31,YPR086W
146,31,YGR186W
147,31,YKL058W
148,32,YOR298C-A
149,32,YMR186W
150,32,YPL240C
151,32,YBR155W
152,32,YDR168W
153,32,YDR214W
154,32,YGR123C
155,32,YJR032W
156,32,YKL117W
157,32,YLR216C
158,32,YNL281W
159,33,YML010W
160,33,YGL130W
161,33,YPL228W
162,34,YPL129W
163,34,YDL002C
164,34,YGL150C
165,34,YLR455W
166,34,YKL017C
167,35,YGL207W
168,35,YML069W
169,35,YBR089C-A
170,36,YKL005C
171,37,YJL006C
172,37,YML112W
173,37,YKL139W
174,38,YJR035W
175,38,YDR030C
176,38,YKL054C
177,39,YGR005C
178,40,YOR207C
179,41,YCR057C
180,41,YER082C
181,41,YJL109C
182,41,YLR129W
183,41,YLR409C
184,41,YMR229C
185,41,YNL132W
186,41,YPL217C
187,41,YBL004W
188,41,YCL031C
189,41,YCL059C
190,41,YDL148C
191,41,YDL213C
192,41,YDR324C
193,41,YDR449C
194,41,YGL019W
195,41,YGL171W
196,41,YGR081C
197,41,YGR090W
198,41,YGR128C
199,41,YGR145W
200,41,YHR148W
201,41,YHR169W
202,41,YHR196W
203,41,YIL035C
204,41,YJL010C
205,41,YJL069C
206,41,YJR002W
207,41,YKR060W
208,41,YLL011W
209,41,YLR003C
210,41,YLR186W
211,41,YNL308C
212,41,YOL010W
213,41,YMR093W
214,41,YPR112C
215,41,YPL126W
216,41,YOR061W
217,41,YOR078W
218,41,YPR144C
219,41,YMR128W
220,41,YML093W
221,41,YDL153C
222,41,YIL091C
223,41,YOR287C
224,41,YGR251W
225,41,YLR336C
226,41,YNL035C
227,42,YDR005C
228,42,YOR116C
229,43,YDR496C
230,43,YOR206W
231,43,YLR106C
232,43,YDR161W
233,43,YDR299W
234,43,YDR398W
235,43,YHR066W
236,43,YAL059W
237,43,YBR142W
238,43,YBR267W
239,43,YCR072C
240,43,YDL031W
241,43,YDL063C
242,43,YDR060W
243,43,YDR083W
244,43,YDR365C
245,43,YER002W
246,43,YER036C
247,43,YFR001W
248,43,YGL111W
249,43,YHR052W
250,43,YLR276C
251,43,YLL034C
252,43,YOL041C
253,43,YPR143W
254,43,YNR038W
255,43,YLR074C
256,43,YNL227C
257,43,YLR196W
258,43,YOR004W
259,43,YMR131C
260,43,YIR012W
261,43,YIR026C
262,43,YDL167C
263,43,YKR092C
264,43,YJR041C
265,43,YNL175C
266,43,YKR056W
267,43,YDR184C
268,43,YOL144W
269,43,YJR091C
270,43,YGL014W
271,44,YGR245C
272,45,YHR170W
273,45,YGL099W
274,45,YNL163C
275,46,YJL050W
276,47,YKR024C
277,47,YMR049C
278,47,YPL012W
279,47,YHR197W
280,47,YMR290C
281,47,YNL224C
282,47,YEL055C
283,47,YGR159C
284,47,YLR221C
285,47,YKL014C
286,47,YLR401C
287,48,YLR222C
288,49,YNL248C
289,50,YPL226W
290,51,YOR341W
291,51,YPR010C
292,51,YOR340C
293,51,YPL263C
294,52,YPL207W
295,52,YHR070W
296,52,YGL050W
297,52,YOL141W
298,53,YDR020C
299,53,YNR012W
300,54,YEL021W
301,54,YEL063C
302,54,YKL216W
303,54,YML106W
304,54,YLR014C
305,54,YMR271C
306,55,YER005W
307,56,YDR400W
308,57,YLR245C
309,58,YKL024C
310,58,YJR057W
311,59,YBR031W
312,59,YAL035W
313,59,YBL027W
314,59,YBL087C
315,59,YKL180W
316,59,YNL002C
317,59,YJL177W
318,59,YGL031C
319,59,YPR016C
320,59,YHL001W
321,59,YOR063W
322,59,YER056C-A
323,59,YFR031C-A
324,59,YDR500C
325,59,YDR471W
326,59,YDL191W
327,59,YDL136W
328,59,YGL076C
329,59,YLR387C
330,59,YLR185W
331,59,YGL135W
332,59,YIL018W
333,60,YAL003W
