,cluster,size,icp55_shorpl,icp55_shorpl_mean,icp55_shorpl_std,pim1_shorpl,pim1_shorpl_mean,pim1_shorpl_std
0,0,8,5,6.625,0.8569568250501305,5,6.625,0.8569568250501305
1,1,17,3,3.8823529411764706,0.32218973970892123,2,2.764705882352941,0.42418250299576343
2,2,6,4,4.166666666666667,0.372677996249965,2,2.5,0.7637626158259734
3,3,90,3,4.0777777777777775,0.47674306562055413,1,2.566666666666667,0.5385164807134505
4,4,5,4,4.6,0.8,0,1.6,0.8000000000000002
5,5,49,3,4.142857142857143,0.40406101782088427,1,2.673469387755102,0.5851131096665898
6,6,34,3,4.470588235294118,0.6523845003770246,2,3.9705882352941178,0.6635596572163811
7,7,21,3,4.333333333333333,0.7126966450997984,2,3.5238095238095237,0.6632565846278151
8,8,24,3,3.875,0.4389855730355308,2,2.625,0.5636562191028618
9,9,110,2,3.809090909090909,0.7446225956263719,2,3.536363636363636,0.8166146607379953
10,10,43,3,4.0,0.5705974021574557,2,2.8372093023255816,0.4788665181854419
11,11,1,4,4.0,0.0,2,2.0,0.0
12,12,1,4,4.0,0.0,2,2.0,0.0
13,13,207,3,4.009661835748792,0.4169168890896892,2,3.289855072463768,0.5229454652947455
14,14,30,3,3.966666666666667,0.5467073155618909,3,3.7666666666666666,0.4955356249106168
15,15,10,4,5.2,0.6,4,4.6,0.66332495807108
16,16,14,3,4.142857142857143,0.5150787536377128,4,4.428571428571429,0.4948716593053934
17,17,7,3,4.0,0.5345224838248488,4,4.571428571428571,0.4948716593053935
18,18,167,3,4.065868263473054,0.33080783992654217,3,3.688622754491018,0.488235140374599
19,19,1,4,4.0,0.0,3,3.0,0.0
20,20,84,3,4.071428571428571,0.37115374447904514,3,3.892857142857143,0.4087686836521285
21,21,11,4,4.636363636363637,0.4810456929208346,3,4.0,0.4264014327112209
22,22,7,4,4.428571428571429,0.4948716593053935,3,3.857142857142857,0.6388765649999399
23,23,24,3,4.583333333333333,0.5713045500334204,3,3.875,0.4389855730355308
24,24,1,4,4.0,0.0,3,3.0,0.0
25,25,15,3,4.0,0.5163977794943222,2,3.1333333333333333,0.6182412330330469
26,26,59,4,4.779661016949152,0.6655645395278598,2,3.288135593220339,0.5539028690972269
27,27,3,4,4.333333333333333,0.4714045207910317,3,3.3333333333333335,0.4714045207910317
28,28,3,5,5.333333333333333,0.4714045207910317,3,3.6666666666666665,0.4714045207910317
29,29,9,5,5.555555555555555,0.49690399499995325,3,4.0,0.4714045207910317
30,30,31,4,4.709677419354839,0.5201456611805516,2,3.064516129032258,0.5038870758649454
31,31,1,5,5.0,0.0,3,3.0,0.0
32,32,2,5,5.5,0.5,3,3.5,0.5
33,33,18,3,3.9444444444444446,0.6211299937499416,2,3.0555555555555554,0.5241100628920335
34,34,1,6,6.0,0.0,4,4.0,0.0
35,35,1,5,5.0,0.0,3,3.0,0.0
36,36,2,5,5.5,0.5,3,3.0,0.0
37,37,1,5,5.0,0.0,3,3.0,0.0
38,38,1,4,4.0,0.0,4,4.0,0.0
39,39,23,4,4.565217391304348,0.49572844569527735,3,4.478260869565218,0.5800723506141885
40,40,27,3,3.962962962962963,0.18885257457751053,3,3.259259259259259,0.43822813208145306
41,41,1,4,4.0,0.0,3,3.0,0.0
42,42,39,3,4.256410256410256,0.5415054379985353,3,4.0256410256410255,0.6597271964240312
43,43,8,3,4.0,0.5,2,3.0,0.5
