4932.YPL135W 4932.YCL017C 999.0
4932.YPL135W 4932.YDL120W 999.0
4932.YPL135W 4932.YER048W-A 999.0
4932.YPL135W 4932.YGL018C 999.0
4932.YPL135W 4932.YJR122W 962.0
4932.YPL135W 4932.YKL040C 996.0
4932.YPL135W 4932.YLL027W 983.0
4932.YPL135W 4932.YLR369W 998.0
4932.YPL135W 4932.YMR301C 937.0
4932.YPL135W 4932.YOR196C 918.0
4932.YPL135W 4932.YOR232W 915.0
4932.YPL135W 4932.YPL059W 997.0
4932.YPL135W 4932.YPL252C 999.0
4932.YPL135W 4932.YPR067W 981.0
4932.YCL017C 4932.YJR122W 973.0
4932.YCL017C 4932.YLL027W 984.0
4932.YCL017C 4932.YPR067W 975.0
4932.YCL017C 4932.YKL192C 979.0
4932.YCL017C 4932.YPL252C 999.0
4932.YCL017C 4932.YKL040C 997.0
4932.YCL017C 4932.YHR111W 999.0
4932.YCL017C 4932.YDR376W 960.0
4932.YCL017C 4932.YER048W-A 999.0
4932.YCL017C 4932.YOR226C 999.0
4932.YCL017C 4932.YIL003W 910.0
4932.YCL017C 4932.YNL240C 924.0
4932.YCL017C 4932.YGL211W 985.0
4932.YCL017C 4932.YGL091C 966.0
4932.YCL017C 4932.YIL008W 959.0
4932.YCL017C 4932.YOR196C 919.0
4932.YCL017C 4932.YLR369W 947.0
4932.YCL017C 4932.YMR301C 977.0
4932.YCL017C 4932.YPL059W 980.0
4932.YCL017C 4932.YDL120W 999.0
4932.YCL017C 4932.YNL119W 980.0
4932.YCL017C 4932.YGL018C 997.0
4932.YDL120W 4932.YJR122W 961.0
4932.YDL120W 4932.YLL027W 964.0
4932.YDL120W 4932.YPR067W 942.0
4932.YDL120W 4932.YPL252C 999.0
4932.YDL120W 4932.YOR232W 950.0
4932.YDL120W 4932.YLR163C 943.0
4932.YDL120W 4932.YHR024C 919.0
4932.YDL120W 4932.YLR259C 936.0
4932.YDL120W 4932.YOR176W 998.0
4932.YDL120W 4932.YKL040C 950.0
4932.YDL120W 4932.YLR369W 975.0
4932.YDL120W 4932.YPL059W 987.0
4932.YDL120W 4932.YMR301C 980.0
4932.YDL120W 4932.YKR052C 973.0
4932.YDL120W 4932.YJL088W 903.0
4932.YDL120W 4932.YER048W-A 999.0
4932.YDL120W 4932.YDR430C 908.0
4932.YDL120W 4932.YJL133W 980.0
4932.YDL120W 4932.YOR226C 992.0
4932.YDL120W 4932.YGL018C 998.0
4932.YER048W-A 4932.YJR122W 988.0
4932.YER048W-A 4932.YLL027W 947.0
4932.YER048W-A 4932.YPR067W 964.0
4932.YER048W-A 4932.YKL192C 999.0
4932.YER048W-A 4932.YPL252C 998.0
4932.YER048W-A 4932.YOR232W 950.0
4932.YER048W-A 4932.YJR045C 923.0
4932.YER048W-A 4932.YOR196C 922.0
4932.YER048W-A 4932.YMR301C 922.0
4932.YER048W-A 4932.YNL240C 916.0
4932.YER048W-A 4932.YLR369W 970.0
4932.YER048W-A 4932.YKL040C 988.0
4932.YER048W-A 4932.YOR226C 998.0
4932.YER048W-A 4932.YKR071C 908.0
4932.YER048W-A 4932.YGL018C 992.0
4932.YER048W-A 4932.YPL059W 985.0
4932.YER048W-A 4932.YGL091C 956.0
4932.YGL018C 4932.YJR122W 982.0
4932.YGL018C 4932.YLL027W 996.0
4932.YGL018C 4932.YPR067W 998.0
4932.YGL018C 4932.YPL252C 986.0
4932.YGL018C 4932.YLR008C 977.0
4932.YGL018C 4932.YOR232W 994.0
4932.YGL018C 4932.YLR163C 908.0
4932.YGL018C 4932.YLL041C 962.0
4932.YGL018C 4932.YJR045C 929.0
4932.YGL018C 4932.YHR024C 904.0
4932.YGL018C 4932.YLR259C 929.0
4932.YGL018C 4932.YNL328C 902.0
4932.YGL018C 4932.YOR196C 906.0
4932.YGL018C 4932.YMR301C 906.0
4932.YGL018C 4932.YFL016C 951.0
4932.YGL018C 4932.YEL030W 937.0
4932.YGL018C 4932.YLR369W 999.0
4932.YGL018C 4932.YKL040C 959.0
4932.YGL018C 4932.YJL073W 916.0
4932.YGL018C 4932.YDR430C 914.0
4932.YGL018C 4932.YOR226C 999.0
4932.YGL018C 4932.YPL059W 999.0
4932.YJR122W 4932.YAL044W-A 917.0
4932.YJR122W 4932.YAL046C 965.0
4932.YJR122W 4932.YOR226C 914.0
4932.YJR122W 4932.YPL252C 952.0
4932.YJR122W 4932.YLL027W 998.0
4932.YJR122W 4932.YOR196C 992.0
4932.YJR122W 4932.YPL059W 989.0
4932.YJR122W 4932.YOR232W 917.0
4932.YJR122W 4932.YPR067W 998.0
4932.YJR122W 4932.YKL040C 993.0
4932.YKL040C 4932.YLL027W 996.0
4932.YKL040C 4932.YPR067W 991.0
4932.YKL040C 4932.YLR304C 959.0
4932.YKL040C 4932.YPL252C 985.0
4932.YKL040C 4932.YLL041C 919.0
4932.YKL040C 4932.YBR227C 929.0
4932.YKL040C 4932.YOR196C 995.0
4932.YKL040C 4932.YMR301C 937.0
4932.YKL040C 4932.YDR098C 905.0
4932.YKL040C 4932.YLR369W 930.0
4932.YKL040C 4932.YAL044W-A 972.0
4932.YKL040C 4932.YAL046C 987.0
4932.YKL040C 4932.YPL059W 998.0
4932.YKL040C 4932.YLR136C 908.0
4932.YKL040C 4932.YOR226C 995.0
4932.YLL027W 4932.YAL046C 905.0
4932.YLL027W 4932.YOR176W 903.0
4932.YLL027W 4932.YOR226C 953.0
4932.YLL027W 4932.YNL240C 919.0
4932.YLL027W 4932.YPR067W 999.0
4932.YLL027W 4932.YPL252C 989.0
4932.YLL027W 4932.YOR196C 978.0
4932.YLL027W 4932.YMR301C 974.0
4932.YLL027W 4932.YPL059W 999.0
4932.YLR369W 4932.YPR067W 915.0
4932.YLR369W 4932.YPL252C 941.0
4932.YLR369W 4932.YOR232W 992.0
4932.YLR369W 4932.YIL022W 972.0
4932.YLR369W 4932.YLR259C 906.0
4932.YLR369W 4932.YFL016C 973.0
4932.YLR369W 4932.YJL041W 906.0
