,protein,deg,closeness,betweeness,eigenvector,bridging,clustering_coefficient,cluster,cluster_size
1673,4932.YDR465C,35,0.2843956809474051,0.0004695174898499602,0.008531404032140278,2.232158455251375e-05,0.8134453781512605,273,12
1674,4932.YHR064C,10,0.2946058091286307,0.000535957995567192,0.0009223725463636243,0.00025732556641890254,0.3111111111111111,274,7
1675,4932.YHR089C,39,0.28798165946565557,0.00022980547738821606,0.008692351680415766,1.1001690998013623e-05,0.46558704453441296,13,207
1676,4932.YJL148W,42,0.2814546708031713,0.00011244545541811573,0.008267549404392574,4.691883751116448e-06,0.6004645760743321,3,90
1677,4932.YJR132W,13,0.2755653054336821,3.9903937168100116e-05,0.0006019798167158207,6.09585186173887e-06,0.6666666666666666,83,21
1678,4932.YKL014C,47,0.27699092528199476,1.2583094004342599e-05,0.011725724890723497,6.053309238879959e-07,0.879740980573543,13,207
1679,4932.YKR092C,66,0.2924165099829886,0.0008651881875115576,0.017372359791180274,2.7254864869722602e-05,0.8778554778554779,13,207
1680,4932.YLR435W,89,0.29171132547338335,0.00010448543277056149,0.022619549366091344,1.3063549032368597e-06,0.7709397344228804,13,207
1681,4932.YMR308C,33,0.29685511725140884,0.0011646851588428843,0.0028427655338716757,3.089611355209203e-05,0.2840909090909091,83,21
1682,4932.YNL062C,97,0.293705035971223,0.000170960872610837,0.02309428456750316,1.8433905426928437e-06,0.6844931271477663,13,207
1683,4932.YNL124W,35,0.2756118143459916,1.376882484961049e-05,0.009052041164977232,1.1003608880808403e-06,0.8470588235294118,13,207
1684,4932.YPL263C,3,0.2567206414085836,0.0,0.000794824779685773,0.0,1.0,13,207
1685,4932.YPR163C,31,0.29785681714546286,0.0002929213314042429,0.0064257858075345555,1.6463431968267964e-05,0.421505376344086,177,20
1686,4932.YDR263C,9,0.2592063492063492,1.5093650548556096e-05,7.719603286978533e-06,9.706427283943665e-06,0.5833333333333334,47,66
1687,4932.YDL101C,33,0.2732825704961928,0.0012517428845916646,1.7632204220636946e-05,1.6492988344118543e-05,0.3484848484848485,277,3
1688,4932.YMR167W,36,0.2669609285597515,0.0011774138103883413,8.907457342135203e-06,1.5761198808577437e-05,0.3682539682539683,47,66
1689,4932.YOL090W,53,0.2907245860779776,0.003504167594356436,5.427161431715437e-05,3.258026315630523e-05,0.35776487663280115,47,66
1690,4932.YEL059C-A,1,0.19068192433442316,0.0,3.5270290426491396e-08,0.0,0.0,26,59
1691,4932.YDR227W,13,0.2620556848270882,0.000457459597768564,4.0516100996238565e-06,1.9064897905288485e-05,0.20512820512820512,278,1
1692,4932.YGL163C,39,0.2801990391214825,0.0007684618692977,1.5220451366512788e-05,1.4924280233094738e-05,0.43454790823211875,47,66
1693,4932.YPR052C,6,0.2600732600732601,8.337310997209896e-05,7.352284038326156e-05,9.920173581986111e-05,0.26666666666666666,40,27
1694,4932.YOR038C,9,0.2504601226993865,1.2921155667617525e-05,4.2999926901243706e-06,2.1993760320679743e-06,0.8333333333333334,10,43
1695,4932.YJL127C,5,0.2492558955964283,0.0009887052586830488,2.657718488028352e-06,0.000143888143156066,0.3,279,1
1696,4932.YGR270W,7,0.25696302124311565,5.0225275994434935e-05,1.4168558782813017e-05,2.8495886499211564e-05,0.47619047619047616,10,43
1697,4932.YGL040C,9,0.24719951559188616,0.0016675673836140095,0.00010389452033655023,0.00022881683133530662,0.5,79,9
1698,4932.YDL205C,8,0.2132967607105538,3.072127058137103e-05,6.827860664823745e-07,4.838380190193654e-06,0.6428571428571429,79,9
1699,4932.YDR047W,6,0.20874344880480633,0.0,6.815608651733923e-07,0.0,1.0,79,9
1700,4932.YDR232W,12,0.23749272833042467,0.0012233097249932524,2.7263077434817532e-06,9.819474716861993e-05,0.3333333333333333,79,9
1701,4932.YGR060W,23,0.23445800430725053,0.0004355789157700497,7.382293997745888e-07,1.2979737748801644e-05,0.5652173913043478,91,27
1702,4932.YHR007C,26,0.2670482420278005,0.006254021213412422,4.990031231676414e-06,8.230897703109031e-05,0.4153846153846154,91,27
1703,4932.YOR278W,8,0.22454451701615674,0.00015623343634618708,7.163672592808358e-07,2.49109387081115e-05,0.6428571428571429,79,9
1704,4932.YMR080C,26,0.2880832671782659,0.0007394646385138186,0.001051387585554695,2.203738199761372e-05,0.23692307692307693,116,4
1705,4932.YDR172W,31,0.3203216947822676,0.0040635446933399875,0.0029864322811376316,0.0001048818880498146,0.17204301075268819,174,6
1706,4932.YDR206W,3,0.2547581903276131,2.1218782200265767e-05,1.4590728444365184e-05,8.288275488554514e-05,0.3333333333333333,281,14
1707,4932.YEL015W,19,0.2698950499958681,4.926023927628614e-05,0.0005756796078497233,4.48791923501654e-06,0.6198830409356725,282,3
1708,4932.YER165W,41,0.3034469943324352,0.004908280033664271,0.0017729166823020252,3.6215292025027726e-05,0.18414634146341463,177,20
1709,4932.YGR072W,9,0.2679245283018868,2.0596126237028935e-05,0.00013333014524741793,7.020447551268916e-06,0.4166666666666667,174,6
1710,4932.YHR077C,8,0.2649898580121704,1.0756152780966353e-05,0.00013346771003006384,4.27496536110521e-06,0.5357142857142857,174,6
1711,4932.YJL124C,25,0.269449715370019,0.00020141695236514787,0.0002241393559702393,1.0949639182488908e-05,0.53,107,6
1712,4932.YLR233C,10,0.2614682571451445,0.0003116542883906374,1.0533760543281879e-05,4.151101504813445e-05,0.4666666666666667,281,14
1713,4932.YLR398C,25,0.2797430406852248,0.00032651141437744233,0.0016303274686043116,1.4330272628280838e-05,0.39,14,30
1714,4932.YNL118C,21,0.271849508906276,0.0005951659674616883,0.0001843296873962775,3.392192413854352e-05,0.5190476190476191,116,4
1715,4932.YOR076C,26,0.2813576843556168,0.0007641883425154003,0.0012617989964743156,2.5224027599818933e-05,0.3169230769230769,14,30
1716,4932.YOL149W,18,0.26438921719420383,0.00026607069805911293,0.0001686965116906786,2.209827937590002e-05,0.6274509803921569,282,3
1717,4932.YKL182W,11,0.2221466467147327,0.0002643594263146876,4.1239390035622455e-08,1.4415860692309636e-05,0.2909090909090909,164,10
1718,4932.YPL231W,12,0.2221617577035576,0.0002931819887824933,5.7922647613508735e-08,1.3268492498090977e-05,0.30303030303030304,164,10
1719,4932.YER038C,18,0.2652912029891967,0.0017387089929792872,0.0004178639170401169,0.00014856972667435546,0.45098039215686275,94,17
1720,4932.YKR006C,21,0.255575553642695,1.1752109767012432e-07,0.0007333606515602955,1.8274939647267122e-08,0.9428571428571428,20,84
1721,4932.YLR179C,6,0.27049859201590193,0.00016796426931809134,8.952855337072874e-05,7.511625072702678e-05,0.26666666666666666,124,71
1722,4932.YDR139C,30,0.30597714071575793,0.003917603635745894,0.007062010097386258,0.00011158158345824766,0.3724137931034483,6,34
1723,4932.YGR201C,6,0.2750547414519117,0.0,0.0027855338053742046,0.0,1.0,18,167
1724,4932.YGR251W,73,0.2922856631465903,6.301263958695087e-06,0.021086693868733478,1.7732218103201462e-07,0.9311263318112634,13,207
1725,4932.YPL239W,4,0.2705434062292909,4.036009847058732e-07,0.0011278359369751194,3.5177642803145656e-06,0.6666666666666666,13,207
1726,4932.YDL015C,11,0.27162341982701266,0.004029715220207122,1.0415367753530747e-05,0.00024948579825294885,0.2545454545454545,284,9
1727,4932.YNL295W,3,0.21937130574959698,0.000652903273320334,5.854296562376819e-08,0.0001350834358593794,0.0,285,1
1728,4932.YAL005C,48,0.314946962391514,0.0027486807158713733,0.000167757707085789,2.5917136353674993e-05,0.26152482269503546,246,7
1729,4932.YBL075C,31,0.2951115930243065,0.0005790148498320146,0.00012563367773630604,1.4513361702735058e-05,0.26666666666666666,246,7
1730,4932.YBR101C,23,0.2842224349490906,0.0008676901406887571,9.643018791761732e-05,1.7271826322286062e-05,0.4782608695652174,287,3
1731,4932.YBR109C,22,0.30168113800110846,0.0033685206996944823,7.868731894334553e-05,6.452694012500241e-05,0.1471861471861472,288,2
1732,4932.YBR155W,13,0.2823305670816044,0.00040619037121646573,0.0014012772070984747,5.95807461669482e-05,0.38461538461538464,8,24
1733,4932.YDR155C,13,0.29753120160335245,0.001614585611035797,2.5223122155751947e-05,0.00017605483652788318,0.19230769230769232,100,28
1734,4932.YDR168W,11,0.27819420783645654,0.0001148543337178852,1.884565479088245e-05,1.8170610854188566e-05,0.6181818181818182,8,24
1735,4932.YDR171W,29,0.2932303824744119,0.0015662372213758873,8.989817774899881e-05,3.474923564334647e-05,0.43103448275862066,124,71
1736,4932.YDR214W,21,0.29062110695853355,0.00018480120254850006,0.00011379321898223389,8.15078554718286e-06,0.5476190476190477,8,24
1737,4932.YER103W,37,0.29620896063849084,0.0008896575644156712,0.00013227010660324056,1.6124065203848024e-05,0.2822822822822823,246,7
1738,4932.YGR123C,4,0.2630688683044704,1.8099294699256845e-06,7.680434535438122e-06,3.639254453297773e-06,0.8333333333333334,8,24
1739,4932.YJR032W,7,0.26481796805319063,1.7607627251793615e-06,1.7721556650084752e-05,7.417017781539773e-07,0.9047619047619048,8,24
1740,4932.YKL117W,23,0.3043802423112768,0.0012675093456213653,0.0006071178944157708,3.840649488557042e-05,0.3241106719367589,8,24
1741,4932.YLL024C,39,0.30469260192182107,0.0012022542769266305,0.00013812452157153614,2.069176376127999e-05,0.31309041835357626,246,7
1742,4932.YLR216C,17,0.283605418548107,6.528585324180091e-05,0.00010241003096770205,5.015074956210554e-06,0.6544117647058824,8,24
1743,4932.YLR318W,32,0.30257550491013524,0.0049037078403264545,0.0005746796616221601,9.751074458056938e-05,0.20967741935483872,242,2
1744,4932.YLR362W,18,0.2713526088401462,0.0005105755480979034,5.139098175989218e-06,2.4317126331149603e-05,0.3006535947712418,77,41
1745,4932.YNL281W,10,0.263302160593357,4.450357382897315e-06,1.1090727104641592e-05,7.811629940227163e-07,0.8222222222222222,8,24
1746,4932.YOR007C,19,0.27475393286783883,0.001666525581011961,1.2645707461961589e-05,7.034927615459637e-05,0.30409356725146197,289,9
1747,4932.YOR027W,28,0.2932040578148846,0.00048405068469703326,0.00019444114019439345,1.2247668358108974e-05,0.42857142857142855,8,24
1748,4932.YOR035C,10,0.27114985471149855,0.0007818584423940409,4.784107472493783e-06,0.0001208390765188783,0.1111111111111111,9,110
1749,4932.YOR057W,9,0.26867390589009543,0.00019725041725076966,9.701572992986803e-06,4.434978185670818e-05,0.5555555555555556,8,24
1750,4932.YPL015C,5,0.23750999927278016,0.00016262657405806315,4.2724970959445245e-07,0.00016294154421191365,0.4,260,9
1751,4932.YDL131W,14,0.23701015965166908,0.00010702877709216693,3.877893688978177e-07,8.433248602268863e-06,0.5494505494505495,149,18
1752,4932.YDL182W,15,0.23716505700384866,0.00018583838596092966,3.8968994415109183e-07,1.1493331347389501e-05,0.5047619047619047,149,18
1753,4932.YMR207C,11,0.22400548696844994,7.711920939209752e-05,8.666727307598246e-08,9.541224297121441e-06,0.6,149,18
1754,4932.YNR016C,15,0.24699387430991454,0.002051224790457604,1.4846458668708283e-07,0.0001483892655502672,0.4,149,18
1755,4932.YDR379C-A,2,0.2173710482529118,0.0,5.380410743479403e-07,0.0,1.0,26,59
1756,4932.YEL041W,8,0.23910974449081193,4.7976090012285314e-05,1.763051561832837e-07,1.240288869774421e-05,0.07142857142857142,149,18
1757,4932.YMR090W,9,0.24502963463125516,2.4132392935481403e-05,9.352419754822581e-07,5.5569916773160455e-06,0.6666666666666666,124,71
1758,4932.YJR096W,9,0.24682587666263603,1.0713268145915147e-06,9.934026337165746e-07,3.994806467491541e-07,0.9444444444444444,124,71
1759,4932.YKR076W,5,0.2381855309218203,2.774957273665364e-05,3.64655545554829e-07,1.5511406548512633e-05,0.5,231,9
1760,4932.YDR519W,6,0.2607584830339321,0.0003731713444248978,2.0382186171475797e-06,6.651425032415631e-05,0.13333333333333333,54,45
1761,4932.YAL034W-A,18,0.23912725142773467,0.00020056923546896333,1.3529715106855321e-06,1.0087151241415815e-05,0.5359477124183006,138,35
1762,4932.YBR107C,23,0.22067567567567567,0.0002489503644084811,2.2476091230874836e-07,6.699526202848718e-06,0.5138339920948617,138,35
1763,4932.YBR211C,20,0.23785594639865998,0.00048078956947331526,2.001298243425814e-06,1.8098210438396887e-05,0.5578947368421052,138,35
1764,4932.YDR254W,27,0.2365295480880649,0.001107111265685663,1.2327278022459084e-06,2.162963472185972e-05,0.4131054131054131,138,35
1765,4932.YDR318W,16,0.23442434682744762,8.249149220110223e-05,1.1008248659328946e-06,5.420946598444101e-06,0.7666666666666667,138,35
1766,4932.YDR383C,12,0.22000673627484002,0.0,1.9036550593115637e-07,0.0,1.0,138,35
1767,4932.YGL093W,15,0.2586520947176685,0.0012098063136331784,3.4949215796882077e-06,6.724866872655828e-05,0.45714285714285713,138,35
1768,4932.YGR140W,10,0.24444278122894994,0.00015907710881838723,8.125245737742196e-07,1.668153410727421e-05,0.37777777777777777,6,34
1769,4932.YGR179C,15,0.22005120603692224,1.825880301416579e-05,2.0003695649955624e-07,1.2694008406883692e-06,0.780952380952381,138,35
1770,4932.YIR010W,29,0.2404122193595878,0.0008619282882837668,1.2260706228775792e-06,1.0908999439278605e-05,0.33251231527093594,138,35
1771,4932.YJR135C,15,0.23440752171104573,0.0005113241783307907,1.085624134783747e-06,3.2734660868717717e-05,0.7428571428571429,138,35
1772,4932.YMR094W,6,0.23947792931514886,7.731039121627055e-05,5.661411106555592e-07,2.582932183376886e-05,0.6,6,34
1773,4932.YPR046W,15,0.22005120603692224,9.174129161629651e-05,1.9901447675556902e-07,5.642563592901327e-06,0.7714285714285715,138,35
1774,4932.YKL089W,10,0.23315248429468874,1.8423315013061436e-05,1.0606207296313415e-06,4.2468477761469156e-06,0.8888888888888888,138,35
1775,4932.YLR381W,17,0.22185992799402215,0.00014785660772029062,2.235733699170991e-07,6.855477062229365e-06,0.6544117647058824,138,35
1776,4932.YLR315W,14,0.2401470588235294,0.0009374240717705153,4.7834451430277105e-06,8.384506693903417e-05,0.7362637362637363,138,35
1777,4932.YMR168C,5,0.23789059654745429,2.929562158222397e-05,5.07160268365664e-07,1.665207735784642e-05,0.8,6,34
1778,4932.YMR001C,45,0.27772108843537413,0.0012387357709249184,2.9187581500359594e-05,1.837151434548298e-05,0.30808080808080807,134,58
1779,4932.YPL018W,19,0.24817629179331308,0.00031651598995074824,2.208501065227971e-06,1.6099809552645626e-05,0.5730994152046783,138,35
1780,4932.YPL189C-A,1,0.19032634032634033,0.0,2.205674097831944e-08,0.0,0.0,29,9
1781,4932.YER026C,13,0.24906581255242888,0.0023565108952568053,2.115171744169068e-06,0.00016355781021402398,0.4230769230769231,267,49
1782,4932.YER081W,5,0.2407844293718667,6.478908326147876e-05,1.3437685887742285e-06,4.675086205639208e-05,0.3,236,2
1783,4932.YGR155W,19,0.2547383199438421,0.002082420080327558,2.9949461107935696e-06,8.841722926251384e-05,0.39766081871345027,119,17
1784,4932.YBL034C,5,0.2531390482095799,1.8773855794362303e-06,3.0214360986949192e-06,2.4091216757215017e-06,0.9,133,17
1785,4932.YCL029C,12,0.25692259282567653,7.099476129386345e-06,3.739556295595051e-06,1.1166313502889111e-06,0.7727272727272727,133,17
1786,4932.YER007W,7,0.2395130536814315,1.6977764560905024e-07,1.1034280261369825e-06,3.8040746682173424e-08,0.9047619047619048,55,11
1787,4932.YER016W,23,0.26391919191919194,0.0008412525352744734,5.937711784888424e-06,1.676062583592365e-05,0.47035573122529645,133,17
1788,4932.YER184C,3,0.24842169316193807,0.0,2.5717060941774324e-06,0.0,1.0,133,17
1789,4932.YGL216W,13,0.2609876937829631,1.2157319595284576e-05,5.136403625882199e-06,2.187192957223034e-06,0.8461538461538461,133,17
1790,4932.YNL148C,7,0.2395130536814315,1.6977764560905024e-07,1.1034280261369825e-06,3.804074668217342e-08,0.9047619047619048,55,11
1791,4932.YOR349W,10,0.2472556590203649,7.943783092809154e-05,1.6795677857793511e-06,8.20317937278749e-06,0.6222222222222222,55,11
1792,4932.YOR265W,8,0.23953061972863954,1.5367409745071786e-05,1.104075750518185e-06,2.1215499402361505e-06,0.7857142857142857,55,11
1793,4932.YMR138W,6,0.23937261800058635,1.5090216531332474e-05,9.375045365446703e-07,3.1794956161242318e-06,0.8,55,11
1794,4932.YKL079W,7,0.27293999665719537,0.00010028249598091548,1.1361954496444616e-05,5.834215577372743e-05,0.47619047619047616,9,110
1795,4932.YLR045C,29,0.2934938892882818,0.0025966701292300712,0.0002586122018167832,5.940581580033064e-05,0.3891625615763547,133,17
1796,4932.YPR165W,32,0.2939429394293943,0.006199194543661388,1.572851385736832e-05,5.648369539970626e-05,0.17338709677419356,238,46
1797,4932.YGL064C,4,0.25317829457364344,9.269028062297066e-06,5.0675682258696606e-05,3.7439722998639194e-05,0.3333333333333333,44,98
1798,4932.YBR055C,47,0.26796849360026254,7.869042190482953e-05,0.000459297382610385,1.2572608915252294e-06,0.723404255319149,44,98
1799,4932.YMR213W,77,0.3007366482504604,0.006293629766588305,0.0006958591742853551,2.598156962698749e-05,0.44771018455228984,44,98
1800,4932.YBL071W-A,15,0.270431398526124,0.0010782561469141532,0.0008258378678813034,3.389225469004222e-05,0.34285714285714286,7,21
1801,4932.YGR200C,17,0.26496835956514686,0.00029661851327121623,0.0006497013237563852,1.3251569682121145e-05,0.39705882352941174,7,21
1802,4932.YHR187W,6,0.23822027716994895,5.00269559663378e-07,3.148326537832338e-05,1.8113867443356207e-07,0.9333333333333333,7,21
1803,4932.YMR312W,9,0.24595225544092175,9.946088695890306e-06,3.2570573697178605e-05,1.586364521041961e-06,0.8611111111111112,7,21
1804,4932.YPL101W,11,0.2601354042214257,0.00044497607953952945,3.7593233579963156e-05,4.811489877706592e-05,0.6363636363636364,7,21
1805,4932.YDR339C,80,0.2951115930243065,2.557325743888352e-05,0.02302264340513006,5.925853693432031e-07,0.8322784810126582,13,207
1806,4932.YGR169C-A,2,0.2560966047204579,0.0,0.0009186823729035752,0.0,1.0,18,167
1807,4932.YGR209C,13,0.2540843317255329,0.00018036049748102178,1.4306186312894998e-06,1.2399180016752906e-05,0.5128205128205128,198,17
1808,4932.YLR229C,59,0.30322161359205274,0.011904033809867057,1.0269244148027043e-05,3.9922997903493584e-05,0.13734658094681473,238,46
1809,4932.YBR017C,22,0.2789069171648164,0.00010531748672556623,0.0003380543394812038,4.765617947695812e-06,0.4458874458874459,83,21
1810,4932.YKL068W,35,0.2817703390561643,0.00011307409288469665,0.0004087396309728218,3.5850657781095048e-06,0.6638655462184874,95,57
1811,4932.YMR047C,38,0.2822817631806396,0.00030638267456780223,0.0005379622770445038,6.2102633125213805e-06,0.5903271692745377,95,57
1812,4932.YGL122C,16,0.27831273966766085,0.00016039644554415256,0.00041168923545958935,1.5087039351430048e-05,0.325,95,57
