,cid,orf,betweeness_centrality,degree_centrality,eigenvector_centrality
2716,73,4932.YGR061C,0.0064102564102564,0.1538461538461538,0.07284464888584284
2717,73,4932.YEL021W,0.4004273504273504,0.8461538461538463,0.46832890399471017
2718,73,4932.YKL024C,0.0705128205128205,0.5384615384615385,0.35992604747227697
2719,73,4932.YLR420W,0.0967948717948717,0.4615384615384615,0.320261792335454
2720,73,4932.YDR020C,0.0,0.3076923076923077,0.2130858215411383
2721,73,4932.YMR271C,0.0,0.3076923076923077,0.24674844231432902
2722,74,4932.YDR321W,0.0014245014245014,0.2307692307692307,0.15667585727571978
2723,74,4932.YAL062W,0.0014245014245014,0.4615384615384615,0.31617158429714654
2724,74,4932.YOR375C,0.0014245014245014,0.4615384615384615,0.31617158429714654
2725,74,4932.YLR089C,0.0014245014245014,0.4615384615384615,0.31617158429714654
2726,74,4932.YKL106W,0.2072649572649572,0.7692307692307693,0.39916085833127335
2727,74,4932.YOR388C,0.0,0.0,1.0964667578704881e-18
2728,74,4932.YOR285W,0.0,0.0,1.0964667578704881e-18
2729,74,4932.YPR145W,0.0056980056980056,0.3846153846153846,0.21590409776122804
2730,74,4932.YGR124W,0.0056980056980056,0.3846153846153846,0.21590409776122804
2731,74,4932.YDR111C,0.0014245014245014,0.4615384615384615,0.31617158429714654
2732,74,4932.YDL215C,0.0014245014245014,0.4615384615384615,0.31617158429714654
2733,74,4932.YLR027C,0.1367521367521367,0.6923076923076923,0.37343969419553835
