,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YJR122W
9,1,YPL135W
10,1,YMR301C
11,1,YLL027W
12,1,YPL202C
13,1,YGL018C
14,1,YPL252C
15,1,YLR369W
16,1,YKL040C
17,1,YKR071C
18,1,YER174C
19,1,YDL120W
20,1,YLL029W
21,1,YER048W-A
22,1,YDR376W
23,1,YCL017C
24,1,YOR196C
25,1,YOR226C
26,1,YPR067W
27,1,YGL220W
28,1,YAL046C
29,1,YDR098C
30,1,YAL044W-A
31,1,YPL059W
32,2,YBR091C
33,2,YOR045W
34,2,YLR348C
35,2,YNL070W
36,2,YJR045C
37,2,YNL328C
38,2,YOL026C
39,2,YNR017W
40,2,YAL010C
41,2,YMR244C-A
42,2,YEL020W-A
43,2,YGR082W
44,2,YLR259C
45,2,YPR133W-A
46,2,YLL018C-A
47,2,YBR262C
48,2,YCL057C-A
49,2,YLR008C
50,2,YPL063W
51,2,YJR135W-A
52,2,YNL055C
53,2,YDR375C
54,2,YKR065C
55,2,YNR020C
56,2,YJL104W
57,2,YJR034W
58,2,YGR181W
59,2,YLR168C
60,2,YNL100W
61,2,YKL053C-A
62,2,YMR038C
63,2,YNL131W
64,2,YHR005C-A
65,2,YOL009C
66,2,YKL137W
67,2,YJL143W
68,2,YGR033C
69,2,YDR031W
70,2,YMR060C
71,2,YIL022W
72,2,YMR203W
73,2,YKL195W
74,2,YKL084W
75,2,YOR297C
76,2,YJL054W
77,2,YBL059C-A
78,2,YLR218C
79,2,YHR083W
80,2,YDR185C
81,2,YGR235C
82,2,YOR232W
83,2,YMR002W
84,2,YHR024C
85,2,YGL219C
86,2,YKR016W
87,2,YPL098C
88,2,YFR011C
89,2,YLL006W
90,2,YDL217C
91,2,YLL009C
92,2,YGR029W
93,2,YNL310C
94,2,YML054C
95,2,YMR056C
96,2,YHR194W
97,2,YNL121C
98,2,YNL026W
99,3,YOR151C
100,3,YKR062W
101,3,YNL039W
102,3,YKL160W
103,3,YNL151C
104,3,YDR308C
105,3,YJL011C
106,3,YDR145W
107,3,YKR025W
108,3,YOR174W
109,3,YPR187W
110,3,YML114C
111,3,YDR045C
112,3,YGR246C
113,3,YOR210W
114,3,YDR362C
115,3,YFR016C
116,3,YAL001C
117,3,YER022W
118,3,YER171W
119,3,YGR005C
120,3,YPL007C
121,3,YMR112C
122,3,YJL140W
123,3,YDR289C
124,3,YKL028W
125,3,YGL025C
126,3,YLR243W
127,3,YMR039C
128,3,YDR397C
129,3,YBR279W
130,3,YHR143W-A
131,3,YOR224C
132,3,YBR114W
133,3,YJR052W
134,3,YOR194C
135,3,YDR167W
136,3,YOR352W
137,3,YGL151W
138,3,YER139C
139,3,YER148W
140,3,YPR168W
141,3,YBR154C
142,3,YKL054C
143,3,YJR017C
144,3,YNL113W
145,3,YPL228W
146,3,YMR227C
147,3,YOL005C
148,3,YOR123C
149,3,YLR005W
150,3,YCR081W
151,3,YPL122C
152,3,YJR063W
153,3,YNR010W
154,3,YDR156W
155,3,YGR186W
156,3,YGR063C
157,3,YLR071C
158,3,YLR226W
159,3,YGL130W
160,3,YML098W
161,3,YER159C
162,3,YDR030C
163,3,YJL148W
164,3,YBR123C
165,3,YPL011C
166,3,YDL070W
167,3,YCR042C
168,3,YKL144C
169,3,YJL006C
170,3,YLR418C
171,3,YDR311W
172,3,YMR277W
173,3,YJR035W
174,3,YGL244W
175,3,YOR110W
176,3,YOR207C
177,3,YML010W
178,3,YHR041C
179,3,YKL058W
180,3,YDR443C
181,3,YPL082C
182,3,YOL145C
183,3,YKL005C
184,3,YBR253W
185,3,YKL139W
186,3,YPR025C
187,3,YER161C
188,3,YGR274C
189,3,YPR186C
190,3,YGR104C
191,3,YPR133C
192,3,YIL143C
193,3,YOL051W
194,3,YOL135C
195,3,YHR058C
196,3,YBL093C
197,3,YPR056W
198,3,YPR190C
199,3,YPL042C
200,3,YDR079C-A
201,3,YBR236C
202,3,YPR070W
203,3,YGL043W
204,3,YDL140C
205,3,YBR193C
206,3,YDR460W
207,3,YGR116W
208,3,YDL150W
209,3,YNL236W
210,3,YGL070C
211,3,YNR003C
212,3,YGL127C
213,3,YIL021W
214,3,YBR198C
215,3,YMR236W
216,3,YNL025C
217,3,YOR116C
218,3,YGL112C
219,3,YDL005C
220,3,YPR086W
221,3,YML015C
222,3,YDR404C
223,3,YDL108W
224,3,YPR161C
225,3,YPR110C
226,3,YGR047C
227,3,YMR005W
228,4,YIL070C
229,4,YPL159C
230,4,YNL295W
231,4,YBL022C
232,5,YJR125C
233,5,YFL024C
234,5,YML041C
235,5,YLR399C
236,5,YPL235W
237,5,YNL094W
238,5,YHR161C
239,5,YPR085C
240,5,YJR082C
241,5,YIR006C
242,5,YGR002C
243,5,YGR099W
244,5,YNL107W
245,5,YGL066W
246,5,YLR206W
247,5,YJR005W
248,5,YBR108W
249,5,YDL002C
250,5,YLR385C
251,5,YNL215W
252,5,YPR171W
253,5,YFL013C
254,5,YGR167W
255,5,YKL013C
256,5,YIL104C
257,5,YOR244W
258,5,YJL024C
259,5,YLL050C
260,5,YBR038W
261,5,YIL034C
262,5,YKL135C
263,5,YNL020C
264,5,YER060W-A
265,5,YJR065C
266,5,YOR023C
267,5,YNL152W
268,5,YER092W
269,5,YKR019C
270,5,YKL129C
271,5,YGR241C
272,5,YDR176W
273,5,YDR348C
274,5,YDR063W
275,5,YDR320C
276,5,YDR359C
277,5,YNL243W
278,5,YPR079W
279,5,YDR388W
280,5,YOR213C
281,5,YJR058C
282,5,YHR099W
283,5,YHR034C
284,5,YLR052W
285,5,YPL242C
286,5,YLR370C
287,5,YDR448W
288,5,YOR189W
289,5,YOR239W
290,5,YMR032W
291,5,YOR181W
292,5,YOR367W
293,5,YBR081C
294,5,YHL019C
295,5,YPR154W
296,5,YPL129W
297,5,YAL011W
298,5,YMR192W
299,5,YNL138W
300,5,YBR288C
301,5,YMR223W
302,5,YLR170C
303,5,YFL039C
304,5,YCL010C
305,5,YPL259C
306,5,YJL083W
307,5,YGL206C
308,5,YNL079C
309,5,YMR092C
310,5,YDL146W
311,5,YNR035C
312,5,YDL029W
313,5,YNL084C
314,5,YKR001C
315,5,YIL159W
316,5,YOL012C
317,5,YPR031W
318,5,YBL037W
319,5,YIL138C
320,5,YOR141C
321,5,YKL033W
322,5,YGL150C
323,5,YPR023C
324,5,YDL161W
325,5,YCR082W
326,5,YDR153C
327,5,YJR136C
328,5,YMR127C
329,5,YIL062C
330,5,YIL095W
331,5,YKL017C
332,5,YLR144C
333,5,YLR055C
334,5,YHR016C
335,5,YDR392W
336,5,YHR040W
337,5,YOR064C
338,5,YCR088W
339,5,YPL047W
340,5,YJL207C
341,5,YLR455W
342,5,YJL020C
343,5,YPL195W
344,5,YGR252W
345,5,YOL148C
346,5,YHR114W
347,5,YHR023W
348,5,YGR261C
349,5,YEL018W
350,5,YER164W
351,5,YCR060W
352,5,YKL007W
353,5,YNL059C
354,5,YDR129C
355,5,YEL044W
356,5,YNL136W
357,5,YCR030C
358,5,YER060W
359,5,YHR108W
360,5,YCR009C
361,5,YOR122C
362,5,YBL052C
363,5,YJL081C
364,5,YLR337C
365,5,YGR136W
366,5,YDL117W
367,5,YPL254W
368,5,YBR111W-A
369,5,YDR181C
370,5,YHR090C
371,5,YGR080W
372,5,YDR334W
373,5,YBL007C
374,5,YDR190C
375,5,YDR485C
376,5,YOL062C
377,5,YPR029C
378,5,YLR085C
379,5,YBL047C
380,5,YBR231C
381,5,YOR035C
382,5,YMR109W
383,5,YBR234C
384,5,YLR429W
385,6,YJR033C
386,6,YPL003W
387,6,YMR119W
388,6,YOL117W
389,6,YDR054C
390,6,YJR090C
391,6,YOL133W
392,6,YLR306W
393,6,YBR280C
394,6,YLR320W
395,6,YIL071C
396,6,YDR202C
397,6,YNL008C
398,6,YLR352W
399,6,YIL046W
400,6,YMR025W
401,6,YLR097C
402,6,YOL025W
403,6,YGR003W
404,6,YLR128W
405,6,YDR139C
406,6,YDL132W
407,6,YMR258C
408,6,YPR066W
409,6,YEL012W
410,6,YJL047C
411,6,YOR080W
412,6,YER066W
413,6,YNL230C
414,6,YIL001W
415,6,YDR306C
416,6,YER143W
417,6,YLR368W
418,6,YDR179C
419,6,YNL311C
420,6,YPL046C
421,6,YDR328C
422,6,YJL149W
423,6,YDL013W
424,6,YNL159C
425,6,YGR140W
426,6,YKL210W
427,6,YPR164W
428,6,YFL009W
429,6,YML088W
430,6,YDL216C
431,6,YMR094W
432,6,YMR168C
433,7,YHR111W
434,7,YNR046W
435,7,YIL008W
436,7,YMR312W
437,7,YPL086C
438,7,YLR384C
439,7,YHR187W
440,7,YML014W
441,7,YNL119W
442,7,YKL110C
443,7,YGR200C
444,7,YPL101W
445,7,YGL211W
446,8,YBR044C
447,8,YLL026W
448,8,YBL075C
449,8,YDL229W
450,8,YJR032W
451,8,YOR020C
452,8,YER103W
453,8,YBR101C
454,8,YMR186W
455,8,YIL016W
456,8,YJL144W
457,8,YOR298C-A
458,8,YLR090W
459,8,YLR216C
460,8,YOR057W
461,8,YPL240C
462,8,YNL064C
463,8,YKL117W
464,8,YLL024C
465,8,YNL077W
466,8,YFL016C
467,8,YAL005C
468,8,YDR214W
469,8,YNL007C
470,8,YNL281W
471,8,YPR158W
472,8,YDR258C
473,8,YOR027W
474,8,YPL106C
475,8,YGR123C
476,8,YGR285C
477,8,YBR155W
478,8,YDR168W
479,8,YGR142W
480,8,YGR268C
481,8,YBR169C
482,9,YDR440W
483,9,YGR270W
484,9,YJL168C
485,9,YLL002W
486,9,YGL131C
487,9,YBR009C
