,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YPL252C
9,1,YLL027W
10,1,YOR226C
11,1,YPL135W
12,2,YCL017C
13,2,YER048W-A
14,3,YDL120W
15,4,YGL018C
16,5,YPR067W
17,5,YPL059W
18,5,YJR122W
19,6,YKL040C
20,7,YLR369W
21,8,YMR301C
22,9,YOR196C
23,10,YNL310C
24,10,YNL328C
25,10,YFL016C
26,10,YOR232W
27,11,YAL046C
28,11,YAL044W-A
29,12,YGR063C
30,12,YOR151C
31,12,YKR062W
32,12,YMR039C
33,12,YBR279W
34,12,YPR133C
35,12,YLR226W
36,12,YKL160W
37,12,YGL130W
38,12,YPR056W
39,12,YOR194C
40,12,YDR079C-A
41,12,YER139C
42,12,YBR236C
43,12,YGL043W
44,12,YDL140C
45,12,YLR418C
46,12,YMR277W
47,12,YDR460W
48,12,YPL228W
49,12,YGR116W
50,12,YGL070C
51,12,YGL244W
52,12,YIL021W
53,12,YOL005C
54,12,YGR005C
55,12,YML010W
56,12,YPL122C
57,12,YJL140W
58,12,YKL058W
59,12,YPR086W
60,12,YDR289C
61,12,YDR404C
62,12,YDL108W
63,12,YKL028W
64,12,YPR161C
65,12,YPR025C
66,12,YGR186W
67,13,YBL022C
68,14,YOR210W
69,14,YKL125W
70,14,YLR243W
71,14,YNL113W
72,14,YJL148W
73,14,YPR187W
74,14,YJR063W
75,14,YHR143W-A
76,14,YDR156W
77,14,YFL023W
78,14,YKL144C
79,14,YDR045C
80,14,YJL011C
81,14,YBR154C
82,14,YOR224C
83,14,YPR110C
84,15,YJR052W
85,15,YIL143C
86,15,YOR352W
87,15,YER171W
88,15,YBR114W
89,15,YDR311W
90,15,YLR005W
91,16,YLR071C
92,16,YOL051W
93,16,YOL135C
94,16,YDR308C
95,16,YHR058C
96,16,YBL093C
97,16,YOR174W
98,16,YGL151W
99,16,YPR168W
100,16,YPR070W
101,16,YBR193C
102,16,YNL236W
103,16,YGL127C
104,16,YER022W
105,16,YNL025C
106,16,YCR081W
107,16,YMR112C
108,16,YHR041C
109,16,YDL005C
110,16,YDR443C
111,16,YNR010W
112,16,YBR253W
113,16,YGL025C
114,16,YGR104C
115,17,YDR397C
116,17,YNL039W
117,17,YNL151C
118,17,YML098W
119,17,YDR145W
120,17,YKR025W
121,17,YER159C
122,17,YPR190C
123,17,YBR123C
124,17,YDR167W
125,17,YPL011C
126,17,YML114C
127,17,YCR042C
128,17,YER148W
129,17,YGR246C
130,17,YDR362C
131,17,YDL150W
132,17,YAL001C
133,17,YNR003C
134,17,YBR198C
135,17,YMR236W
136,17,YOR110W
137,17,YPL007C
138,17,YOR207C
139,17,YOR116C
140,17,YGL112C
141,17,YPL082C
142,17,YML015C
143,17,YGR047C
144,17,YPR186C
145,17,YMR005W
146,18,YER164W
147,19,YPR066W
148,19,YJL047C
149,19,YPL046C
150,19,YOL133W
151,19,YNL230C
152,19,YPR164W
153,19,YLR306W
154,19,YLR320W
155,20,YOR123C
156,21,YPL042C
157,21,YOL128C
158,22,YMR312W
159,22,YPL086C
160,22,YLR384C
161,22,YHR187W
162,22,YKL110C
163,22,YGR200C
164,22,YPL101W
165,22,YGL211W
166,23,YMR186W
167,23,YGR123C
168,23,YOR298C-A
169,23,YBR155W
170,23,YJR032W
171,23,YDR168W
172,23,YDR214W
173,23,YLR216C
174,23,YOR057W
175,23,YPL240C
176,23,YNL281W
177,23,YKL117W
178,23,YOR027W
179,24,YLR399C
180,24,YLR455W
181,24,YGL150C
182,24,YDL002C
183,24,YPR031W
184,24,YPL129W
185,24,YOR064C
186,24,YKL017C
187,25,YBR089C-A
188,25,YML069W
189,25,YGL207W
190,25,YGR270W
191,26,YKL007W
192,26,YKL005C
193,27,YKL139W
194,27,YJL006C
195,27,YML112W
196,28,YFR016C
197,28,YOL145C
198,29,YJR035W
199,29,YDR030C
200,29,YKL054C
201,30,YLR222C
202,30,YDR449C
203,30,YGR128C
204,30,YER082C
205,30,YKR060W
206,30,YOL010W
207,30,YMR128W
208,30,YJL069C
209,30,YLL011W
210,30,YGR081C
211,30,YGL019W
212,30,YOR039W
213,30,YDR324C
214,30,YGR090W
215,30,YOR061W
216,30,YJL109C
217,30,YGR251W
218,30,YIL035C
219,30,YCL059C
220,30,YHR196W
221,30,YBL004W
222,30,YNL035C
223,30,YMR229C
224,30,YOR078W
225,30,YPR144C
226,30,YPL126W
227,30,YCR057C
228,30,YMR093W
229,30,YCL031C
230,30,YJR002W
231,31,YKL126W
232,31,YHR205W
233,31,YDR005C
234,32,YIL019W
235,32,YIL091C
236,32,YDR365C
237,32,YDR412W
238,32,YGL171W
239,32,YOR145C
240,32,YGL111W
241,32,YBR142W
242,32,YKL172W
243,32,YMR014W
244,32,YLR409C
245,32,YDR299W
246,32,YJR091C
247,32,YIR012W
248,32,YJL010C
249,32,YLR129W
250,32,YHR065C
251,32,YOL080C
252,32,YHR197W
253,32,YLL008W
254,32,YKL099C
255,32,YHR085W
256,32,YNL132W
257,32,YDL063C
258,32,YER127W
259,32,YOR119C
260,32,YDL167C
261,32,YLR196W
262,32,YNR038W
263,32,YIL127C
264,32,YMR290C
265,32,YHR052W
266,32,YFR001W
267,32,YNL075W
268,32,YPL012W
269,32,YER036C
270,32,YDR161W
271,32,YNL227C
272,32,YDL060W
273,32,YKL014C
274,32,YNL112W
275,32,YOR287C
276,32,YGL029W
277,32,YER006W
278,32,YFL002C
279,32,YDR496C
280,32,YDL148C
281,32,YLR009W
282,32,YNR053C
283,32,YOL041C
284,32,YKL143W
285,32,YDR083W
286,32,YPL211W
287,32,YER126C
288,32,YNR054C
289,32,YPL146C
290,32,YDR312W
291,32,YPL266W
292,32,YPL226W
293,32,YNL308C
294,32,YJL033W
295,32,YDR087C
296,32,YOR206W
297,32,YCR087C-A
298,32,YOR056C
299,32,YGL014W
300,32,YNL110C
301,32,YLR276C
302,32,YDR398W
303,32,YGR245C
304,32,YOR294W
305,32,YPL043W
306,32,YHR169W
307,32,YKR024C
308,32,YHR170W
309,32,YHR066W
310,32,YNL207W
311,32,YNL182C
312,32,YDL051W
313,32,YAL025C
314,32,YGR271C-A
315,32,YHR088W
316,32,YER156C
317,32,YDL153C
318,32,YML074C
319,32,YBR247C
320,32,YGR280C
321,32,YAL059W
322,32,YOR340C
323,32,YBR267W
324,32,YLL034C
325,32,YBL028C
326,32,YPL217C
327,32,YLR106C
328,32,YKR081C
329,32,YKL009W
330,32,YLR435W
331,32,YNL175C
332,32,YER002W
333,32,YGR103W
334,32,YOL144W
335,32,YJL122W
336,32,YLR336C
337,32,YNL163C
338,32,YLR022C
339,32,YGR145W
340,32,YIR026C
341,32,YGL099W
342,32,YOR004W
343,32,YKL021C
344,32,YLR221C
345,32,YEL055C
346,32,YKR056W
347,32,YDR101C
348,32,YGR187C
349,32,YNL224C
350,32,YMR131C
351,32,YKL082C
352,32,YLR074C
353,32,YDR194C
354,32,YMR269W
355,32,YCL054W
356,32,YPR112C
357,32,YGL078C
358,32,YNL061W
359,32,YOL077C
360,32,YML093W
361,32,YLR449W
362,32,YJR041C
363,32,YBR192W
364,32,YKR092C
365,32,YDR184C
366,32,YPL093W
367,32,YLR051C
368,32,YGR159C
369,32,YDL031W
370,32,YPR143W
371,32,YCR072C
372,32,YDR060W
373,32,YLR002C
374,33,YJL050W
375,34,YMR049C
376,34,YLR003C
377,34,YLR401C
378,35,YNL248C
379,35,YPL263C
380,35,YOR341W
381,35,YPR010C
382,36,YPL207W
383,36,YHR070W
384,36,YOL141W
385,36,YGL050W
386,37,YHR128W
387,37,YDR400W
388,37,YDR020C
389,37,YNR012W
390,38,YMR271C
391,38,YDR007W
392,38,YOR128C
393,38,YLR014C
394,38,YEL063C
395,38,YKL216W
396,38,YLR420W
397,38,YML106W
398,38,YEL021W
399,39,YER005W
400,40,YLR245C
401,41,YKL024C
402,42,YNL002C
403,42,YDR012W
404,42,YLR061W
405,42,YGR169C-A
406,42,YLR048W
407,42,YDR429C
408,42,YJR145C
409,42,YMR143W
410,42,YGR054W
411,42,YLR264W
412,42,YDR450W
413,42,YGR085C
414,42,YNL162W
415,42,YHL015W
416,42,YDR447C
417,42,YGL076C
418,42,YMR116C
419,42,YJR123W
420,42,YGL189C
421,42,YDL083C
422,42,YJL190C
423,42,YPR132W
424,42,YLR448W
425,42,YCR031C
426,42,YLR344W
427,42,YBR191W
428,42,YAL035W
429,42,YOL040C
430,42,YGL030W
431,42,YJL136C
432,42,YER056C-A
433,42,YKL056C
434,42,YGR118W
435,42,YLL045C
436,42,YDL130W
437,42,YBR084C-A
438,42,YLR150W
439,42,YKL156W
440,42,YDR417C
441,42,YPL037C
442,42,YDL082W
443,42,YNL096C
444,42,YGR027C
445,42,YMR121C
446,42,YNL069C
447,42,YLR441C
448,42,YLR325C
449,42,YBL087C
450,42,YOL121C
451,42,YGR214W
452,42,YHR203C
453,42,YGL147C
454,42,YDR418W
455,42,YLR192C
456,42,YOL127W
457,42,YFR032C-A
458,42,YER117W
459,42,YER102W
460,42,YOR369C
461,42,YDL081C
462,42,YNL178W
463,42,YHR141C
464,42,YOR234C
465,42,YGR201C
466,42,YPL090C
467,42,YIL133C
468,42,YDL191W
469,42,YML024W
470,42,YIL069C
471,42,YPL239W
472,42,YLR367W
473,42,YER074W
474,42,YLR406C
475,42,YML073C
476,42,YPL249C-A
477,42,YHR021C
478,42,YPL079W
479,42,YBL027W
480,42,YOR312C
481,42,YOR182C
482,42,YOL120C
483,42,YBR048W
484,42,YPL220W
485,42,YDR064W
486,42,YOR167C
487,42,YGR148C
488,42,YBR189W
489,42,YIL018W
