,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YOR196C
9,1,YER048W-A
10,1,YOR226C
11,1,YJR122W
12,1,YPL252C
13,1,YPR067W
14,1,YLR369W
15,1,YAL046C
16,1,YPL059W
17,1,YPL135W
18,1,YKL040C
19,1,YMR301C
20,1,YCL017C
21,1,YLL027W
22,1,YDL120W
23,1,YGL018C
24,2,YFL016C
25,2,YJR045C
26,2,YNL310C
27,2,YEL030W
28,2,YOR232W
29,3,YLL029W
30,3,YGL220W
31,3,YDR098C
32,3,YAL044W-A
33,3,YPL202C
34,3,YER174C
35,4,YOR151C
36,4,YKR062W
37,4,YKL160W
38,4,YDR308C
39,4,YOR174W
40,4,YPR187W
41,4,YOR210W
42,4,YFR016C
43,4,YER022W
44,4,YER171W
45,4,YGR005C
46,4,YMR112C
47,4,YJL140W
48,4,YDR289C
49,4,YKL028W
50,4,YGL025C
51,4,YLR243W
52,4,YMR039C
53,4,YBR279W
54,4,YHR143W-A
55,4,YOR224C
56,4,YBR114W
57,4,YJR052W
58,4,YOR194C
59,4,YOR352W
60,4,YGL151W
61,4,YER139C
62,4,YPR168W
63,4,YBR154C
64,4,YJR017C
65,4,YNL113W
66,4,YPL228W
67,4,YOL005C
68,4,YOR123C
69,4,YLR005W
70,4,YCR081W
71,4,YPL122C
72,4,YJR063W
73,4,YNR010W
74,4,YDR156W
75,4,YGR186W
76,4,YGR063C
77,4,YLR071C
78,4,YLR226W
79,4,YGL130W
80,4,YJL148W
81,4,YJL006C
82,4,YLR418C
83,4,YDR311W
84,4,YMR277W
85,4,YGL244W
86,4,YML010W
87,4,YHR041C
88,4,YKL058W
89,4,YDR443C
90,4,YGR208W
91,4,YOL145C
92,4,YKL005C
93,4,YBR253W
94,4,YKL139W
95,4,YPR025C
96,4,YER161C
97,4,YGR104C
98,4,YPR133C
99,4,YIL143C
100,4,YOL051W
101,4,YML112W
102,4,YOL135C
103,4,YHR058C
104,4,YDL115C
105,4,YBL093C
106,4,YPR056W
107,4,YPL042C
108,4,YDR079C-A
109,4,YBR236C
110,4,YPR070W
111,4,YGL043W
112,4,YDL140C
113,4,YBR193C
114,4,YDR460W
115,4,YGR116W
116,4,YNL236W
117,4,YGL070C
118,4,YGL127C
119,4,YIL021W
120,4,YNL025C
121,4,YDL005C
122,4,YPR086W
123,4,YDR404C
124,4,YDL108W
125,4,YPR161C
126,5,YIL070C
127,5,YPL159C
128,5,YNL295W
129,5,YBL022C
130,6,YDR397C
131,6,YOL148C
132,6,YNL039W
133,6,YNL151C
134,6,YJL011C
135,6,YML098W
136,6,YER164W
137,6,YDR145W
138,6,YKR025W
139,6,YER159C
140,6,YPR190C
141,6,YBR123C
142,6,YDR167W
143,6,YPL011C
144,6,YML114C
145,6,YDL070W
146,6,YBR081C
147,6,YKL144C
148,6,YDR045C
149,6,YER148W
150,6,YCR042C
151,6,YGR246C
152,6,YGL066W
153,6,YDR362C
154,6,YDL150W
155,6,YLR055C
156,6,YBR111W-A
157,6,YAL001C
158,6,YNR003C
159,6,YMR223W
160,6,YMR227C
161,6,YDR392W
162,6,YBR198C
163,6,YMR236W
164,6,YOR110W
165,6,YPL007C
166,6,YOR207C
167,6,YOR116C
168,6,YGL112C
169,6,YPL047W
170,6,YPL082C
171,6,YML015C
172,6,YPR110C
173,6,YGR047C
174,6,YGR274C
175,6,YPR186C
176,6,YMR005W
177,7,YJR033C
178,7,YPL003W
179,7,YDR054C
180,7,YJR090C
181,7,YOL133W
182,7,YLR306W
183,7,YBR280C
184,7,YLR320W
185,7,YDR202C
186,7,YLR352W
187,7,YIL046W
188,7,YLR097C
189,7,YOL025W
190,7,YGR003W
191,7,YLR128W
192,7,YDR139C
193,7,YDL132W
194,7,YMR258C
195,7,YPR066W
196,7,YJL047C
197,7,YOR080W
198,7,YER066W
199,7,YNL230C
200,7,YIL001W
201,7,YDR306C
202,7,YER143W
203,7,YLR368W
204,7,YNL311C
205,7,YPL046C
206,7,YDR328C
207,7,YJL149W
208,7,YGR140W
209,7,YPR164W
210,7,YFL009W
211,7,YML088W
212,7,YMR094W
213,7,YMR168C
214,8,YHR111W
215,8,YNR046W
216,8,YIL008W
217,8,YMR312W
218,8,YPL086C
219,8,YLR384C
220,8,YHR187W
221,8,YML014W
222,8,YNL119W
223,8,YKL110C
224,8,YGR200C
225,8,YPL101W
226,8,YGL211W
227,9,YBR044C
228,9,YLL026W
229,9,YDL229W
230,9,YJR032W
231,9,YOR020C
232,9,YBR101C
233,9,YMR186W
234,9,YOR298C-A
235,9,YLR090W
236,9,YLR216C
237,9,YOR057W
238,9,YPL240C
239,9,YNL064C
240,9,YKL117W
241,9,YNL077W
242,9,YDR214W
243,9,YNL007C
244,9,YNL281W
245,9,YDR258C
246,9,YGR123C
247,9,YGR285C
248,9,YBR155W
249,9,YDR168W
250,9,YGR268C
251,9,YOR027W
252,10,YFL024C
253,10,YML041C
254,10,YLR399C
255,10,YPL235W
256,10,YPR085C
257,10,YJR082C
258,10,YIR006C
259,10,YGR002C
260,10,YGR099W
261,10,YNL107W
262,10,YDL002C
263,10,YLR385C
264,10,YNL215W
265,10,YPR171W
266,10,YFL013C
267,10,YKL013C
268,10,YOR244W
269,10,YLL050C
270,10,YBR038W
271,10,YIL034C
272,10,YNL020C
273,10,YJR065C
274,10,YOR023C
275,10,YNL152W
276,10,YER092W
277,10,YKL129C
278,10,YDR176W
279,10,YDR063W
280,10,YDR320C
281,10,YDR359C
282,10,YNL243W
283,10,YOR213C
284,10,YHR099W
285,10,YHR034C
286,10,YLR052W
287,10,YPL242C
288,10,YLR370C
289,10,YDR448W
290,10,YOR189W
291,10,YOR239W
292,10,YMR032W
293,10,YOR181W
294,10,YOR367W
295,10,YPR154W
296,10,YPL129W
297,10,YAL011W
298,10,YNL138W
299,10,YFL039C
300,10,YCL010C
301,10,YNL079C
302,10,YMR092C
303,10,YDL146W
304,10,YNR035C
305,10,YDL029W
306,10,YNL084C
307,10,YKR090W
308,10,YIL159W
309,10,YPR031W
310,10,YIL138C
311,10,YOR141C
312,10,YKL033W
313,10,YGL150C
314,10,YPR023C
315,10,YCR082W
316,10,YJR136C
317,10,YMR127C
318,10,YIL062C
319,10,YIL095W
320,10,YKL017C
321,10,YGL106W
322,10,YHR040W
323,10,YOR064C
324,10,YCR088W
325,10,YLR455W
326,10,YJL020C
327,10,YGR252W
328,10,YHR114W
329,10,YHR023W
330,10,YEL018W
331,10,YCR060W
332,10,YKL007W
333,10,YNL059C
334,10,YDR129C
335,10,YEL044W
336,10,YNL136W
337,10,YOR122C
338,10,YJL081C
339,10,YLR337C
340,10,YGR136W
341,10,YDL117W
342,10,YPL254W
343,10,YDR181C
344,10,YHR090C
345,10,YGR080W
346,10,YDR334W
347,10,YBL007C
348,10,YDR190C
349,10,YDR485C
350,10,YLR085C
351,10,YBR231C
352,10,YOR035C
353,10,YPL193W
354,10,YMR109W
355,10,YBR234C
356,10,YLR429W
357,11,YDR440W
358,11,YGR270W
359,11,YJL168C
360,11,YLL002W
361,11,YOL012C
362,11,YGL131C
363,11,YBR009C
364,11,YBL003C
365,11,YBR010W
366,11,YER169W
367,11,YBR195C
368,11,YML102W
369,11,YOL054W
370,11,YOR038C
371,11,YBR089C-A
372,11,YPR018W
373,11,YBL052C
374,11,YHR119W
375,11,YDR225W
376,11,YNL206C
377,11,YNL246W
378,11,YNL030W
379,11,YLL022C
380,11,YEL056W
381,11,YDR469W
382,11,YMR176W
383,11,YAR003W
384,11,YJR119C
385,11,YPL001W
386,11,YBR175W
387,11,YDR224C
388,11,YPR052C
389,11,YJL115W
390,11,YDR096W
391,11,YPL138C
392,11,YER051W
393,11,YBR258C
394,11,YML069W
395,11,YLR442C
396,11,YPL127C
397,11,YBR215W
398,11,YNL031C
399,11,YDL139C
400,11,YGL060W
401,11,YJR140C
402,11,YBL008W
403,11,YLR015W
404,11,YBL002W
405,11,YGL207W
406,12,YJR035W
407,12,YDR030C
408,12,YKL054C
409,13,YNL248C
410,13,YIL019W
411,13,YDR365C
412,13,YIL091C
413,13,YGL120C
414,13,YGL171W
415,13,YDR412W
416,13,YLR222C
417,13,YOL010W
418,13,YOR145C
419,13,YCR051W
420,13,YGL111W
421,13,YBR142W
422,13,YKL172W
423,13,YOL022C
424,13,YMR014W
425,13,YLR409C
426,13,YJL069C
427,13,YDR299W
428,13,YMR239C
429,13,YIR012W
430,13,YJR091C
431,13,YJL010C
432,13,YLR129W
433,13,YPR137W
434,13,YHR065C
435,13,YOR272W
436,13,YOL080C
437,13,YHR197W
438,13,YGR251W
439,13,YLL008W
440,13,YKL099C
441,13,YBL004W
442,13,YOR046C
443,13,YHR085W
444,13,YNL132W
445,13,YDL063C
446,13,YER127W
447,13,YOR119C
448,13,YLR175W
449,13,YDL167C
450,13,YLR196W
451,13,YNR038W
452,13,YNL124W
453,13,YIL127C
454,13,YMR290C
455,13,YPL126W
456,13,YHR052W
457,13,YKL078W
458,13,YDR361C
459,13,YCR057C
460,13,YMR093W
461,13,YPL263C
462,13,YCL031C
463,13,YPR169W
464,13,YFR001W
465,13,YMR128W
466,13,YER082C
467,13,YLR401C
468,13,YNL075W
469,13,YDR339C
470,13,YPL012W
471,13,YER036C
472,13,YLL011W
473,13,YDR161W
474,13,YNL227C
475,13,YDL060W
476,13,YKL014C
477,13,YNL112W
478,13,YOR287C
479,13,YGL029W
480,13,YBR034C
481,13,YER006W
482,13,YDR324C
483,13,YFL002C
484,13,YDR496C
485,13,YDL148C
486,13,YLR009W
487,13,YNR053C
488,13,YOL041C
489,13,YIL035C
490,13,YHR148W
