,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YER048W-A
9,1,YOR226C
10,1,YPL252C
11,1,YPR067W
12,1,YPL135W
13,1,YLL027W
14,2,YCL017C
15,3,YDL120W
16,4,YLR369W
17,4,YGL018C
18,5,YKL040C
19,5,YPL059W
20,5,YJR122W
21,6,YMR301C
22,7,YOR196C
23,8,YLR008C
24,8,YFL016C
25,8,YNL310C
26,8,YNL328C
27,8,YOR232W
28,9,YGL220W
29,9,YER174C
30,9,YAL046C
31,9,YAL044W-A
32,10,YGR063C
33,10,YOR151C
34,10,YKR062W
35,10,YMR039C
36,10,YBR279W
37,10,YPR133C
38,10,YLR226W
39,10,YKL160W
40,10,YML112W
41,10,YGL130W
42,10,YPR056W
43,10,YJR072C
44,10,YOR194C
45,10,YDR079C-A
46,10,YER139C
47,10,YBR236C
48,10,YJL006C
49,10,YGL043W
50,10,YDL140C
51,10,YLR418C
52,10,YJR017C
53,10,YMR277W
54,10,YDR460W
55,10,YPL228W
56,10,YGR116W
57,10,YGL070C
58,10,YGL244W
59,10,YIL021W
60,10,YOL005C
61,10,YOR123C
62,10,YGR005C
63,10,YML010W
64,10,YPL122C
65,10,YJL140W
66,10,YKL058W
67,10,YPR086W
68,10,YDR289C
69,10,YDR404C
70,10,YDL108W
71,10,YKL028W
72,10,YPR161C
73,10,YKL005C
74,10,YKL139W
75,10,YPR025C
76,10,YGR186W
77,11,YBL022C
78,12,YOR210W
79,12,YKL125W
80,12,YLR243W
81,12,YNL113W
82,12,YJL148W
83,12,YPR187W
84,12,YJR063W
85,12,YHR143W-A
86,12,YDR156W
87,12,YFL023W
88,12,YDR045C
89,12,YBR154C
90,12,YOR224C
91,12,YDL115C
92,12,YPR110C
93,13,YJR052W
94,13,YIL143C
95,13,YOR352W
96,13,YER171W
97,13,YBR114W
98,13,YDR311W
99,13,YLR005W
100,14,YLR071C
101,14,YOL051W
102,14,YOL135C
103,14,YDR308C
104,14,YHR058C
105,14,YBL093C
106,14,YOR174W
107,14,YGL151W
108,14,YPR168W
109,14,YPR070W
110,14,YBR193C
111,14,YNL236W
112,14,YGL127C
113,14,YER022W
114,14,YNL025C
115,14,YCR081W
116,14,YMR112C
117,14,YHR041C
118,14,YDL005C
119,14,YDR443C
120,14,YNR010W
121,14,YBR253W
122,14,YGL025C
123,14,YGR104C
124,15,YDR397C
125,15,YNL039W
126,15,YNL151C
127,15,YJL011C
128,15,YML098W
129,15,YDR145W
130,15,YKR025W
131,15,YER159C
132,15,YPR190C
133,15,YBR123C
134,15,YDR167W
135,15,YPL011C
136,15,YML114C
137,15,YDL070W
138,15,YCR042C
139,15,YKL144C
140,15,YER148W
141,15,YGR246C
142,15,YDR362C
143,15,YDL150W
144,15,YAL001C
145,15,YNR003C
146,15,YMR227C
147,15,YBR198C
148,15,YMR236W
149,15,YOR110W
150,15,YPL007C
151,15,YOR207C
152,15,YOR116C
153,15,YGL112C
154,15,YPL082C
155,15,YML015C
156,15,YGR047C
157,15,YGR274C
158,15,YPR186C
159,15,YMR005W
160,16,YOL148C
161,16,YOR213C
162,16,YER164W
163,16,YJR082C
164,16,YDR448W
165,16,YBR081C
166,16,YGL066W
167,16,YCR082W
168,16,YMR127C
169,16,YPL254W
170,16,YOR244W
171,16,YLR055C
172,16,YBR111W-A
173,16,YHR090C
174,16,YMR223W
175,16,YDR392W
176,16,YCL010C
177,16,YOR023C
178,16,YPL047W
179,16,YDR176W
180,16,YGR252W
181,17,YPR066W
182,17,YJL047C
183,17,YPL046C
184,17,YOL133W
185,17,YNL230C
186,17,YPR164W
187,17,YLR306W
188,17,YLR320W
189,18,YPL042C
190,18,YOL128C
191,19,YHR111W
192,19,YMR312W
193,19,YPL086C
194,19,YLR384C
195,19,YHR187W
196,19,YKL110C
197,19,YGR200C
198,19,YPL101W
199,19,YGL211W
200,20,YMR186W
201,20,YGR123C
202,20,YOR298C-A
203,20,YBR155W
204,20,YJR032W
205,20,YDR168W
206,20,YDR214W
207,20,YLR216C
208,20,YOR057W
209,20,YPL240C
210,20,YNL281W
211,20,YKL117W
212,20,YOR027W
213,21,YLR455W
214,21,YGL150C
215,21,YDL002C
216,21,YPR031W
217,21,YPL129W
218,21,YOR064C
219,21,YKL017C
220,22,YPR052C
221,22,YGR270W
222,22,YML069W
223,22,YBR089C-A
224,22,YGL207W
225,23,YFR016C
226,23,YOL145C
227,24,YJR035W
228,24,YDR030C
229,24,YKL054C
230,25,YNL248C
231,25,YIL019W
232,25,YDR365C
233,25,YIL091C
234,25,YGL120C
235,25,YGL171W
236,25,YDR412W
237,25,YLR222C
238,25,YOL010W
239,25,YOR145C
240,25,YGL111W
241,25,YBR142W
242,25,YKL172W
243,25,YMR014W
244,25,YLR409C
245,25,YJL069C
246,25,YDR299W
247,25,YJR091C
248,25,YIR012W
249,25,YJL010C
250,25,YLR129W
251,25,YPR137W
252,25,YHR065C
253,25,YOR272W
254,25,YOL080C
255,25,YHR197W
256,25,YGR251W
257,25,YLL008W
258,25,YKL099C
259,25,YBL004W
260,25,YHR085W
261,25,YNL132W
262,25,YDL063C
263,25,YER127W
264,25,YOR119C
265,25,YDL167C
266,25,YLR196W
267,25,YNR038W
268,25,YIL127C
269,25,YMR290C
270,25,YPL126W
271,25,YHR052W
272,25,YDR361C
273,25,YCR057C
274,25,YMR093W
275,25,YCL031C
276,25,YFR001W
277,25,YMR128W
278,25,YER082C
279,25,YLR401C
280,25,YNL075W
281,25,YDR339C
282,25,YPL012W
283,25,YER036C
284,25,YLL011W
285,25,YDR161W
286,25,YNL227C
287,25,YDL060W
288,25,YKL014C
289,25,YNL112W
290,25,YOR287C
291,25,YGL029W
292,25,YBR034C
293,25,YER006W
294,25,YDR324C
295,25,YFL002C
296,25,YDR496C
297,25,YDL148C
298,25,YLR009W
299,25,YNR053C
300,25,YOL041C
301,25,YIL035C
302,25,YHR148W
303,25,YDL213C
304,25,YKL143W
305,25,YNL062C
306,25,YDR083W
307,25,YPL211W
308,25,YER126C
309,25,YNR054C
310,25,YMR229C
311,25,YPL146C
312,25,YDR312W
313,25,YPL266W
314,25,YPL226W
315,25,YNL308C
316,25,YJL033W
317,25,YDR087C
318,25,YJR002W
319,25,YMR049C
320,25,YOR206W
321,25,YCR087C-A
322,25,YDR449C
323,25,YKR060W
324,25,YNL110C
325,25,YGR128C
326,25,YOR056C
327,25,YGL014W
328,25,YLR276C
329,25,YDR398W
330,25,YGR245C
331,25,YOR294W
332,25,YPL043W
333,25,YHR169W
334,25,YKR024C
335,25,YHR170W
336,25,YGR081C
337,25,YHR066W
338,25,YGL019W
339,25,YNL207W
340,25,YOR039W
341,25,YNL182C
342,25,YDL051W
343,25,YGR090W
344,25,YOR061W
345,25,YAL025C
346,25,YGR271C-A
347,25,YHR088W
348,25,YLR003C
349,25,YER156C
350,25,YDL153C
351,25,YML074C
352,25,YBR247C
353,25,YGR280C
354,25,YAL059W
355,25,YOR340C
356,25,YBR267W
357,25,YLL034C
358,25,YBL028C
359,25,YPL217C
360,25,YLR106C
361,25,YKR081C
362,25,YKL009W
363,25,YLR435W
364,25,YLR186W
365,25,YOR078W
366,25,YNL175C
367,25,YGR103W
368,25,YER002W
369,25,YOL144W
370,25,YJL122W
371,25,YHR196W
372,25,YLR336C
373,25,YNL163C
374,25,YLR022C
375,25,YGR145W
376,25,YIR026C
377,25,YGL099W
378,25,YOR004W
379,25,YKL021C
380,25,YLR221C
381,25,YEL055C
382,25,YKR056W
383,25,YDR101C
384,25,YGR187C
385,25,YNL224C
386,25,YMR131C
387,25,YKL082C
388,25,YLR074C
389,25,YDR194C
390,25,YMR269W
391,25,YJL109C
392,25,YCL054W
393,25,YPR112C
394,25,YGL078C
395,25,YNL061W
396,25,YCL059C
397,25,YOL077C
398,25,YML093W
399,25,YLR449W
400,25,YJR041C
401,25,YBR192W
402,25,YKR092C
403,25,YDR184C
404,25,YPL093W
405,25,YNL035C
406,25,YLR051C
407,25,YGR159C
408,25,YDL031W
409,25,YPR143W
410,25,YPR144C
411,25,YCR072C
412,25,YDL208W
413,25,YDR060W
414,25,YLR002C
415,26,YKL126W
416,26,YHR205W
417,26,YDR005C
418,27,YGR095C
419,27,YNR024W
420,27,YGR158C
421,27,YHR069C
422,27,YMR239C
423,27,YOL021C
424,27,YGR195W
425,27,YMR287C
426,27,YPR189W
427,27,YDR374C
428,27,YNL299W
429,27,YDR280W
430,27,YDR293C
431,27,YDL111C
432,27,YCR035C
433,27,YIL079C
434,27,YNL232W
435,27,YDL175C
436,27,YJL050W
437,27,YOR001W
438,27,YOL115W
439,27,YOL142W
440,27,YHR081W
441,27,YLR398C
442,28,YPR010C
443,28,YPL263C
444,28,YOR341W
445,29,YPL207W
446,29,YHR070W
447,29,YOL141W
448,29,YGL050W
449,30,YHR128W
450,30,YDR400W
451,30,YDR020C
452,31,YMR271C
453,31,YNR012W
454,31,YDR007W
455,31,YOR128C
456,31,YKL024C
457,31,YLR014C
458,31,YEL063C
459,31,YKL216W
460,31,YLR420W
461,31,YML106W
462,31,YEL021W
463,32,YER005W
464,33,YLR245C
465,33,YHR144C
466,34,YNL002C
467,34,YDR012W
468,34,YLR061W
469,34,YGR169C-A
470,34,YLR048W
471,34,YDR429C
472,34,YJR145C
473,34,YMR143W
474,34,YPR016C
475,34,YGR054W
476,34,YLR264W
477,34,YDR450W
478,34,YGR085C
479,34,YNL162W
480,34,YHL015W
481,34,YDR447C
482,34,YGL076C
483,34,YMR116C
484,34,YJR123W
485,34,YGL189C
486,34,YDL083C
487,34,YJL190C
488,34,YPR132W
489,34,YLR448W
