,cluster,protein,degree,betweenness_centrality,eigenvector_centrality,degree_centrality
2272,609,YGL032C,1,0.000,0.707,1.000
2273,610,YLL019C,1,0.000,0.707,1.000
2274,610,YMR216C,1,0.000,0.707,1.000
2275,611,YIL014W,2,0.000,0.308,0.400
2276,611,YKL201C,2,0.000,0.355,0.400
2277,611,YGL257C,2,0.000,0.308,0.400
2278,611,YJL186W,2,0.000,0.355,0.400
2279,612,YJR075W,5,0.025,0.428,1.000
2280,612,YDR245W,5,0.025,0.428,1.000
2281,612,YJL183W,5,0.025,0.428,1.000
2282,612,YPL050C,5,0.025,0.428,1.000
2283,613,YPL053C,1,0.000,0.707,1.000
2284,613,YNR059W,1,0.000,0.707,1.000
2285,614,YDR089W,1,0.000,0.707,1.000
2286,614,YFL004W,1,0.000,0.707,1.000
2287,615,YBR056W-A,1,0.000,0.707,1.000
2288,615,YMR316W,1,0.000,0.707,1.000
2289,616,YGR070W,5,0.027,0.369,0.833
2290,616,YGR023W,5,0.027,0.369,0.833
2291,616,YOL105C,5,0.027,0.369,0.833
2292,616,YLR371W,5,0.027,0.369,0.833
2293,616,YNL283C,5,0.027,0.369,0.833
2294,616,YOR008C,5,0.027,0.369,0.833
2295,617,YBR260C,1,0.000,0.707,1.000
2296,617,YFL047W,1,0.000,0.707,1.000
2297,618,YBR168W,1,0.000,0.707,1.000
2298,618,YHR150W,1,0.000,0.707,1.000
2299,619,YGR004W,1,0.000,0.500,0.500
2300,619,YDR479C,1,0.000,0.500,0.500
2301,620,YGL141W,1,0.000,0.500,0.500
2302,620,YDR143C,1,0.000,0.500,0.500
2303,621,YIL039W,1,0.000,0.707,1.000
2304,621,YCR017C,1,0.000,0.707,1.000
2305,622,YNL008C,2,0.000,0.577,1.000
2306,622,YNL159C,2,0.000,0.577,1.000
2307,622,YMR119W,2,0.000,0.577,1.000
2308,623,YDL212W,1,0.000,0.707,1.000
2309,623,YKR039W,1,0.000,0.707,1.000
2310,624,YLL044W,1,0.000,0.707,1.000
2311,624,YLL038C,1,0.000,0.707,1.000
2312,625,YLR080W,1,0.000,0.707,1.000
2313,625,YFL048C,1,0.000,0.707,1.000
2314,626,YNL263C,4,0.033,0.438,0.800
2315,627,YBR187W,1,0.000,0.707,1.000
2316,627,YMR034C,1,0.000,0.707,1.000
2317,628,YJL151C,1,0.000,0.707,1.000
2318,628,YDR525W-A,1,0.000,0.707,1.000
2319,629,YPR109W,1,0.000,0.707,1.000
2320,629,YOL073C,1,0.000,0.707,1.000
2321,630,YGR143W,1,0.000,0.707,1.000
2322,630,YDR072C,1,0.000,0.707,1.000
2323,631,YOL042W,1,0.000,0.707,1.000
2324,631,YML118W,1,0.000,0.707,1.000
2325,632,YFR023W,1,0.000,0.260,0.200
2326,632,YNL085W,1,0.000,0.260,0.200
2327,632,YDL053C,2,0.000,0.431,0.400
2328,632,YHR121W,2,0.000,0.431,0.400
2329,632,YHR015W,1,0.000,0.260,0.200
2330,633,YBR271W,0,0.000,1.000,1.000
2331,634,YBR056W,1,0.000,0.500,0.500
2332,634,YAL008W,1,0.000,0.500,0.500
2333,635,YMR041C,1,0.000,0.500,0.500
2334,635,YBR149W,1,0.000,0.500,0.500
2335,636,YGR250C,1,0.000,0.707,1.000
2336,636,YIR001C,1,0.000,0.707,1.000
2337,637,YMR042W,2,0.000,0.231,0.333
2338,637,YLR410W,3,0.000,0.430,0.500
2339,637,YDR315C,3,0.000,0.430,0.500
2340,637,YOR163W,1,0.000,0.139,0.167
2341,637,YML099C,2,0.000,0.231,0.333
2342,638,YPR201W,2,0.000,0.577,1.000
2343,638,YPR199C,2,0.000,0.577,1.000
2344,638,YPR200C,2,0.000,0.577,1.000
2345,639,YBR030W,3,0.000,0.500,1.000
2346,639,YDR257C,3,0.000,0.500,1.000
2347,639,YPL208W,3,0.000,0.500,1.000
2348,639,YDR198C,3,0.000,0.500,1.000
2349,640,YOR051C,1,0.000,0.707,1.000
2350,640,YER049W,1,0.000,0.707,1.000
2351,641,YNL078W,2,0.000,0.577,1.000
2352,641,YOL070C,2,0.000,0.577,1.000
2353,641,YPL158C,2,0.000,0.577,1.000
2354,642,YFL057C,2,0.000,0.577,1.000
2355,642,YFL056C,2,0.000,0.577,1.000
2356,642,YDL243C,2,0.000,0.577,1.000
2357,643,YAL004W,1,0.000,0.707,1.000
2358,643,YOR053W,1,0.000,0.707,1.000
2359,644,YDR545W,1,0.000,0.707,1.000
2360,644,YDR545C-A,1,0.000,0.707,1.000
2361,645,YOR396W,1,0.000,0.500,0.500
2362,645,YOR394C-A,1,0.000,0.500,0.500
2363,646,YPL058C,1,0.000,0.707,1.000
2364,646,YML076C,1,0.000,0.707,1.000
2365,647,YMR204C,1,0.000,0.707,1.000
2366,647,YMR163C,1,0.000,0.707,1.000
2367,648,YLR343W,1,0.000,0.354,0.250
2368,648,YOL030W,1,0.000,0.354,0.250
2369,648,YOL132W,1,0.000,0.354,0.250
2370,648,YMR215W,1,0.000,0.354,0.250
2371,649,YOR252W,1,0.000,0.707,1.000
2372,649,YDR514C,1,0.000,0.707,1.000
2373,650,YOL110W,1,0.000,0.707,1.000
2374,650,YLR246W,1,0.000,0.707,1.000
2375,651,YER071C,1,0.000,0.707,1.000
2376,651,YIR003W,1,0.000,0.707,1.000
2377,652,YPR194C,1,0.000,0.500,0.500
2378,652,YPL177C,1,0.000,0.500,0.500
2379,653,YDL144C,1,0.000,0.707,1.000
2380,653,YFR018C,1,0.000,0.707,1.000
2381,654,YOR242C,1,0.000,0.707,1.000
2382,654,YOR255W,1,0.000,0.707,1.000
2383,655,YJL059W,0,0.000,1.000,1.000
2384,656,YCL001W-A,2,0.000,0.577,1.000
2385,656,YCL042W,2,0.000,0.577,1.000
2386,656,YCR024C-B,2,0.000,0.577,1.000
2387,657,YBL049W,1,0.000,0.707,1.000
2388,657,YBL048W,1,0.000,0.707,1.000
2389,658,YGL139W,1,0.000,0.500,0.500
2390,658,YGL146C,1,0.000,0.500,0.500
2391,659,YHR101C,1,0.000,0.707,1.000
2392,659,YMR200W,1,0.000,0.707,1.000
2393,660,YDR186C,1,0.000,0.707,1.000
2394,660,YLR065C,1,0.000,0.707,1.000
2395,661,YOR344C,1,0.000,0.500,0.500
2396,661,YPL075W,1,0.000,0.500,0.500
2397,662,YJL223C,20,0.016,0.239,1.000
2398,662,YKL224C,18,0.005,0.225,0.900
2399,662,YIR041W,20,0.016,0.239,1.000
2400,662,YEL049W,18,0.005,0.225,0.900
2401,662,YGR294W,19,0.008,0.234,0.950
2402,662,YFL020C,20,0.016,0.239,1.000
2403,662,YBR301W,19,0.011,0.232,0.950
2404,662,YMR325W,20,0.016,0.239,1.000
2405,662,YCR104W,20,0.016,0.239,1.000
2406,662,YNR076W,19,0.011,0.232,0.950
2407,662,YIL176C,20,0.016,0.239,1.000
2408,663,YNL149C,1,0.000,0.707,1.000
2409,663,YNL158W,1,0.000,0.707,1.000
2410,664,YCR089W,1,0.000,0.707,1.000
2411,664,YNR044W,1,0.000,0.707,1.000
2412,665,YDL046W,1,0.000,0.500,0.500
2413,665,YOR032C,1,0.000,0.500,0.500
2414,666,YGL222C,1,0.000,0.707,1.000
2415,666,YER035W,1,0.000,0.707,1.000
2416,667,YDR402C,1,0.000,0.500,0.500
2417,667,YHR139C,1,0.000,0.500,0.500
2418,668,YLL059C,1,0.000,0.500,0.500
2419,668,YML131W,1,0.000,0.500,0.500
2420,669,YKL164C,1,0.000,0.707,1.000
2421,669,YJL159W,1,0.000,0.707,1.000
2422,670,YDR250C,1,0.000,0.707,1.000
2423,670,YGR045C,1,0.000,0.707,1.000
2424,671,YER039C,1,0.000,0.707,1.000
2425,671,YER039C-A,1,0.000,0.707,1.000
2426,672,YBL109W,3,0.000,0.500,1.000
2427,672,YBL113W-A,3,0.000,0.500,1.000
2428,672,YBL113C,3,0.000,0.500,1.000
2429,672,YBL111C,3,0.000,0.500,1.000
2430,673,YEL004W,1,0.000,0.707,1.000
2431,673,YML038C,1,0.000,0.707,1.000
2432,674,YDR085C,1,0.000,0.707,1.000
2433,674,YER158C,1,0.000,0.707,1.000
2434,675,YPL199C,1,0.000,0.707,1.000
2435,675,YKL047W,1,0.000,0.707,1.000
2436,676,YLR465C,1,0.000,0.707,1.000
2437,676,YLR463C,1,0.000,0.707,1.000
2438,677,YLR467C-A,1,0.000,0.707,1.000
2439,677,YLR466C-B,1,0.000,0.707,1.000
2440,678,YNL101W,2,0.667,0.602,0.667
2441,678,YCL038C,2,0.667,0.602,0.667
2442,679,YPR044C,1,0.000,0.500,0.500
2443,679,YLR076C,1,0.000,0.500,0.500
2444,680,YBL108W,1,0.000,0.271,0.250
2445,680,YHR217C,2,0.000,0.473,0.500
2446,680,YDR544C,1,0.000,0.271,0.250
2447,680,YKL225W,2,0.000,0.473,0.500
2448,681,YHR219W,0,0.000,1.000,1.000
2449,682,YJR162C,3,0.083,0.524,0.750
2450,682,YNR077C,2,0.000,0.412,0.500
2451,682,YNL338W,1,0.000,0.217,0.250
2452,682,YFL063W,2,0.000,0.412,0.500
2453,683,YER188C-A,2,0.000,0.577,1.000
2454,683,YER190W,2,0.000,0.577,1.000
2455,683,YER189W,2,0.000,0.577,1.000
2456,684,YHL049C,0,0.000,1.000,1.000
2457,685,YCL012C,1,0.000,0.707,1.000
2458,685,YHL050W-A,1,0.000,0.707,1.000
2459,686,YNL033W,3,0.250,0.500,0.750
2460,686,YFL051C,2,0.056,0.408,0.500
2461,686,YNL034W,2,0.056,0.408,0.500
2462,686,YNL018C,2,0.056,0.408,0.500
2463,686,YNL019C,3,0.250,0.500,0.750
2464,687,YIL088C,1,0.000,0.707,1.000
2465,687,YKL146W,1,0.000,0.707,1.000
