,cluster,protein,degree,betweenness_centrality,eigenvector_centrality,degree_centrality
1154,294,YBR200W,15,0.138,0.348,0.577
1155,294,YLR229C,21,0.464,0.436,0.808
1156,294,YNL271C,11,0.062,0.294,0.423
1157,294,YLL021W,7,0.022,0.204,0.269
1158,294,YAL041W,11,0.028,0.313,0.423
1159,294,YMR232W,4,0.145,0.071,0.154
1160,294,YNL298W,11,0.034,0.313,0.423
1161,295,YBR179C,0,0.000,1.000,1.000
1162,296,YEL013W,2,0.667,0.602,0.667
1163,296,YLR072W,2,0.667,0.602,0.667
1164,297,YMR097C,2,0.133,0.387,0.333
1165,297,YHR168W,5,0.833,0.632,0.833
1166,297,YGL136C,2,0.133,0.387,0.333
1167,298,YBL057C,1,0.000,0.707,1.000
1168,298,YMR276W,1,0.000,0.707,1.000
1169,299,YMR023C,2,0.000,0.577,1.000
1170,299,YGL236C,2,0.000,0.577,1.000
1171,299,YDL033C,2,0.000,0.577,1.000
1172,300,YBR208C,2,0.000,0.577,1.000
1173,300,YIR032C,2,0.000,0.577,1.000
1174,300,YNL314W,2,0.000,0.577,1.000
1175,301,YPL106C,5,0.183,0.456,0.714
1176,301,YLR090W,6,0.365,0.511,0.857
1177,302,YKR074W,1,0.000,0.707,1.000
1178,302,YPL225W,1,0.000,0.707,1.000
1179,303,YAL038W,2,1.000,0.707,1.000
1180,304,YDR519W,1,0.000,0.707,1.000
1181,304,YDR304C,1,0.000,0.707,1.000
1182,305,YBR153W,5,0.025,0.428,1.000
1183,305,YBL033C,5,0.025,0.428,1.000
1184,305,YBR256C,5,0.025,0.428,1.000
1185,305,YDR487C,5,0.025,0.428,1.000
1186,306,YLR377C,8,0.446,0.424,1.000
1187,306,YMR205C,6,0.018,0.396,0.750
1188,306,YJL155C,6,0.018,0.396,0.750
1189,306,YGR240C,6,0.018,0.396,0.750
1190,307,YER003C,2,0.000,0.577,1.000
1191,307,YFL045C,2,0.000,0.577,1.000
1192,307,YNR073C,2,0.000,0.577,1.000
1193,308,YOL122C,0,0.000,1.000,1.000
1194,309,YBR290W,0,0.000,1.000,1.000
1195,310,YDR182W,1,0.000,0.707,1.000
1196,310,YCR044C,1,0.000,0.707,1.000
1197,311,YMR319C,0,0.000,1.000,1.000
1198,312,YOL023W,0,0.000,1.000,1.000
1199,313,YHR218W,8,0.016,0.345,0.667
1200,313,YNL339C,11,0.340,0.382,0.917
1201,313,YLR466W,9,0.037,0.368,0.750
1202,313,YLL067C,10,0.204,0.374,0.833
1203,314,YHL016C,0,0.000,1.000,1.000
1204,315,YJL127C,2,1.000,0.707,1.000
1205,316,YPL111W,0,0.000,1.000,1.000
1206,317,YBR011C,2,0.000,0.577,1.000
1207,317,YMR267W,2,0.000,0.577,1.000
1208,317,YPL036W,2,0.000,0.577,1.000
1209,318,YBL019W,5,0.000,0.408,1.000
1210,318,YML060W,5,0.000,0.408,1.000
1211,318,YAL015C,5,0.000,0.408,1.000
1212,318,YML021C,5,0.000,0.408,1.000
1213,318,YKL114C,5,0.000,0.408,1.000
1214,318,YOL043C,5,0.000,0.408,1.000
1215,319,YLR411W,3,0.167,0.557,1.000
1216,319,YMR021C,3,0.167,0.557,1.000
1217,320,YIL065C,0,0.000,1.000,1.000
1218,321,YDR272W,8,0.146,0.380,0.889
1219,321,YOR040W,8,0.146,0.380,0.889
1220,321,YMR322C,7,0.044,0.370,0.778
1221,321,YOR391C,7,0.044,0.370,0.778
1222,322,YNL295W,2,1.000,0.707,1.000
1223,323,YJR069C,2,1.000,0.707,1.000
1224,324,YGR010W,7,0.310,0.413,1.000
1225,324,YLR328W,6,0.024,0.402,0.857
1226,324,YFR047C,6,0.024,0.402,0.857
1227,324,YOR209C,6,0.024,0.402,0.857
1228,325,YER007C-A,2,0.000,0.577,1.000
1229,325,YDR117C,2,0.000,0.577,1.000
1230,325,YJR014W,2,0.000,0.577,1.000
1231,326,YKL006C-A,20,0.023,0.161,0.606
1232,326,YAL030W,26,0.015,0.206,0.788
1233,326,YGR009C,27,0.067,0.211,0.818
1234,326,YLR026C,28,0.046,0.216,0.848
1235,326,YDR498C,19,0.021,0.143,0.576
1236,326,YGL098W,21,0.026,0.156,0.636
1237,326,YLR268W,29,0.056,0.215,0.879
1238,326,YOR075W,28,0.051,0.206,0.848
1239,326,YKL196C,28,0.019,0.218,0.848
1240,327,YDR179C,4,0.000,0.447,1.000
1241,327,YDL216C,4,0.000,0.447,1.000
1242,327,YOL117W,4,0.000,0.447,1.000
1243,327,YIL071C,4,0.000,0.447,1.000
1244,327,YMR025W,4,0.000,0.447,1.000
1245,328,YHR129C,0,0.000,1.000,1.000
1246,329,YDR106W,3,0.000,0.500,1.000
1247,329,YMR294W,3,0.000,0.500,1.000
1248,329,YPL174C,3,0.000,0.500,1.000
1249,329,YLL049W,3,0.000,0.500,1.000
1250,330,YKL007W,0,0.000,1.000,1.000
1251,331,YKR054C,4,0.167,0.510,1.000
1252,331,YDR488C,4,0.167,0.510,1.000
1253,332,YOR175C,28,0.282,0.336,0.800
1254,332,YDR503C,12,0.073,0.150,0.343
1255,332,YNL130C,12,0.044,0.185,0.343
1256,332,YKR089C,25,0.129,0.323,0.714
1257,332,YNL169C,12,0.031,0.192,0.343
1258,332,YKR031C,15,0.022,0.244,0.429
1259,332,YBR029C,13,0.019,0.213,0.371
1260,332,YHR123W,16,0.062,0.235,0.457
1261,332,YOR081C,25,0.122,0.327,0.714
1262,333,YHL032C,5,0.050,0.454,1.000
1263,333,YOR120W,5,0.050,0.454,1.000
1264,334,YDL142C,5,0.500,0.529,1.000
1265,334,YHR100C,4,0.100,0.494,0.800
1266,335,YPL110C,0,0.000,1.000,1.000
1267,336,YKL096W-A,2,1.000,0.707,1.000
1268,337,YHR053C,3,0.667,0.612,1.000
1269,338,YLR220W,3,0.667,0.612,1.000
1270,339,YBR207W,3,0.083,0.470,0.750
1271,339,YER145C,4,0.333,0.559,1.000
1272,339,YMR058W,3,0.083,0.470,0.750
1273,340,YGL009C,2,1.000,0.707,1.000
1274,341,YDR165W,0,0.000,1.000,1.000
1275,342,YDR465C,0,0.000,1.000,1.000
1276,343,YGR281W,6,0.306,0.456,0.667
1277,343,YBL005W,5,0.222,0.416,0.556
1278,343,YGL013C,6,0.417,0.435,0.667
1279,344,YNL313C,0,0.000,1.000,1.000
1280,345,YNL292W,7,0.090,0.415,1.000
1281,345,YOR243C,7,0.090,0.415,1.000
1282,346,YDL101C,1,0.000,0.707,1.000
1283,346,YML058W,1,0.000,0.707,1.000
1284,347,YOL090W,1,0.000,0.707,1.000
1285,347,YDR097C,1,0.000,0.707,1.000
1286,348,YDR227W,2,1.000,0.707,1.000
1287,349,YLR233C,2,0.000,0.577,1.000
1288,349,YLR318W,2,0.000,0.577,1.000
1289,349,YIL009C-A,2,0.000,0.577,1.000
1290,350,YIL096C,1,0.000,0.707,1.000
1291,350,YCR016W,1,0.000,0.707,1.000
1292,351,YCR034W,6,0.013,0.392,1.000
1293,351,YBR159W,6,0.013,0.392,1.000
1294,351,YDL015C,6,0.013,0.392,1.000
1295,351,YJL097W,6,0.013,0.392,1.000
1296,351,YGL055W,6,0.013,0.392,1.000
1297,352,YDR242W,1,0.000,0.707,0.500
1298,352,YPL103C,1,0.000,0.707,0.500
1299,352,YEL041W,0,0.000,0.000,0.000
1300,353,YKR070W,2,1.000,0.707,1.000
1301,354,YGR268C,1,0.000,0.707,1.000
1302,354,YBR101C,1,0.000,0.707,1.000
1303,355,YFR014C,1,0.000,0.707,1.000
1304,355,YBR109C,1,0.000,0.707,1.000
1305,356,YDR171W,0,0.000,1.000,1.000
1306,357,YOR164C,7,0.353,0.444,1.000
1307,357,YOL111C,6,0.067,0.429,0.857
1308,358,YNR016C,2,0.000,0.577,1.000
1309,358,YMR207C,2,0.000,0.577,1.000
1310,358,YDL141W,2,0.000,0.577,1.000
1311,359,YNL104C,2,1.000,0.707,1.000
1312,360,YGR205W,0,0.000,1.000,1.000
1313,361,YBR176W,2,0.000,0.577,1.000
1314,361,YHR063C,2,0.000,0.577,1.000
1315,361,YIL145C,2,0.000,0.577,1.000
1316,362,YIL165C,1,0.000,0.707,1.000
1317,362,YIL164C,1,0.000,0.707,1.000
1318,363,YHR074W,4,0.000,0.440,0.800
1319,363,YJR049C,4,0.000,0.440,0.800
1320,363,YDR191W,4,0.000,0.440,0.800
1321,363,YOR025W,4,0.000,0.440,0.800
1322,363,YGL067W,5,0.400,0.462,1.000
1323,363,YNL239W,1,0.000,0.114,0.200
1324,364,YPL057C,4,0.056,0.479,1.000
1325,364,YDR367W,4,0.056,0.479,1.000
1326,364,YKL004W,4,0.056,0.479,1.000
1327,365,YNL072W,3,0.667,0.612,1.000
1328,366,YNL090W,0,0.000,0.000,0.000
1329,366,YLR425W,1,0.000,0.707,0.500
1330,366,YPR165W,1,0.000,0.707,0.500
1331,367,YIL103W,6,0.000,0.374,0.750
1332,367,YLR172C,6,0.000,0.374,0.750
1333,367,YJR097W,6,0.000,0.374,0.750
1334,367,YAL020C,1,0.000,0.063,0.125
1335,367,YKL191W,6,0.000,0.374,0.750
1336,367,YBR246W,6,0.000,0.374,0.750
1337,367,YBL071W-A,7,0.250,0.383,0.875
1338,367,YER057C,1,0.000,0.063,0.125
1339,367,YLR143W,7,0.250,0.383,0.875
1340,368,YDR439W,5,0.267,0.514,0.833
1341,368,YCR086W,5,0.400,0.492,0.833
1342,369,YGL122C,1,0.000,0.707,1.000
1343,369,YMR255W,1,0.000,0.707,1.000
1344,370,YAL029C,5,0.511,0.526,0.833
1345,370,YOR326W,4,0.211,0.485,0.667
1346,371,YBL007C,2,1.000,0.707,1.000
1347,372,YDR388W,5,0.750,0.604,1.000
1348,372,YCR009C,3,0.050,0.491,0.600
1349,373,YDL161W,2,0.167,0.500,0.667
1350,373,YLR206W,2,0.167,0.500,0.667
1351,373,YER060W-A,2,0.167,0.500,0.667
1352,373,YER060W,2,0.167,0.500,0.667
1353,374,YLR319C,1,0.000,0.707,1.000
1354,374,YOR304C-A,1,0.000,0.707,1.000
1355,375,YOR094W,3,1.000,0.707,1.000
1356,376,YMR032W,4,0.167,0.510,1.000
1357,376,YDL117W,4,0.167,0.510,1.000
1358,377,YIL027C,7,0.000,0.354,1.000
1359,377,YLL014W,7,0.000,0.354,1.000
1360,377,YGL231C,7,0.000,0.354,1.000
1361,377,YJL192C,7,0.000,0.354,1.000
1362,377,YCL045C,7,0.000,0.354,1.000
1363,377,YJR088C,7,0.000,0.354,1.000
1364,377,YKL207W,7,0.000,0.354,1.000
1365,377,YDR056C,7,0.000,0.354,1.000
1366,378,YBR141C,5,0.271,0.372,0.556
1367,378,YJR129C,6,0.211,0.466,0.667
1368,378,YIL064W,7,0.421,0.500,0.778
1369,379,YOR198C,1,0.000,0.707,1.000
1370,379,YJL080C,1,0.000,0.707,1.000
1371,380,YML068W,1,0.000,0.707,1.000
1372,380,YKR017C,1,0.000,0.707,1.000
1373,381,YCL033C,2,0.000,0.577,1.000
1374,381,YKL069W,2,0.000,0.577,1.000
1375,381,YER042W,2,0.000,0.577,1.000
1376,382,YOR388C,1,0.000,0.707,1.000
1377,382,YJL068C,1,0.000,0.707,1.000
1378,383,YOR212W,1,0.000,0.707,1.000
1379,383,YHR005C,1,0.000,0.707,1.000
1380,384,YGR285C,1,0.000,0.707,1.000
1381,384,YDL229W,1,0.000,0.707,1.000
1382,385,YKL034W,2,0.000,0.394,0.500
1383,385,YDL219W,2,0.000,0.394,0.500
1384,385,YLR114C,2,0.000,0.394,0.500
1385,385,YOR223W,2,0.000,0.394,0.500
1386,385,YDL091C,4,0.667,0.615,1.000
1387,386,YPL154C,0,0.000,1.000,1.000
1388,387,YCR093W,9,0.226,0.345,1.000
1389,387,YIL038C,8,0.004,0.340,0.889
1390,387,YPR072W,8,0.004,0.340,0.889
1391,387,YDL165W,8,0.004,0.340,0.889
1392,387,YFL028C,8,0.004,0.340,0.889
1393,387,YGR134W,8,0.004,0.340,0.889
1394,387,YNL288W,8,0.004,0.340,0.889
1395,388,YPL210C,7,0.031,0.384,1.000
1396,388,YDL092W,7,0.031,0.384,1.000
1397,388,YPL243W,7,0.031,0.384,1.000
1398,388,YPR088C,7,0.031,0.384,1.000
1399,389,YER121W,6,0.060,0.407,0.750
1400,389,YMR245W,6,0.060,0.407,0.750
1401,389,YJL199C,6,0.060,0.407,0.750
1402,389,YGR182C,7,0.429,0.400,0.875
1403,390,YAR008W,5,0.150,0.461,1.000
1404,390,YJL087C,5,0.150,0.461,1.000
1405,391,YBL047C,2,1.000,0.707,1.000
1406,392,YOR042W,2,1.000,0.707,1.000
1407,393,YPL184C,1,0.000,0.707,1.000
1408,393,YPR042C,1,0.000,0.707,1.000
1409,394,YNL197C,1,0.000,0.707,1.000
1410,394,YDL224C,1,0.000,0.707,1.000
1411,395,YOL104C,2,0.000,0.577,1.000
1412,395,YJL019W,2,0.000,0.577,1.000
1413,395,YPL200W,2,0.000,0.577,1.000
1414,396,YMR083W,1,0.000,0.260,0.200
1415,396,YMR303C,1,0.000,0.260,0.200
1416,396,YOR387C,2,0.000,0.431,0.400
1417,396,YDL168W,1,0.000,0.260,0.200
1418,396,YGL256W,5,0.900,0.653,1.000
1419,396,YGL258W,2,0.000,0.431,0.400
1420,397,YHR113W,0,0.000,1.000,1.000
1421,398,YLR209C,0,0.000,1.000,1.000
1422,399,YKL166C,5,0.048,0.437,0.714
1423,399,YOR360C,4,0.048,0.357,0.571
1424,399,YJL164C,7,0.476,0.494,1.000
1425,399,YPL203W,5,0.048,0.437,0.714
1426,400,YDR430C,0,0.000,1.000,1.000
1427,401,YOL086W-A,3,0.167,0.557,1.000
1428,401,YIR002C,3,0.167,0.557,1.000
1429,402,YDR457W,1,0.000,0.707,1.000
1430,402,YKL010C,1,0.000,0.707,1.000
1431,403,YER142C,1,0.000,0.707,1.000
1432,403,YDL200C,1,0.000,0.707,1.000
1433,404,YMR036C,2,1.000,0.707,1.000
1434,405,YHR207C,2,0.000,0.577,1.000
1435,405,YJL105W,2,0.000,0.577,1.000
1436,405,YPL165C,2,0.000,0.577,1.000
1437,406,YJR053W,2,0.000,0.577,1.000
1438,406,YMR055C,2,0.000,0.577,1.000
1439,406,YOR233W,2,0.000,0.577,1.000
1440,407,YAR014C,2,0.000,0.577,1.000
1441,407,YGR238C,2,0.000,0.577,1.000
1442,407,YHR158C,2,0.000,0.577,1.000
1443,408,YJL106W,2,1.000,0.707,1.000
1444,409,YMR009W,4,0.100,0.494,0.800
1445,409,YPR118W,5,0.500,0.529,1.000
1446,410,YJR159W,3,0.167,0.557,1.000
1447,410,YDL246C,3,0.167,0.557,1.000
1448,411,YGR144W,8,0.209,0.409,0.727
1449,411,YPL258C,7,0.027,0.399,0.636
1450,411,YPL214C,10,0.518,0.431,0.909
1451,411,YOL055C,7,0.027,0.399,0.636
1452,412,YDL052C,1,0.000,0.707,1.000
1453,412,YDR018C,1,0.000,0.707,1.000
1454,413,YMR165C,2,0.000,0.577,1.000
1455,413,YHR004C,2,0.000,0.577,1.000
1456,413,YAL009W,2,0.000,0.577,1.000
1457,414,YOR006C,1,0.000,0.707,1.000
1458,414,YIL025C,1,0.000,0.707,1.000
1459,415,YOL130W,2,0.150,0.425,0.400
1460,415,YFL050C,2,0.150,0.425,0.400
1461,415,YOR334W,4,0.750,0.602,0.800
1462,416,YDR082W,5,0.000,0.398,0.714
1463,416,YBR049C,2,0.000,0.106,0.286
1464,416,YBR275C,5,0.000,0.398,0.714
1465,416,YLR453C,5,0.000,0.398,0.714
1466,416,YLR010C,5,0.000,0.398,0.714
1467,416,YNL216W,7,0.476,0.432,1.000
1468,416,YKL112W,2,0.000,0.106,0.286
1469,416,YDL220C,5,0.000,0.398,0.714
1470,417,YPR075C,4,0.022,0.201,0.400
1471,417,YGR014W,4,0.022,0.236,0.400
1472,417,YIL147C,5,0.033,0.348,0.500
1473,417,YER118C,10,0.594,0.495,1.000
1474,418,YML001W,13,0.183,0.283,0.867
1475,418,YLR396C,13,0.054,0.303,0.867
1476,418,YDL077C,12,0.048,0.282,0.800
1477,418,YAL002W,13,0.054,0.303,0.867
1478,419,YGL008C,0,0.000,1.000,1.000
1479,420,YPR183W,3,0.667,0.612,1.000
1480,421,YKL205W,1,0.000,0.707,1.000
1481,421,YOR112W,1,0.000,0.707,1.000
1482,422,YNR019W,3,0.167,0.557,1.000
1483,422,YCR048W,3,0.167,0.557,1.000
1484,423,YLR242C,1,0.000,0.707,1.000
1485,423,YJL062W,1,0.000,0.707,1.000
1486,424,YAL063C,1,0.000,0.316,0.200
1487,424,YOR140W,1,0.000,0.316,0.200
1488,424,YIR019C,5,1.000,0.707,1.000
1489,424,YAR050W,1,0.000,0.316,0.200
1490,424,YKR102W,1,0.000,0.316,0.200
1491,424,YHR211W,1,0.000,0.316,0.200
1492,425,YBR164C,0,0.000,1.000,1.000
1493,426,YJR031C,2,1.000,0.707,1.000
1494,427,YLR062C,1,0.000,0.707,1.000
1495,427,YGL217C,1,0.000,0.707,1.000
1496,428,YMR218C,12,0.018,0.298,0.857
1497,428,YKR068C,12,0.018,0.298,0.857
1498,428,YFL038C,12,0.273,0.257,0.857
1499,428,YDR407C,12,0.018,0.298,0.857
1500,428,YOR115C,12,0.018,0.298,0.857
1501,429,YPR029C,11,0.466,0.402,0.917
1502,429,YPL259C,7,0.041,0.328,0.583
1503,429,YBR288C,8,0.043,0.380,0.667
1504,429,YJR005W,7,0.031,0.346,0.583
1505,430,YAL065C,3,0.667,0.612,1.000
1506,431,YGL227W,6,0.000,0.376,0.857
1507,431,YDR255C,6,0.000,0.376,0.857
1508,431,YKL124W,1,0.000,0.064,0.143
1509,431,YIL097W,6,0.000,0.376,0.857
1510,431,YBR105C,6,0.000,0.376,0.857
1511,431,YMR135C,6,0.000,0.376,0.857
1512,431,YCL039W,7,0.286,0.385,1.000
1513,431,YIL017C,6,0.000,0.376,0.857
1514,432,YBR004C,14,0.141,0.272,0.636
1515,432,YJR013W,15,0.095,0.304,0.682
1516,432,YGL142C,15,0.085,0.301,0.682
1517,432,YPL175W,14,0.079,0.282,0.636
1518,432,YMR281W,14,0.064,0.296,0.636
1519,432,YLR088W,14,0.070,0.288,0.636
1520,433,YMR206W,1,0.000,0.707,1.000
1521,433,YMR081C,1,0.000,0.707,1.000
1522,434,YJL153C,3,0.000,0.500,1.000
1523,434,YOL108C,3,0.000,0.500,1.000
1524,434,YDR123C,3,0.000,0.500,1.000
1525,434,YHL020C,3,0.000,0.500,1.000
1526,435,YOR281C,1,0.000,0.707,1.000
1527,435,YDR183W,1,0.000,0.707,1.000
1528,436,YGR078C,6,0.048,0.411,0.857
1529,436,YML094W,6,0.048,0.411,0.857
1530,436,YLR200W,7,0.333,0.424,1.000
1531,437,YMR052W,5,0.017,0.423,0.833
1532,437,YNL127W,5,0.017,0.423,0.833
1533,437,YFR008W,5,0.017,0.423,0.833
1534,437,YMR029C,6,0.350,0.440,1.000
1535,438,YML067C,1,0.000,0.707,1.000
1536,438,YAL042W,1,0.000,0.707,1.000
1537,439,YKR099W,0,0.000,1.000,1.000
1538,440,YOL068C,1,0.000,0.707,1.000
1539,440,YOR279C,1,0.000,0.707,1.000
1540,441,YGR283C,3,0.667,0.612,1.000
1541,442,YFR003C,1,0.000,0.707,1.000
1542,442,YPL179W,1,0.000,0.707,1.000
1543,443,YJL129C,3,0.167,0.557,1.000
1544,443,YML016C,3,0.167,0.557,1.000
1545,444,YFR015C,1,0.000,0.707,1.000
1546,444,YLR177W,1,0.000,0.707,1.000
1547,445,YBR061C,4,0.600,0.596,0.800
1548,445,YOL125W,3,0.400,0.440,0.600
1549,446,YOL093W,1,0.000,0.707,1.000
1550,446,YLR405W,1,0.000,0.707,1.000
1551,447,YNR046W,1,0.000,0.707,1.000
1552,447,YDR140W,1,0.000,0.707,1.000
1553,448,YLR316C,2,0.000,0.577,1.000
1554,448,YJL035C,2,0.000,0.577,1.000
1555,448,YGL243W,2,0.000,0.577,1.000
1556,449,YJL212C,1,0.000,0.707,1.000
1557,449,YGL114W,1,0.000,0.707,1.000
1558,450,YOR143C,2,1.000,0.707,1.000
1559,451,YAR071W,4,0.167,0.510,1.000
1560,451,YHR215W,4,0.167,0.510,1.000
1561,452,YDL103C,3,0.667,0.612,1.000
1562,453,YOL095C,1,0.000,0.707,1.000
1563,453,YDR332W,1,0.000,0.707,1.000
1564,454,YDR539W,1,0.000,0.707,1.000
1565,454,YDR538W,1,0.000,0.707,1.000
1566,455,YBL061C,2,0.000,0.577,1.000
1567,455,YBR023C,2,0.000,0.577,1.000
1568,455,YHR142W,2,0.000,0.577,1.000
1569,456,YKR027W,4,0.000,0.447,1.000
1570,456,YLR330W,4,0.000,0.447,1.000
1571,456,YJL099W,4,0.000,0.447,1.000
1572,456,YMR237W,4,0.000,0.447,1.000
1573,456,YOR299W,4,0.000,0.447,1.000
1574,457,YBR078W,1,0.000,0.707,1.000
1575,457,YMR307W,1,0.000,0.707,1.000
1576,458,YLR342W,0,0.000,1.000,1.000
1577,459,YNL233W,0,0.000,1.000,1.000
1578,460,YDR438W,1,0.000,0.707,1.000
1579,460,YPL244C,1,0.000,0.707,1.000
1580,461,YNL063W,0,0.000,1.000,1.000
1581,462,YBR126C,0,0.000,1.000,1.000
1582,463,YLR149C,1,0.000,0.707,1.000
1583,463,YOR238W,1,0.000,0.707,1.000
1584,464,YFR017C,1,0.000,0.707,1.000
1585,464,YNR034W-A,1,0.000,0.707,1.000
1586,465,YGR262C,6,0.133,0.453,1.000
1587,465,YML036W,6,0.133,0.453,1.000
1588,466,YOR095C,0,0.000,1.000,1.000
1589,467,YLL061W,1,0.000,0.707,0.500
1590,467,YPL273W,0,0.000,0.000,0.000
1591,467,YLL062C,1,0.000,0.707,0.500
1592,468,YGR142W,3,0.667,0.612,1.000
1593,469,YIL046W,0,0.000,1.000,1.000
1594,470,YKL038W,4,0.500,0.524,1.000
1595,470,YDL138W,3,0.000,0.482,0.750
1596,470,YOR047C,3,0.000,0.482,0.750
1597,470,YDL194W,3,0.000,0.482,0.750
1598,470,YDR277C,1,0.000,0.170,0.250
1599,471,YHR136C,5,0.054,0.408,0.625
1600,471,YML123C,8,0.518,0.512,1.000
1601,471,YBR296C,4,0.054,0.242,0.500
1602,472,YDL106C,1,0.000,0.707,1.000
1603,472,YFR034C,1,0.000,0.707,1.000
1604,473,YIL047C,1,0.000,0.707,1.000
1605,473,YGR233C,1,0.000,0.707,1.000
1606,474,YLR102C,12,0.000,0.277,1.000
1607,474,YNL172W,12,0.000,0.277,1.000
1608,474,YFR036W,12,0.000,0.277,1.000
1609,474,YIR025W,12,0.000,0.277,1.000
1610,474,YGL240W,12,0.000,0.277,1.000
1611,474,YLR127C,12,0.000,0.277,1.000
1612,474,YBL084C,12,0.000,0.277,1.000
1613,474,YDR260C,12,0.000,0.277,1.000
1614,474,YDL008W,12,0.000,0.277,1.000
1615,474,YOR249C,12,0.000,0.277,1.000
1616,474,YKL022C,12,0.000,0.277,1.000
1617,474,YDR118W,12,0.000,0.277,1.000
1618,474,YHR166C,12,0.000,0.277,1.000
1619,475,YPR127W,4,0.583,0.583,1.000
1620,475,YBR035C,3,0.083,0.524,0.750
1621,476,YKL041W,19,0.031,0.269,0.826
1622,476,YNL265C,13,0.049,0.172,0.565
1623,476,YKR035W-A,15,0.061,0.203,0.652
1624,476,YPR173C,16,0.106,0.218,0.696
1625,476,YMR077C,19,0.031,0.269,0.826
1626,476,YKL002W,19,0.031,0.269,0.826
1627,476,YLR025W,20,0.059,0.274,0.870
1628,476,YPL084W,16,0.097,0.228,0.696
1629,477,YER136W,3,0.000,0.482,0.750
1630,477,YPL070W,1,0.000,0.170,0.250
1631,477,YOR370C,3,0.000,0.482,0.750
1632,477,YML097C,4,0.500,0.524,1.000
1633,477,YBR264C,3,0.000,0.482,0.750
1634,478,YLR436C,1,0.000,0.707,1.000
1635,478,YMR304W,1,0.000,0.707,1.000
1636,479,YBR085C-A,1,0.000,0.114,0.200
1637,479,YBR070C,4,0.000,0.440,0.800
1638,479,YNL048W,4,0.000,0.440,0.800
1639,479,YBR243C,5,0.400,0.462,1.000
1640,479,YGL047W,4,0.000,0.440,0.800
1641,479,YBR110W,4,0.000,0.440,0.800
1642,480,YBL020W,1,0.000,0.289,0.167
1643,480,YKR061W,1,0.000,0.289,0.167
1644,480,YBR199W,1,0.000,0.289,0.167
1645,480,YNL029C,1,0.000,0.289,0.167
1646,480,YGL065C,6,1.000,0.707,1.000
1647,480,YIL085C,1,0.000,0.289,0.167
1648,480,YJL139C,1,0.000,0.289,0.167
1649,481,YIL030C,1,0.000,0.707,1.000
1650,481,YIL029C,1,0.000,0.707,1.000
1651,482,YGL002W,6,0.022,0.375,0.667
1652,482,YAR002C-A,6,0.022,0.375,0.667
1653,482,YAL007C,6,0.035,0.366,0.667
1654,482,YML012W,9,0.466,0.436,1.000
1655,483,YMR297W,2,0.333,0.707,0.667
1656,484,YNL238W,4,0.667,0.615,1.000
1657,484,YGL203C,2,0.000,0.394,0.500
1658,484,YDR144C,2,0.000,0.394,0.500
1659,484,YOR219C,2,0.000,0.394,0.500
1660,484,YLR120C,2,0.000,0.394,0.500
1661,485,YLR432W,2,0.000,0.577,1.000
1662,485,YAR073W,2,0.000,0.577,1.000
1663,485,YAR075W,2,0.000,0.577,1.000
1664,486,YER099C,6,0.013,0.392,1.000
1665,486,YBL068W,6,0.013,0.392,1.000
1666,486,YKL181W,6,0.013,0.392,1.000
1667,486,YOL061W,6,0.013,0.392,1.000
1668,486,YHL011C,6,0.013,0.392,1.000
1669,487,YNL142W,3,0.667,0.612,1.000
1670,488,YER163C,3,0.167,0.557,1.000
1671,488,YLR299W,3,0.167,0.557,1.000
1672,489,YCL035C,0,0.000,0.707,0.000
1673,489,YDR513W,0,0.000,0.707,0.000
1674,490,YKL134C,1,0.000,0.707,1.000
1675,490,YER078C,1,0.000,0.707,1.000
1676,491,YGL156W,0,0.000,1.000,1.000
1677,492,YBR205W,8,0.241,0.337,0.800
1678,492,YDR483W,9,0.158,0.389,0.900
1679,492,YOR099W,8,0.107,0.346,0.800
1680,493,YIL140W,3,0.036,0.537,0.375
1681,493,YCR038C,3,0.107,0.475,0.375
1682,493,YCL014W,3,0.036,0.537,0.375
1683,494,YGR202C,1,0.000,0.707,1.000
1684,494,YLR133W,1,0.000,0.707,1.000
1685,495,YLR059C,3,0.667,0.612,1.000
1686,496,YDL184C,1,0.000,0.707,1.000
1687,496,YDL133C-A,1,0.000,0.707,1.000
1688,497,YGL202W,2,1.000,0.707,1.000
1689,498,YLR138W,5,0.117,0.473,1.000
1690,498,YJL094C,5,0.117,0.473,1.000
1691,499,YKR050W,1,0.000,0.707,1.000
1692,499,YJR054W,1,0.000,0.707,1.000
1693,500,YFR044C,2,0.000,0.577,1.000
1694,500,YBR281C,2,0.000,0.577,1.000
1695,500,YNL191W,2,0.000,0.577,1.000
1696,501,YPR069C,3,0.000,0.482,0.750
1697,501,YKL184W,4,0.500,0.524,1.000
1698,501,YOL052C,3,0.000,0.482,0.750
1699,501,YLR146C,3,0.000,0.482,0.750
1700,501,YPL052W,1,0.000,0.170,0.250
1701,502,YOL081W,3,0.056,0.425,0.750
1702,502,YER020W,3,0.056,0.425,0.750
1703,502,YDL035C,4,0.111,0.526,1.000
1704,502,YAL056W,3,0.056,0.425,0.750
1705,502,YOR371C,3,0.056,0.425,0.750
1706,503,YBR223C,2,1.000,0.707,1.000
1707,504,YMR070W,1,0.000,0.707,1.000
1708,504,YLR228C,1,0.000,0.707,1.000
1709,505,YBL067C,4,0.167,0.510,1.000
1710,505,YER098W,4,0.167,0.510,1.000
1711,506,YBR040W,1,0.000,0.707,1.000
