,cluster,protein,degree,betweenness_centrality,eigenvector_centrality,degree_centrality
578,105,YMR101C,5,0.052,0.276,0.500
579,105,YBR002C,5,0.052,0.276,0.500
580,105,YKL019W,9,0.361,0.456,0.900
581,105,YDL193W,5,0.052,0.276,0.500
582,106,YOL096C,10,0.171,0.325,0.833
583,106,YNR041C,9,0.040,0.305,0.750
584,106,YGL119W,9,0.040,0.305,0.750
585,106,YGR255C,10,0.171,0.325,0.833
586,106,YOR125C,10,0.060,0.332,0.833
587,107,YOR156C,8,0.000,0.331,0.800
588,107,YDR390C,8,0.000,0.331,0.800
589,107,YPL020C,10,0.356,0.342,1.000
590,107,YIL031W,8,0.000,0.331,0.800
591,107,YEL019C,8,0.000,0.331,0.800
592,107,YDR409W,8,0.000,0.331,0.800
593,107,YLL035W,2,0.000,0.049,0.200
594,107,YDL064W,8,0.000,0.331,0.800
595,107,YDR510W,8,0.000,0.331,0.800
596,107,YPR180W,8,0.000,0.331,0.800
597,107,YKR063C,2,0.000,0.049,0.200
598,108,YIL115C,28,0.027,0.202,0.778
599,108,YER009W,11,0.017,0.050,0.306
600,108,YBL079W,27,0.033,0.197,0.750
601,108,YLR335W,33,0.138,0.209,0.917
602,108,YKR082W,29,0.016,0.213,0.806
603,108,YDL088C,27,0.013,0.202,0.750
604,108,YMR153W,23,0.014,0.169,0.639
605,108,YFR002W,29,0.031,0.210,0.806
606,108,YOR098C,30,0.030,0.212,0.833
607,108,YJL041W,28,0.040,0.194,0.778
608,109,YBR082C,2,0.000,0.577,1.000
609,109,YDR177W,2,0.000,0.577,1.000
610,109,YDR059C,2,0.000,0.577,1.000
611,110,YBR088C,0,0.000,1.000,1.000
612,111,YDR451C,3,0.083,0.470,0.750
613,111,YMR043W,4,0.333,0.559,1.000
614,111,YML027W,3,0.083,0.470,0.750
615,112,YJL074C,14,0.095,0.320,0.875
616,112,YFL008W,13,0.070,0.306,0.812
617,112,YIL026C,12,0.054,0.282,0.750
618,112,YLR383W,13,0.071,0.308,0.812
619,112,YOL034W,13,0.071,0.308,0.812
620,113,YJL141C,2,1.000,0.707,1.000
621,114,YOL004W,21,0.074,0.240,0.840
622,114,YBR103W,16,0.023,0.201,0.640
623,114,YCR033W,19,0.061,0.213,0.760
624,114,YNL330C,22,0.060,0.254,0.880
625,114,YKR029C,19,0.046,0.227,0.760
626,114,YGL194C,20,0.072,0.224,0.800
627,114,YDR207C,21,0.038,0.251,0.840
628,115,YIL073C,8,0.041,0.259,0.400
629,115,YHL022C,17,0.482,0.415,0.850
630,115,YDR285W,8,0.091,0.228,0.400
631,115,YFL003C,11,0.061,0.356,0.550
632,115,YDL154W,10,0.044,0.331,0.500
633,115,YOR351C,6,0.032,0.156,0.300
634,116,YNL262W,44,0.020,0.173,0.772
635,116,YEL032W,52,0.034,0.194,0.912
636,116,YGL201C,48,0.020,0.187,0.842
637,116,YNL102W,45,0.026,0.172,0.789
638,116,YPR019W,53,0.042,0.196,0.930
639,116,YBR202W,51,0.027,0.194,0.895
640,116,YBL035C,44,0.022,0.171,0.772
641,116,YJL194W,45,0.016,0.178,0.789
642,116,YLR274W,52,0.034,0.194,0.912
643,116,YPR135W,40,0.024,0.160,0.702
644,116,YMR078C,31,0.016,0.121,0.544
645,116,YIR008C,41,0.016,0.165,0.719
646,116,YBL023C,51,0.033,0.191,0.895
647,116,YMR048W,34,0.016,0.138,0.596
648,116,YLR103C,46,0.016,0.182,0.807
649,117,YOR185C,1,0.000,0.707,1.000
650,117,YLR293C,1,0.000,0.707,1.000
651,118,YDL028C,12,0.061,0.330,1.000
652,118,YGR188C,10,0.037,0.285,0.833
653,118,YJL030W,12,0.061,0.330,1.000
654,118,YJL013C,10,0.037,0.285,0.833
655,119,YEL012W,1,0.000,0.707,1.000
656,119,YKL210W,1,0.000,0.707,1.000
657,120,YGR057C,5,0.016,0.202,0.357
658,120,YBL104C,8,0.011,0.343,0.571
659,120,YLR208W,14,0.586,0.400,1.000
660,120,YPL218W,5,0.020,0.095,0.357
661,120,YEL062W,8,0.011,0.343,0.571
662,120,YDR128W,8,0.011,0.343,0.571
663,121,YLR247C,1,0.000,0.707,1.000
664,121,YDR092W,1,0.000,0.707,1.000
665,122,YML011C,1,0.000,0.707,1.000
666,122,YDR314C,1,0.000,0.707,1.000
667,123,YNL021W,2,0.000,0.577,1.000
668,123,YDR295C,2,0.000,0.577,1.000
669,123,YPR179C,2,0.000,0.577,1.000
670,124,YDR206W,2,0.222,0.060,0.222
671,124,YOL149W,7,0.114,0.400,0.778
672,124,YMR080C,6,0.389,0.341,0.667
673,124,YEL015W,7,0.114,0.400,0.778
674,125,YDR091C,2,0.000,0.577,1.000
675,125,YJR067C,2,0.000,0.577,1.000
676,125,YNL260C,2,0.000,0.577,1.000
677,126,YLL026W,3,0.083,0.557,0.750
678,126,YNL007C,3,0.083,0.557,0.750
679,127,YKL106W,9,0.231,0.365,0.900
680,127,YAL062W,7,0.011,0.364,0.700
681,127,YOR375C,7,0.011,0.364,0.700
682,127,YDL215C,7,0.011,0.364,0.700
683,127,YLR027C,9,0.231,0.365,0.900
684,128,YBR196C,14,0.042,0.302,0.933
685,128,YCR012W,14,0.041,0.302,0.933
686,128,YDR050C,13,0.041,0.279,0.867
687,128,YKL152C,14,0.042,0.302,0.933
688,129,YFL030W,2,1.000,0.707,1.000
689,130,YHR018C,6,0.067,0.415,1.000
690,130,YMR062C,6,0.067,0.415,1.000
691,130,YER069W,6,0.067,0.415,1.000
692,131,YPL262W,3,0.167,0.557,1.000
693,131,YOR142W,3,0.167,0.557,1.000
694,132,YGL148W,8,0.044,0.389,0.571
695,132,YPR060C,8,0.044,0.389,0.571
696,132,YER090W,5,0.027,0.241,0.357
697,132,YKL211C,14,0.648,0.473,1.000
698,133,YCL030C,3,0.167,0.557,1.000
699,133,YIL116W,3,0.167,0.557,1.000
700,134,YGL026C,0,0.000,1.000,1.000
701,135,YMR300C,1,0.000,0.707,1.000
702,135,YGR061C,1,0.000,0.707,1.000
703,136,YKL109W,3,0.000,0.500,1.000
704,136,YBL021C,3,0.000,0.500,1.000
705,136,YOR358W,3,0.000,0.500,1.000
706,136,YGL237C,3,0.000,0.500,1.000
707,137,YIR027C,3,0.667,0.612,1.000
708,138,YEL026W,0,0.000,1.000,1.000
709,139,YKR084C,0,0.000,1.000,1.000
710,140,YJR010W,9,0.533,0.397,0.900
711,140,YPR167C,7,0.061,0.402,0.700
712,140,YKL001C,7,0.061,0.402,0.700
713,141,YNL103W,4,0.056,0.479,1.000
714,141,YIR017C,4,0.056,0.479,1.000
715,141,YJR060W,4,0.056,0.479,1.000
716,142,YER091C,10,0.064,0.299,0.833
717,142,YLR303W,10,0.008,0.318,0.833
718,142,YML082W,10,0.008,0.318,0.833
719,142,YER043C,12,0.250,0.328,1.000
720,142,YAL012W,10,0.008,0.318,0.833
721,142,YLL058W,10,0.008,0.318,0.833
722,143,YLR092W,2,0.000,0.577,1.000
723,143,YGR125W,2,0.000,0.577,1.000
724,143,YBR294W,2,0.000,0.577,1.000
725,144,YKR069W,0,0.000,1.000,1.000
726,145,YGR093W,1,0.000,0.707,1.000
727,145,YKL149C,1,0.000,0.707,1.000
728,146,YJL216C,3,0.117,0.297,0.300
729,146,YIL162W,8,0.696,0.579,0.800
730,146,YOL157C,3,0.117,0.297,0.300
731,147,YBR299W,4,0.167,0.510,1.000
732,147,YGR292W,4,0.167,0.510,1.000
733,148,YMR099C,5,0.032,0.429,0.714
734,148,YFR053C,7,0.508,0.477,1.000
735,148,YCL040W,5,0.032,0.429,0.714
736,149,YEL011W,4,0.167,0.510,1.000
737,149,YER067W,4,0.167,0.510,1.000
738,150,YJR094C,2,1.000,0.707,1.000
739,151,YJL137C,3,0.000,0.315,0.375
740,151,YHL012W,6,0.143,0.482,0.750
741,151,YAL017W,1,0.000,0.126,0.125
742,151,YKL035W,8,0.607,0.530,1.000
743,151,YKR058W,2,0.000,0.240,0.250
744,151,YPR160W,3,0.000,0.315,0.375
745,151,YOL045W,1,0.000,0.126,0.125
746,151,YGR032W,3,0.000,0.315,0.375
747,151,YMR306W,3,0.000,0.315,0.375
748,152,YML128C,33,0.230,0.302,0.767
749,152,YDR074W,13,0.033,0.151,0.302
750,152,YGR248W,29,0.093,0.290,0.674
751,152,YMR250W,28,0.111,0.287,0.651
752,152,YML100W,19,0.059,0.215,0.442
753,152,YPR184W,11,0.027,0.146,0.256
754,152,YOR173W,29,0.110,0.284,0.674
755,152,YDR001C,11,0.026,0.117,0.256
756,152,YOL052C-A,17,0.020,0.214,0.395
757,152,YLR178C,27,0.057,0.285,0.628
758,152,YMR105C,24,0.106,0.251,0.558
759,153,YBR102C,11,0.014,0.288,0.579
760,153,YPR055W,12,0.019,0.308,0.632
761,153,YJL085W,11,0.014,0.288,0.579
762,153,YFL005W,18,0.591,0.313,0.947
763,153,YNL272C,9,0.023,0.231,0.474
764,153,YGL233W,12,0.019,0.308,0.632
765,154,YDL126C,24,0.365,0.350,0.889
766,154,YOL013C,12,0.040,0.247,0.444
767,154,YGR048W,18,0.072,0.320,0.667
768,154,YLR397C,6,0.075,0.081,0.222
769,154,YMR022W,11,0.035,0.236,0.407
770,154,YML013W,15,0.041,0.290,0.556
771,154,YBR170C,19,0.140,0.326,0.704
772,155,YOR067C,8,0.066,0.372,0.727
773,155,YGR227W,9,0.182,0.384,0.818
774,155,YGL027C,7,0.302,0.233,0.636
775,155,YOR002W,8,0.066,0.372,0.727
776,156,YIL109C,6,0.095,0.455,0.857
777,156,YHR098C,7,0.381,0.473,1.000
778,156,YNL049C,6,0.095,0.455,0.857
779,157,YBL040C,0,0.000,1.000,1.000
780,158,YPR181C,0,0.000,1.000,1.000
781,159,YBR229C,2,1.000,0.707,1.000
782,160,YPL256C,13,0.027,0.204,0.333
783,160,YPL031C,19,0.085,0.258,0.487
784,160,YAL040C,12,0.038,0.172,0.308
785,160,YFL029C,6,0.051,0.102,0.154
786,160,YGR108W,14,0.029,0.228,0.359
787,160,YGL003C,11,0.055,0.156,0.282
788,160,YPR119W,15,0.042,0.212,0.385
789,160,YBR135W,16,0.033,0.245,0.410
790,160,YLR182W,13,0.043,0.147,0.333
791,160,YBR160W,32,0.379,0.387,0.821
792,161,YPL216W,1,0.000,0.083,0.167
793,161,YMR044W,5,0.000,0.405,0.833
794,161,YGL133W,5,0.000,0.405,0.833
795,161,YLR095C,5,0.000,0.405,0.833
796,161,YJL065C,5,0.000,0.405,0.833
797,161,YDR121W,6,0.333,0.418,1.000
798,161,YFR013W,5,0.000,0.405,0.833
799,162,YIL066C,5,0.150,0.461,1.000
800,162,YJL026W,5,0.150,0.461,1.000
801,163,YER116C,2,0.000,0.577,1.000
802,163,YDL013W,2,0.000,0.577,1.000
803,163,YFL009W,2,0.000,0.577,1.000
804,164,YAR019C,9,0.071,0.361,0.692
805,164,YML064C,9,0.071,0.361,0.692
806,164,YFR028C,12,0.315,0.402,0.923
807,164,YJL076W,7,0.078,0.250,0.538
808,165,YMR001C,1,0.000,0.707,1.000
809,165,YGR098C,1,0.000,0.707,1.000
810,166,YPL209C,4,0.167,0.510,1.000
811,166,YJR089W,4,0.167,0.510,1.000
812,167,YDR254W,25,0.157,0.299,0.735
813,167,YBR107C,23,0.131,0.282,0.676
814,167,YAL034W-A,16,0.029,0.196,0.471
815,167,YIR010W,25,0.178,0.282,0.735
816,167,YLR381W,16,0.025,0.229,0.471
817,167,YPR046W,15,0.021,0.219,0.441
818,167,YBR211C,18,0.031,0.243,0.529
819,167,YKL049C,17,0.025,0.236,0.500
820,167,YKL052C,13,0.035,0.136,0.382
821,168,YOR074C,0,0.000,1.000,1.000
822,169,YPL015C,0,0.000,0.000,0.000
823,169,YLR442C,1,0.000,0.707,0.500
824,169,YDL042C,1,0.000,0.707,0.500
825,170,YMR110C,0,0.000,0.408,0.000
826,170,YPL061W,0,0.000,0.408,0.000
827,170,YOR374W,0,0.000,0.408,0.000
828,170,YER073W,0,0.000,0.408,0.000
829,170,YMR169C,0,0.000,0.408,0.000
830,170,YMR170C,0,0.000,0.408,0.000
831,171,YOL059W,4,0.033,0.468,0.800
832,171,YDL022W,4,0.033,0.468,0.800
833,171,YIL155C,5,0.433,0.496,1.000
834,172,YJL102W,1,0.000,0.707,1.000
835,172,YOR187W,1,0.000,0.707,1.000
836,173,YBR221C,4,0.250,0.539,0.800
837,173,YER178W,4,0.450,0.499,0.800
838,174,YGR101W,3,1.000,0.707,1.000
839,175,YGR231C,2,0.000,0.577,1.000
840,175,YIL114C,2,0.000,0.577,1.000
841,175,YGR132C,2,0.000,0.577,1.000
842,176,YJR077C,0,0.000,1.000,1.000
843,177,YNL131W,25,0.081,0.288,0.781
844,177,YNR017W,18,0.044,0.205,0.562
845,177,YGR082W,20,0.034,0.245,0.625
846,177,YJL054W,20,0.041,0.236,0.625
847,177,YNL070W,20,0.039,0.245,0.625
848,177,YNL121C,23,0.066,0.262,0.719
849,177,YMR203W,28,0.167,0.299,0.875
850,177,YPL063W,18,0.046,0.211,0.562
851,177,YAL010C,15,0.067,0.170,0.469
852,178,YIL078W,20,0.024,0.190,0.526
853,178,YPR033C,19,0.067,0.175,0.500
854,178,YPL097W,16,0.022,0.132,0.421
855,178,YLR382C,25,0.044,0.206,0.658
856,178,YGR185C,29,0.053,0.254,0.763
857,178,YDR037W,26,0.035,0.236,0.684
858,178,YPL160W,29,0.047,0.257,0.763
859,178,YOR168W,28,0.093,0.245,0.737
860,178,YDR023W,21,0.030,0.197,0.553
861,178,YBL076C,26,0.049,0.232,0.684
862,179,YNL117W,8,0.054,0.308,0.571
863,179,YDL131W,10,0.133,0.356,0.714
864,179,YIR031C,8,0.054,0.308,0.571
865,179,YDL182W,11,0.224,0.369,0.786
866,179,YAL054C,9,0.055,0.344,0.643
867,180,YPL029W,1,0.000,0.707,1.000
868,180,YOR017W,1,0.000,0.707,1.000
869,181,YOR257W,1,0.000,0.707,1.000
870,181,YOL072W,1,0.000,0.707,1.000
871,182,YDL084W,10,0.053,0.364,0.833
872,182,YNL139C,10,0.053,0.364,0.833
873,182,YDR381W,12,0.311,0.382,1.000
874,182,YDR138W,10,0.053,0.364,0.833
875,183,YEL037C,0,0.000,1.000,1.000
876,184,YER162C,7,0.190,0.432,1.000
877,184,YGR258C,7,0.190,0.432,1.000
878,185,YKL042W,6,0.095,0.395,0.857
879,185,YDR356W,7,0.179,0.443,1.000
880,186,YJR084W,1,0.000,0.707,1.000
881,186,YPR045C,1,0.000,0.707,1.000
882,187,YPL255W,4,0.333,0.559,1.000
883,187,YLR457C,3,0.083,0.470,0.750
884,187,YLL003W,3,0.083,0.470,0.750
885,188,YOR228C,3,1.000,0.707,1.000
886,189,YLR045C,6,0.095,0.418,0.750
887,189,YER016W,8,0.363,0.479,1.000
888,189,YPR141C,6,0.125,0.404,0.750
889,190,YKL192C,0,0.000,1.000,1.000
890,191,YAL039C,2,1.000,0.707,1.000
891,192,YEL020W-A,11,0.034,0.322,0.846
892,192,YGR029W,11,0.034,0.322,0.846
893,192,YKL195W,12,0.188,0.325,0.923
894,192,YBL059C-A,8,0.155,0.225,0.615
895,193,YBR257W,11,0.009,0.303,1.000
896,193,YHR062C,11,0.009,0.303,1.000
897,193,YBR167C,11,0.009,0.303,1.000
898,193,YNL221C,11,0.009,0.303,1.000
899,193,YGR030C,11,0.009,0.303,1.000
900,193,YBL018C,11,0.009,0.303,1.000
901,193,YAL033W,11,0.009,0.303,1.000
902,194,YNL259C,2,1.000,0.707,1.000
903,195,YBR263W,10,0.047,0.298,0.714
904,195,YAL044C,10,0.277,0.252,0.714
905,195,YLR058C,11,0.060,0.318,0.786
906,195,YDR019C,11,0.048,0.329,0.786
907,196,YBR115C,0,0.000,1.000,1.000
908,197,YDR511W,1,0.000,0.707,1.000
909,197,YDR493W,1,0.000,0.707,1.000
910,198,YPL231W,9,0.329,0.480,1.000
911,198,YER061C,5,0.030,0.336,0.556
912,198,YKL055C,5,0.030,0.336,0.556
913,198,YKL182W,8,0.208,0.445,0.889
914,199,YHR162W,2,1.000,0.707,1.000
915,200,YGR277C,6,0.018,0.398,0.750
916,200,YKL088W,6,0.018,0.398,0.750
917,200,YIL083C,6,0.018,0.398,0.750
918,200,YDR196C,8,0.482,0.421,1.000
919,201,YLR304C,13,0.156,0.360,0.867
920,201,YIL125W,13,0.168,0.359,0.867
921,201,YPR001W,10,0.154,0.287,0.667
922,201,YOR136W,11,0.049,0.334,0.733
923,201,YNL037C,11,0.049,0.334,0.733
924,202,YDL174C,1,0.000,0.707,1.000
925,202,YML054C,1,0.000,0.707,1.000
926,203,YLR259C,0,0.000,0.707,0.000
927,203,YBR044C,0,0.000,0.707,0.000
928,204,YIL134W,3,0.000,0.500,1.000
929,204,YDR236C,3,0.000,0.500,1.000
930,204,YMR178W,3,0.000,0.500,1.000
931,204,YDL045C,3,0.000,0.500,1.000
932,205,YNR045W,2,0.000,0.577,1.000
933,205,YER153C,2,0.000,0.577,1.000
934,205,YGR222W,2,0.000,0.577,1.000
935,206,YMR257C,1,0.000,0.707,1.000
936,206,YMR150C,1,0.000,0.707,1.000
937,207,YOL114C,1,0.000,0.707,1.000
938,207,YGL143C,1,0.000,0.707,1.000
939,208,YFL018C,0,0.000,1.000,1.000
940,209,YOL062C,11,0.064,0.353,0.786
941,209,YKR001C,8,0.028,0.270,0.571
942,209,YBL037W,14,0.344,0.379,1.000
943,209,YHR161C,8,0.038,0.264,0.571
944,210,YCR047C,2,1.000,0.707,1.000
945,211,YHR077C,1,0.000,0.707,1.000
946,211,YDR021W,1,0.000,0.707,1.000
947,212,YLR271W,1,0.000,0.707,1.000
948,212,YGR218W,1,0.000,0.707,1.000
949,213,YBL024W,5,0.000,0.393,0.625
950,213,YOR274W,2,0.000,0.107,0.250
951,213,YGL232W,1,0.000,0.086,0.125
952,213,YJL125C,5,0.000,0.393,0.625
953,213,YDL201W,5,0.000,0.393,0.625
954,213,YML080W,5,0.000,0.393,0.625
955,213,YDR120C,8,0.607,0.443,1.000
956,213,YOL124C,5,0.000,0.393,0.625
957,213,YNR015W,2,0.000,0.107,0.250
958,214,YGR072W,2,0.000,0.577,1.000
959,214,YBR143C,2,0.000,0.577,1.000
960,214,YDR172W,2,0.000,0.577,1.000
961,215,YLR249W,0,0.000,1.000,1.000
962,216,YER165W,8,0.861,0.644,0.889
963,216,YOR286W,1,0.000,0.095,0.111
964,216,YKL025C,2,0.000,0.281,0.222
965,216,YDR515W,1,0.000,0.196,0.111
966,216,YHL034C,1,0.000,0.196,0.111
967,216,YGL094C,2,0.000,0.281,0.222
968,216,YOR359W,2,0.000,0.291,0.222
969,216,YLL013C,3,0.222,0.313,0.333
970,216,YJL138C,2,0.000,0.281,0.222
971,216,YPR163C,2,0.000,0.281,0.222
972,217,YDL160C,2,1.000,0.707,1.000
973,218,YDR432W,0,0.000,1.000,1.000
974,219,YGR162W,2,0.000,0.577,1.000
975,219,YGL049C,2,0.000,0.577,1.000
976,219,YNL016W,2,0.000,0.577,1.000
977,220,YER044C-A,4,0.000,0.440,0.800
978,220,YHR157W,4,0.000,0.440,0.800
979,220,YLR329W,4,0.000,0.440,0.800
980,220,YMR133W,4,0.000,0.440,0.800
981,220,YNL210W,1,0.000,0.114,0.200
982,220,YJR021C,5,0.400,0.462,1.000
983,221,YPL157W,1,0.000,0.707,1.000
984,221,YNR004W,1,0.000,0.707,1.000
985,222,YBL080C,3,0.667,0.612,1.000
986,223,YLR281C,3,0.667,0.612,1.000
987,224,YGR243W,0,0.000,1.000,1.000
988,225,YNL123W,3,0.167,0.557,1.000
989,225,YOR197W,3,0.167,0.557,1.000
990,226,YKR079C,1,0.000,0.707,1.000
991,226,YER168C,1,0.000,0.707,1.000
992,227,YNR074C,0,0.000,1.000,1.000
993,228,YBR227C,1,0.000,0.271,0.250
994,228,YPR024W,4,0.833,0.636,1.000
995,228,YMR302C,1,0.000,0.271,0.250
996,228,YMR115W,2,0.000,0.473,0.500
997,228,YCL044C,2,0.000,0.473,0.500
998,229,YMR111C,1,0.000,0.707,1.000
999,229,YFR006W,1,0.000,0.707,1.000
1000,230,YGR019W,0,0.000,1.000,1.000
1001,231,YJR104C,0,0.000,1.000,1.000
1002,232,YKL067W,0,0.000,1.000,1.000
1003,233,YLR136C,0,0.000,1.000,1.000
1004,234,YJR095W,1,0.000,0.707,1.000
1005,234,YLR174W,1,0.000,0.707,1.000
1006,235,YLR355C,5,0.067,0.448,1.000
1007,235,YJR148W,5,0.067,0.448,1.000
1008,235,YJR016C,5,0.067,0.448,1.000
1009,236,YGR194C,4,0.056,0.479,1.000
1010,236,YLR354C,4,0.056,0.479,1.000
1011,236,YLR070C,4,0.056,0.479,1.000
1012,237,YDL130W-A,2,0.500,0.500,0.500
1013,237,YGR008C,3,0.833,0.653,0.750
1014,238,YDR256C,2,0.000,0.577,1.000
1015,238,YKL026C,2,0.000,0.577,1.000
1016,238,YGR088W,2,0.000,0.577,1.000
1017,239,YGR209C,10,0.078,0.366,0.833
1018,239,YPL091W,9,0.073,0.327,0.750
1019,239,YML028W,9,0.083,0.324,0.750
1020,239,YBL064C,8,0.065,0.288,0.667
1021,240,YLR191W,22,0.152,0.289,0.957
1022,240,YGL153W,19,0.058,0.270,0.826
1023,240,YOL147C,18,0.059,0.256,0.783
1024,240,YDR329C,16,0.034,0.242,0.696
1025,240,YDR142C,15,0.038,0.227,0.652
1026,240,YDL065C,18,0.050,0.267,0.783
1027,241,YNL202W,10,0.156,0.399,1.000
1028,241,YKR009C,9,0.082,0.375,0.900
1029,241,YGL205W,9,0.082,0.375,0.900
1030,242,YJR025C,4,0.067,0.328,0.667
1031,242,YBL098W,6,0.244,0.462,1.000
1032,243,YHR008C,2,0.000,0.577,1.000
1033,243,YHR050W,2,0.000,0.577,1.000
1034,243,YGR257C,2,0.000,0.577,1.000
1035,244,YOL067C,3,0.000,0.500,1.000
1036,244,YBL103C,3,0.000,0.500,1.000
1037,244,YNL076W,3,0.000,0.500,1.000
1038,244,YGL252C,3,0.000,0.500,1.000
1039,245,YJL101C,0,0.000,1.000,1.000
1040,246,YAR015W,0,0.000,1.000,1.000
1041,247,YBR068C,1,0.000,0.707,1.000
1042,247,YCL018W,1,0.000,0.707,1.000
1043,248,YBR185C,0,0.000,1.000,1.000
1044,249,YER017C,1,0.000,0.707,1.000
1045,249,YMR089C,1,0.000,0.707,1.000
1046,250,YOR020C,0,0.000,1.000,1.000
1047,251,YBR112C,3,0.500,0.565,0.750
1048,251,YCR084C,3,0.500,0.565,0.750
1049,252,YHR072W-A,2,1.000,0.707,1.000
1050,253,YOR211C,4,0.167,0.510,1.000
1051,253,YLL001W,4,0.167,0.510,1.000
1052,254,YMR176W,3,1.000,0.707,1.000
1053,255,YJR133W,2,0.000,0.577,1.000
1054,255,YNL141W,2,0.000,0.577,1.000
1055,255,YDL238C,2,0.000,0.577,1.000
1056,256,YJR047C,1,0.000,0.707,1.000
1057,256,YHR068W,1,0.000,0.707,1.000
1058,257,YOR009W,3,0.667,0.612,1.000
1059,258,YOL022C,1,0.000,0.707,1.000
1060,258,YJR070C,1,0.000,0.707,1.000
1061,259,YGL196W,2,1.000,0.707,1.000
1062,260,YOR251C,1,0.000,0.707,1.000
1063,260,YOR285W,1,0.000,0.707,1.000
1064,261,YKL053C-A,3,0.667,0.612,1.000
1065,262,YGR235C,5,0.000,0.408,1.000
1066,262,YFR011C,5,0.000,0.408,1.000
1067,262,YKR016W,5,0.000,0.408,1.000
1068,262,YNL100W,5,0.000,0.408,1.000
1069,262,YCL057C-A,5,0.000,0.408,1.000
1070,262,YBR262C,5,0.000,0.408,1.000
1071,263,YKR071C,0,0.000,1.000,1.000
1072,264,YJL130C,0,0.000,1.000,1.000
1073,265,YDL171C,1,0.000,0.707,1.000
1074,265,YPR035W,1,0.000,0.707,1.000
1075,266,YOL058W,0,0.000,1.000,1.000
1076,267,YJR109C,2,0.000,0.577,1.000
1077,267,YOR302W,2,0.000,0.577,1.000
1078,267,YOR303W,2,0.000,0.577,1.000
1079,268,YJR103W,1,0.000,0.707,1.000
1080,268,YMR217W,1,0.000,0.707,1.000
1081,269,YLR160C,1,0.000,0.354,0.250
1082,269,YLR158C,1,0.000,0.354,0.250
1083,269,YLR157C,1,0.000,0.354,0.250
1084,269,YLR156W,4,1.000,0.707,1.000
1085,269,YLR155C,1,0.000,0.354,0.250
1086,270,YML035C,12,0.123,0.336,0.800
1087,270,YML056C,7,0.133,0.185,0.467
1088,270,YNL220W,11,0.067,0.313,0.733
1089,270,YLR359W,12,0.089,0.329,0.800
1090,271,YMR085W,1,0.000,0.707,0.500
1091,271,YKL104C,0,0.000,0.000,0.000
1092,271,YMR084W,1,0.000,0.707,0.500
1093,272,YGL062W,2,1.000,0.707,1.000
1094,273,YBR145W,5,0.689,0.428,0.500
1095,273,YDR380W,2,0.200,0.121,0.200
1096,273,YAL060W,4,0.200,0.386,0.400
1097,273,YDL080C,3,0.356,0.139,0.300
1098,274,YMR175W,7,0.062,0.280,0.636
1099,274,YGR043C,11,0.253,0.399,1.000
1100,274,YBR117C,9,0.088,0.365,0.818
1101,275,YGL037C,0,0.000,1.000,1.000
1102,276,YMR020W,0,0.000,1.000,1.000
1103,277,YML042W,2,0.000,0.577,1.000
1104,277,YER024W,2,0.000,0.577,1.000
1105,277,YAR035W,2,0.000,0.577,1.000
1106,278,YLL043W,4,0.114,0.152,0.222
1107,278,YNL167C,5,0.045,0.267,0.278
1108,278,YJL128C,8,0.219,0.387,0.444
1109,278,YDL006W,5,0.040,0.309,0.278
1110,278,YLR113W,14,0.705,0.527,0.778
1111,279,YGR256W,6,0.063,0.441,1.000
1112,279,YHR183W,6,0.063,0.441,1.000
1113,280,YHR042W,2,1.000,0.707,1.000
1114,281,YDL192W,17,0.439,0.384,1.000
1115,281,YEL022W,9,0.035,0.251,0.529
1116,281,YDL137W,10,0.056,0.265,0.588
1117,281,YNL287W,11,0.029,0.331,0.647
1118,281,YDR238C,11,0.037,0.329,0.647
1119,282,YGR207C,2,0.000,0.577,1.000
1120,282,YOR356W,2,0.000,0.577,1.000
1121,282,YPR004C,2,0.000,0.577,1.000
1122,283,YBR245C,2,1.000,0.707,1.000
1123,284,YKR048C,1,0.000,0.707,1.000
1124,284,YER030W,1,0.000,0.707,1.000
1125,285,YPL016W,1,0.000,0.707,1.000
1126,285,YER161C,1,0.000,0.707,1.000
1127,286,YER129W,7,0.010,0.350,0.412
1128,286,YGL115W,7,0.018,0.345,0.412
1129,286,YGL035C,3,0.004,0.137,0.176
1130,286,YDR477W,17,0.800,0.460,1.000
1131,286,YGL179C,7,0.010,0.350,0.412
1132,286,YMR280C,3,0.004,0.103,0.176
1133,287,YIR038C,3,0.250,0.384,0.375
1134,287,YLL048C,3,0.250,0.384,0.375
1135,287,YNL229C,6,0.750,0.618,0.750
1136,288,YFR021W,13,0.026,0.308,0.619
1137,288,YBR128C,9,0.015,0.226,0.429
1138,288,YBR097W,16,0.083,0.334,0.762
1139,288,YHR171W,8,0.017,0.178,0.381
1140,288,YPL120W,20,0.276,0.359,0.952
1141,288,YLR240W,19,0.252,0.348,0.905
1142,289,YOR101W,4,0.056,0.479,1.000
1143,289,YJL005W,4,0.056,0.479,1.000
1144,289,YNL098C,4,0.056,0.479,1.000
1145,290,YHR046C,2,0.000,0.577,1.000
1146,290,YDR287W,2,0.000,0.577,1.000
1147,290,YPR113W,2,0.000,0.577,1.000
1148,291,YIL160C,1,0.000,0.707,1.000
1149,291,YBR222C,1,0.000,0.707,1.000
1150,292,YER081W,1,0.000,0.707,1.000
1151,292,YIL074C,1,0.000,0.707,1.000
1152,293,YOR236W,6,0.456,0.504,1.000
1153,293,YNL256W,5,0.122,0.479,0.833
