,cluster,protein,degree,degree_centrality,eigenvector_centrality,betweenness_centrality
573,79,YHR206W,0,0.000,0.500,0.000
574,80,YPL100W,8,0.333,0.199,0.003
575,80,YNL223W,11,0.458,0.257,0.017
576,80,YPL149W,11,0.458,0.264,0.010
577,80,YPR185W,10,0.417,0.236,0.014
578,80,YBR217W,11,0.458,0.260,0.011
579,80,YMR159C,8,0.333,0.197,0.003
580,80,YLR423C,9,0.375,0.213,0.007
581,80,YPL166W,10,0.417,0.229,0.013
582,80,YDR022C,8,0.333,0.203,0.004
583,81,YHR034C,6,0.667,0.350,0.123
584,81,YGR099W,6,0.667,0.362,0.044
585,82,YML121W,4,1.000,0.510,0.167
586,82,YBR077C,3,0.750,0.439,0.000
587,82,YGR163W,4,1.000,0.510,0.167
588,82,YCR075W-A,3,0.750,0.439,0.000
589,83,YPL119C,2,0.333,0.347,0.000
590,83,YOR276W,2,0.333,0.347,0.000
591,83,YOR204W,2,0.333,0.347,0.000
592,83,YCL037C,2,0.333,0.347,0.000
593,84,YMR104C,1,1.000,0.707,0.000
594,84,YMR103C,1,1.000,0.707,0.000
595,85,YMR106C,6,1.000,0.405,0.033
596,85,YMR284W,6,1.000,0.405,0.033
597,85,YCR014C,6,1.000,0.405,0.033
598,85,YOR005C,6,1.000,0.405,0.033
599,86,YGR037C,2,0.500,0.473,0.000
600,86,YLR179C,2,0.500,0.473,0.000
601,87,YPL140C,4,0.571,0.336,0.028
602,87,YKL161C,4,0.571,0.318,0.052
603,87,YOR231W,5,0.714,0.414,0.040
604,87,YJL095W,4,0.571,0.357,0.012
605,88,YJR155W,3,0.500,0.298,0.000
606,88,YJR154W,3,0.500,0.298,0.000
607,88,YGR286C,3,0.500,0.317,0.000
608,88,YGR065C,3,0.500,0.317,0.000
609,88,YNR057C,4,0.667,0.377,0.022
610,89,YDR232W,7,0.778,0.351,0.000
611,89,YOR278W,7,0.778,0.351,0.000
612,89,YDR047W,7,0.778,0.351,0.000
613,89,YOR176W,7,0.778,0.351,0.000
614,89,YDL205C,7,0.778,0.351,0.000
615,89,YGL040C,7,0.778,0.351,0.000
616,90,YIL003W,6,1.000,0.392,0.013
617,90,YIL128W,6,1.000,0.392,0.013
618,90,YGL091C,6,1.000,0.392,0.013
619,90,YHR122W,6,1.000,0.392,0.013
620,90,YNL240C,6,1.000,0.392,0.013
621,91,YBL014C,6,1.000,0.378,0.000
622,91,YML043C,6,1.000,0.378,0.000
623,91,YOR295W,6,1.000,0.378,0.000
624,91,YLR141W,6,1.000,0.378,0.000
625,91,YBL025W,6,1.000,0.378,0.000
626,91,YJL025W,6,1.000,0.378,0.000
627,91,YMR270C,6,1.000,0.378,0.000
628,92,YIL036W,1,0.500,0.500,0.000
629,92,YDR034C,1,0.500,0.500,0.000
630,93,YER110C,10,0.769,0.308,0.039
631,93,YBR017C,10,0.769,0.316,0.032
632,93,YJR132W,9,0.692,0.292,0.009
633,93,YGL241W,10,0.769,0.310,0.033
634,93,YGL016W,9,0.692,0.293,0.006
635,93,YMR308C,10,0.769,0.308,0.039
636,93,YPL125W,9,0.692,0.293,0.021
637,93,YNL189W,9,0.692,0.234,0.300
638,93,YOR160W,9,0.692,0.285,0.013
639,94,YOL012C,0,1.000,1.000,0.000
640,95,YBR019C,6,1.000,0.405,0.033
641,95,YML051W,6,1.000,0.405,0.033
642,95,YBR020W,6,1.000,0.405,0.033
643,95,YDR009W,6,1.000,0.405,0.033
644,96,YBL091C,2,0.667,0.523,0.000
645,96,YHR112C,2,0.667,0.523,0.000
646,97,YHR013C,8,0.727,0.358,0.085
647,97,YCR020C-A,7,0.636,0.326,0.073
648,97,YEL053C,8,0.727,0.364,0.094
649,97,YPR131C,8,0.727,0.351,0.185
650,97,YPR051W,8,0.727,0.364,0.094
651,97,YDL040C,7,0.636,0.345,0.003
652,97,YOR253W,8,0.727,0.358,0.085
653,98,YOR091W,3,0.500,0.384,0.033
654,98,YGR173W,3,0.500,0.417,0.067
655,99,YNL315C,1,0.500,0.500,0.000
656,99,YIL098C,1,0.500,0.500,0.000
657,100,YOL027C,1,1.000,0.707,0.000
658,100,YER154W,1,1.000,0.707,0.000
659,101,YMR228W,1,0.333,0.408,0.000
660,101,YDL044C,1,0.333,0.408,0.000
661,101,YOR330C,1,0.333,0.408,0.000
662,102,YLR393W,1,1.000,0.707,0.000
663,102,YNR020C,1,1.000,0.707,0.000
664,103,YGR106C,3,0.429,0.422,0.000
665,103,YGR105W,3,0.429,0.422,0.000
666,104,YNL280C,16,0.640,0.207,0.005
667,104,YML008C,17,0.680,0.217,0.008
668,104,YLR100W,17,0.680,0.212,0.016
669,104,YPL117C,16,0.640,0.194,0.011
670,104,YJL167W,17,0.680,0.206,0.014
671,104,YPL028W,17,0.680,0.207,0.017
672,105,YMR101C,5,0.500,0.276,0.052
673,105,YDR410C,5,0.500,0.310,0.006
674,105,YJR117W,5,0.500,0.310,0.006
675,105,YBR002C,5,0.500,0.276,0.052
676,105,YDL193W,5,0.500,0.276,0.052
677,106,YLR201C,9,0.750,0.321,0.004
678,106,YML110C,9,0.750,0.321,0.004
679,106,YBR003W,9,0.750,0.321,0.004
680,106,YNR041C,9,0.750,0.305,0.040
681,106,YGL119W,9,0.750,0.305,0.040
682,106,YDR204W,9,0.750,0.321,0.004
683,107,YOR156C,8,0.800,0.331,0.000
684,107,YDR390C,8,0.800,0.331,0.000
685,107,YIL031W,8,0.800,0.331,0.000
686,107,YEL019C,8,0.800,0.331,0.000
687,107,YDR409W,8,0.800,0.331,0.000
688,107,YDL064W,8,0.800,0.331,0.000
689,107,YDR510W,8,0.800,0.331,0.000
690,107,YPR180W,8,0.800,0.331,0.000
691,108,YKL068W,25,0.694,0.192,0.009
692,108,YER107C,24,0.667,0.186,0.006
693,108,YDL116W,26,0.722,0.196,0.009
694,108,YER105C,25,0.694,0.193,0.005
695,108,YGL172W,26,0.722,0.202,0.004
696,108,YGR119C,26,0.722,0.201,0.005
697,108,YDL207W,24,0.667,0.188,0.004
698,108,YML103C,24,0.667,0.180,0.011
699,108,YMR047C,25,0.694,0.197,0.003
700,108,YJR042W,25,0.694,0.193,0.005
701,108,YJL039C,26,0.722,0.199,0.007
702,109,YBR082C,2,1.000,0.577,0.000
703,109,YDR177W,2,1.000,0.577,0.000
704,109,YDR059C,2,1.000,0.577,0.000
705,110,YBR088C,0,1.000,1.000,0.000
706,111,YDR451C,3,0.750,0.470,0.083
707,111,YML027W,3,0.750,0.470,0.083
708,112,YMR076C,10,0.625,0.253,0.013
709,112,YFL008W,13,0.812,0.306,0.070
710,112,YIL026C,12,0.750,0.282,0.054
711,112,YDL105W,10,0.625,0.243,0.028
712,112,YLR383W,13,0.812,0.308,0.071
713,112,YFR027W,10,0.625,0.253,0.013
714,112,YDL003W,13,0.812,0.312,0.054
715,112,YOL034W,13,0.812,0.308,0.071
716,113,YPL247C,1,0.500,0.500,0.000
717,113,YJL142C,1,0.500,0.500,0.000
718,114,YPL181W,19,0.760,0.242,0.010
719,114,YCR033W,19,0.760,0.213,0.061
720,114,YKR029C,19,0.760,0.227,0.046
721,114,YAL013W,17,0.680,0.226,0.004
722,114,YNL097C,19,0.760,0.241,0.012
723,114,YBR095C,18,0.720,0.235,0.006
724,114,YIL084C,19,0.760,0.241,0.012
725,114,YMR263W,17,0.680,0.226,0.004
726,114,YDL076C,19,0.760,0.242,0.010
727,115,YIL073C,8,0.400,0.259,0.041
728,115,YGL183C,7,0.350,0.248,0.013
729,115,YLR394W,6,0.300,0.213,0.019
730,115,YGL251C,7,0.350,0.251,0.017
731,115,YDR285W,8,0.400,0.228,0.091
732,115,YOR351C,6,0.300,0.156,0.032
733,115,YER179W,8,0.400,0.254,0.029
734,115,YBR186W,7,0.350,0.246,0.018
735,115,YPL164C,6,0.300,0.232,0.002
736,116,YDL102W,33,0.579,0.131,0.010
737,116,YNL273W,31,0.544,0.122,0.015
738,116,YJL072C,34,0.596,0.144,0.005
739,116,YIL150C,34,0.596,0.147,0.004
740,116,YOL146W,32,0.561,0.136,0.004
741,116,YML065W,32,0.561,0.139,0.003
742,116,YDR013W,37,0.649,0.154,0.008
743,116,YJR068W,35,0.614,0.143,0.007
744,116,YDR489W,35,0.614,0.148,0.005
745,116,YMR078C,31,0.544,0.121,0.016
746,116,YJL090C,31,0.544,0.130,0.005
747,116,YMR048W,34,0.596,0.138,0.016
748,116,YBR060C,36,0.632,0.153,0.006
749,116,YNL261W,35,0.614,0.150,0.005
750,117,YOR185C,1,1.000,0.707,0.000
751,117,YLR293C,1,1.000,0.707,0.000
752,118,YDR325W,10,0.833,0.300,0.012
753,118,YNL088W,10,0.833,0.300,0.012
754,118,YGR188C,10,0.833,0.285,0.037
755,118,YBL063W,10,0.833,0.300,0.012
756,118,YJL013C,10,0.833,0.285,0.037
757,119,YEL012W,1,1.000,0.707,0.000
758,119,YKL210W,1,1.000,0.707,0.000
759,120,YGL100W,7,0.500,0.319,0.000
760,120,YOL138C,7,0.500,0.319,0.000
761,120,YHL023C,7,0.500,0.319,0.000
762,120,YJR138W,7,0.500,0.319,0.000
763,121,YLR247C,1,1.000,0.707,0.000
764,121,YDR092W,1,1.000,0.707,0.000
765,122,YML011C,1,1.000,0.707,0.000
766,122,YDR314C,1,1.000,0.707,0.000
767,123,YNL021W,2,1.000,0.577,0.000
768,123,YDR295C,2,1.000,0.577,0.000
769,123,YPR179C,2,1.000,0.577,0.000
770,124,YNL118C,6,0.667,0.380,0.017
771,124,YJL124C,6,0.667,0.380,0.017
772,124,YGL173C,6,0.667,0.380,0.017
773,124,YMR080C,6,0.667,0.341,0.389
774,125,YDR091C,2,1.000,0.577,0.000
775,125,YJR067C,2,1.000,0.577,0.000
776,125,YNL260C,2,1.000,0.577,0.000
777,126,YLL026W,3,0.750,0.557,0.083
778,126,YDR258C,2,0.500,0.435,0.000
779,126,YNL064C,2,0.500,0.435,0.000
780,126,YNL007C,3,0.750,0.557,0.083
781,127,YDR111C,6,0.600,0.327,0.002
782,127,YAL062W,7,0.700,0.364,0.011
783,127,YOR375C,7,0.700,0.364,0.011
784,127,YDL215C,7,0.700,0.364,0.011
785,127,YLR089C,6,0.600,0.327,0.002
786,128,YDL021W,11,0.733,0.244,0.013
787,128,YOL056W,11,0.733,0.244,0.013
788,128,YDR050C,13,0.867,0.279,0.041
789,128,YKL060C,13,0.867,0.286,0.030
790,128,YHR174W,12,0.800,0.268,0.022
791,128,YGR254W,12,0.800,0.268,0.022
792,129,YEL046C,1,0.500,0.500,0.000
793,129,YPL113C,1,0.500,0.500,0.000
794,130,YOL140W,5,0.833,0.378,0.000
795,130,YHR018C,6,1.000,0.415,0.067
796,130,YJL071W,5,0.833,0.378,0.000
797,130,YJL088W,5,0.833,0.378,0.000
798,130,YMR062C,6,1.000,0.415,0.067
799,130,YER069W,6,1.000,0.415,0.067
800,131,YPL262W,3,1.000,0.557,0.167
801,131,YOR142W,3,1.000,0.557,0.167
802,132,YDR035W,5,0.357,0.297,0.000
803,132,YDR127W,5,0.357,0.297,0.000
804,132,YBR249C,5,0.357,0.297,0.000
805,132,YNR033W,4,0.286,0.219,0.011
806,132,YER090W,5,0.357,0.241,0.027
807,133,YCL030C,3,1.000,0.557,0.167
808,133,YIL116W,3,1.000,0.557,0.167
809,134,YGL026C,0,1.000,1.000,0.000
810,135,YMR300C,1,1.000,0.707,0.000
811,135,YGR061C,1,1.000,0.707,0.000
812,136,YKL109W,3,1.000,0.500,0.000
813,136,YBL021C,3,1.000,0.500,0.000
814,136,YOR358W,3,1.000,0.500,0.000
815,136,YGL237C,3,1.000,0.500,0.000
816,137,YIR029W,2,0.667,0.523,0.000
817,137,YIR028W,2,0.667,0.523,0.000
818,138,YEL026W,0,1.000,1.000,0.000
819,139,YKR084C,0,1.000,1.000,0.000
820,140,YFR030W,6,0.600,0.372,0.028
821,140,YJR137C,6,0.600,0.372,0.028
822,140,YNL277W,5,0.500,0.333,0.000
823,141,YNL103W,4,1.000,0.479,0.056
824,141,YIR017C,4,1.000,0.479,0.056
825,141,YJR060W,4,1.000,0.479,0.056
826,142,YER091C,10,0.833,0.299,0.064
827,142,YLR303W,10,0.833,0.318,0.008
828,142,YML082W,10,0.833,0.318,0.008
829,142,YJR130C,9,0.750,0.293,0.004
830,142,YAL012W,10,0.833,0.318,0.008
831,142,YGL184C,9,0.750,0.293,0.004
832,142,YGR155W,9,0.750,0.293,0.004
833,142,YLL058W,10,0.833,0.318,0.008
834,143,YLR092W,2,1.000,0.577,0.000
835,143,YGR125W,2,1.000,0.577,0.000
836,143,YBR294W,2,1.000,0.577,0.000
837,144,YKR069W,0,1.000,1.000,0.000
838,145,YGR093W,1,1.000,0.707,0.000
839,145,YKL149C,1,1.000,0.707,0.000
840,146,YGR287C,2,0.200,0.250,0.028
841,146,YGR289C,2,0.200,0.167,0.007
842,146,YJL216C,3,0.300,0.297,0.117
843,146,YLR300W,3,0.300,0.303,0.011
844,146,YGR282C,2,0.200,0.248,0.000
845,146,YIL172C,2,0.200,0.250,0.028
846,146,YOR190W,2,0.200,0.248,0.000
847,146,YOL157C,3,0.300,0.297,0.117
848,147,YBR298C,3,0.750,0.439,0.000
849,147,YBR297W,3,0.750,0.439,0.000
850,147,YBR299W,4,1.000,0.510,0.167
851,147,YGR292W,4,1.000,0.510,0.167
852,148,YMR099C,5,0.714,0.429,0.032
853,148,YCL040W,5,0.714,0.429,0.032
854,148,YGL253W,4,0.571,0.376,0.000
855,148,YLR446W,4,0.571,0.376,0.000
856,149,YER053C,3,0.750,0.439,0.000
857,149,YEL011W,4,1.000,0.510,0.167
858,149,YER067W,4,1.000,0.510,0.167
859,149,YLR258W,3,0.750,0.439,0.000
860,150,YGR044C,1,0.500,0.500,0.000
861,150,YMR139W,1,0.500,0.500,0.000
862,151,YJL137C,3,0.375,0.315,0.000
863,151,YPR160W,3,0.375,0.315,0.000
864,151,YGR032W,3,0.375,0.315,0.000
865,151,YMR306W,3,0.375,0.315,0.000
866,152,YDR074W,13,0.302,0.151,0.033
867,152,YIL136W,13,0.302,0.188,0.003
868,152,YNL200C,7,0.163,0.116,0.000
869,152,YBR072W,10,0.233,0.139,0.003
870,152,YJR096W,7,0.163,0.110,0.000
871,152,YKL151C,9,0.209,0.127,0.006
872,152,YGL121C,7,0.163,0.101,0.000
873,152,YPL186C,8,0.186,0.128,0.000
874,152,YNL274C,8,0.186,0.126,0.002
875,152,YER150W,7,0.163,0.117,0.000
876,152,YLR251W,7,0.163,0.096,0.003
877,152,YPR184W,11,0.256,0.146,0.027
878,152,YMR196W,8,0.186,0.130,0.000
879,152,YDR001C,11,0.256,0.117,0.026
880,152,YFL014W,8,0.186,0.126,0.000
881,153,YER008C,11,0.579,0.293,0.005
882,153,YIL068C,11,0.579,0.291,0.014
883,153,YBR102C,11,0.579,0.288,0.014
884,153,YLR166C,11,0.579,0.293,0.005
885,153,YJL085W,11,0.579,0.288,0.014
886,153,YDR164C,10,0.526,0.276,0.001
887,153,YDR166C,11,0.579,0.291,0.014
888,154,YMR264W,9,0.333,0.215,0.000
889,154,YDR057W,10,0.370,0.227,0.002
890,154,YML029W,10,0.370,0.233,0.000
891,154,YDL190C,9,0.333,0.146,0.029
892,154,YMR022W,11,0.407,0.236,0.035
893,154,YBR201W,11,0.407,0.244,0.003
894,154,YLR207W,11,0.407,0.244,0.003
895,154,YBL058W,10,0.370,0.177,0.018
896,154,YMR067C,9,0.333,0.156,0.025
897,155,YNR030W,7,0.636,0.343,0.007
898,155,YGL027C,7,0.636,0.233,0.302
899,155,YPL227C,7,0.636,0.343,0.007
900,156,YKR028W,3,0.429,0.297,0.000
901,156,YIL109C,6,0.857,0.455,0.095
902,156,YJL098W,3,0.429,0.297,0.000
903,156,YNL049C,6,0.857,0.455,0.095
904,156,YFR040W,3,0.429,0.297,0.000
905,156,YGL229C,3,0.429,0.297,0.000
906,157,YBL040C,0,1.000,1.000,0.000
907,158,YPR181C,0,1.000,1.000,0.000
908,159,YDR221W,1,0.500,0.500,0.000
909,159,YNL322C,1,0.500,0.500,0.000
910,160,YGL215W,10,0.256,0.118,0.002
911,160,YPL219W,12,0.308,0.183,0.013
912,160,YPL256C,13,0.333,0.204,0.027
913,160,YAL040C,12,0.308,0.172,0.038
914,160,YER111C,13,0.333,0.156,0.026
915,160,YER059W,12,0.308,0.183,0.013
916,160,YGL003C,11,0.282,0.156,0.055
917,160,YDR146C,10,0.256,0.147,0.008
918,160,YDL056W,9,0.231,0.106,0.021
919,160,YHR071W,9,0.231,0.109,0.001
920,160,YLR182W,13,0.333,0.147,0.043
921,160,YDL179W,9,0.231,0.128,0.009
922,160,YPR120C,11,0.282,0.163,0.015
923,160,YJL187C,13,0.333,0.197,0.020
924,160,YDL127W,9,0.231,0.128,0.009
925,160,YOL001W,13,0.333,0.189,0.021
926,161,YMR044W,5,0.833,0.405,0.000
927,161,YGL133W,5,0.833,0.405,0.000
928,161,YLR095C,5,0.833,0.405,0.000
929,161,YJL065C,5,0.833,0.405,0.000
930,161,YFR013W,5,0.833,0.405,0.000
931,162,YJR057W,4,0.800,0.419,0.000
932,162,YER070W,4,0.800,0.419,0.000
933,162,YGR180C,4,0.800,0.419,0.000
934,163,YER116C,2,1.000,0.577,0.000
935,163,YDL013W,2,1.000,0.577,0.000
936,163,YFL009W,2,1.000,0.577,0.000
937,164,YIL106W,7,0.538,0.297,0.030
938,164,YHR152W,7,0.538,0.282,0.045
939,164,YAL024C,7,0.538,0.301,0.027
940,164,YJL076W,7,0.538,0.250,0.078
941,165,YMR001C,1,1.000,0.707,0.000
942,165,YGR098C,1,1.000,0.707,0.000
943,166,YBR156C,3,0.750,0.439,0.000
944,166,YHR199C-A,3,0.750,0.439,0.000
945,166,YPL209C,4,1.000,0.510,0.167
946,166,YJR089W,4,1.000,0.510,0.167
947,167,YDR318W,15,0.441,0.226,0.008
948,167,YDR201W,12,0.353,0.118,0.013
949,167,YDR016C,12,0.353,0.130,0.014
950,167,YGR179C,15,0.441,0.222,0.014
951,167,YPR046W,15,0.441,0.219,0.021
952,167,YGR113W,12,0.353,0.127,0.006
953,167,YJR135C,14,0.412,0.206,0.019
954,167,YLR315W,12,0.353,0.197,0.000
955,167,YDR383C,12,0.353,0.197,0.000
956,167,YKL052C,13,0.382,0.136,0.035
957,168,YOR074C,0,1.000,1.000,0.000
958,169,YLR442C,1,0.500,0.707,0.000
959,169,YDL042C,1,0.500,0.707,0.000
960,170,YMR110C,0,0.000,0.408,0.000
961,170,YPL061W,0,0.000,0.408,0.000
962,170,YOR374W,0,0.000,0.408,0.000
963,170,YER073W,0,0.000,0.408,0.000
964,170,YMR169C,0,0.000,0.408,0.000
965,170,YMR170C,0,0.000,0.408,0.000
966,171,YOL059W,4,0.800,0.468,0.033
967,171,YDL022W,4,0.800,0.468,0.033
968,172,YJL102W,1,1.000,0.707,0.000
969,172,YOR187W,1,1.000,0.707,0.000
970,173,YGR193C,3,0.600,0.454,0.100
971,174,YKR087C,1,0.333,0.408,0.000
972,174,YKR066C,1,0.333,0.408,0.000
973,174,YPL246C,1,0.333,0.408,0.000
974,175,YGR231C,2,1.000,0.577,0.000
975,175,YIL114C,2,1.000,0.577,0.000
976,175,YGR132C,2,1.000,0.577,0.000
977,176,YJR077C,0,1.000,1.000,0.000
978,177,YLL006W,13,0.406,0.170,0.009
979,177,YNL026W,16,0.500,0.186,0.015
980,177,YJL143W,16,0.500,0.198,0.017
981,177,YDL217C,15,0.469,0.189,0.015
982,177,YIL022W,16,0.500,0.198,0.017
983,177,YGR033C,13,0.406,0.160,0.009
984,177,YMR060C,14,0.438,0.168,0.006
985,177,YJL104W,13,0.406,0.157,0.009
986,177,YHR083W,15,0.469,0.174,0.009
987,177,YAL010C,15,0.469,0.170,0.067
988,178,YGL105W,16,0.421,0.165,0.006
989,178,YIL078W,20,0.526,0.190,0.024
990,178,YPR033C,19,0.500,0.175,0.067
991,178,YPL097W,16,0.421,0.132,0.022
992,178,YHR020W,20,0.526,0.199,0.011
993,178,YGR094W,18,0.474,0.172,0.016
994,178,YOR335C,18,0.474,0.188,0.006
995,178,YBR121C,17,0.447,0.180,0.004
996,178,YDR341C,18,0.474,0.177,0.009
997,178,YNL073W,17,0.447,0.167,0.010
998,178,YOL097C,18,0.474,0.178,0.012
999,178,YER087W,16,0.421,0.142,0.014
1000,179,YNL117W,8,0.571,0.308,0.054
1001,179,YIR031C,8,0.571,0.308,0.054
1002,179,YLR153C,8,0.571,0.327,0.023
1003,179,YBL015W,7,0.500,0.305,0.001
1004,179,YNL071W,7,0.500,0.305,0.001
1005,180,YPL029W,1,1.000,0.707,0.000
1006,180,YOR017W,1,1.000,0.707,0.000
1007,181,YOR257W,1,1.000,0.707,0.000
1008,181,YOL072W,1,1.000,0.707,0.000
1009,182,YHR167W,8,0.667,0.312,0.015
1010,182,YDL084W,10,0.833,0.364,0.053
1011,182,YNL139C,10,0.833,0.364,0.053
1012,182,YPL169C,6,0.500,0.231,0.015
1013,182,YNL253W,6,0.500,0.261,0.000
1014,182,YDR138W,10,0.833,0.364,0.053
1015,182,YDR159W,6,0.500,0.231,0.015
1016,182,YML062C,6,0.500,0.261,0.000
1017,183,YEL037C,0,1.000,1.000,0.000
1018,184,YLR376C,5,0.714,0.370,0.000
1019,184,YHL006C,5,0.714,0.370,0.000
1020,184,YDR078C,5,0.714,0.370,0.000
1021,184,YIL132C,5,0.714,0.370,0.000
1022,185,YAL047C,6,0.857,0.409,0.067
1023,185,YNL126W,5,0.714,0.365,0.012
1024,185,YKL042W,6,0.857,0.395,0.095
1025,185,YHR172W,5,0.714,0.365,0.012
1026,186,YJR084W,1,1.000,0.707,0.000
1027,186,YPR045C,1,1.000,0.707,0.000
1028,187,YLR457C,3,0.750,0.470,0.083
1029,187,YLL003W,3,0.750,0.470,0.083
1030,188,YLR253W,1,0.333,0.408,0.000
1031,188,YHR105W,1,0.333,0.408,0.000
1032,188,YLL040C,1,0.333,0.408,0.000
1033,189,YLR045C,6,0.750,0.418,0.095
1034,189,YCL029C,5,0.625,0.387,0.024
1035,189,YGL216W,4,0.500,0.343,0.000
1036,189,YPR141C,6,0.750,0.404,0.125
1037,190,YKL192C,0,1.000,1.000,0.000
1038,191,YHR109W,1,0.500,0.500,0.000
1039,191,YOR037W,1,0.500,0.500,0.000
1040,192,YJR135W-A,10,0.769,0.307,0.012
1041,192,YDR031W,10,0.769,0.307,0.012
1042,192,YGR181W,10,0.769,0.301,0.014
1043,192,YHR005C-A,10,0.769,0.301,0.014
1044,193,YBR257W,11,1.000,0.303,0.009
1045,193,YHR062C,11,1.000,0.303,0.009
1046,193,YBR167C,11,1.000,0.303,0.009
1047,193,YNL221C,11,1.000,0.303,0.009
1048,193,YGR030C,11,1.000,0.303,0.009
1049,193,YBL018C,11,1.000,0.303,0.009
1050,193,YAL033W,11,1.000,0.303,0.009
1051,194,YGR021W,1,0.500,0.500,0.000
1052,194,YDR270W,1,0.500,0.500,0.000
1053,195,YBR263W,10,0.714,0.298,0.047
1054,195,YAL044C,10,0.714,0.252,0.277
1055,195,YGL125W,9,0.643,0.286,0.014
1056,195,YGR204W,10,0.714,0.301,0.022
1057,195,YBR084W,10,0.714,0.301,0.022
1058,195,YPL023C,9,0.643,0.286,0.014
1059,196,YBR115C,0,1.000,1.000,0.000
1060,197,YDR511W,1,1.000,0.707,0.000
1061,197,YDR493W,1,1.000,0.707,0.000
1062,198,YER061C,5,0.556,0.336,0.030
1063,198,YBR026C,4,0.444,0.295,0.007
1064,198,YKL055C,5,0.556,0.336,0.030
1065,198,YHR067W,4,0.444,0.295,0.007
1066,199,YGL080W,1,0.500,0.500,0.000
1067,199,YOR100C,1,0.500,0.500,0.000
1068,200,YGR277C,6,0.750,0.398,0.018
1069,200,YKL088W,6,0.750,0.398,0.018
1070,200,YIL083C,6,0.750,0.398,0.018
1071,200,YOR054C,5,0.625,0.354,0.000
1072,200,YKR072C,5,0.625,0.354,0.000
1073,201,YPR001W,10,0.667,0.287,0.154
1074,201,YCR005C,8,0.533,0.275,0.006
1075,201,YJL200C,7,0.467,0.257,0.000
1076,201,YNR001C,10,0.667,0.320,0.027
1077,201,YDR148C,7,0.467,0.225,0.027
1078,202,YDL174C,1,1.000,0.707,0.000
1079,202,YML054C,1,1.000,0.707,0.000
1080,203,YLR259C,0,0.000,0.707,0.000
1081,203,YBR044C,0,0.000,0.707,0.000
1082,204,YIL134W,3,1.000,0.500,0.000
1083,204,YDR236C,3,1.000,0.500,0.000
1084,204,YMR178W,3,1.000,0.500,0.000
1085,204,YDL045C,3,1.000,0.500,0.000
1086,205,YNR045W,2,1.000,0.577,0.000
1087,205,YER153C,2,1.000,0.577,0.000
1088,205,YGR222W,2,1.000,0.577,0.000
1089,206,YMR257C,1,1.000,0.707,0.000
1090,206,YMR150C,1,1.000,0.707,0.000
1091,207,YOL114C,1,1.000,0.707,0.000
1092,207,YGL143C,1,1.000,0.707,0.000
1093,208,YFL018C,0,1.000,1.000,0.000
1094,209,YJR058C,8,0.571,0.291,0.008
1095,209,YDR153C,7,0.500,0.263,0.002
1096,209,YKR001C,8,0.571,0.270,0.028
1097,209,YKL135C,7,0.500,0.267,0.004
1098,209,YHR161C,8,0.571,0.264,0.038
1099,210,YCR051W,1,0.500,0.500,0.000
1100,210,YPR169W,1,0.500,0.500,0.000
1101,211,YHR077C,1,1.000,0.707,0.000
1102,211,YDR021W,1,1.000,0.707,0.000
1103,212,YLR271W,1,1.000,0.707,0.000
1104,212,YGR218W,1,1.000,0.707,0.000
1105,213,YBL024W,5,0.625,0.393,0.000
1106,213,YJL125C,5,0.625,0.393,0.000
1107,213,YDL201W,5,0.625,0.393,0.000
1108,213,YML080W,5,0.625,0.393,0.000
1109,213,YOL124C,5,0.625,0.393,0.000
1110,214,YGR072W,2,1.000,0.577,0.000
1111,214,YBR143C,2,1.000,0.577,0.000
1112,214,YDR172W,2,1.000,0.577,0.000
1113,215,YLR249W,0,1.000,1.000,0.000
1114,216,YKL025C,2,0.222,0.281,0.000
1115,216,YGL094C,2,0.222,0.281,0.000
1116,216,YOR359W,2,0.222,0.291,0.000
1117,216,YJL138C,2,0.222,0.281,0.000
1118,216,YPR163C,2,0.222,0.281,0.000
1119,217,YGL178W,1,0.500,0.500,0.000
1120,217,YPR129W,1,0.500,0.500,0.000
1121,218,YDR432W,0,1.000,1.000,0.000
1122,219,YGR162W,2,1.000,0.577,0.000
1123,219,YGL049C,2,1.000,0.577,0.000
1124,219,YNL016W,2,1.000,0.577,0.000
1125,220,YER044C-A,4,0.800,0.440,0.000
1126,220,YHR157W,4,0.800,0.440,0.000
1127,220,YLR329W,4,0.800,0.440,0.000
1128,220,YMR133W,4,0.800,0.440,0.000
1129,221,YPL157W,1,1.000,0.707,0.000
1130,221,YNR004W,1,1.000,0.707,0.000
1131,222,YGR102C,2,0.667,0.523,0.000
1132,222,YMR293C,2,0.667,0.523,0.000
1133,223,YLR125W,2,0.667,0.523,0.000
1134,223,YLR283W,2,0.667,0.523,0.000
1135,224,YGR243W,0,1.000,1.000,0.000
1136,225,YNL123W,3,1.000,0.557,0.167
1137,225,YOR197W,3,1.000,0.557,0.167
1138,226,YKR079C,1,1.000,0.707,0.000
1139,226,YER168C,1,1.000,0.707,0.000
1140,227,YNR074C,0,1.000,1.000,0.000
1141,228,YMR115W,2,0.500,0.473,0.000
1142,228,YCL044C,2,0.500,0.473,0.000
1143,229,YMR111C,1,1.000,0.707,0.000
1144,229,YFR006W,1,1.000,0.707,0.000
1145,230,YGR019W,0,1.000,1.000,0.000
1146,231,YJR104C,0,1.000,1.000,0.000
1147,232,YKL067W,0,1.000,1.000,0.000
1148,233,YLR136C,0,1.000,1.000,0.000
