,cluster,protein,degree,degree_centrality,eigenvector_centrality,betweenness_centrality
1708,429,YPL259C,7,0.583,0.328,0.041
1709,429,YHL019C,6,0.500,0.303,0.023
1710,429,YJR005W,7,0.583,0.346,0.031
1711,429,YLR170C,6,0.500,0.289,0.024
1712,429,YGR261C,7,0.583,0.342,0.028
1713,430,YHR212W-A,2,0.667,0.523,0.000
1714,430,YHR213W,2,0.667,0.523,0.000
1715,431,YGL227W,6,0.857,0.376,0.000
1716,431,YDR255C,6,0.857,0.376,0.000
1717,431,YIL097W,6,0.857,0.376,0.000
1718,431,YBR105C,6,0.857,0.376,0.000
1719,431,YMR135C,6,0.857,0.376,0.000
1720,431,YIL017C,6,0.857,0.376,0.000
1721,432,YDR437W,11,0.500,0.246,0.029
1722,432,YHR188C,12,0.545,0.249,0.048
1723,432,YLL031C,12,0.545,0.264,0.030
1724,432,YDR331W,12,0.545,0.261,0.046
1725,432,YPL076W,9,0.409,0.197,0.015
1726,432,YGR216C,10,0.455,0.218,0.023
1727,433,YMR206W,1,1.000,0.707,0.000
1728,433,YMR081C,1,1.000,0.707,0.000
1729,434,YJL153C,3,1.000,0.500,0.000
1730,434,YOL108C,3,1.000,0.500,0.000
1731,434,YDR123C,3,1.000,0.500,0.000
1732,434,YHL020C,3,1.000,0.500,0.000
1733,435,YOR281C,1,1.000,0.707,0.000
1734,435,YDR183W,1,1.000,0.707,0.000
1735,436,YGR078C,6,0.857,0.411,0.048
1736,436,YJL179W,5,0.714,0.374,0.000
1737,436,YML094W,6,0.857,0.411,0.048
1738,436,YEL003W,5,0.714,0.374,0.000
1739,436,YNL153C,5,0.714,0.374,0.000
1740,437,YMR052W,5,0.833,0.423,0.017
1741,437,YNL127W,5,0.833,0.423,0.017
1742,437,YFR008W,5,0.833,0.423,0.017
1743,438,YML067C,1,1.000,0.707,0.000
1744,438,YAL042W,1,1.000,0.707,0.000
1745,439,YKR099W,0,1.000,1.000,0.000
1746,440,YOL068C,1,1.000,0.707,0.000
1747,440,YOR279C,1,1.000,0.707,0.000
1748,441,YNL022C,2,0.667,0.523,0.000
1749,441,YMR310C,2,0.667,0.523,0.000
1750,442,YFR003C,1,1.000,0.707,0.000
1751,442,YPL179W,1,1.000,0.707,0.000
1752,443,YJL129C,3,1.000,0.557,0.167
1753,443,YML016C,3,1.000,0.557,0.167
1754,444,YFR015C,1,1.000,0.707,0.000
1755,444,YLR177W,1,1.000,0.707,0.000
1756,445,YPL183C,2,0.400,0.366,0.000
1757,445,YPL030W,2,0.400,0.394,0.000
1758,445,YMR259C,2,0.400,0.366,0.000
1759,446,YOL093W,1,1.000,0.707,0.000
1760,446,YLR405W,1,1.000,0.707,0.000
1761,447,YNR046W,1,1.000,0.707,0.000
1762,447,YDR140W,1,1.000,0.707,0.000
1763,448,YLR316C,2,1.000,0.577,0.000
1764,448,YJL035C,2,1.000,0.577,0.000
1765,448,YGL243W,2,1.000,0.577,0.000
1766,449,YJL212C,1,1.000,0.707,0.000
1767,449,YGL114W,1,1.000,0.707,0.000
1768,450,YBR092C,1,0.500,0.500,0.000
1769,450,YDL024C,1,0.500,0.500,0.000
1770,451,YBR093C,3,0.750,0.439,0.000
1771,451,YDR481C,3,0.750,0.439,0.000
1772,451,YAR071W,4,1.000,0.510,0.167
1773,451,YHR215W,4,1.000,0.510,0.167
1774,452,YFL017C,2,0.667,0.523,0.000
1775,452,YEL058W,2,0.667,0.523,0.000
1776,453,YOL095C,1,1.000,0.707,0.000
1777,453,YDR332W,1,1.000,0.707,0.000
1778,454,YDR539W,1,1.000,0.707,0.000
1779,454,YDR538W,1,1.000,0.707,0.000
1780,455,YBL061C,2,1.000,0.577,0.000
1781,455,YBR023C,2,1.000,0.577,0.000
1782,455,YHR142W,2,1.000,0.577,0.000
1783,456,YKR027W,4,1.000,0.447,0.000
1784,456,YLR330W,4,1.000,0.447,0.000
1785,456,YJL099W,4,1.000,0.447,0.000
1786,456,YMR237W,4,1.000,0.447,0.000
1787,456,YOR299W,4,1.000,0.447,0.000
1788,457,YBR078W,1,1.000,0.707,0.000
1789,457,YMR307W,1,1.000,0.707,0.000
1790,458,YLR342W,0,1.000,1.000,0.000
1791,459,YNL233W,0,1.000,1.000,0.000
1792,460,YDR438W,1,1.000,0.707,0.000
1793,460,YPL244C,1,1.000,0.707,0.000
1794,461,YNL063W,0,1.000,1.000,0.000
1795,462,YBR126C,0,1.000,1.000,0.000
1796,463,YLR149C,1,1.000,0.707,0.000
1797,463,YOR238W,1,1.000,0.707,0.000
1798,464,YFR017C,1,1.000,0.707,0.000
1799,464,YNR034W-A,1,1.000,0.707,0.000
1800,465,YKR095W-A,4,0.667,0.350,0.000
1801,465,YJL184W,4,0.667,0.350,0.000
1802,465,YGL169W,4,0.667,0.331,0.022
1803,465,YKR038C,5,0.833,0.408,0.044
1804,466,YOR095C,0,1.000,1.000,0.000
1805,467,YLL061W,1,0.500,0.707,0.000
1806,467,YLL062C,1,0.500,0.707,0.000
1807,468,YJL144W,2,0.667,0.523,0.000
1808,468,YOL032W,2,0.667,0.523,0.000
1809,469,YIL046W,0,1.000,1.000,0.000
1810,470,YDL138W,3,0.750,0.482,0.000
1811,470,YOR047C,3,0.750,0.482,0.000
1812,470,YDL194W,3,0.750,0.482,0.000
1813,471,YER072W,4,0.500,0.362,0.000
1814,471,YPL019C,4,0.500,0.362,0.000
1815,471,YJL012C,4,0.500,0.362,0.000
1816,471,YBR296C,4,0.500,0.242,0.054
1817,472,YDL106C,1,1.000,0.707,0.000
1818,472,YFR034C,1,1.000,0.707,0.000
1819,473,YIL047C,1,1.000,0.707,0.000
1820,473,YGR233C,1,1.000,0.707,0.000
1821,474,YLR102C,12,1.000,0.277,0.000
1822,474,YNL172W,12,1.000,0.277,0.000
1823,474,YFR036W,12,1.000,0.277,0.000
1824,474,YIR025W,12,1.000,0.277,0.000
1825,474,YGL240W,12,1.000,0.277,0.000
1826,474,YLR127C,12,1.000,0.277,0.000
1827,474,YBL084C,12,1.000,0.277,0.000
1828,474,YDR260C,12,1.000,0.277,0.000
1829,474,YDL008W,12,1.000,0.277,0.000
1830,474,YOR249C,12,1.000,0.277,0.000
1831,474,YKL022C,12,1.000,0.277,0.000
1832,474,YDR118W,12,1.000,0.277,0.000
1833,474,YHR166C,12,1.000,0.277,0.000
1834,475,YEL029C,2,0.500,0.412,0.000
1835,475,YBR035C,3,0.750,0.524,0.083
1836,475,YNR027W,2,0.500,0.412,0.000
1837,476,YKR035W-A,15,0.652,0.203,0.061
1838,476,YPR173C,16,0.696,0.218,0.106
1839,476,YCL008C,16,0.696,0.243,0.011
1840,476,YLR417W,16,0.696,0.243,0.011
1841,476,YPL084W,16,0.696,0.228,0.097
1842,476,YNR006W,16,0.696,0.238,0.014
1843,477,YER136W,3,0.750,0.482,0.000
1844,477,YOR370C,3,0.750,0.482,0.000
1845,477,YBR264C,3,0.750,0.482,0.000
1846,478,YLR436C,1,1.000,0.707,0.000
1847,478,YMR304W,1,1.000,0.707,0.000
1848,479,YBR070C,4,0.800,0.440,0.000
1849,479,YNL048W,4,0.800,0.440,0.000
1850,479,YGL047W,4,0.800,0.440,0.000
1851,479,YBR110W,4,0.800,0.440,0.000
1852,480,YBL020W,1,0.167,0.289,0.000
1853,480,YKR061W,1,0.167,0.289,0.000
1854,480,YBR199W,1,0.167,0.289,0.000
1855,480,YNL029C,1,0.167,0.289,0.000
1856,480,YIL085C,1,0.167,0.289,0.000
1857,480,YJL139C,1,0.167,0.289,0.000
1858,481,YIL030C,1,1.000,0.707,0.000
1859,481,YIL029C,1,1.000,0.707,0.000
1860,482,YGL002W,6,0.667,0.375,0.022
1861,482,YGL200C,6,0.667,0.373,0.019
1862,482,YAR002C-A,6,0.667,0.375,0.022
1863,482,YAL007C,6,0.667,0.366,0.035
1864,483,YEL060C,1,0.333,0.500,0.000
1865,483,YJL172W,1,0.333,0.500,0.000
1866,484,YGL203C,2,0.500,0.394,0.000
1867,484,YDR144C,2,0.500,0.394,0.000
1868,484,YOR219C,2,0.500,0.394,0.000
1869,484,YLR120C,2,0.500,0.394,0.000
1870,485,YLR432W,2,1.000,0.577,0.000
1871,485,YAR073W,2,1.000,0.577,0.000
1872,485,YAR075W,2,1.000,0.577,0.000
1873,486,YER099C,6,1.000,0.392,0.013
1874,486,YBL068W,6,1.000,0.392,0.013
1875,486,YKL181W,6,1.000,0.392,0.013
1876,486,YOL061W,6,1.000,0.392,0.013
1877,486,YHL011C,6,1.000,0.392,0.013
1878,487,YGR121C,2,0.667,0.523,0.000
1879,487,YPR138C,2,0.667,0.523,0.000
1880,488,YER163C,3,1.000,0.557,0.167
1881,488,YLR299W,3,1.000,0.557,0.167
1882,489,YCL035C,0,0.000,0.707,0.000
1883,489,YDR513W,0,0.000,0.707,0.000
1884,490,YKL134C,1,1.000,0.707,0.000
1885,490,YER078C,1,1.000,0.707,0.000
1886,491,YGL156W,0,1.000,1.000,0.000
1887,492,YDL095W,7,0.700,0.355,0.010
1888,492,YAL023C,7,0.700,0.355,0.010
1889,492,YOR321W,7,0.700,0.355,0.010
1890,493,YJR092W,2,0.250,0.407,0.000
1891,493,YIL140W,3,0.375,0.537,0.036
1892,493,YCR038C,3,0.375,0.475,0.107
1893,493,YCL014W,3,0.375,0.537,0.036
1894,493,YKL092C,1,0.125,0.180,0.000
1895,494,YGR202C,1,1.000,0.707,0.000
1896,494,YLR133W,1,1.000,0.707,0.000
1897,495,YMR285C,2,0.667,0.523,0.000
1898,495,YLR107W,2,0.667,0.523,0.000
1899,496,YDL184C,1,1.000,0.707,0.000
1900,496,YDL133C-A,1,1.000,0.707,0.000
1901,497,YLR180W,1,0.500,0.500,0.000
1902,497,YHR137W,1,0.500,0.500,0.000
1903,498,YDR040C,4,0.800,0.409,0.033
1904,498,YDR456W,4,0.800,0.409,0.033
1905,499,YKR050W,1,1.000,0.707,0.000
1906,499,YJR054W,1,1.000,0.707,0.000
1907,500,YFR044C,2,1.000,0.577,0.000
1908,500,YBR281C,2,1.000,0.577,0.000
1909,500,YNL191W,2,1.000,0.577,0.000
1910,501,YPR069C,3,0.750,0.482,0.000
1911,501,YOL052C,3,0.750,0.482,0.000
1912,501,YLR146C,3,0.750,0.482,0.000
1913,502,YOL081W,3,0.750,0.425,0.056
1914,502,YER020W,3,0.750,0.425,0.056
1915,502,YAL056W,3,0.750,0.425,0.056
1916,502,YOR371C,3,0.750,0.425,0.056
1917,503,YOR258W,1,0.500,0.500,0.000
1918,503,YHR134W,1,0.500,0.500,0.000
1919,504,YMR070W,1,1.000,0.707,0.000
1920,504,YLR228C,1,1.000,0.707,0.000
1921,505,YBL067C,4,1.000,0.510,0.167
1922,505,YIL156W,3,0.750,0.439,0.000
1923,505,YER098W,4,1.000,0.510,0.167
1924,505,YKR098C,3,0.750,0.439,0.000
1925,506,YBR040W,1,1.000,0.707,0.000
1926,506,YML047C,1,1.000,0.707,0.000
1927,507,YDR414C,2,1.000,0.577,0.000
1928,507,YKR007W,2,1.000,0.577,0.000
1929,507,YCR075C,2,1.000,0.577,0.000
1930,508,YLR124W,1,0.500,0.500,0.000
1931,508,YPL034W,1,0.500,0.500,0.000
1932,509,YER123W,1,1.000,0.707,0.000
1933,509,YPL236C,1,1.000,0.707,0.000
1934,510,YNL161W,1,1.000,0.707,0.000
1935,510,YCL051W,1,1.000,0.707,0.000
1936,511,YKL094W,0,1.000,1.000,0.000
1937,512,YCR068W,0,1.000,1.000,0.000
1938,513,YLR066W,3,1.000,0.500,0.000
1939,513,YIR022W,3,1.000,0.500,0.000
1940,513,YJR010C-A,3,1.000,0.500,0.000
1941,513,YML055W,3,1.000,0.500,0.000
1942,514,YEL075W-A,4,1.000,0.447,0.000
1943,514,YEL077C,4,1.000,0.447,0.000
1944,514,YEL075C,4,1.000,0.447,0.000
1945,514,YEL076C,4,1.000,0.447,0.000
1946,514,YEL074W,4,1.000,0.447,0.000
1947,515,YDL233W,1,0.333,0.408,0.000
1948,515,YOL116W,1,0.333,0.408,0.000
1949,515,YER109C,1,0.333,0.408,0.000
1950,516,YPL049C,5,0.417,0.262,0.004
1951,516,YBR083W,5,0.417,0.244,0.038
1952,516,YDR103W,6,0.500,0.305,0.014
1953,516,YJL157C,6,0.500,0.284,0.046
1954,516,YDL159W,5,0.417,0.267,0.011
1955,517,YOR230W,1,1.000,0.707,0.000
1956,517,YLR437C,1,1.000,0.707,0.000
1957,518,YMR154C,7,0.875,0.379,0.089
1958,518,YGL045W,6,0.750,0.362,0.000
1959,518,YNL294C,6,0.750,0.362,0.000
1960,518,YOR030W,6,0.750,0.362,0.000
1961,518,YMR063W,6,0.750,0.362,0.000
1962,518,YHL027W,7,0.875,0.379,0.089
1963,519,YOR022C,1,1.000,0.707,0.000
1964,519,YDL195W,1,1.000,0.707,0.000
1965,520,YOR220W,1,0.500,0.500,0.000
1966,520,YOR385W,1,0.500,0.500,0.000
1967,521,YKL159C,1,1.000,0.707,0.000
1968,521,YNL027W,1,1.000,0.707,0.000
1969,522,YDL128W,4,0.800,0.445,0.033
1970,522,YNL291C,4,0.800,0.420,0.100
1971,522,YOR087W,4,0.800,0.445,0.033
1972,523,YGL167C,1,1.000,0.707,0.000
1973,523,YGL168W,1,1.000,0.707,0.000
1974,524,YDR459C,3,0.600,0.438,0.025
1975,524,YDR126W,3,0.600,0.438,0.025
1976,525,YDL240W,1,1.000,0.707,0.000
1977,525,YEL031W,1,1.000,0.707,0.000
1978,526,YDR099W,1,1.000,0.707,0.000
1979,526,YER177W,1,1.000,0.707,0.000
1980,527,YGR198W,2,0.500,0.412,0.000
1981,527,YMR212C,3,0.750,0.524,0.083
1982,527,YDR208W,2,0.500,0.412,0.000
1983,528,YLR422W,1,1.000,0.707,0.000
1984,528,YLL007C,1,1.000,0.707,0.000
1985,529,YLR310C,0,1.000,1.000,0.000
1986,530,YER056C,0,1.000,1.000,0.000
1987,531,YLR254C,1,1.000,0.707,0.000
1988,531,YOR269W,1,1.000,0.707,0.000
1989,532,YDR517W,1,1.000,0.707,0.000
1990,532,YDL099W,1,1.000,0.707,0.000
1991,533,YIL177W-A,1,1.000,0.707,0.000
1992,533,YIL177C,1,1.000,0.707,0.000
1993,534,YML133W-A,2,1.000,0.577,0.000
1994,534,YML133C,2,1.000,0.577,0.000
1995,534,YML133W-B,2,1.000,0.577,0.000
1996,535,YKL102C,2,0.667,0.523,0.000
1997,535,YDR521W,2,0.667,0.523,0.000
1998,536,YNL134C,1,0.500,0.500,0.000
1999,536,YDL072C,1,0.500,0.500,0.000
2000,537,YJR056C,5,1.000,0.408,0.000
2001,537,YJL028W,5,1.000,0.408,0.000
2002,537,YJR055W,5,1.000,0.408,0.000
2003,537,YJL161W,5,1.000,0.408,0.000
2004,537,YJL022W,5,1.000,0.408,0.000
2005,537,YJL027C,5,1.000,0.408,0.000
2006,538,YHR195W,1,1.000,0.707,0.000
2007,538,YAR042W,1,1.000,0.707,0.000
2008,539,YDL019C,1,0.200,0.326,0.000
2009,539,YBL091C-A,1,0.200,0.205,0.000
2010,539,YIL090W,1,0.200,0.326,0.000
2011,539,YMR124W,1,0.200,0.326,0.000
2012,540,YMR251W-A,1,0.500,0.500,0.000
2013,540,YBR054W,1,0.500,0.500,0.000
2014,541,YDR150W,1,1.000,0.707,0.000
2015,541,YPR083W,1,1.000,0.707,0.000
2016,542,YNL116W,1,0.500,0.500,0.000
2017,542,YHR115C,1,0.500,0.500,0.000
2018,543,YAL021C,1,1.000,0.707,0.000
2019,543,YNR052C,1,1.000,0.707,0.000
2020,544,YDL234C,3,0.750,0.425,0.056
2021,544,YOR070C,3,0.750,0.425,0.056
2022,544,YGR100W,3,0.750,0.425,0.056
2023,544,YPL249C,3,0.750,0.425,0.056
2024,545,YJL053W,7,0.778,0.346,0.043
2025,545,YOR069W,7,0.778,0.360,0.018
2026,545,YOR132W,7,0.778,0.360,0.018
2027,546,YML072C,1,1.000,0.707,0.000
2028,546,YBR086C,1,1.000,0.707,0.000
2029,547,YDL058W,0,1.000,1.000,0.000
2030,548,YKL179C,2,1.000,0.577,0.000
2031,548,YJR134C,2,1.000,0.577,0.000
2032,548,YOR216C,2,1.000,0.577,0.000
2033,549,YMR079W,0,1.000,1.000,0.000
2034,550,YLR380W,1,1.000,0.707,0.000
2035,550,YJL145W,1,1.000,0.707,0.000
2036,551,YCR094W,4,0.667,0.412,0.022
2037,551,YNL323W,4,0.667,0.412,0.022
2038,552,YMR162C,1,1.000,0.707,0.000
2039,552,YNR048W,1,1.000,0.707,0.000
2040,553,YNL297C,2,0.667,0.523,0.000
2041,553,YDR141C,2,0.667,0.523,0.000
2042,554,YOR107W,1,1.000,0.707,0.000
2043,554,YML104C,1,1.000,0.707,0.000
2044,555,YOR301W,3,1.000,0.557,0.167
2045,555,YLR084C,3,1.000,0.557,0.167
2046,556,YNR067C,6,0.500,0.327,0.000
2047,556,YNL066W,7,0.583,0.363,0.021
2048,556,YHR143W,7,0.583,0.363,0.021
2049,556,YGL028C,7,0.583,0.363,0.021
2050,556,YNL327W,7,0.583,0.363,0.021
2051,556,YER124C,7,0.583,0.363,0.021
2052,557,YDR306C,2,1.000,0.577,0.000
2053,557,YLR097C,2,1.000,0.577,0.000
2054,557,YBR280C,2,1.000,0.577,0.000
2055,558,YIL001W,1,1.000,0.707,0.000
2056,558,YGR003W,1,1.000,0.707,0.000
2057,559,YNL264C,1,1.000,0.707,0.000
2058,559,YPL272C,1,1.000,0.707,0.000
2059,560,YDR310C,0,1.000,1.000,0.000
2060,561,YNL333W,5,1.000,0.408,0.000
2061,561,YMR096W,5,1.000,0.408,0.000
2062,561,YNL334C,5,1.000,0.408,0.000
2063,561,YFL060C,5,1.000,0.408,0.000
2064,561,YMR095C,5,1.000,0.408,0.000
2065,561,YFL059W,5,1.000,0.408,0.000
2066,562,YGL210W,0,1.000,1.000,0.000
2067,563,YLL015W,1,0.500,0.500,0.000
2068,563,YGR154C,1,0.500,0.500,0.000
2069,564,YNL086W,5,1.000,0.408,0.000
2070,564,YGL079W,5,1.000,0.408,0.000
2071,564,YEL005C,5,1.000,0.408,0.000
2072,564,YDR357C,5,1.000,0.408,0.000
2073,564,YLR408C,5,1.000,0.408,0.000
2074,564,YKL061W,5,1.000,0.408,0.000
2075,565,YER046W,1,0.500,0.500,0.000
2076,565,YNL012W,1,0.500,0.500,0.000
2077,566,YLR189C,2,1.000,0.577,0.000
2078,566,YJL036W,2,1.000,0.577,0.000
2079,566,YDL113C,2,1.000,0.577,0.000
2080,567,YCR002C,9,0.818,0.343,0.045
2081,567,YGR059W,7,0.636,0.295,0.007
2082,567,YDR218C,7,0.636,0.295,0.007
2083,567,YDL225W,8,0.727,0.318,0.025
2084,568,YPR028W,4,1.000,0.479,0.056
2085,568,YDR233C,4,1.000,0.479,0.056
2086,568,YOR165W,4,1.000,0.479,0.056
2087,569,YHR076W,2,1.000,0.577,0.000
2088,569,YCR079W,2,1.000,0.577,0.000
2089,569,YOR090C,2,1.000,0.577,0.000
2090,570,YJR036C,1,1.000,0.707,0.000
2091,570,YMR247C,1,1.000,0.707,0.000
2092,571,YPL009C,3,0.750,0.470,0.083
2093,571,YKR023W,3,0.750,0.470,0.083
2094,572,YMR241W,1,1.000,0.707,0.000
2095,572,YDL198C,1,1.000,0.707,0.000
2096,573,YIL015W,6,0.545,0.320,0.039
2097,573,YDR461W,6,0.545,0.329,0.029
2098,573,YGL089C,6,0.545,0.316,0.052
2099,574,YCL056C,1,0.500,0.500,0.000
2100,574,YPL112C,1,0.500,0.500,0.000
2101,575,YPR008W,2,0.667,0.523,0.000
2102,575,YGR138C,2,0.667,0.523,0.000
2103,576,YBR057C,2,0.667,0.523,0.000
2104,576,YNL196C,2,0.667,0.523,0.000
2105,577,YCL027W,0,1.000,1.000,0.000
2106,578,YGR071C,1,0.500,0.500,0.000
2107,578,YLR373C,1,0.500,0.500,0.000
2108,579,YPR104C,2,0.667,0.523,0.000
2109,579,YLR403W,2,0.667,0.523,0.000
2110,580,YFL066C,3,1.000,0.500,0.000
2111,580,YFL065C,3,1.000,0.500,0.000
2112,580,YFL067W,3,1.000,0.500,0.000
2113,580,YFL064C,3,1.000,0.500,0.000
2114,581,YJL073W,1,1.000,0.707,0.000
2115,581,YLR104W,1,1.000,0.707,0.000
2116,582,YLR057W,1,1.000,0.707,0.000
2117,582,YJR131W,1,1.000,0.707,0.000
2118,583,YGR225W,1,1.000,0.707,0.000
2119,583,YHR184W,1,1.000,0.707,0.000
2120,584,YER175C,1,1.000,0.707,0.000
2121,584,YGL117W,1,1.000,0.707,0.000
2122,585,YBR291C,1,0.500,0.500,0.000
2123,585,YJR141W,1,0.500,0.500,0.000
2124,586,YKR077W,1,1.000,0.707,0.000
2125,586,YOR066W,1,1.000,0.707,0.000
2126,587,YMR037C,0,1.000,1.000,0.000
2127,588,YHR009C,1,0.500,0.500,0.000
2128,588,YDL025C,1,0.500,0.500,0.000
2129,589,YGL071W,0,1.000,1.000,0.000
2130,590,YHL040C,2,0.667,0.523,0.000
2131,590,YOR382W,2,0.667,0.523,0.000
2132,591,YCR040W,4,0.800,0.436,0.083
2133,591,YCL067C,4,0.800,0.436,0.083
2134,592,YKL189W,4,1.000,0.447,0.000
2135,592,YOR353C,4,1.000,0.447,0.000
2136,592,YFL034C-B,4,1.000,0.447,0.000
2137,592,YIL129C,4,1.000,0.447,0.000
2138,592,YHR102W,4,1.000,0.447,0.000
2139,593,YMR071C,3,1.000,0.557,0.167
2140,593,YDR100W,3,1.000,0.557,0.167
2141,594,YIR023W,1,0.333,0.408,0.000
2142,594,YBR006W,1,0.333,0.408,0.000
2143,594,YDL210W,1,0.333,0.408,0.000
2144,595,YNR055C,2,0.667,0.500,0.167
2145,595,YIL120W,2,0.667,0.500,0.167
2146,595,YNL065W,2,0.667,0.500,0.167
2147,595,YLL028W,2,0.667,0.500,0.167
2148,596,YML116W,1,1.000,0.707,0.000
2149,596,YBR008C,1,1.000,0.707,0.000
2150,597,YHR048W,1,1.000,0.707,0.000
2151,597,YIL121W,1,1.000,0.707,0.000
2152,598,YDR137W,2,0.286,0.386,0.000
2153,598,YLR039C,2,0.286,0.386,0.000
2154,598,YDR027C,2,0.286,0.282,0.286
2155,599,YLL051C,1,0.333,0.408,0.000
2156,599,YOL152W,1,0.333,0.408,0.000
2157,599,YKL220C,1,0.333,0.408,0.000
2158,600,YMR086W,3,0.333,0.287,0.000
2159,600,YOL100W,3,0.333,0.284,0.000
2160,600,YDR490C,3,0.333,0.284,0.000
2161,601,YLR023C,2,0.500,0.473,0.000
2162,601,YOL101C,2,0.500,0.473,0.000
2163,602,YLR130C,6,0.667,0.340,0.011
2164,602,YOR316C,6,0.667,0.336,0.017
2165,602,YMR243C,6,0.667,0.336,0.017
2166,602,YDR205W,6,0.667,0.311,0.054
2167,603,YLL010C,1,0.500,0.500,0.000
2168,603,YLR019W,1,0.500,0.500,0.000
2169,604,YGL077C,1,1.000,0.707,0.000
2170,604,YDR497C,1,1.000,0.707,0.000
2171,605,YPL092W,1,1.000,0.707,0.000
2172,605,YGL254W,1,1.000,0.707,0.000
2173,606,YNL051W,7,0.778,0.310,0.000
2174,606,YGL223C,7,0.778,0.310,0.000
2175,606,YGR120C,7,0.778,0.310,0.000
2176,606,YPR105C,9,1.000,0.361,0.056
2177,606,YER157W,9,1.000,0.361,0.056
2178,606,YML071C,9,1.000,0.361,0.056
2179,606,YGL005C,7,0.778,0.310,0.000
2180,606,YNL041C,9,1.000,0.361,0.056
2181,607,YBR172C,1,0.500,0.500,0.000
2182,607,YOR338W,1,0.500,0.500,0.000
2183,608,YGL038C,0,1.000,1.000,0.000
2184,609,YJL170C,1,1.000,0.707,0.000
2185,609,YGL032C,1,1.000,0.707,0.000
2186,610,YLL019C,1,1.000,0.707,0.000
2187,610,YMR216C,1,1.000,0.707,0.000
2188,611,YIL014W,2,0.400,0.308,0.000
2189,611,YKL201C,2,0.400,0.355,0.000
2190,611,YGL257C,2,0.400,0.308,0.000
2191,611,YJL186W,2,0.400,0.355,0.000
2192,612,YJR075W,5,1.000,0.428,0.025
2193,612,YDR245W,5,1.000,0.428,0.025
2194,612,YJL183W,5,1.000,0.428,0.025
2195,612,YPL050C,5,1.000,0.428,0.025
2196,613,YPL053C,1,1.000,0.707,0.000
2197,613,YNR059W,1,1.000,0.707,0.000
2198,614,YDR089W,1,1.000,0.707,0.000
2199,614,YFL004W,1,1.000,0.707,0.000
2200,615,YBR056W-A,1,1.000,0.707,0.000
2201,615,YMR316W,1,1.000,0.707,0.000
2202,616,YGR070W,5,0.833,0.369,0.027
2203,616,YGR023W,5,0.833,0.369,0.027
2204,616,YOL105C,5,0.833,0.369,0.027
2205,616,YLR371W,5,0.833,0.369,0.027
2206,616,YNL283C,5,0.833,0.369,0.027
2207,616,YOR008C,5,0.833,0.369,0.027
2208,617,YBR260C,1,1.000,0.707,0.000
2209,617,YFL047W,1,1.000,0.707,0.000
2210,618,YBR168W,1,1.000,0.707,0.000
2211,618,YHR150W,1,1.000,0.707,0.000
2212,619,YGR004W,1,0.500,0.500,0.000
2213,619,YDR479C,1,0.500,0.500,0.000
2214,620,YGL141W,1,0.500,0.500,0.000
2215,620,YDR143C,1,0.500,0.500,0.000
2216,621,YIL039W,1,1.000,0.707,0.000
2217,621,YCR017C,1,1.000,0.707,0.000
2218,622,YNL008C,2,1.000,0.577,0.000
2219,622,YNL159C,2,1.000,0.577,0.000
2220,622,YMR119W,2,1.000,0.577,0.000
2221,623,YDL212W,1,1.000,0.707,0.000
2222,623,YKR039W,1,1.000,0.707,0.000
2223,624,YLL044W,1,1.000,0.707,0.000
2224,624,YLL038C,1,1.000,0.707,0.000
2225,625,YLR080W,1,1.000,0.707,0.000
2226,625,YFL048C,1,1.000,0.707,0.000
2227,626,YNL263C,4,0.800,0.438,0.033
2228,627,YBR187W,1,1.000,0.707,0.000
2229,627,YMR034C,1,1.000,0.707,0.000
2230,628,YJL151C,1,1.000,0.707,0.000
2231,628,YDR525W-A,1,1.000,0.707,0.000
2232,629,YPR109W,1,1.000,0.707,0.000
2233,629,YOL073C,1,1.000,0.707,0.000
2234,630,YGR143W,1,1.000,0.707,0.000
2235,630,YDR072C,1,1.000,0.707,0.000
2236,631,YOL042W,1,1.000,0.707,0.000
2237,631,YML118W,1,1.000,0.707,0.000
2238,632,YDL053C,2,0.400,0.431,0.000
2239,632,YHR121W,2,0.400,0.431,0.000
2240,633,YBR271W,0,1.000,1.000,0.000
2241,634,YBR056W,1,0.500,0.500,0.000
2242,634,YAL008W,1,0.500,0.500,0.000
2243,635,YMR041C,1,0.500,0.500,0.000
2244,635,YBR149W,1,0.500,0.500,0.000
2245,636,YGR250C,1,1.000,0.707,0.000
2246,636,YIR001C,1,1.000,0.707,0.000
2247,637,YLR410W,3,0.500,0.430,0.000
2248,637,YDR315C,3,0.500,0.430,0.000
2249,638,YPR201W,2,1.000,0.577,0.000
2250,638,YPR199C,2,1.000,0.577,0.000
2251,638,YPR200C,2,1.000,0.577,0.000
2252,639,YBR030W,3,1.000,0.500,0.000
2253,639,YDR257C,3,1.000,0.500,0.000
2254,639,YPL208W,3,1.000,0.500,0.000
2255,639,YDR198C,3,1.000,0.500,0.000
2256,640,YOR051C,1,1.000,0.707,0.000
2257,640,YER049W,1,1.000,0.707,0.000
2258,641,YNL078W,2,1.000,0.577,0.000
2259,641,YOL070C,2,1.000,0.577,0.000
2260,641,YPL158C,2,1.000,0.577,0.000
2261,642,YFL057C,2,1.000,0.577,0.000
2262,642,YFL056C,2,1.000,0.577,0.000
2263,642,YDL243C,2,1.000,0.577,0.000
2264,643,YAL004W,1,1.000,0.707,0.000
2265,643,YOR053W,1,1.000,0.707,0.000
