,cluster,protein,degree,eigenvector_centrality,betweenness_centrality,degree_centrality
757,161,YLR095C,5,0.405,0.000,0.833
758,161,YJL065C,5,0.405,0.000,0.833
759,161,YDR121W,6,0.418,0.333,1.000
760,161,YFR013W,5,0.405,0.000,0.833
761,162,YIL066C,5,0.461,0.150,1.000
762,162,YJL026W,5,0.461,0.150,1.000
763,163,YER116C,2,0.577,0.000,1.000
764,163,YDL013W,2,0.577,0.000,1.000
765,163,YFL009W,2,0.577,0.000,1.000
766,164,YAR019C,9,0.361,0.071,0.692
767,164,YML064C,9,0.361,0.071,0.692
768,164,YFR028C,12,0.402,0.315,0.923
769,164,YGR092W,8,0.344,0.021,0.615
770,165,YMR001C,1,0.707,0.000,1.000
771,165,YGR098C,1,0.707,0.000,1.000
772,166,YPL209C,4,0.510,0.167,1.000
773,166,YJR089W,4,0.510,0.167,1.000
774,167,YDR254W,25,0.299,0.157,0.735
775,167,YBR107C,23,0.282,0.131,0.676
776,167,YDR318W,15,0.226,0.008,0.441
777,167,YIR010W,25,0.282,0.178,0.735
778,167,YLR381W,16,0.229,0.025,0.471
779,167,YGR179C,15,0.222,0.014,0.441
780,167,YPL018W,16,0.232,0.019,0.471
781,167,YBR211C,18,0.243,0.031,0.529
782,167,YKL049C,17,0.236,0.025,0.500
783,168,YOR074C,0,1.000,0.000,1.000
784,169,YLR442C,1,0.707,0.000,0.500
785,169,YDL042C,1,0.707,0.000,0.500
786,170,YMR110C,0,0.408,0.000,0.000
787,170,YPL061W,0,0.408,0.000,0.000
788,170,YOR374W,0,0.408,0.000,0.000
789,170,YER073W,0,0.408,0.000,0.000
790,170,YMR169C,0,0.408,0.000,0.000
791,170,YMR170C,0,0.408,0.000,0.000
792,171,YOL059W,4,0.468,0.033,0.800
793,171,YDL022W,4,0.468,0.033,0.800
794,171,YIL155C,5,0.496,0.433,1.000
795,172,YJL102W,1,0.707,0.000,1.000
796,172,YOR187W,1,0.707,0.000,1.000
797,173,YBR221C,4,0.539,0.250,0.800
798,173,YER178W,4,0.499,0.450,0.800
799,174,YGR101W,3,0.707,1.000,1.000
800,175,YGR231C,2,0.577,0.000,1.000
801,175,YIL114C,2,0.577,0.000,1.000
802,175,YGR132C,2,0.577,0.000,1.000
803,176,YJR077C,0,1.000,0.000,1.000
804,177,YJL143W,16,0.198,0.017,0.500
805,177,YNL131W,25,0.288,0.081,0.781
806,177,YIL022W,16,0.198,0.017,0.500
807,177,YNR017W,18,0.205,0.044,0.562
808,177,YGR082W,20,0.245,0.034,0.625
809,177,YJL054W,20,0.236,0.041,0.625
810,177,YNL070W,20,0.245,0.039,0.625
811,177,YNL121C,23,0.262,0.066,0.719
812,177,YMR203W,28,0.299,0.167,0.875
813,177,YPL063W,18,0.211,0.046,0.562
814,178,YGR264C,23,0.221,0.021,0.605
815,178,YLR382C,25,0.206,0.044,0.658
816,178,YGR185C,29,0.254,0.053,0.763
817,178,YHR020W,20,0.199,0.011,0.526
818,178,YDR037W,26,0.236,0.035,0.684
819,178,YGL245W,24,0.232,0.019,0.632
820,178,YPL160W,29,0.257,0.047,0.763
821,178,YOR168W,28,0.245,0.093,0.737
822,178,YDR023W,21,0.197,0.030,0.553
823,178,YBL076C,26,0.232,0.049,0.684
824,179,YDL131W,10,0.356,0.133,0.714
825,179,YLR153C,8,0.327,0.023,0.571
826,179,YDL182W,11,0.369,0.224,0.786
827,179,YAL054C,9,0.344,0.055,0.643
828,180,YPL029W,1,0.707,0.000,1.000
829,180,YOR017W,1,0.707,0.000,1.000
830,181,YOR257W,1,0.707,0.000,1.000
831,181,YOL072W,1,0.707,0.000,1.000
832,182,YDL084W,10,0.364,0.053,0.833
833,182,YNL139C,10,0.364,0.053,0.833
834,182,YDR381W,12,0.382,0.311,1.000
835,182,YDR138W,10,0.364,0.053,0.833
836,183,YEL037C,0,1.000,0.000,1.000
837,184,YER162C,7,0.432,0.190,1.000
838,184,YGR258C,7,0.432,0.190,1.000
839,185,YAL047C,6,0.409,0.067,0.857
840,185,YDR356W,7,0.443,0.179,1.000
841,186,YJR084W,1,0.707,0.000,1.000
842,186,YPR045C,1,0.707,0.000,1.000
843,187,YPL255W,4,0.559,0.333,1.000
844,187,YLR457C,3,0.470,0.083,0.750
845,187,YLL003W,3,0.470,0.083,0.750
846,188,YOR228C,3,0.707,1.000,1.000
847,189,YLR045C,6,0.418,0.095,0.750
848,189,YER016W,8,0.479,0.363,1.000
849,189,YPR141C,6,0.404,0.125,0.750
850,190,YKL192C,0,1.000,0.000,1.000
851,191,YAL039C,2,0.707,1.000,1.000
852,192,YJR135W-A,10,0.307,0.012,0.769
853,192,YEL020W-A,11,0.322,0.034,0.846
854,192,YDR031W,10,0.307,0.012,0.769
855,192,YGR029W,11,0.322,0.034,0.846
856,192,YKL195W,12,0.325,0.188,0.923
857,193,YBR257W,11,0.303,0.009,1.000
858,193,YHR062C,11,0.303,0.009,1.000
859,193,YBR167C,11,0.303,0.009,1.000
860,193,YNL221C,11,0.303,0.009,1.000
861,193,YGR030C,11,0.303,0.009,1.000
862,193,YBL018C,11,0.303,0.009,1.000
863,193,YAL033W,11,0.303,0.009,1.000
864,194,YNL259C,2,0.707,1.000,1.000
865,195,YLR058C,11,0.318,0.060,0.786
866,195,YGR204W,10,0.301,0.022,0.714
867,195,YKR080W,11,0.328,0.039,0.786
868,195,YBR084W,10,0.301,0.022,0.714
869,195,YDR019C,11,0.329,0.048,0.786
870,196,YBR115C,0,1.000,0.000,1.000
871,197,YDR511W,1,0.707,0.000,1.000
872,197,YDR493W,1,0.707,0.000,1.000
873,198,YPL231W,9,0.480,0.329,1.000
874,198,YER061C,5,0.336,0.030,0.556
875,198,YKL055C,5,0.336,0.030,0.556
876,198,YKL182W,8,0.445,0.208,0.889
877,199,YHR162W,2,0.707,1.000,1.000
878,200,YGR277C,6,0.398,0.018,0.750
879,200,YKL088W,6,0.398,0.018,0.750
880,200,YIL083C,6,0.398,0.018,0.750
881,200,YDR196C,8,0.421,0.482,1.000
882,201,YLR304C,13,0.360,0.156,0.867
883,201,YIL125W,13,0.359,0.168,0.867
884,201,YOR136W,11,0.334,0.049,0.733
885,201,YNL037C,11,0.334,0.049,0.733
886,202,YDL174C,1,0.707,0.000,1.000
887,202,YML054C,1,0.707,0.000,1.000
888,203,YLR259C,0,0.707,0.000,0.000
889,203,YBR044C,0,0.707,0.000,0.000
890,204,YIL134W,3,0.500,0.000,1.000
891,204,YDR236C,3,0.500,0.000,1.000
892,204,YMR178W,3,0.500,0.000,1.000
893,204,YDL045C,3,0.500,0.000,1.000
894,205,YNR045W,2,0.577,0.000,1.000
895,205,YER153C,2,0.577,0.000,1.000
896,205,YGR222W,2,0.577,0.000,1.000
897,206,YMR257C,1,0.707,0.000,1.000
898,206,YMR150C,1,0.707,0.000,1.000
899,207,YOL114C,1,0.707,0.000,1.000
900,207,YGL143C,1,0.707,0.000,1.000
901,208,YFL018C,0,1.000,0.000,1.000
902,209,YOL062C,11,0.353,0.064,0.786
903,209,YGR167W,10,0.341,0.027,0.714
904,209,YBL037W,14,0.379,0.344,1.000
905,209,YGL206C,10,0.341,0.027,0.714
906,210,YCR047C,2,0.707,1.000,1.000
907,211,YHR077C,1,0.707,0.000,1.000
908,211,YDR021W,1,0.707,0.000,1.000
909,212,YLR271W,1,0.707,0.000,1.000
910,212,YGR218W,1,0.707,0.000,1.000
911,213,YBL024W,5,0.393,0.000,0.625
912,213,YJL125C,5,0.393,0.000,0.625
913,213,YDL201W,5,0.393,0.000,0.625
914,213,YML080W,5,0.393,0.000,0.625
915,213,YDR120C,8,0.443,0.607,1.000
916,213,YOL124C,5,0.393,0.000,0.625
917,214,YGR072W,2,0.577,0.000,1.000
918,214,YBR143C,2,0.577,0.000,1.000
919,214,YDR172W,2,0.577,0.000,1.000
920,215,YLR249W,0,1.000,0.000,1.000
921,216,YER165W,8,0.644,0.861,0.889
922,216,YOR359W,2,0.291,0.000,0.222
923,216,YLL013C,3,0.313,0.222,0.333
924,217,YDL160C,2,0.707,1.000,1.000
925,218,YDR432W,0,1.000,0.000,1.000
926,219,YGR162W,2,0.577,0.000,1.000
927,219,YGL049C,2,0.577,0.000,1.000
928,219,YNL016W,2,0.577,0.000,1.000
929,220,YER044C-A,4,0.440,0.000,0.800
930,220,YHR157W,4,0.440,0.000,0.800
931,220,YLR329W,4,0.440,0.000,0.800
932,220,YMR133W,4,0.440,0.000,0.800
933,220,YJR021C,5,0.462,0.400,1.000
934,221,YPL157W,1,0.707,0.000,1.000
935,221,YNR004W,1,0.707,0.000,1.000
936,222,YBL080C,3,0.612,0.667,1.000
937,223,YLR281C,3,0.612,0.667,1.000
938,224,YGR243W,0,1.000,0.000,1.000
939,225,YNL123W,3,0.557,0.167,1.000
940,225,YOR197W,3,0.557,0.167,1.000
941,226,YKR079C,1,0.707,0.000,1.000
942,226,YER168C,1,0.707,0.000,1.000
943,227,YNR074C,0,1.000,0.000,1.000
944,228,YPR024W,4,0.636,0.833,1.000
945,228,YMR115W,2,0.473,0.000,0.500
946,228,YCL044C,2,0.473,0.000,0.500
947,229,YMR111C,1,0.707,0.000,1.000
948,229,YFR006W,1,0.707,0.000,1.000
949,230,YGR019W,0,1.000,0.000,1.000
950,231,YJR104C,0,1.000,0.000,1.000
951,232,YKL067W,0,1.000,0.000,1.000
952,233,YLR136C,0,1.000,0.000,1.000
953,234,YJR095W,1,0.707,0.000,1.000
954,234,YLR174W,1,0.707,0.000,1.000
955,235,YLR355C,5,0.448,0.067,1.000
956,235,YJR148W,5,0.448,0.067,1.000
957,235,YJR016C,5,0.448,0.067,1.000
958,236,YGR194C,4,0.479,0.056,1.000
959,236,YLR354C,4,0.479,0.056,1.000
960,236,YLR070C,4,0.479,0.056,1.000
961,237,YDL130W-A,2,0.500,0.500,0.500
962,237,YGR008C,3,0.653,0.833,0.750
963,238,YDR256C,2,0.577,0.000,1.000
964,238,YKL026C,2,0.577,0.000,1.000
965,238,YGR088W,2,0.577,0.000,1.000
966,239,YHR106W,9,0.336,0.048,0.750
967,239,YGR209C,10,0.366,0.078,0.833
968,239,YPL091W,9,0.327,0.073,0.750
969,239,YML028W,9,0.324,0.083,0.750
970,240,YLR191W,22,0.289,0.152,0.957
971,240,YGL153W,19,0.270,0.058,0.826
972,240,YNL329C,16,0.254,0.015,0.696
973,240,YOL147C,18,0.256,0.059,0.783
974,240,YDR265W,16,0.254,0.015,0.696
975,240,YMR026C,17,0.257,0.030,0.739
976,240,YDL065C,18,0.267,0.050,0.783
977,241,YNL202W,10,0.399,0.156,1.000
978,241,YKR009C,9,0.375,0.082,0.900
979,241,YGL205W,9,0.375,0.082,0.900
980,242,YJR078W,5,0.431,0.044,0.833
981,242,YLR231C,5,0.431,0.044,0.833
982,242,YBL098W,6,0.462,0.244,1.000
983,243,YHR008C,2,0.577,0.000,1.000
984,243,YHR050W,2,0.577,0.000,1.000
985,243,YGR257C,2,0.577,0.000,1.000
986,244,YOL067C,3,0.500,0.000,1.000
987,244,YBL103C,3,0.500,0.000,1.000
988,244,YNL076W,3,0.500,0.000,1.000
989,244,YGL252C,3,0.500,0.000,1.000
990,245,YJL101C,0,1.000,0.000,1.000
991,246,YAR015W,0,1.000,0.000,1.000
992,247,YBR068C,1,0.707,0.000,1.000
993,247,YCL018W,1,0.707,0.000,1.000
994,248,YBR185C,0,1.000,0.000,1.000
995,249,YER017C,1,0.707,0.000,1.000
996,249,YMR089C,1,0.707,0.000,1.000
997,250,YOR020C,0,1.000,0.000,1.000
998,251,YBR112C,3,0.565,0.500,0.750
999,251,YCR084C,3,0.565,0.500,0.750
1000,252,YHR072W-A,2,0.707,1.000,1.000
1001,253,YOR211C,4,0.510,0.167,1.000
1002,253,YLL001W,4,0.510,0.167,1.000
1003,254,YMR176W,3,0.707,1.000,1.000
1004,255,YJR133W,2,0.577,0.000,1.000
1005,255,YNL141W,2,0.577,0.000,1.000
1006,255,YDL238C,2,0.577,0.000,1.000
1007,256,YJR047C,1,0.707,0.000,1.000
1008,256,YHR068W,1,0.707,0.000,1.000
1009,257,YOR009W,3,0.612,0.667,1.000
1010,258,YOL022C,1,0.707,0.000,1.000
1011,258,YJR070C,1,0.707,0.000,1.000
1012,259,YGL196W,2,0.707,1.000,1.000
1013,260,YOR251C,1,0.707,0.000,1.000
1014,260,YOR285W,1,0.707,0.000,1.000
1015,261,YKL053C-A,3,0.612,0.667,1.000
1016,262,YGR235C,5,0.408,0.000,1.000
1017,262,YFR011C,5,0.408,0.000,1.000
1018,262,YKR016W,5,0.408,0.000,1.000
1019,262,YNL100W,5,0.408,0.000,1.000
1020,262,YCL057C-A,5,0.408,0.000,1.000
1021,262,YBR262C,5,0.408,0.000,1.000
1022,263,YKR071C,0,1.000,0.000,1.000
1023,264,YJL130C,0,1.000,0.000,1.000
1024,265,YDL171C,1,0.707,0.000,1.000
1025,265,YPR035W,1,0.707,0.000,1.000
1026,266,YOL058W,0,1.000,0.000,1.000
1027,267,YJR109C,2,0.577,0.000,1.000
1028,267,YOR302W,2,0.577,0.000,1.000
1029,267,YOR303W,2,0.577,0.000,1.000
1030,268,YJR103W,1,0.707,0.000,1.000
1031,268,YMR217W,1,0.707,0.000,1.000
1032,269,YLR160C,1,0.354,0.000,0.250
1033,269,YLR158C,1,0.354,0.000,0.250
1034,269,YLR157C,1,0.354,0.000,0.250
1035,269,YLR156W,4,0.707,1.000,1.000
1036,269,YLR155C,1,0.354,0.000,0.250
1037,270,YML035C,12,0.336,0.123,0.800
1038,270,YDR441C,11,0.316,0.046,0.733
1039,270,YLR359W,12,0.329,0.089,0.800
1040,270,YML022W,11,0.316,0.046,0.733
1041,271,YMR085W,1,0.707,0.000,0.500
1042,271,YMR084W,1,0.707,0.000,0.500
1043,272,YGL062W,2,0.707,1.000,1.000
1044,273,YGR087C,4,0.454,0.089,0.400
1045,273,YLR134W,4,0.454,0.089,0.400
1046,273,YLR044C,4,0.454,0.089,0.400
1047,274,YHR096C,9,0.374,0.053,0.818
1048,274,YGR043C,11,0.399,0.253,1.000
1049,274,YBR117C,9,0.365,0.088,0.818
1050,275,YGL037C,0,1.000,0.000,1.000
1051,276,YMR020W,0,1.000,0.000,1.000
1052,277,YML042W,2,0.577,0.000,1.000
1053,277,YER024W,2,0.577,0.000,1.000
1054,277,YAR035W,2,0.577,0.000,1.000
1055,278,YOR208W,5,0.313,0.018,0.278
1056,278,YER075C,4,0.288,0.000,0.222
1057,278,YJL128C,8,0.387,0.219,0.444
1058,278,YDL006W,5,0.309,0.040,0.278
1059,278,YLR113W,14,0.527,0.705,0.778
1060,279,YGR256W,6,0.441,0.063,1.000
1061,279,YHR183W,6,0.441,0.063,1.000
1062,280,YHR042W,2,0.707,1.000,1.000
1063,281,YDL192W,17,0.384,0.439,1.000
1064,281,YDL145C,10,0.305,0.023,0.588
1065,281,YNL287W,11,0.331,0.029,0.647
1066,281,YDR238C,11,0.329,0.037,0.647
1067,281,YGL137W,9,0.289,0.011,0.529
1068,282,YGR207C,2,0.577,0.000,1.000
1069,282,YOR356W,2,0.577,0.000,1.000
1070,282,YPR004C,2,0.577,0.000,1.000
1071,283,YBR245C,2,0.707,1.000,1.000
1072,284,YKR048C,1,0.707,0.000,1.000
1073,284,YER030W,1,0.707,0.000,1.000
1074,285,YPL016W,1,0.707,0.000,1.000
1075,285,YER161C,1,0.707,0.000,1.000
1076,286,YGL208W,6,0.327,0.000,0.353
1077,286,YER129W,7,0.350,0.010,0.412
1078,286,YGL115W,7,0.345,0.018,0.412
1079,286,YDR477W,17,0.460,0.800,1.000
1080,286,YGL179C,7,0.350,0.010,0.412
1081,286,YDR422C,6,0.327,0.000,0.353
1082,286,YER027C,6,0.327,0.000,0.353
1083,287,YIR038C,3,0.384,0.250,0.375
1084,287,YLL048C,3,0.384,0.250,0.375
1085,287,YNL229C,6,0.618,0.750,0.750
1086,288,YFR021W,13,0.308,0.026,0.619
1087,288,YBR097W,16,0.334,0.083,0.762
1088,288,YFR019W,10,0.261,0.004,0.476
1089,288,YPL120W,20,0.359,0.276,0.952
