,cluster,protein,degree,eigenvector_centrality,betweenness_centrality,degree_centrality
174,23,YLR340W,151,0.084,0.003,0.938
175,23,YML026C,153,0.085,0.002,0.950
176,23,YML024W,153,0.085,0.002,0.950
177,23,YLR441C,154,0.085,0.002,0.957
178,23,YOL040C,155,0.085,0.002,0.963
179,23,YDR447C,152,0.085,0.002,0.944
180,23,YGR214W,152,0.085,0.002,0.944
181,23,YOR369C,152,0.085,0.002,0.944
182,23,YPR132W,150,0.084,0.001,0.932
183,23,YJR145C,153,0.085,0.002,0.950
184,23,YBL072C,153,0.085,0.002,0.950
185,23,YMR143W,152,0.085,0.002,0.944
186,23,YPL090C,152,0.085,0.002,0.944
187,23,YMR116C,156,0.086,0.004,0.969
188,23,YJL190C,154,0.085,0.002,0.957
189,23,YDL083C,152,0.085,0.002,0.944
190,23,YOR293W,151,0.085,0.001,0.938
191,23,YHL015W,155,0.085,0.002,0.963
192,23,YJL191W,150,0.084,0.001,0.932
193,24,YDR061W,2,0.707,1.000,1.000
194,25,YBR118W,1,0.707,0.000,1.000
195,25,YGR211W,1,0.707,0.000,1.000
196,26,YJR113C,70,0.131,0.006,0.854
197,26,YKL003C,75,0.137,0.009,0.915
198,26,YEL050C,70,0.131,0.006,0.854
199,26,YPL013C,75,0.137,0.010,0.915
200,26,YCR003W,68,0.129,0.004,0.829
201,26,YPR166C,72,0.135,0.006,0.878
202,26,YNL306W,69,0.131,0.005,0.841
203,26,YNR037C,71,0.132,0.007,0.866
204,26,YJL063C,71,0.132,0.006,0.866
205,26,YCR046C,70,0.130,0.007,0.854
206,26,YBL038W,70,0.131,0.007,0.854
207,26,YBR146W,74,0.136,0.008,0.902
208,26,YER050C,70,0.132,0.005,0.854
209,26,YGL129C,73,0.135,0.008,0.890
210,26,YBR251W,75,0.136,0.033,0.915
211,26,YDR337W,74,0.136,0.008,0.902
212,26,YNL005C,70,0.130,0.006,0.854
213,26,YMR158W,72,0.133,0.008,0.878
214,26,YGR220C,71,0.132,0.016,0.866
215,26,YNL284C,67,0.129,0.003,0.817
216,26,YOR150W,69,0.131,0.004,0.841
217,27,YER025W,3,0.500,0.000,1.000
218,27,YPR041W,3,0.500,0.000,1.000
219,27,YJR007W,3,0.500,0.000,1.000
220,27,YPL237W,3,0.500,0.000,1.000
221,28,YLR167W,3,0.491,0.050,0.600
222,28,YLL039C,5,0.604,0.750,1.000
223,29,YJR064W,0,1.000,0.000,1.000
224,30,YPR080W,0,1.000,0.000,1.000
225,31,YJL111W,6,0.378,0.000,1.000
226,31,YDL143W,6,0.378,0.000,1.000
227,31,YJL014W,6,0.378,0.000,1.000
228,31,YJL008C,6,0.378,0.000,1.000
229,31,YIL142W,6,0.378,0.000,1.000
230,31,YDR188W,6,0.378,0.000,1.000
231,31,YDR212W,6,0.378,0.000,1.000
232,32,YLR038C,32,0.181,0.033,0.667
233,32,YBL045C,35,0.192,0.026,0.729
234,32,Q0105,37,0.195,0.050,0.771
235,32,Q0250,34,0.182,0.032,0.708
236,32,YPR191W,38,0.203,0.029,0.792
237,32,YJL166W,37,0.201,0.036,0.771
238,32,YOR065W,38,0.201,0.048,0.792
239,32,YGR183C,35,0.198,0.013,0.729
240,32,YGL187C,34,0.190,0.017,0.708
241,32,YHR051W,35,0.183,0.047,0.729
242,32,YDR529C,36,0.199,0.019,0.750
243,32,YEL024W,37,0.201,0.023,0.771
244,32,YFR033C,35,0.197,0.015,0.729
245,33,YPL172C,5,0.558,0.500,0.833
246,33,YER141W,4,0.515,0.167,0.667
247,34,YLR067C,0,1.000,0.000,1.000
248,35,YML129C,4,0.440,0.000,0.800
249,35,YLR203C,4,0.440,0.000,0.800
250,35,YGR112W,5,0.462,0.400,1.000
251,36,Q0115,3,0.557,0.167,1.000
252,36,Q0075,3,0.557,0.167,1.000
253,37,YBL099W,28,0.223,0.052,0.903
254,37,YJR121W,29,0.227,0.061,0.935
255,37,YDR298C,27,0.222,0.022,0.871
256,37,YDL004W,27,0.219,0.026,0.871
257,37,YPL271W,27,0.218,0.026,0.871
258,37,YKL016C,27,0.222,0.022,0.871
259,37,YPL078C,27,0.218,0.027,0.871
260,37,YBR039W,26,0.215,0.019,0.839
261,38,Q0055,1,0.707,0.000,1.000
262,38,Q0110,1,0.707,0.000,1.000
263,39,YLL018C-A,3,0.557,0.167,1.000
264,39,YLL009C,3,0.557,0.167,1.000
265,40,YDL069C,1,0.707,0.000,1.000
266,40,YDR197W,1,0.707,0.000,1.000
267,41,YPL215W,2,0.707,1.000,1.000
268,42,YGR062C,2,0.577,0.000,1.000
269,42,YDL107W,2,0.577,0.000,1.000
270,42,YOR266W,2,0.577,0.000,1.000
271,43,YEL059C-A,1,0.707,0.000,1.000
272,43,YDR231C,1,0.707,0.000,1.000
273,44,YDR296W,1,0.707,0.000,1.000
274,44,YKL011C,1,0.707,0.000,1.000
275,45,YBR010W,28,0.331,0.234,0.933
276,45,YJL115W,21,0.282,0.090,0.700
277,45,YDR224C,14,0.217,0.012,0.467
278,45,YDR225W,13,0.206,0.009,0.433
279,45,YNL031C,26,0.318,0.167,0.867
280,45,YEL056W,13,0.214,0.008,0.433
281,45,YBR009C,23,0.308,0.082,0.767
282,45,YNL030W,15,0.221,0.019,0.500
283,46,YBR166C,0,1.000,0.000,1.000
284,47,YMR033W,23,0.257,0.062,1.000
285,47,YGR275W,23,0.257,0.062,1.000
286,47,YLR357W,20,0.243,0.018,0.870
287,47,YGR056W,20,0.243,0.018,0.870
288,47,YPR034W,23,0.257,0.062,1.000
289,47,YCR052W,19,0.235,0.013,0.826
290,48,YCR053W,4,0.447,0.000,1.000
291,48,YER052C,4,0.447,0.000,1.000
292,48,YDR158W,4,0.447,0.000,1.000
293,48,YJR139C,4,0.447,0.000,1.000
294,48,YHR025W,4,0.447,0.000,1.000
295,49,YAL043C,18,0.240,0.007,0.545
296,49,YKL059C,18,0.240,0.007,0.545
297,49,YGL044C,18,0.240,0.007,0.545
298,49,YDR228C,18,0.240,0.007,0.545
299,49,YLR115W,18,0.240,0.007,0.545
300,49,YLR277C,18,0.240,0.007,0.545
301,49,YDR301W,18,0.240,0.007,0.545
302,49,YPR107C,18,0.240,0.007,0.545
303,49,YER133W,31,0.236,0.596,0.939
304,50,YPL138C,6,0.378,0.000,1.000
305,50,YBR175W,6,0.378,0.000,1.000
306,50,YLR015W,6,0.378,0.000,1.000
307,50,YHR119W,6,0.378,0.000,1.000
308,50,YDR469W,6,0.378,0.000,1.000
309,50,YBR258C,6,0.378,0.000,1.000
310,50,YAR003W,6,0.378,0.000,1.000
311,51,YFL013C,19,0.184,0.001,0.260
312,51,YOR189W,19,0.183,0.001,0.260
313,51,YFL039C,64,0.334,0.593,0.877
314,51,YGL150C,21,0.194,0.003,0.288
315,51,YNL107W,28,0.238,0.013,0.384
316,51,YNL059C,17,0.159,0.002,0.233
317,51,YBR231C,16,0.168,0.000,0.219
318,51,YLR385C,16,0.168,0.000,0.219
319,51,YDR485C,20,0.194,0.002,0.274
320,51,YLR399C,17,0.175,0.000,0.233
321,51,YLR052W,20,0.192,0.001,0.274
322,51,YLR085C,17,0.172,0.001,0.233
323,51,YPR023C,16,0.131,0.001,0.219
324,51,YDL002C,19,0.184,0.001,0.260
325,51,YML041C,17,0.175,0.000,0.233
326,51,YDR334W,22,0.206,0.005,0.301
327,51,YGR002C,26,0.224,0.010,0.356
328,51,YAL011W,14,0.149,0.000,0.192
329,51,YJL081C,30,0.248,0.018,0.411
330,52,YMR213W,61,0.127,0.020,0.656
331,52,YFL017W-A,80,0.159,0.021,0.860
332,52,YER172C,73,0.148,0.019,0.785
333,52,YOR319W,64,0.135,0.009,0.688
334,52,YMR240C,69,0.144,0.011,0.742
335,52,YPL213W,78,0.158,0.018,0.839
336,52,YPR094W,61,0.131,0.007,0.656
337,52,YPR182W,79,0.159,0.019,0.849
338,52,YDR416W,61,0.130,0.009,0.656
339,52,YDL043C,71,0.148,0.012,0.763
340,52,YLR275W,79,0.159,0.019,0.849
341,52,YGR074W,71,0.145,0.034,0.763
342,52,YLR117C,69,0.141,0.016,0.742
343,52,YHR165C,74,0.149,0.021,0.796
344,52,YDL030W,62,0.133,0.007,0.667
345,52,YOR308C,64,0.129,0.014,0.688
346,52,YJL203W,66,0.138,0.010,0.710
347,52,YKL173W,78,0.155,0.027,0.839
348,52,YLR147C,79,0.159,0.019,0.849
349,52,YML049C,69,0.144,0.011,0.742
350,52,YMR288W,74,0.151,0.015,0.796
351,52,YOR159C,76,0.154,0.018,0.817
352,52,YIR009W,65,0.137,0.009,0.699
353,52,YER029C,77,0.154,0.021,0.828
354,53,YOR184W,1,0.707,0.000,1.000
355,53,YGR208W,1,0.707,0.000,1.000
356,54,YPL178W,2,0.707,1.000,1.000
357,55,YGL163C,28,0.202,0.015,0.491
358,55,YKL113C,26,0.188,0.014,0.456
359,55,YHR164C,25,0.175,0.027,0.439
360,55,YDR004W,23,0.174,0.009,0.404
361,55,YBR136W,33,0.220,0.034,0.579
362,55,YMR190C,44,0.261,0.123,0.772
363,55,YAR007C,28,0.187,0.059,0.491
364,55,YER095W,42,0.258,0.103,0.737
365,55,YPL022W,30,0.193,0.063,0.526
366,55,YPL153C,25,0.169,0.017,0.439
367,55,YJL092W,29,0.193,0.030,0.509
368,55,YML032C,38,0.248,0.048,0.667
369,55,YDR386W,33,0.210,0.053,0.579
370,55,YOR033C,32,0.217,0.060,0.561
371,55,YDR217C,26,0.174,0.037,0.456
372,56,YMR061W,1,0.707,0.000,1.000
373,56,YBL051C,1,0.707,0.000,1.000
374,57,YOR048C,2,0.707,1.000,1.000
375,58,YJL168C,0,1.000,0.000,1.000
376,59,YLR438W,6,0.415,0.067,1.000
377,59,YOR323C,6,0.415,0.067,1.000
378,59,YHR037W,6,0.415,0.067,1.000
379,60,YER125W,17,0.590,0.843,0.944
380,60,YKR021W,3,0.242,0.000,0.167
381,60,YMR275C,3,0.249,0.000,0.167
382,60,YJL084C,4,0.277,0.010,0.222
383,60,YOR322C,8,0.405,0.154,0.444
384,60,YOR018W,3,0.242,0.000,0.167
385,61,YGL058W,3,0.612,0.667,1.000
386,62,YBR058C,4,0.474,0.095,0.571
387,62,YOR124C,6,0.542,0.619,0.857
388,63,YJL002C,10,0.319,0.010,0.909
389,63,YOR103C,10,0.319,0.010,0.909
390,63,YDL232W,10,0.319,0.010,0.909
391,63,YEL002C,10,0.319,0.010,0.909
392,63,YLR378C,11,0.323,0.192,1.000
393,63,YGL022W,10,0.319,0.010,0.909
394,64,YOR265W,8,0.361,0.039,0.800
395,64,YFL037W,9,0.368,0.162,0.900
396,64,YOR349W,8,0.361,0.039,0.800
397,65,YOR262W,1,0.707,0.000,1.000
398,65,YDR527W,1,0.707,0.000,1.000
399,66,YKL008C,12,0.343,0.117,0.923
400,66,YLR260W,10,0.318,0.042,0.769
401,66,YHL003C,12,0.343,0.117,0.923
402,66,YDR297W,11,0.330,0.078,0.846
403,66,YOR171C,10,0.318,0.042,0.769
404,67,YDL114W,1,0.707,0.000,1.000
405,67,YDR541C,1,0.707,0.000,1.000
406,68,YJL100W,7,0.320,0.001,0.438
407,68,YPL268W,7,0.320,0.001,0.438
408,68,YOR109W,7,0.320,0.001,0.438
409,68,YKL212W,16,0.442,0.697,1.000
410,68,YNL267W,8,0.334,0.026,0.500
411,68,YNL106C,7,0.320,0.001,0.438
412,69,YGR284C,9,0.253,0.030,0.333
413,69,YKL073W,11,0.285,0.041,0.407
414,69,YAL058W,12,0.304,0.066,0.444
415,69,YCL043C,13,0.312,0.059,0.481
416,69,YML130C,10,0.236,0.088,0.370
417,69,YJL034W,24,0.436,0.536,0.889
418,69,YOR254C,11,0.276,0.036,0.407
419,70,YLR024C,2,0.707,1.000,1.000
420,71,YML007W,2,0.577,0.000,1.000
421,71,YIR037W,2,0.577,0.000,1.000
422,71,YBR216C,2,0.577,0.000,1.000
423,72,YOR117W,39,0.170,0.007,0.886
424,72,YDR394W,38,0.167,0.005,0.864
425,72,YOR261C,38,0.167,0.005,0.864
426,72,YDL007W,39,0.170,0.007,0.886
427,72,YHR200W,39,0.170,0.007,0.886
428,72,YKL145W,39,0.170,0.007,0.886
429,72,YDL147W,39,0.170,0.007,0.886
430,72,YER012W,39,0.167,0.017,0.886
431,72,YLR421C,38,0.167,0.005,0.864
432,72,YGL048C,39,0.170,0.007,0.886
433,72,YOR259C,39,0.170,0.007,0.886
434,72,YHR027C,38,0.167,0.005,0.864
435,73,YJL058C,10,0.315,0.016,0.833
436,73,YNL006W,10,0.315,0.016,0.833
437,73,YOL078W,10,0.315,0.016,0.833
438,73,YMR068W,10,0.315,0.016,0.833
439,73,YER093C,10,0.315,0.016,0.833
440,73,YKL203C,11,0.324,0.081,0.917
441,74,YDR466W,1,0.707,0.000,1.000
442,74,YBL105C,1,0.707,0.000,1.000
443,75,YCR021C,2,0.577,0.000,1.000
444,75,YCR027C,2,0.577,0.000,1.000
445,75,YNL270C,2,0.577,0.000,1.000
446,76,YDL047W,0,1.000,0.000,1.000
447,77,YIL153W,12,0.296,0.019,0.571
448,77,YDL188C,12,0.290,0.026,0.571
449,77,YDL134C,14,0.311,0.074,0.667
450,77,YGL190C,17,0.306,0.360,0.810
451,77,YPL152W,12,0.296,0.019,0.571
452,77,YAL016W,16,0.333,0.116,0.762
453,78,YDR211W,5,0.405,0.000,0.833
454,78,YOR260W,5,0.405,0.000,0.833
455,78,YDR283C,5,0.405,0.000,0.833
456,78,YGR083C,5,0.405,0.000,0.833
457,78,YKR026C,5,0.405,0.000,0.833
458,78,YLR291C,6,0.418,0.333,1.000
459,79,YGR249W,0,0.500,0.000,0.000
460,79,YGL073W,0,0.500,0.000,0.000
461,79,YJR147W,0,0.500,0.000,0.000
462,79,YHR206W,0,0.500,0.000,0.000
463,80,YGL180W,16,0.330,0.073,0.667
464,80,YNL223W,11,0.257,0.017,0.458
465,80,YPL149W,11,0.264,0.010,0.458
466,80,YBL078C,19,0.308,0.342,0.792
467,80,YBR217W,11,0.260,0.011,0.458
468,80,YDL149W,15,0.309,0.058,0.625
469,80,YPR049C,17,0.312,0.140,0.708
470,81,YKL033W,7,0.406,0.084,0.778
471,81,YPL235W,7,0.396,0.114,0.778
472,81,YDR190C,8,0.427,0.195,0.889
473,82,YML121W,4,0.510,0.167,1.000
474,82,YGR163W,4,0.510,0.167,1.000
475,83,YOL139C,6,0.645,0.867,1.000
476,83,YPL119C,2,0.347,0.000,0.333
477,83,YOR276W,2,0.347,0.000,0.333
478,83,YOR204W,2,0.347,0.000,0.333
479,83,YCL037C,2,0.347,0.000,0.333
480,84,YMR104C,1,0.707,0.000,1.000
481,84,YMR103C,1,0.707,0.000,1.000
482,85,YMR106C,6,0.405,0.033,1.000
483,85,YMR284W,6,0.405,0.033,1.000
484,85,YCR014C,6,0.405,0.033,1.000
485,85,YOR005C,6,0.405,0.033,1.000
486,86,YNL135C,4,0.636,0.833,1.000
487,86,YGR037C,2,0.473,0.000,0.500
488,86,YLR179C,2,0.473,0.000,0.500
489,87,YHR030C,6,0.439,0.194,0.857
490,87,YPL089C,6,0.435,0.187,0.857
491,88,YNR056C,6,0.490,0.222,1.000
492,88,YNR058W,6,0.490,0.222,1.000
493,89,YER014W,8,0.357,0.222,0.889
494,89,YDR232W,7,0.351,0.000,0.778
495,89,YOR278W,7,0.351,0.000,0.778
496,89,YDR047W,7,0.351,0.000,0.778
497,89,YOR176W,7,0.351,0.000,0.778
498,89,YDL205C,7,0.351,0.000,0.778
499,89,YGL040C,7,0.351,0.000,0.778
500,89,YDR044W,8,0.357,0.222,0.889
501,90,YIL003W,6,0.392,0.013,1.000
502,90,YIL128W,6,0.392,0.013,1.000
503,90,YGL091C,6,0.392,0.013,1.000
504,90,YHR122W,6,0.392,0.013,1.000
505,90,YNL240C,6,0.392,0.013,1.000
506,91,YBL014C,6,0.378,0.000,1.000
507,91,YML043C,6,0.378,0.000,1.000
508,91,YOR295W,6,0.378,0.000,1.000
509,91,YLR141W,6,0.378,0.000,1.000
510,91,YBL025W,6,0.378,0.000,1.000
511,91,YJL025W,6,0.378,0.000,1.000
512,91,YMR270C,6,0.378,0.000,1.000
513,92,YEL009C,2,0.707,1.000,1.000
514,93,YER110C,10,0.308,0.039,0.769
515,93,YBR017C,10,0.316,0.032,0.769
516,93,YGL241W,10,0.310,0.033,0.769
517,93,YLR347C,11,0.338,0.041,0.846
518,93,YMR308C,10,0.308,0.039,0.769
519,94,YOL012C,0,1.000,0.000,1.000
520,95,YBR019C,6,0.405,0.033,1.000
521,95,YML051W,6,0.405,0.033,1.000
522,95,YBR020W,6,0.405,0.033,1.000
523,95,YDR009W,6,0.405,0.033,1.000
524,96,YLR244C,3,0.612,0.667,1.000
525,97,YHR013C,8,0.358,0.085,0.727
526,97,YEL053C,8,0.364,0.094,0.727
527,97,YPR051W,8,0.364,0.094,0.727
528,97,YOR253W,8,0.358,0.085,0.727
529,98,YGL195W,4,0.428,0.367,0.667
530,98,YDR152W,5,0.554,0.400,0.833
531,99,YJL180C,2,0.707,1.000,1.000
532,100,YOL027C,1,0.707,0.000,1.000
533,100,YER154W,1,0.707,0.000,1.000
534,101,YFL036W,3,0.707,1.000,1.000
535,102,YLR393W,1,0.707,0.000,1.000
536,102,YNR020C,1,0.707,0.000,1.000
537,103,YOR270C,5,0.521,0.476,0.714
538,103,YLR447C,5,0.487,0.524,0.714
539,104,YGR060W,20,0.244,0.023,0.800
540,104,YHR007C,21,0.238,0.135,0.840
541,104,YHR190W,23,0.268,0.046,0.920
542,104,YHR072W,21,0.255,0.027,0.840
543,104,YGR175C,22,0.261,0.038,0.880
544,104,YML126C,21,0.249,0.034,0.840
545,104,YGL001C,18,0.228,0.011,0.720
546,105,YDL090C,7,0.397,0.133,0.700
547,105,YMR274C,6,0.331,0.050,0.600
548,105,YKL019W,9,0.456,0.361,0.900
549,106,YLR201C,9,0.321,0.004,0.750
550,106,YML110C,9,0.321,0.004,0.750
551,106,YBR003W,9,0.321,0.004,0.750
552,106,YOL096C,10,0.325,0.171,0.833
553,106,YGR255C,10,0.325,0.171,0.833
554,106,YOR125C,10,0.332,0.060,0.833
555,106,YDR204W,9,0.321,0.004,0.750
556,107,YOR156C,8,0.331,0.000,0.800
557,107,YDR390C,8,0.331,0.000,0.800
558,107,YPL020C,10,0.342,0.356,1.000
559,107,YIL031W,8,0.331,0.000,0.800
560,107,YEL019C,8,0.331,0.000,0.800
561,107,YDR409W,8,0.331,0.000,0.800
562,107,YDL064W,8,0.331,0.000,0.800
563,107,YDR510W,8,0.331,0.000,0.800
564,107,YPR180W,8,0.331,0.000,0.800
565,108,YIL115C,28,0.202,0.027,0.778
566,108,YLR335W,33,0.209,0.138,0.917
567,108,YGL172W,26,0.202,0.004,0.722
568,108,YGR119C,26,0.201,0.005,0.722
569,108,YKR082W,29,0.213,0.016,0.806
570,108,YDL088C,27,0.202,0.013,0.750
571,108,YFR002W,29,0.210,0.031,0.806
572,108,YGL092W,28,0.209,0.011,0.778
573,108,YJL039C,26,0.199,0.007,0.722
574,108,YOR098C,30,0.212,0.030,0.833
575,109,YBR082C,2,0.577,0.000,1.000
576,109,YDR177W,2,0.577,0.000,1.000
577,109,YDR059C,2,0.577,0.000,1.000
578,110,YBR088C,0,1.000,0.000,1.000
579,111,YDR451C,3,0.470,0.083,0.750
580,111,YMR043W,4,0.559,0.333,1.000
581,111,YML027W,3,0.470,0.083,0.750
582,112,YJL074C,14,0.320,0.095,0.875
583,112,YFL008W,13,0.306,0.070,0.812
584,112,YLR383W,13,0.308,0.071,0.812
585,112,YDL003W,13,0.312,0.054,0.812
586,112,YOL034W,13,0.308,0.071,0.812
587,113,YJL141C,2,0.707,1.000,1.000
588,114,YPL181W,19,0.242,0.010,0.760
589,114,YNL330C,22,0.254,0.060,0.880
590,114,YPL139C,20,0.248,0.017,0.800
591,114,YNL097C,19,0.241,0.012,0.760
592,114,YDR207C,21,0.251,0.038,0.840
593,114,YIL084C,19,0.241,0.012,0.760
594,114,YDL076C,19,0.242,0.010,0.760
595,115,YIL073C,8,0.259,0.041,0.400
596,115,YGL251C,7,0.251,0.017,0.350
597,115,YHL022C,17,0.415,0.482,0.850
598,115,YFL003C,11,0.356,0.061,0.550
599,115,YDL154W,10,0.331,0.044,0.500
600,115,YER179W,8,0.254,0.029,0.400
601,116,YNL262W,44,0.173,0.020,0.772
602,116,YEL032W,52,0.194,0.034,0.912
603,116,YGL201C,48,0.187,0.020,0.842
604,116,YNL102W,45,0.172,0.026,0.789
605,116,YPR019W,53,0.196,0.042,0.930
606,116,YBR202W,51,0.194,0.027,0.895
607,116,YBL035C,44,0.171,0.022,0.772
608,116,YJL194W,45,0.178,0.016,0.789
609,116,YLR274W,52,0.194,0.034,0.912
610,116,YPR135W,40,0.160,0.024,0.702
611,116,YIR008C,41,0.165,0.016,0.719
612,116,YKL045W,40,0.160,0.015,0.702
613,116,YBL023C,51,0.191,0.033,0.895
614,116,YPR175W,41,0.168,0.012,0.719
615,116,YLR103C,46,0.182,0.016,0.807
616,117,YOR185C,1,0.707,0.000,1.000
617,117,YLR293C,1,0.707,0.000,1.000
618,118,YDR325W,10,0.300,0.012,0.833
619,118,YNL088W,10,0.300,0.012,0.833
620,118,YDL028C,12,0.330,0.061,1.000
621,118,YEL061C,11,0.317,0.032,0.917
622,118,YBL063W,10,0.300,0.012,0.833
623,118,YJL030W,12,0.330,0.061,1.000
624,119,YEL012W,1,0.707,0.000,1.000
625,119,YKL210W,1,0.707,0.000,1.000
626,120,YBL104C,8,0.343,0.011,0.571
627,120,YLR208W,14,0.400,0.586,1.000
628,120,YEL062W,8,0.343,0.011,0.571
629,120,YDR128W,8,0.343,0.011,0.571
630,121,YLR247C,1,0.707,0.000,1.000
631,121,YDR092W,1,0.707,0.000,1.000
632,122,YML011C,1,0.707,0.000,1.000
633,122,YDR314C,1,0.707,0.000,1.000
634,123,YNL021W,2,0.577,0.000,1.000
635,123,YDR295C,2,0.577,0.000,1.000
636,123,YPR179C,2,0.577,0.000,1.000
637,124,YOL149W,7,0.400,0.114,0.778
638,124,YNL118C,6,0.380,0.017,0.667
639,124,YJL124C,6,0.380,0.017,0.667
640,124,YGL173C,6,0.380,0.017,0.667
641,124,YEL015W,7,0.400,0.114,0.778
642,125,YDR091C,2,0.577,0.000,1.000
643,125,YJR067C,2,0.577,0.000,1.000
644,125,YNL260C,2,0.577,0.000,1.000
645,126,YLL026W,3,0.557,0.083,0.750
646,126,YNL007C,3,0.557,0.083,0.750
647,127,YKL106W,9,0.365,0.231,0.900
648,127,YAL062W,7,0.364,0.011,0.700
649,127,YOR375C,7,0.364,0.011,0.700
650,127,YDL215C,7,0.364,0.011,0.700
651,127,YLR027C,9,0.365,0.231,0.900
652,128,YBR196C,14,0.302,0.042,0.933
653,128,YCR012W,14,0.302,0.041,0.933
654,128,YKL060C,13,0.286,0.030,0.867
655,128,YKL152C,14,0.302,0.042,0.933
656,129,YFL030W,2,0.707,1.000,1.000
657,130,YHR018C,6,0.415,0.067,1.000
658,130,YMR062C,6,0.415,0.067,1.000
659,130,YER069W,6,0.415,0.067,1.000
660,131,YPL262W,3,0.557,0.167,1.000
661,131,YOR142W,3,0.557,0.167,1.000
662,132,YGL148W,8,0.389,0.044,0.571
663,132,YDR035W,5,0.297,0.000,0.357
664,132,YPR060C,8,0.389,0.044,0.571
665,132,YDR127W,5,0.297,0.000,0.357
666,132,YBR249C,5,0.297,0.000,0.357
667,132,YKL211C,14,0.473,0.648,1.000
668,133,YCL030C,3,0.557,0.167,1.000
669,133,YIL116W,3,0.557,0.167,1.000
670,134,YGL026C,0,1.000,0.000,1.000
671,135,YMR300C,1,0.707,0.000,1.000
672,135,YGR061C,1,0.707,0.000,1.000
673,136,YKL109W,3,0.500,0.000,1.000
674,136,YBL021C,3,0.500,0.000,1.000
675,136,YOR358W,3,0.500,0.000,1.000
676,136,YGL237C,3,0.500,0.000,1.000
677,137,YIR027C,3,0.612,0.667,1.000
678,138,YEL026W,0,1.000,0.000,1.000
679,139,YKR084C,0,1.000,0.000,1.000
680,140,YJR010W,9,0.397,0.533,0.900
681,140,YPR167C,7,0.402,0.061,0.700
682,140,YKL001C,7,0.402,0.061,0.700
683,141,YNL103W,4,0.479,0.056,1.000
684,141,YIR017C,4,0.479,0.056,1.000
685,141,YJR060W,4,0.479,0.056,1.000
686,142,YLR303W,10,0.318,0.008,0.833
687,142,YML082W,10,0.318,0.008,0.833
688,142,YER043C,12,0.328,0.250,1.000
689,142,YAL012W,10,0.318,0.008,0.833
690,142,YLL058W,10,0.318,0.008,0.833
691,143,YLR092W,2,0.577,0.000,1.000
692,143,YGR125W,2,0.577,0.000,1.000
693,143,YBR294W,2,0.577,0.000,1.000
694,144,YKR069W,0,1.000,0.000,1.000
695,145,YGR093W,1,0.707,0.000,1.000
696,145,YKL149C,1,0.707,0.000,1.000
697,146,YLR300W,3,0.303,0.011,0.300
698,146,YIL099W,4,0.308,0.085,0.400
699,146,YIL162W,8,0.579,0.696,0.800
700,147,YBR299W,4,0.510,0.167,1.000
701,147,YGR292W,4,0.510,0.167,1.000
702,148,YMR099C,5,0.429,0.032,0.714
703,148,YFR053C,7,0.477,0.508,1.000
704,148,YCL040W,5,0.429,0.032,0.714
705,149,YEL011W,4,0.510,0.167,1.000
706,149,YER067W,4,0.510,0.167,1.000
707,150,YJR094C,2,0.707,1.000,1.000
708,151,YJL137C,3,0.315,0.000,0.375
709,151,YHL012W,6,0.482,0.143,0.750
710,151,YKL035W,8,0.530,0.607,1.000
711,151,YGR032W,3,0.315,0.000,0.375
712,151,YMR306W,3,0.315,0.000,0.375
713,152,YML128C,33,0.302,0.230,0.767
714,152,YGR248W,29,0.290,0.093,0.674
715,152,YHR087W,17,0.215,0.015,0.395
716,152,YDR070C,14,0.190,0.005,0.326
717,152,YMR250W,28,0.287,0.111,0.651
718,152,YDL204W,15,0.200,0.015,0.349
719,152,YML100W,19,0.215,0.059,0.442
720,152,YOR173W,29,0.284,0.110,0.674
721,152,YOL052C-A,17,0.214,0.020,0.395
722,152,YLR178C,27,0.285,0.057,0.628
723,152,YMR105C,24,0.251,0.106,0.558
724,153,YER008C,11,0.293,0.005,0.579
725,153,YPR055W,12,0.308,0.019,0.632
726,153,YLR166C,11,0.293,0.005,0.579
727,153,YFL005W,18,0.313,0.591,0.947
728,153,YGL233W,12,0.308,0.019,0.632
729,154,YDL126C,24,0.350,0.365,0.889
730,154,YOL013C,12,0.247,0.040,0.444
731,154,YGR048W,18,0.320,0.072,0.667
732,154,YML013W,15,0.290,0.041,0.556
733,154,YBR201W,11,0.244,0.003,0.407
734,154,YLR207W,11,0.244,0.003,0.407
735,154,YBR170C,19,0.326,0.140,0.704
736,155,YOR067C,8,0.372,0.066,0.727
737,155,YGR227W,9,0.384,0.182,0.818
738,155,YOR002W,8,0.372,0.066,0.727
739,156,YIL109C,6,0.455,0.095,0.857
740,156,YHR098C,7,0.473,0.381,1.000
741,156,YNL049C,6,0.455,0.095,0.857
742,157,YBL040C,0,1.000,0.000,1.000
743,158,YPR181C,0,1.000,0.000,1.000
744,159,YBR229C,2,0.707,1.000,1.000
745,160,YGL116W,14,0.203,0.014,0.359
746,160,YPL256C,13,0.204,0.027,0.333
747,160,YPL031C,19,0.258,0.085,0.487
748,160,YLR079W,14,0.205,0.018,0.359
749,160,YGR108W,14,0.228,0.029,0.359
750,160,YPR119W,15,0.212,0.042,0.385
751,160,YBR135W,16,0.245,0.033,0.410
752,160,YBR160W,32,0.387,0.379,0.821
753,160,YJL187C,13,0.197,0.020,0.333
754,160,YOL001W,13,0.189,0.021,0.333
755,161,YMR044W,5,0.405,0.000,0.833
756,161,YGL133W,5,0.405,0.000,0.833
