,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YER048W-A
9,1,YOR226C
10,1,YPL252C
11,1,YPL135W
12,1,YLL027W
13,2,YCL017C
14,3,YDL120W
15,4,YLR369W
16,4,YGL018C
17,5,YKL040C
18,5,YPL059W
19,5,YPR067W
20,5,YJR122W
21,6,YMR301C
22,7,YOR196C
23,8,YLR008C
24,8,YFL016C
25,8,YNL310C
26,8,YNL328C
27,8,YOR232W
28,9,YGL220W
29,9,YAL046C
30,9,YAL044W-A
31,10,YGR063C
32,10,YOR151C
33,10,YKR062W
34,10,YMR039C
35,10,YBR279W
36,10,YPR133C
37,10,YLR226W
38,10,YKL160W
39,10,YML112W
40,10,YGL130W
41,10,YPR056W
42,10,YOR194C
43,10,YDR079C-A
44,10,YER139C
45,10,YBR236C
46,10,YJL006C
47,10,YGL043W
48,10,YDL140C
49,10,YLR418C
50,10,YMR277W
51,10,YDR460W
52,10,YPL228W
53,10,YGR116W
54,10,YGL070C
55,10,YGL244W
56,10,YIL021W
57,10,YOL005C
58,10,YOR123C
59,10,YGR005C
60,10,YML010W
61,10,YPL122C
62,10,YJL140W
63,10,YKL058W
64,10,YPR086W
65,10,YDR289C
66,10,YDR404C
67,10,YDL108W
68,10,YKL028W
69,10,YPR161C
70,10,YKL005C
71,10,YKL139W
72,10,YPR025C
73,10,YGR186W
74,11,YBL022C
75,12,YOR210W
76,12,YKL125W
77,12,YLR243W
78,12,YNL113W
79,12,YJL148W
80,12,YPR187W
81,12,YJR063W
82,12,YHR143W-A
83,12,YDR156W
84,12,YFL023W
85,12,YDR045C
86,12,YBR154C
87,12,YOR224C
88,12,YDL115C
89,12,YPR110C
90,13,YJR052W
91,13,YIL143C
92,13,YOR352W
93,13,YER171W
94,13,YBR114W
95,13,YDR311W
96,13,YLR005W
97,14,YLR071C
98,14,YOL051W
99,14,YOL135C
100,14,YDR308C
101,14,YHR058C
102,14,YBL093C
103,14,YOR174W
104,14,YGL151W
105,14,YPR168W
106,14,YPR070W
107,14,YBR193C
108,14,YNL236W
109,14,YGL127C
110,14,YER022W
111,14,YNL025C
112,14,YCR081W
113,14,YMR112C
114,14,YHR041C
115,14,YDL005C
116,14,YDR443C
117,14,YNR010W
118,14,YBR253W
119,14,YGL025C
120,14,YGR104C
121,15,YDR397C
122,15,YNL039W
123,15,YNL151C
124,15,YJL011C
125,15,YML098W
126,15,YDR145W
127,15,YKR025W
128,15,YER159C
129,15,YPR190C
130,15,YBR123C
131,15,YDR167W
132,15,YPL011C
133,15,YML114C
134,15,YDL070W
135,15,YCR042C
136,15,YKL144C
137,15,YER148W
138,15,YGR246C
139,15,YDR362C
140,15,YDL150W
141,15,YAL001C
142,15,YNR003C
143,15,YMR227C
144,15,YBR198C
145,15,YMR236W
146,15,YOR110W
147,15,YPL007C
148,15,YOR207C
149,15,YOR116C
150,15,YGL112C
151,15,YPL082C
152,15,YML015C
153,15,YGR047C
154,15,YGR274C
155,15,YPR186C
156,15,YMR005W
157,16,YOL148C
158,16,YOR213C
159,16,YER164W
160,16,YJR082C
161,16,YDR448W
162,16,YBR081C
163,16,YGL066W
164,16,YCR082W
165,16,YMR127C
166,16,YPL254W
167,16,YOR244W
168,16,YLR055C
169,16,YBR111W-A
170,16,YHR090C
171,16,YMR223W
172,16,YDR392W
173,16,YCL010C
174,16,YOR023C
175,16,YPL047W
176,16,YDR176W
177,16,YGR252W
178,17,YPR066W
179,17,YJL047C
180,17,YPL046C
181,17,YOL133W
182,17,YNL230C
183,17,YPR164W
184,17,YLR306W
185,17,YLR320W
186,18,YPL042C
187,18,YOL128C
188,19,YHR111W
189,19,YMR312W
190,19,YPL086C
191,19,YLR384C
192,19,YHR187W
193,19,YKL110C
194,19,YGR200C
195,19,YPL101W
196,19,YGL211W
197,20,YMR186W
198,20,YGR123C
199,20,YOR298C-A
200,20,YBR155W
201,20,YJR032W
202,20,YDR168W
203,20,YDR214W
204,20,YLR216C
205,20,YOR057W
206,20,YPL240C
207,20,YNL281W
208,20,YKL117W
209,20,YOR027W
210,21,YLR455W
211,21,YGL150C
212,21,YDL002C
213,21,YPR031W
214,21,YPL129W
215,21,YOR064C
216,21,YKL017C
217,22,YPR052C
218,22,YGR270W
219,22,YML069W
220,22,YBR089C-A
221,22,YGL207W
222,23,YFR016C
223,23,YOL145C
224,24,YJR035W
225,24,YDR030C
226,24,YKL054C
227,25,YNL248C
228,25,YIL019W
229,25,YDR365C
230,25,YIL091C
231,25,YGL120C
232,25,YGL171W
233,25,YDR412W
234,25,YLR222C
235,25,YOL010W
236,25,YOR145C
237,25,YGL111W
238,25,YBR142W
239,25,YKL172W
240,25,YMR014W
241,25,YLR409C
242,25,YJL069C
243,25,YDR299W
244,25,YJR091C
245,25,YIR012W
246,25,YJL010C
247,25,YLR129W
248,25,YPR137W
249,25,YHR065C
250,25,YOR272W
251,25,YOL080C
252,25,YHR197W
253,25,YGR251W
254,25,YLL008W
255,25,YKL099C
256,25,YBL004W
257,25,YHR085W
258,25,YNL132W
259,25,YDL063C
260,25,YER127W
261,25,YOR119C
262,25,YDL167C
263,25,YLR196W
264,25,YNR038W
265,25,YIL127C
266,25,YMR290C
267,25,YPL126W
268,25,YHR052W
269,25,YDR361C
270,25,YCR057C
271,25,YMR093W
272,25,YCL031C
273,25,YFR001W
274,25,YMR128W
275,25,YER082C
276,25,YLR401C
277,25,YNL075W
278,25,YDR339C
279,25,YPL012W
280,25,YER036C
281,25,YLL011W
282,25,YDR161W
283,25,YNL227C
284,25,YDL060W
285,25,YKL014C
286,25,YNL112W
287,25,YOR287C
288,25,YGL029W
289,25,YBR034C
290,25,YER006W
291,25,YDR324C
292,25,YFL002C
293,25,YDR496C
294,25,YDL148C
295,25,YLR009W
296,25,YNR053C
297,25,YOL041C
298,25,YIL035C
299,25,YHR148W
300,25,YDL213C
301,25,YKL143W
302,25,YNL062C
303,25,YDR083W
304,25,YPL211W
305,25,YER126C
306,25,YNR054C
307,25,YMR229C
308,25,YPL146C
309,25,YDR312W
310,25,YPL266W
311,25,YPL226W
312,25,YNL308C
313,25,YJL033W
314,25,YDR087C
315,25,YJR002W
316,25,YMR049C
317,25,YOR206W
318,25,YCR087C-A
319,25,YDR449C
320,25,YKR060W
321,25,YNL110C
322,25,YGR128C
323,25,YOR056C
324,25,YGL014W
325,25,YLR276C
326,25,YDR398W
327,25,YGR245C
328,25,YOR294W
329,25,YPL043W
330,25,YHR169W
331,25,YKR024C
332,25,YHR170W
333,25,YGR081C
334,25,YHR066W
335,25,YGL019W
336,25,YNL207W
337,25,YOR039W
338,25,YNL182C
339,25,YDL051W
340,25,YGR090W
341,25,YOR061W
342,25,YAL025C
343,25,YGR271C-A
344,25,YHR088W
345,25,YLR003C
346,25,YER156C
347,25,YDL153C
348,25,YML074C
349,25,YBR247C
350,25,YGR280C
351,25,YAL059W
352,25,YOR340C
353,25,YBR267W
354,25,YLL034C
355,25,YBL028C
356,25,YPL217C
357,25,YLR106C
358,25,YKR081C
359,25,YKL009W
360,25,YLR435W
361,25,YLR186W
362,25,YOR078W
363,25,YNL175C
364,25,YGR103W
365,25,YER002W
366,25,YOL144W
367,25,YJL122W
368,25,YHR196W
369,25,YLR336C
370,25,YNL163C
371,25,YLR022C
372,25,YGR145W
373,25,YIR026C
374,25,YGL099W
375,25,YOR004W
376,25,YKL021C
377,25,YLR221C
378,25,YEL055C
379,25,YKR056W
380,25,YDR101C
381,25,YGR187C
382,25,YNL224C
383,25,YMR131C
384,25,YKL082C
385,25,YLR074C
386,25,YDR194C
387,25,YMR269W
388,25,YJL109C
389,25,YCL054W
390,25,YPR112C
391,25,YGL078C
392,25,YNL061W
393,25,YCL059C
394,25,YOL077C
395,25,YML093W
396,25,YLR449W
397,25,YJR041C
398,25,YBR192W
399,25,YKR092C
400,25,YDR184C
401,25,YPL093W
402,25,YNL035C
403,25,YLR051C
404,25,YGR159C
405,25,YDL031W
406,25,YPR143W
407,25,YPR144C
408,25,YCR072C
409,25,YDR060W
410,25,YLR002C
411,26,YKL126W
412,26,YHR205W
413,26,YDR005C
414,27,YGR095C
415,27,YNR024W
416,27,YGR158C
417,27,YHR069C
418,27,YMR239C
419,27,YOL021C
420,27,YGR195W
421,27,YMR287C
422,27,YPR189W
423,27,YDR374C
424,27,YNL299W
425,27,YDR280W
426,27,YDR293C
427,27,YDL111C
428,27,YCR035C
429,27,YIL079C
430,27,YNL232W
431,27,YDL175C
432,27,YJL050W
433,27,YOR001W
434,27,YOL115W
435,27,YOL142W
436,27,YHR081W
437,27,YLR398C
438,28,YPR010C
439,28,YPL263C
440,28,YOR341W
441,29,YPL207W
442,29,YHR070W
443,29,YOL141W
444,29,YGL050W
445,30,YHR128W
446,30,YDR400W
447,30,YDR020C
448,31,YMR271C
449,31,YNR012W
450,31,YDR007W
451,31,YOR128C
452,31,YKL024C
453,31,YLR014C
454,31,YEL063C
455,31,YKL216W
456,31,YLR420W
457,31,YML106W
458,31,YEL021W
459,32,YER005W
460,33,YLR245C
461,34,YNL002C
462,34,YDR012W
463,34,YLR061W
464,34,YGR169C-A
465,34,YLR048W
466,34,YDR429C
467,34,YJR145C
468,34,YMR143W
469,34,YPR016C
470,34,YGR054W
471,34,YLR264W
472,34,YDR450W
473,34,YGR085C
474,34,YNL162W
475,34,YHL015W
476,34,YDR447C
477,34,YGL076C
478,34,YMR116C
479,34,YJR123W
480,34,YGL189C
481,34,YDL083C
482,34,YJL190C
483,34,YPR132W
484,34,YLR448W
485,34,YCR031C
486,34,YLR344W
487,34,YBR191W
488,34,YOR063W
489,34,YAL035W
