,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YOR196C
9,1,YER048W-A
10,1,YOR226C
11,1,YJR122W
12,1,YPL252C
13,1,YPR067W
14,1,YLR369W
15,1,YPL059W
16,1,YPL135W
17,1,YKL040C
18,1,YMR301C
19,1,YCL017C
20,1,YLL027W
21,1,YDL120W
22,1,YGL018C
23,2,YHR024C
24,2,YFL016C
25,2,YJR045C
26,2,YNL328C
27,2,YNL310C
28,2,YEL030W
29,2,YOR232W
30,3,YLL029W
31,3,YGL220W
32,3,YAL046C
33,3,YDR098C
34,3,YAL044W-A
35,3,YPL202C
36,3,YER174C
37,4,YOR151C
38,4,YKR062W
39,4,YKL160W
40,4,YDR308C
41,4,YOR174W
42,4,YPR187W
43,4,YOR210W
44,4,YFR016C
45,4,YER022W
46,4,YER171W
47,4,YGR005C
48,4,YMR112C
49,4,YJL140W
50,4,YDR289C
51,4,YKL028W
52,4,YGL025C
53,4,YLR243W
54,4,YMR039C
55,4,YBR279W
56,4,YHR143W-A
57,4,YOR224C
58,4,YOR194C
59,4,YOR352W
60,4,YGL151W
61,4,YER139C
62,4,YPR168W
63,4,YBR154C
64,4,YJR017C
65,4,YPL228W
66,4,YOL005C
67,4,YOR123C
68,4,YLR005W
69,4,YCR081W
70,4,YPL122C
71,4,YNR010W
72,4,YDR156W
73,4,YGR186W
74,4,YGR063C
75,4,YLR071C
76,4,YLR226W
77,4,YGL130W
78,4,YJL148W
79,4,YJL006C
80,4,YLR418C
81,4,YDR311W
82,4,YMR277W
83,4,YGL244W
84,4,YML010W
85,4,YHR041C
86,4,YKL058W
87,4,YDR443C
88,4,YOL145C
89,4,YKL005C
90,4,YBR253W
91,4,YKL139W
92,4,YPR025C
93,4,YGR104C
94,4,YPR133C
95,4,YIL143C
96,4,YOL051W
97,4,YML112W
98,4,YOL135C
99,4,YHR058C
100,4,YDL115C
101,4,YBL093C
102,4,YPR056W
103,4,YPL042C
104,4,YDR079C-A
105,4,YBR236C
106,4,YPR070W
107,4,YGL043W
108,4,YDL140C
109,4,YBR193C
110,4,YDR460W
111,4,YGR116W
112,4,YNL236W
113,4,YGL070C
114,4,YGL127C
115,4,YIL021W
116,4,YNL025C
117,4,YDL005C
118,4,YPR086W
119,4,YDR404C
120,4,YDL108W
121,4,YPR161C
122,5,YBL022C
123,6,YDR397C
124,6,YNL039W
125,6,YNL151C
126,6,YJL011C
127,6,YML098W
128,6,YDR145W
129,6,YKR025W
130,6,YER159C
131,6,YPR190C
132,6,YBR123C
133,6,YDR167W
134,6,YPL011C
135,6,YML114C
136,6,YDL070W
137,6,YCR042C
138,6,YKL144C
139,6,YDR045C
140,6,YER148W
141,6,YGR246C
142,6,YNL113W
143,6,YDR362C
144,6,YDL150W
145,6,YAL001C
146,6,YNR003C
147,6,YMR227C
148,6,YBR198C
149,6,YMR236W
150,6,YOR110W
151,6,YPL007C
152,6,YKL125W
153,6,YOR207C
154,6,YOR116C
155,6,YJR063W
156,6,YGL112C
157,6,YPL082C
158,6,YML015C
159,6,YPR110C
160,6,YGR047C
161,6,YGR274C
162,6,YPR186C
163,6,YMR005W
164,7,YPL254W
165,7,YOL148C
166,7,YOR023C
167,7,YDR448W
168,7,YPL047W
169,7,YLR055C
170,7,YBR111W-A
171,7,YHR099W
172,7,YBR081C
173,7,YGL066W
174,7,YMR223W
175,7,YDR176W
176,7,YDR392W
177,7,YER164W
178,7,YCL010C
179,7,YCR082W
180,7,YGR252W
181,8,YJR033C
182,8,YPL003W
183,8,YDR054C
184,8,YJR090C
185,8,YOL133W
186,8,YLR306W
187,8,YBR280C
188,8,YLR320W
189,8,YDR202C
190,8,YER116C
191,8,YLR352W
192,8,YLR097C
193,8,YOL025W
194,8,YGR003W
195,8,YLR128W
196,8,YDR139C
197,8,YDL132W
198,8,YMR258C
199,8,YPR066W
200,8,YJL047C
201,8,YOR080W
202,8,YER066W
203,8,YNL230C
204,8,YIL001W
205,8,YDR306C
206,8,YER143W
207,8,YLR368W
208,8,YNL311C
209,8,YPL046C
210,8,YDR328C
211,8,YJL149W
212,8,YDL013W
213,8,YGR140W
214,8,YPR164W
215,8,YFL009W
216,8,YML088W
217,8,YMR094W
218,8,YMR168C
219,9,YHR111W
220,9,YIL008W
221,9,YMR312W
222,9,YPL086C
223,9,YLR384C
224,9,YHR187W
225,9,YML014W
226,9,YNL119W
227,9,YKL110C
228,9,YGR200C
229,9,YPL101W
230,9,YGL211W
231,10,YMR186W
232,10,YGR123C
233,10,YOR298C-A
234,10,YGR285C
235,10,YDL229W
236,10,YBR155W
237,10,YJR032W
238,10,YOR020C
239,10,YDR168W
240,10,YDR214W
241,10,YLR216C
242,10,YOR057W
243,10,YPL240C
244,10,YNL281W
245,10,YKL117W
246,10,YOR027W
247,11,YLR455W
248,11,YPR031W
249,11,YPL129W
250,11,YOR064C
251,11,YKL017C
252,12,YDR440W
253,12,YGR270W
254,12,YJL168C
255,12,YLL002W
256,12,YOL012C
257,12,YBL002W
258,12,YBR009C
259,12,YBR010W
260,12,YER169W
261,12,YBR195C
262,12,YML102W
263,12,YOL054W
264,12,YOR038C
265,12,YBR089C-A
266,12,YPR018W
267,12,YBL052C
268,12,YDR225W
269,12,YNL206C
270,12,YNL246W
271,12,YNL030W
272,12,YLL022C
273,12,YEL056W
274,12,YJR119C
275,12,YPL001W
276,12,YDR224C
277,12,YPR052C
278,12,YJL115W
279,12,YDR096W
280,12,YER051W
281,12,YML069W
282,12,YPL127C
283,12,YBR215W
284,12,YNL031C
285,12,YDL139C
286,12,YGL060W
287,12,YJR140C
288,12,YBL008W
289,12,YBL003C
290,12,YGL207W
291,13,YJR035W
292,13,YDR030C
293,13,YKL054C
294,14,YNL248C
295,14,YIL019W
296,14,YDR365C
297,14,YIL091C
298,14,YGL120C
299,14,YGL171W
300,14,YDR412W
301,14,YLR222C
302,14,YOL010W
303,14,YOR145C
304,14,YGL111W
305,14,YBR142W
306,14,YKL172W
307,14,YMR014W
308,14,YLR409C
309,14,YJL069C
310,14,YDR299W
311,14,YMR239C
312,14,YIR012W
313,14,YJR091C
314,14,YJL010C
315,14,YLR129W
316,14,YPR137W
317,14,YHR065C
318,14,YOR272W
319,14,YOL080C
320,14,YHR197W
321,14,YGR251W
322,14,YLL008W
323,14,YKL099C
324,14,YBL004W
325,14,YOR046C
326,14,YHR085W
327,14,YNL132W
328,14,YDL063C
329,14,YER127W
330,14,YOR119C
331,14,YLR175W
332,14,YDL167C
333,14,YLR196W
334,14,YNR038W
335,14,YNL124W
336,14,YIL127C
337,14,YMR290C
338,14,YPL126W
339,14,YHR052W
340,14,YKL078W
341,14,YDR361C
342,14,YCR057C
343,14,YMR093W
344,14,YPL263C
345,14,YCL031C
346,14,YEL026W
347,14,YFR001W
348,14,YMR128W
349,14,YER082C
350,14,YLR401C
351,14,YNL075W
352,14,YDR339C
353,14,YPL012W
354,14,YER036C
355,14,YLL011W
356,14,YDR161W
357,14,YNL227C
358,14,YDL060W
359,14,YKL014C
360,14,YNL112W
361,14,YOR287C
362,14,YGL029W
363,14,YBR034C
364,14,YER006W
365,14,YDR324C
366,14,YFL002C
367,14,YDR496C
368,14,YDL148C
369,14,YLR009W
370,14,YNR053C
371,14,YOL041C
372,14,YIL035C
373,14,YHR148W
374,14,YDL213C
375,14,YKL143W
376,14,YNL062C
377,14,YDR083W
378,14,YPL211W
379,14,YER126C
380,14,YNR054C
381,14,YPR204W
382,14,YMR229C
383,14,YPL146C
384,14,YDR312W
385,14,YPL266W
386,14,YPL239W
387,14,YPL226W
388,14,YNL308C
389,14,YJL033W
390,14,YDR087C
391,14,YJR002W
392,14,YLR068W
393,14,YMR049C
394,14,YOR206W
395,14,YCR087C-A
396,14,YDR449C
397,14,YKR060W
398,14,YNL110C
399,14,YGR128C
400,14,YOR056C
401,14,YGL014W
402,14,YLR276C
403,14,YDR398W
404,14,YGR245C
405,14,YOR294W
406,14,YPL043W
407,14,YHR169W
408,14,YKR024C
409,14,YHR170W
410,14,YGR081C
411,14,YHR066W
412,14,YGL019W
413,14,YNL207W
414,14,YOR039W
415,14,YNL182C
416,14,YDL051W
417,14,YGR090W
418,14,YOR061W
419,14,YAL025C
420,14,YOR310C
421,14,YGR271C-A
422,14,YHR088W
423,14,YLR003C
424,14,YER156C
425,14,YDL153C
426,14,YML074C
427,14,YBR247C
428,14,YGR280C
429,14,YHR089C
430,14,YAL059W
431,14,YOR340C
432,14,YBR267W
433,14,YLL034C
434,14,YBL028C
435,14,YPL217C
436,14,YLR106C
437,14,YKR081C
438,14,YKL009W
439,14,YLR435W
440,14,YLR186W
441,14,YOR078W
442,14,YNL175C
443,14,YGR103W
444,14,YER002W
445,14,YOL144W
446,14,YJL122W
447,14,YHR196W
448,14,YLR336C
449,14,YNL163C
450,14,YPR010C
451,14,YLR022C
452,14,YDL014W
453,14,YGR145W
454,14,YIR026C
455,14,YGL099W
456,14,YOR004W
457,14,YKL021C
458,14,YLR197W
459,14,YEL055C
460,14,YLR221C
461,14,YDR174W
462,14,YKR056W
463,14,YDR101C
464,14,YGR187C
465,14,YNL224C
466,14,YMR131C
467,14,YKL082C
468,14,YLR074C
469,14,YDR194C
470,14,YMR269W
471,14,YJL109C
472,14,YCL054W
473,14,YPR112C
474,14,YGL078C
475,14,YNL061W
476,14,YCL059C
477,14,YOL077C
478,14,YML093W
479,14,YLR449W
480,14,YJR041C
481,14,YBR192W
482,14,YKR092C
483,14,YDR184C
484,14,YPL093W
485,14,YNL035C
486,14,YOR309C
487,14,YLR051C
488,14,YGR159C
489,14,YDL031W
