,cluster,protein,degree,eigenvector_centrality,betweenness_centrality,degree_centrality
1710,503,YOR258W,1,0.500,0.000,0.500
1711,503,YHR134W,1,0.500,0.000,0.500
1712,504,YMR070W,1,0.707,0.000,1.000
1713,504,YLR228C,1,0.707,0.000,1.000
1714,505,YER098W,4,0.510,0.167,1.000
1715,505,YKR098C,3,0.439,0.000,0.750
1716,506,YBR040W,1,0.707,0.000,1.000
1717,506,YML047C,1,0.707,0.000,1.000
1718,507,YDR414C,2,0.577,0.000,1.000
1719,507,YKR007W,2,0.577,0.000,1.000
1720,507,YCR075C,2,0.577,0.000,1.000
1721,508,YLR124W,1,0.500,0.000,0.500
1722,508,YPL034W,1,0.500,0.000,0.500
1723,509,YER123W,1,0.707,0.000,1.000
1724,509,YPL236C,1,0.707,0.000,1.000
1725,510,YNL161W,1,0.707,0.000,1.000
1726,510,YCL051W,1,0.707,0.000,1.000
1727,511,YKL094W,0,1.000,0.000,1.000
1728,512,YCR068W,0,1.000,0.000,1.000
1729,513,YLR066W,3,0.500,0.000,1.000
1730,513,YIR022W,3,0.500,0.000,1.000
1731,513,YJR010C-A,3,0.500,0.000,1.000
1732,513,YML055W,3,0.500,0.000,1.000
1733,514,YEL075W-A,4,0.447,0.000,1.000
1734,514,YEL077C,4,0.447,0.000,1.000
1735,514,YEL075C,4,0.447,0.000,1.000
1736,514,YEL076C,4,0.447,0.000,1.000
1737,514,YEL074W,4,0.447,0.000,1.000
1738,515,YDL233W,1,0.408,0.000,0.333
1739,515,YOL116W,1,0.408,0.000,0.333
1740,515,YER109C,1,0.408,0.000,0.333
1741,516,YPL049C,5,0.262,0.004,0.417
1742,516,YDR103W,6,0.305,0.014,0.500
1743,516,YJL157C,6,0.284,0.046,0.500
1744,516,YDL159W,5,0.267,0.011,0.417
1745,517,YOR230W,1,0.707,0.000,1.000
1746,517,YLR437C,1,0.707,0.000,1.000
1747,518,YMR154C,7,0.379,0.089,0.875
1748,518,YGL045W,6,0.362,0.000,0.750
1749,518,YNL294C,6,0.362,0.000,0.750
1750,518,YOR030W,6,0.362,0.000,0.750
1751,518,YMR063W,6,0.362,0.000,0.750
1752,518,YHL027W,7,0.379,0.089,0.875
1753,519,YOR022C,1,0.707,0.000,1.000
1754,519,YDL195W,1,0.707,0.000,1.000
1755,520,YOR220W,1,0.500,0.000,0.500
1756,520,YOR385W,1,0.500,0.000,0.500
1757,521,YKL159C,1,0.707,0.000,1.000
1758,521,YNL027W,1,0.707,0.000,1.000
1759,522,YDL128W,4,0.445,0.033,0.800
1760,523,YGL167C,1,0.707,0.000,1.000
1761,523,YGL168W,1,0.707,0.000,1.000
1762,524,YDR459C,3,0.438,0.025,0.600
1763,524,YDR126W,3,0.438,0.025,0.600
1764,525,YDL240W,1,0.707,0.000,1.000
1765,525,YEL031W,1,0.707,0.000,1.000
1766,526,YDR099W,1,0.707,0.000,1.000
1767,526,YER177W,1,0.707,0.000,1.000
1768,527,YGR198W,2,0.412,0.000,0.500
1769,527,YMR212C,3,0.524,0.083,0.750
1770,527,YDR208W,2,0.412,0.000,0.500
1771,528,YLR422W,1,0.707,0.000,1.000
1772,528,YLL007C,1,0.707,0.000,1.000
1773,529,YLR310C,0,1.000,0.000,1.000
1774,530,YER056C,0,1.000,0.000,1.000
1775,531,YLR254C,1,0.707,0.000,1.000
1776,531,YOR269W,1,0.707,0.000,1.000
1777,532,YDR517W,1,0.707,0.000,1.000
1778,532,YDL099W,1,0.707,0.000,1.000
1779,533,YIL177W-A,1,0.707,0.000,1.000
1780,533,YIL177C,1,0.707,0.000,1.000
1781,534,YML133W-A,2,0.577,0.000,1.000
1782,534,YML133C,2,0.577,0.000,1.000
1783,534,YML133W-B,2,0.577,0.000,1.000
1784,535,YKL102C,2,0.523,0.000,0.667
1785,535,YDR521W,2,0.523,0.000,0.667
1786,536,YNL134C,1,0.500,0.000,0.500
1787,536,YDL072C,1,0.500,0.000,0.500
1788,537,YJR056C,5,0.408,0.000,1.000
1789,537,YJL028W,5,0.408,0.000,1.000
1790,537,YJR055W,5,0.408,0.000,1.000
1791,537,YJL161W,5,0.408,0.000,1.000
1792,537,YJL022W,5,0.408,0.000,1.000
1793,537,YJL027C,5,0.408,0.000,1.000
1794,538,YHR195W,1,0.707,0.000,1.000
1795,538,YAR042W,1,0.707,0.000,1.000
1796,539,YDL019C,1,0.326,0.000,0.200
1797,539,YIL090W,1,0.326,0.000,0.200
1798,539,YMR124W,1,0.326,0.000,0.200
1799,540,YMR251W-A,1,0.500,0.000,0.500
1800,540,YBR054W,1,0.500,0.000,0.500
1801,541,YDR150W,1,0.707,0.000,1.000
1802,541,YPR083W,1,0.707,0.000,1.000
1803,542,YNL116W,1,0.500,0.000,0.500
1804,542,YHR115C,1,0.500,0.000,0.500
1805,543,YAL021C,1,0.707,0.000,1.000
1806,543,YNR052C,1,0.707,0.000,1.000
1807,544,YDL234C,3,0.425,0.056,0.750
1808,544,YOR070C,3,0.425,0.056,0.750
1809,544,YGR100W,3,0.425,0.056,0.750
1810,544,YPL249C,3,0.425,0.056,0.750
1811,545,YJL053W,7,0.346,0.043,0.778
1812,545,YOR069W,7,0.360,0.018,0.778
1813,545,YOR132W,7,0.360,0.018,0.778
1814,546,YML072C,1,0.707,0.000,1.000
1815,546,YBR086C,1,0.707,0.000,1.000
1816,547,YDL058W,0,1.000,0.000,1.000
1817,548,YKL179C,2,0.577,0.000,1.000
1818,548,YJR134C,2,0.577,0.000,1.000
1819,548,YOR216C,2,0.577,0.000,1.000
1820,549,YMR079W,0,1.000,0.000,1.000
1821,550,YLR380W,1,0.707,0.000,1.000
1822,550,YJL145W,1,0.707,0.000,1.000
1823,551,YCR094W,4,0.412,0.022,0.667
1824,551,YNL323W,4,0.412,0.022,0.667
1825,552,YMR162C,1,0.707,0.000,1.000
1826,552,YNR048W,1,0.707,0.000,1.000
1827,553,YNL297C,2,0.523,0.000,0.667
1828,553,YDR141C,2,0.523,0.000,0.667
1829,554,YOR107W,1,0.707,0.000,1.000
1830,554,YML104C,1,0.707,0.000,1.000
1831,555,YOR301W,3,0.557,0.167,1.000
1832,555,YLR084C,3,0.557,0.167,1.000
1833,556,YNR067C,6,0.327,0.000,0.500
1834,556,YNL066W,7,0.363,0.021,0.583
1835,556,YHR143W,7,0.363,0.021,0.583
1836,556,YGL028C,7,0.363,0.021,0.583
1837,556,YNL327W,7,0.363,0.021,0.583
1838,556,YER124C,7,0.363,0.021,0.583
1839,557,YDR306C,2,0.577,0.000,1.000
1840,557,YLR097C,2,0.577,0.000,1.000
1841,557,YBR280C,2,0.577,0.000,1.000
1842,558,YIL001W,1,0.707,0.000,1.000
1843,558,YGR003W,1,0.707,0.000,1.000
1844,559,YNL264C,1,0.707,0.000,1.000
1845,559,YPL272C,1,0.707,0.000,1.000
1846,560,YDR310C,0,1.000,0.000,1.000
1847,561,YNL333W,5,0.408,0.000,1.000
1848,561,YMR096W,5,0.408,0.000,1.000
1849,561,YNL334C,5,0.408,0.000,1.000
1850,561,YFL060C,5,0.408,0.000,1.000
1851,561,YMR095C,5,0.408,0.000,1.000
1852,561,YFL059W,5,0.408,0.000,1.000
1853,562,YGL210W,0,1.000,0.000,1.000
1854,563,YLL015W,1,0.500,0.000,0.500
1855,563,YGR154C,1,0.500,0.000,0.500
1856,564,YNL086W,5,0.408,0.000,1.000
1857,564,YGL079W,5,0.408,0.000,1.000
1858,564,YEL005C,5,0.408,0.000,1.000
1859,564,YDR357C,5,0.408,0.000,1.000
1860,564,YLR408C,5,0.408,0.000,1.000
1861,564,YKL061W,5,0.408,0.000,1.000
1862,565,YER046W,1,0.500,0.000,0.500
1863,565,YNL012W,1,0.500,0.000,0.500
1864,566,YLR189C,2,0.577,0.000,1.000
1865,566,YJL036W,2,0.577,0.000,1.000
1866,566,YDL113C,2,0.577,0.000,1.000
1867,567,YCR002C,9,0.343,0.045,0.818
1868,567,YGR059W,7,0.295,0.007,0.636
1869,567,YDR218C,7,0.295,0.007,0.636
1870,567,YDL225W,8,0.318,0.025,0.727
1871,568,YPR028W,4,0.479,0.056,1.000
1872,568,YDR233C,4,0.479,0.056,1.000
1873,569,YHR076W,2,0.577,0.000,1.000
1874,569,YCR079W,2,0.577,0.000,1.000
1875,569,YOR090C,2,0.577,0.000,1.000
1876,570,YJR036C,1,0.707,0.000,1.000
1877,570,YMR247C,1,0.707,0.000,1.000
1878,571,YPL009C,3,0.470,0.083,0.750
1879,571,YKR023W,3,0.470,0.083,0.750
1880,572,YMR241W,1,0.707,0.000,1.000
1881,572,YDL198C,1,0.707,0.000,1.000
1882,573,YIL015W,6,0.320,0.039,0.545
1883,573,YDR461W,6,0.329,0.029,0.545
1884,573,YGL089C,6,0.316,0.052,0.545
1885,574,YCL056C,1,0.500,0.000,0.500
1886,574,YPL112C,1,0.500,0.000,0.500
1887,575,YPR008W,2,0.523,0.000,0.667
1888,575,YGR138C,2,0.523,0.000,0.667
1889,576,YBR057C,2,0.523,0.000,0.667
1890,576,YNL196C,2,0.523,0.000,0.667
1891,577,YCL027W,0,1.000,0.000,1.000
1892,578,YGR071C,1,0.500,0.000,0.500
1893,578,YLR373C,1,0.500,0.000,0.500
1894,579,YPR104C,2,0.523,0.000,0.667
1895,579,YLR403W,2,0.523,0.000,0.667
1896,580,YFL066C,3,0.500,0.000,1.000
1897,580,YFL065C,3,0.500,0.000,1.000
1898,580,YFL067W,3,0.500,0.000,1.000
1899,580,YFL064C,3,0.500,0.000,1.000
1900,581,YJL073W,1,0.707,0.000,1.000
1901,581,YLR104W,1,0.707,0.000,1.000
1902,582,YLR057W,1,0.707,0.000,1.000
1903,582,YJR131W,1,0.707,0.000,1.000
1904,583,YGR225W,1,0.707,0.000,1.000
1905,583,YHR184W,1,0.707,0.000,1.000
1906,584,YER175C,1,0.707,0.000,1.000
1907,584,YGL117W,1,0.707,0.000,1.000
1908,585,YBR291C,1,0.500,0.000,0.500
1909,585,YJR141W,1,0.500,0.000,0.500
1910,586,YKR077W,1,0.707,0.000,1.000
1911,586,YOR066W,1,0.707,0.000,1.000
1912,587,YMR037C,0,1.000,0.000,1.000
1913,588,YHR009C,1,0.500,0.000,0.500
1914,588,YDL025C,1,0.500,0.000,0.500
1915,589,YGL071W,0,1.000,0.000,1.000
1916,590,YHL040C,2,0.523,0.000,0.667
1917,590,YOR382W,2,0.523,0.000,0.667
1918,591,YCR040W,4,0.436,0.083,0.800
1919,591,YCL067C,4,0.436,0.083,0.800
1920,592,YKL189W,4,0.447,0.000,1.000
1921,592,YOR353C,4,0.447,0.000,1.000
1922,592,YFL034C-B,4,0.447,0.000,1.000
1923,592,YIL129C,4,0.447,0.000,1.000
1924,592,YHR102W,4,0.447,0.000,1.000
1925,593,YMR071C,3,0.557,0.167,1.000
1926,593,YDR100W,3,0.557,0.167,1.000
1927,594,YIR023W,1,0.408,0.000,0.333
1928,594,YBR006W,1,0.408,0.000,0.333
1929,594,YDL210W,1,0.408,0.000,0.333
1930,595,YNR055C,2,0.500,0.167,0.667
1931,595,YIL120W,2,0.500,0.167,0.667
1932,595,YNL065W,2,0.500,0.167,0.667
1933,595,YLL028W,2,0.500,0.167,0.667
1934,596,YML116W,1,0.707,0.000,1.000
1935,596,YBR008C,1,0.707,0.000,1.000
1936,597,YHR048W,1,0.707,0.000,1.000
1937,597,YIL121W,1,0.707,0.000,1.000
1938,598,YDR137W,2,0.386,0.000,0.286
1939,598,YLR039C,2,0.386,0.000,0.286
1940,598,YDR027C,2,0.282,0.286,0.286
1941,599,YLL051C,1,0.408,0.000,0.333
1942,599,YOL152W,1,0.408,0.000,0.333
1943,599,YKL220C,1,0.408,0.000,0.333
1944,600,YMR086W,3,0.287,0.000,0.333
1945,600,YOL100W,3,0.284,0.000,0.333
1946,600,YDR490C,3,0.284,0.000,0.333
1947,601,YLR023C,2,0.473,0.000,0.500
1948,601,YOL101C,2,0.473,0.000,0.500
1949,602,YLR130C,6,0.340,0.011,0.667
1950,602,YOR316C,6,0.336,0.017,0.667
1951,602,YMR243C,6,0.336,0.017,0.667
1952,603,YLL010C,1,0.500,0.000,0.500
1953,603,YLR019W,1,0.500,0.000,0.500
1954,604,YGL077C,1,0.707,0.000,1.000
1955,604,YDR497C,1,0.707,0.000,1.000
1956,605,YPL092W,1,0.707,0.000,1.000
1957,605,YGL254W,1,0.707,0.000,1.000
1958,606,YNL051W,7,0.310,0.000,0.778
1959,606,YGL223C,7,0.310,0.000,0.778
1960,606,YGR120C,7,0.310,0.000,0.778
1961,606,YPR105C,9,0.361,0.056,1.000
1962,606,YER157W,9,0.361,0.056,1.000
1963,606,YML071C,9,0.361,0.056,1.000
1964,606,YGL005C,7,0.310,0.000,0.778
1965,606,YNL041C,9,0.361,0.056,1.000
1966,607,YBR172C,1,0.500,0.000,0.500
1967,607,YOR338W,1,0.500,0.000,0.500
1968,608,YGL038C,0,1.000,0.000,1.000
1969,609,YJL170C,1,0.707,0.000,1.000
1970,609,YGL032C,1,0.707,0.000,1.000
1971,610,YLL019C,1,0.707,0.000,1.000
1972,610,YMR216C,1,0.707,0.000,1.000
1973,611,YKL201C,2,0.355,0.000,0.400
1974,611,YJL186W,2,0.355,0.000,0.400
1975,612,YJR075W,5,0.428,0.025,1.000
1976,612,YDR245W,5,0.428,0.025,1.000
1977,612,YJL183W,5,0.428,0.025,1.000
1978,612,YPL050C,5,0.428,0.025,1.000
1979,613,YPL053C,1,0.707,0.000,1.000
1980,613,YNR059W,1,0.707,0.000,1.000
1981,614,YDR089W,1,0.707,0.000,1.000
1982,614,YFL004W,1,0.707,0.000,1.000
1983,615,YBR056W-A,1,0.707,0.000,1.000
1984,615,YMR316W,1,0.707,0.000,1.000
1985,616,YGR070W,5,0.369,0.027,0.833
1986,616,YGR023W,5,0.369,0.027,0.833
1987,616,YOL105C,5,0.369,0.027,0.833
1988,616,YLR371W,5,0.369,0.027,0.833
1989,616,YNL283C,5,0.369,0.027,0.833
1990,616,YOR008C,5,0.369,0.027,0.833
1991,617,YBR260C,1,0.707,0.000,1.000
1992,617,YFL047W,1,0.707,0.000,1.000
1993,618,YBR168W,1,0.707,0.000,1.000
1994,618,YHR150W,1,0.707,0.000,1.000
1995,619,YGR004W,1,0.500,0.000,0.500
1996,619,YDR479C,1,0.500,0.000,0.500
1997,620,YGL141W,1,0.500,0.000,0.500
1998,620,YDR143C,1,0.500,0.000,0.500
1999,621,YIL039W,1,0.707,0.000,1.000
2000,621,YCR017C,1,0.707,0.000,1.000
2001,622,YNL008C,2,0.577,0.000,1.000
2002,622,YNL159C,2,0.577,0.000,1.000
2003,622,YMR119W,2,0.577,0.000,1.000
2004,623,YDL212W,1,0.707,0.000,1.000
2005,623,YKR039W,1,0.707,0.000,1.000
2006,624,YLL044W,1,0.707,0.000,1.000
2007,624,YLL038C,1,0.707,0.000,1.000
2008,625,YLR080W,1,0.707,0.000,1.000
2009,625,YFL048C,1,0.707,0.000,1.000
2010,626,YNL263C,4,0.438,0.033,0.800
2011,627,YBR187W,1,0.707,0.000,1.000
2012,627,YMR034C,1,0.707,0.000,1.000
2013,628,YJL151C,1,0.707,0.000,1.000
2014,628,YDR525W-A,1,0.707,0.000,1.000
2015,629,YPR109W,1,0.707,0.000,1.000
2016,629,YOL073C,1,0.707,0.000,1.000
2017,630,YGR143W,1,0.707,0.000,1.000
2018,630,YDR072C,1,0.707,0.000,1.000
2019,631,YOL042W,1,0.707,0.000,1.000
2020,631,YML118W,1,0.707,0.000,1.000
2021,632,YDL053C,2,0.431,0.000,0.400
2022,632,YHR121W,2,0.431,0.000,0.400
2023,633,YBR271W,0,1.000,0.000,1.000
2024,634,YBR056W,1,0.500,0.000,0.500
2025,634,YAL008W,1,0.500,0.000,0.500
2026,635,YMR041C,1,0.500,0.000,0.500
2027,635,YBR149W,1,0.500,0.000,0.500
2028,636,YGR250C,1,0.707,0.000,1.000
2029,636,YIR001C,1,0.707,0.000,1.000
2030,637,YLR410W,3,0.430,0.000,0.500
2031,637,YDR315C,3,0.430,0.000,0.500
2032,638,YPR201W,2,0.577,0.000,1.000
2033,638,YPR199C,2,0.577,0.000,1.000
2034,638,YPR200C,2,0.577,0.000,1.000
2035,639,YBR030W,3,0.500,0.000,1.000
2036,639,YDR257C,3,0.500,0.000,1.000
2037,639,YPL208W,3,0.500,0.000,1.000
2038,639,YDR198C,3,0.500,0.000,1.000
2039,640,YOR051C,1,0.707,0.000,1.000
2040,640,YER049W,1,0.707,0.000,1.000
2041,641,YNL078W,2,0.577,0.000,1.000
2042,641,YOL070C,2,0.577,0.000,1.000
2043,641,YPL158C,2,0.577,0.000,1.000
2044,642,YFL057C,2,0.577,0.000,1.000
2045,642,YFL056C,2,0.577,0.000,1.000
2046,642,YDL243C,2,0.577,0.000,1.000
2047,643,YAL004W,1,0.707,0.000,1.000
2048,643,YOR053W,1,0.707,0.000,1.000
2049,644,YDR545W,1,0.707,0.000,1.000
2050,644,YDR545C-A,1,0.707,0.000,1.000
2051,645,YOR396W,1,0.500,0.000,0.500
2052,645,YOR394C-A,1,0.500,0.000,0.500
2053,646,YPL058C,1,0.707,0.000,1.000
2054,646,YML076C,1,0.707,0.000,1.000
2055,647,YMR204C,1,0.707,0.000,1.000
2056,647,YMR163C,1,0.707,0.000,1.000
2057,648,YLR343W,1,0.354,0.000,0.250
2058,648,YOL030W,1,0.354,0.000,0.250
2059,648,YOL132W,1,0.354,0.000,0.250
2060,648,YMR215W,1,0.354,0.000,0.250
2061,649,YOR252W,1,0.707,0.000,1.000
2062,649,YDR514C,1,0.707,0.000,1.000
2063,650,YOL110W,1,0.707,0.000,1.000
2064,650,YLR246W,1,0.707,0.000,1.000
2065,651,YER071C,1,0.707,0.000,1.000
2066,651,YIR003W,1,0.707,0.000,1.000
2067,652,YPR194C,1,0.500,0.000,0.500
2068,652,YPL177C,1,0.500,0.000,0.500
2069,653,YDL144C,1,0.707,0.000,1.000
2070,653,YFR018C,1,0.707,0.000,1.000
2071,654,YOR242C,1,0.707,0.000,1.000
2072,654,YOR255W,1,0.707,0.000,1.000
2073,655,YJL059W,0,1.000,0.000,1.000
2074,656,YCL001W-A,2,0.577,0.000,1.000
2075,656,YCL042W,2,0.577,0.000,1.000
2076,656,YCR024C-B,2,0.577,0.000,1.000
2077,657,YBL049W,1,0.707,0.000,1.000
2078,657,YBL048W,1,0.707,0.000,1.000
2079,658,YGL139W,1,0.500,0.000,0.500
2080,658,YGL146C,1,0.500,0.000,0.500
2081,659,YHR101C,1,0.707,0.000,1.000
2082,659,YMR200W,1,0.707,0.000,1.000
2083,660,YDR186C,1,0.707,0.000,1.000
2084,660,YLR065C,1,0.707,0.000,1.000
2085,661,YOR344C,1,0.500,0.000,0.500
2086,661,YPL075W,1,0.500,0.000,0.500
2087,662,YJL223C,20,0.239,0.016,1.000
2088,662,YIR041W,20,0.239,0.016,1.000
2089,662,YGR294W,19,0.234,0.008,0.950
2090,662,YFL020C,20,0.239,0.016,1.000
2091,662,YBR301W,19,0.232,0.011,0.950
2092,662,YMR325W,20,0.239,0.016,1.000
2093,662,YCR104W,20,0.239,0.016,1.000
2094,662,YNR076W,19,0.232,0.011,0.950
2095,662,YLR461W,18,0.227,0.003,0.900
2096,662,YLL064C,18,0.227,0.003,0.900
2097,662,YIL176C,20,0.239,0.016,1.000
2098,663,YNL149C,1,0.707,0.000,1.000
2099,663,YNL158W,1,0.707,0.000,1.000
2100,664,YCR089W,1,0.707,0.000,1.000
2101,664,YNR044W,1,0.707,0.000,1.000
2102,665,YDL046W,1,0.500,0.000,0.500
2103,665,YOR032C,1,0.500,0.000,0.500
2104,666,YGL222C,1,0.707,0.000,1.000
2105,666,YER035W,1,0.707,0.000,1.000
2106,667,YDR402C,1,0.500,0.000,0.500
2107,667,YHR139C,1,0.500,0.000,0.500
2108,668,YLL059C,1,0.500,0.000,0.500
2109,668,YML131W,1,0.500,0.000,0.500
2110,669,YKL164C,1,0.707,0.000,1.000
2111,669,YJL159W,1,0.707,0.000,1.000
2112,670,YDR250C,1,0.707,0.000,1.000
2113,670,YGR045C,1,0.707,0.000,1.000
2114,671,YER039C,1,0.707,0.000,1.000
2115,671,YER039C-A,1,0.707,0.000,1.000
2116,672,YBL109W,3,0.500,0.000,1.000
2117,672,YBL113W-A,3,0.500,0.000,1.000
2118,672,YBL113C,3,0.500,0.000,1.000
2119,672,YBL111C,3,0.500,0.000,1.000
2120,673,YEL004W,1,0.707,0.000,1.000
2121,673,YML038C,1,0.707,0.000,1.000
2122,674,YDR085C,1,0.707,0.000,1.000
2123,674,YER158C,1,0.707,0.000,1.000
2124,675,YPL199C,1,0.707,0.000,1.000
2125,675,YKL047W,1,0.707,0.000,1.000
2126,676,YLR465C,1,0.707,0.000,1.000
2127,676,YLR463C,1,0.707,0.000,1.000
2128,677,YLR467C-A,1,0.707,0.000,1.000
2129,677,YLR466C-B,1,0.707,0.000,1.000
2130,678,YNL101W,2,0.602,0.667,0.667
2131,679,YPR044C,1,0.500,0.000,0.500
2132,679,YLR076C,1,0.500,0.000,0.500
2133,680,YHR217C,2,0.473,0.000,0.500
2134,680,YKL225W,2,0.473,0.000,0.500
2135,681,YHR219W,0,1.000,0.000,1.000
2136,682,YJR162C,3,0.524,0.083,0.750
2137,682,YNR077C,2,0.412,0.000,0.500
2138,682,YFL063W,2,0.412,0.000,0.500
2139,683,YER188C-A,2,0.577,0.000,1.000
2140,683,YER190W,2,0.577,0.000,1.000
2141,683,YER189W,2,0.577,0.000,1.000
2142,684,YHL049C,0,1.000,0.000,1.000
2143,685,YCL012C,1,0.707,0.000,1.000
2144,685,YHL050W-A,1,0.707,0.000,1.000
2145,686,YNL033W,3,0.500,0.250,0.750
2146,686,YFL051C,2,0.408,0.056,0.500
2147,686,YNL034W,2,0.408,0.056,0.500
2148,686,YNL018C,2,0.408,0.056,0.500
2149,686,YNL019C,3,0.500,0.250,0.750
2150,687,YIL088C,1,0.707,0.000,1.000
2151,687,YKL146W,1,0.707,0.000,1.000
