,cluster,protein
0,0,Q0182
1,0,Q0017
2,0,Q0092
3,0,Q0297
4,0,Q0010
5,0,Q0143
6,0,Q0032
7,0,Q0142
8,1,YHR122W
9,1,YJR122W
10,1,YNL260C
11,1,YPL135W
12,1,YMR301C
13,1,YDR305C
14,1,YLL027W
15,1,YPL202C
16,1,YGL018C
17,1,YPL252C
18,1,YLR369W
19,1,YNL240C
20,1,YKL040C
21,1,YIL128W
22,1,YKR071C
23,1,YER174C
24,1,YDL120W
25,1,YLL029W
26,1,YER048W-A
27,1,YLR239C
28,1,YIL003W
29,1,YDR376W
30,1,YPR048W
31,1,YJR067C
32,1,YDR267C
33,1,YCL017C
34,1,YOR232W
35,1,YOR196C
36,1,YOR226C
37,1,YPR067W
38,1,YGL220W
39,1,YAL046C
40,1,YDR098C
41,1,YAL044W-A
42,1,YPL059W
43,1,YGL091C
44,2,YOR151C
45,2,YKR062W
46,2,YNL039W
47,2,YKL160W
48,2,YNL151C
49,2,YDR308C
50,2,YJL011C
51,2,YKR025W
52,2,YOR174W
53,2,YPR187W
54,2,YOR295W
55,2,YDR045C
56,2,YGR246C
57,2,YOR210W
58,2,YDR362C
59,2,YFR016C
60,2,YAL001C
61,2,YER022W
62,2,YDR078C
63,2,YER171W
64,2,YGR005C
65,2,YPL007C
66,2,YMR112C
67,2,YJL140W
68,2,YDR289C
69,2,YKL028W
70,2,YGL025C
71,2,YBL014C
72,2,YLR243W
73,2,YMR039C
74,2,YDR397C
75,2,YBR279W
76,2,YHR143W-A
77,2,YLR376C
78,2,YOR224C
79,2,YBR114W
80,2,YJR072C
81,2,YJR052W
82,2,YOR194C
83,2,YOR352W
84,2,YGL151W
85,2,YER139C
86,2,YER148W
87,2,YPR168W
88,2,YBR154C
89,2,YDR527W
90,2,YJR017C
91,2,YNL113W
92,2,YFL029C
93,2,YPL228W
94,2,YOL005C
95,2,YOR123C
96,2,YLR005W
97,2,YCR081W
98,2,YPL122C
99,2,YJR063W
100,2,YNR010W
101,2,YDR156W
102,2,YGR186W
103,2,YGR063C
104,2,YLR071C
105,2,YLR226W
106,2,YLR141W
107,2,YGL130W
108,2,YER159C
109,2,YDR030C
110,2,YJL148W
111,2,YBR123C
112,2,YBL025W
113,2,YKL144C
114,2,YJL006C
115,2,YLR418C
116,2,YDR311W
117,2,YJL025W
118,2,YMR277W
119,2,YJR035W
120,2,YGL244W
121,2,YHL006C
122,2,YOR110W
123,2,YOR207C
124,2,YML010W
125,2,YHR041C
126,2,YKL058W
127,2,YDR443C
128,2,YPL082C
129,2,YOL145C
130,2,YKL139W
131,2,YBR253W
132,2,YPR025C
133,2,YPR186C
134,2,YGR104C
135,2,YER162C
136,2,YPR133C
137,2,YIL143C
138,2,YOL051W
139,2,YML112W
140,2,YOL135C
141,2,YHR058C
142,2,YDL115C
143,2,YBL093C
144,2,YPR056W
145,2,YPR190C
146,2,YOR262W
147,2,YPL042C
148,2,YDR079C-A
149,2,YBR236C
150,2,YPR070W
151,2,YGL043W
152,2,YDL140C
153,2,YBR193C
154,2,YOL128C
155,2,YDR460W
156,2,YGR116W
157,2,YDL150W
158,2,YNL236W
159,2,YGL070C
160,2,YNR003C
161,2,YGL127C
162,2,YIL021W
163,2,YNL025C
164,2,YKL125W
165,2,YOR116C
166,2,YDL005C
167,2,YPR086W
168,2,YDR404C
169,2,YDL108W
170,2,YPR161C
171,2,YML043C
172,2,YMR270C
173,2,YPR110C
174,2,YGR047C
175,2,YKL054C
176,3,YIL070C
177,3,YPL159C
178,3,YNL295W
179,3,YBL022C
180,4,YJR125C
181,4,YFL024C
182,4,YML041C
183,4,YLR399C
184,4,YPL235W
185,4,YNL094W
186,4,YHR161C
187,4,YNL106C
188,4,YDR145W
189,4,YPR085C
190,4,YJR082C
191,4,YIR006C
192,4,YGR002C
193,4,YCL034W
194,4,YGR099W
195,4,YML114C
196,4,YNL107W
197,4,YGL066W
198,4,YLR206W
199,4,YJR005W
200,4,YBR108W
201,4,YDL002C
202,4,YLR385C
203,4,YNL215W
204,4,YPR171W
205,4,YFL013C
206,4,YGR167W
207,4,YKL013C
208,4,YIL104C
209,4,YOR244W
210,4,YJL024C
211,4,YLL050C
212,4,YIL034C
213,4,YKL135C
214,4,YNL020C
215,4,YER060W-A
216,4,YFR024C-A
217,4,YJR065C
218,4,YOR023C
219,4,YNL152W
220,4,YER092W
221,4,YKR019C
222,4,YKL129C
223,4,YGR241C
224,4,YDR176W
225,4,YDR348C
226,4,YDR063W
227,4,YDR320C
228,4,YDR359C
229,4,YNL243W
230,4,YPR079W
231,4,YDR388W
232,4,YOR213C
233,4,YJR058C
234,4,YHR099W
235,4,YHR034C
236,4,YLR052W
237,4,YPL242C
238,4,YLR370C
239,4,YDR448W
240,4,YDR167W
241,4,YOR189W
242,4,YOR239W
243,4,YMR032W
244,4,YOR181W
245,4,YOR367W
246,4,YBR081C
247,4,YHL019C
248,4,YPR154W
249,4,YPL129W
250,4,YAL011W
251,4,YMR192W
252,4,YNL138W
253,4,YBR288C
254,4,YMR223W
255,4,YMR227C
256,4,YFL039C
257,4,YCL010C
258,4,YLR170C
259,4,YPL259C
260,4,YOR329C
261,4,YJL083W
262,4,YGL206C
263,4,YNL079C
264,4,YOR109W
265,4,YER071C
266,4,YMR092C
267,4,YDL146W
268,4,YNR035C
269,4,YDL029W
270,4,YNL084C
271,4,YKR001C
272,4,YKR090W
273,4,YIR003W
274,4,YIL159W
275,4,YOL012C
276,4,YML098W
277,4,YPR031W
278,4,YHR129C
279,4,YBL037W
280,4,YPL011C
281,4,YIL138C
282,4,YOR141C
283,4,YDL070W
284,4,YCR042C
285,4,YKL033W
286,4,YGL150C
287,4,YPR023C
288,4,YDL161W
289,4,YCR082W
290,4,YDR153C
291,4,YJR136C
292,4,YMR127C
293,4,YIL062C
294,4,YIL095W
295,4,YKL017C
296,4,YLR144C
297,4,YLR055C
298,4,YLL001W
299,4,YHR016C
300,4,YDR392W
301,4,YHR040W
302,4,YOR064C
303,4,YCR088W
304,4,YPL047W
305,4,YJL207C
306,4,YLR455W
307,4,YJL020C
308,4,YKL005C
309,4,YGR274C
310,4,YPL195W
311,4,YGR252W
312,4,YOL148C
313,4,YHR114W
314,4,YHR023W
315,4,YGR261C
316,4,YEL018W
317,4,YDR358W
318,4,YER164W
319,4,YCR060W
320,4,YKL007W
321,4,YNL059C
322,4,YDR129C
323,4,YEL044W
324,4,YNL136W
325,4,YCR030C
326,4,YER060W
327,4,YHR108W
328,4,YCR009C
329,4,YOR122C
330,4,YBL052C
331,4,YJL081C
332,4,YLR337C
333,4,YGR136W
334,4,YDL117W
335,4,YPL254W
336,4,YBR111W-A
337,4,YDR181C
338,4,YHR090C
339,4,YIL002C
340,4,YGR080W
341,4,YDR334W
342,4,YBR198C
343,4,YMR236W
344,4,YBL007C
345,4,YDR190C
346,4,YDR485C
347,4,YOL062C
348,4,YPR029C
349,4,YGL112C
350,4,YLR085C
351,4,YML015C
352,4,YBL047C
353,4,YBR231C
354,4,YOR035C
355,4,YMR109W
356,4,YBR234C
357,4,YMR005W
358,4,YLR429W
359,5,YPL003W
360,5,YLR102C
361,5,YKL022C
362,5,YNL008C
363,5,YJR060W
364,5,YBR135W
365,5,YPL267W
366,5,YGL116W
367,5,YPR066W
368,5,YDR118W
369,5,YIR017C
370,5,YNL311C
371,5,YPL046C
372,5,YNL159C
373,5,YPR164W
374,5,YDR390C
375,5,YLR127C
376,5,YLR079W
377,5,YGR225W
378,5,YOL133W
379,5,YMR199W
380,5,YDR202C
381,5,YIL046W
382,5,YMR025W
383,5,YGL087C
384,5,YDL132W
385,5,YOR249C
386,5,YPR045C
387,5,YIL001W
388,5,YDR306C
389,5,YPL256C
390,5,YDR328C
391,5,YHR166C
392,5,YDR260C
393,5,YFL009W
394,5,YLR210W
395,5,YDL216C
396,5,YMR094W
397,5,YOL117W
398,5,YLL002W
399,5,YJR090C
400,5,YPR180W
401,5,YDR054C
402,5,YGL240W
403,5,YDL008W
404,5,YOL072W
405,5,YBR280C
406,5,YER116C
407,5,YNL103W
408,5,YGR003W
409,5,YLR128W
410,5,YGL003C
411,5,YMR258C
412,5,YBL084C
413,5,YJL047C
414,5,YOR080W
415,5,YER066W
416,5,YGR109C
417,5,YNL230C
418,5,YJR084W
419,5,YDR179C
420,5,YDR332W
421,5,YJL149W
422,5,YDL013W
423,5,YGR140W
424,5,YKL210W
425,5,YIR025W
426,5,YML088W
427,5,YMR168C
428,5,YDR253C
429,5,YMR119W
430,5,YPL038W
431,5,YFR036W
432,5,YLR306W
433,5,YBR082C
434,5,YLR320W
435,5,YIL071C
436,5,YNL172W
437,5,YLR352W
438,5,YLR097C
439,5,YOL025W
440,5,YDR139C
441,5,YDL155W
442,5,YIL031W
443,5,YEL012W
444,5,YLR368W
445,5,YOR156C
446,5,YHR184W
447,5,YOL095C
448,6,YJR097W
449,6,YIL103W
450,6,YIL008W
451,6,YLR172C
452,6,YER057C
453,6,YKL110C
454,6,YGR200C
455,6,YGL211W
456,6,YMR312W
457,6,YPL086C
458,6,YLR384C
459,6,YAL020C
460,6,YHR187W
461,6,YPL101W
462,6,YHR111W
463,6,YBR246W
464,6,YLR143W
465,6,YNR046W
466,6,YML014W
467,6,YNL119W
468,6,YKL191W
469,6,YBL071W-A
470,6,YPL183C
471,7,YDR381W
472,7,YOL032W
473,7,YKR082W
474,7,YML103C
475,7,YOR048C
476,7,YAR002W
477,7,YMR125W
478,7,YAL043C
479,7,YKL214C
480,7,YOR160W
481,7,YEL030W
482,7,YDR195W
483,7,YGR156W
484,7,YKL057C
485,7,YIL016W
486,7,YDR159W
487,7,YPL169C
488,7,YER110C
489,7,YNL299W
