0,4932.YGR280C
0,4932.YKL082C
0,4932.YER168C
0,4932.YPL012W
0,4932.YDR174W
0,4932.YNL062C
0,4932.YHR170W
0,4932.YOR046C
0,4932.YGR245C
0,4932.YCR072C
0,4932.YOL144W
0,4932.YMR269W
0,4932.YLR276C
0,4932.YNL124W
0,4932.YNL248C
0,4932.YLR336C
0,4932.YER002W
0,4932.YMR290C
0,4932.YDL213C
0,4932.YNL163C
0,4932.YNL035C
0,4932.YNL061W
0,4932.YIL104C
0,4932.YML093W
0,4932.YDR365C
0,4932.YDR324C
0,4932.YHR197W
0,4932.YGL099W
0,4932.YNR038W
0,4932.YGL029W
0,4932.YJL033W
0,4932.YGR090W
0,4932.YNR054C
0,4932.YLR022C
0,4932.YMR239C
0,4932.YJL069C
0,4932.YDR449C
0,4932.YDR101C
0,4932.YJR091C
0,4932.YDR514C
0,4932.YPR137W
0,4932.YBL004W
0,4932.YPL263C
0,4932.YGR187C
0,4932.YOR309C
0,4932.YAL059W
0,4932.YFL002C
0,4932.YPL093W
0,4932.YBR142W
0,4932.YGL171W
0,4932.YOR078W
0,4932.YHR196W
0,4932.YDL051W
0,4932.YNL182C
0,4932.YGR271C-A
0,4932.YDL208W
0,4932.YMR049C
0,4932.YPL226W
0,4932.YOR206W
0,4932.YKR060W
0,4932.YLR051C
0,4932.YIR012W
0,4932.YGL111W
0,4932.YDR161W
0,4932.YDR299W
0,4932.YER126C
0,4932.YOR310C
0,4932.YGR159C
0,4932.YOR272W
0,4932.YCR087C-A
0,4932.YGR145W
0,4932.YOL022C
0,4932.YLR003C
0,4932.YOR341W
0,4932.YDL031W
0,4932.YMR131C
0,4932.YDR312W
0,4932.YKL143W
0,4932.YIL035C
0,4932.YNR053C
0,4932.YNL308C
0,4932.YJR041C
0,4932.YKL099C
0,4932.YOR340C
0,4932.YGR128C
0,4932.YGL078C
0,4932.YCR016W
0,4932.YEL026W
0,4932.YNL227C
0,4932.YKL009W
0,4932.YMR093W
0,4932.YCL059C
0,4932.YGR251W
0,4932.YDR060W
0,4932.YIL091C
0,4932.YLR009W
0,4932.YJR002W
0,4932.YHR089C
0,4932.YJL109C
0,4932.YIR026C
0,4932.YLR068W
0,4932.YKR081C
0,4932.YDR339C
0,4932.YDL060W
0,4932.YLR197W
0,4932.YDR496C
0,4932.YPR143W
0,4932.YMR229C
0,4932.YHR085W
0,4932.YEL055C
0,4932.YNL075W
0,4932.YLR186W
0,4932.YLR401C
0,4932.YPL239W
0,4932.YBL028C
0,4932.YKL014C
0,4932.YDR184C
0,4932.YIL127C
0,4932.YDL063C
0,4932.YOL041C
0,4932.YHR066W
0,4932.YOR287C
0,4932.YLR175W
0,4932.YAL025C
0,4932.YGL014W
0,4932.YKR056W
0,4932.YGR081C
0,4932.YCR057C
0,4932.YDR194C
0,4932.YGL019W
0,4932.YLR002C
0,4932.YER156C
0,4932.YER082C
0,4932.YER036C
0,4932.YPR112C
0,4932.YPR010C
0,4932.YHR065C
0,4932.YPL126W
0,4932.YER006W
0,4932.YMR128W
0,4932.YOL080C
0,4932.YOR039W
0,4932.YDR398W
0,4932.YLR221C
0,4932.YNL132W
0,4932.YNL224C
0,4932.YHR148W
0,4932.YJL010C
0,4932.YOR294W
0,4932.YLR435W
0,4932.YKR024C
0,4932.YKL078W
0,4932.YDL148C
0,4932.YLL034C
0,4932.YLR129W
0,4932.YPL211W
0,4932.YPR144C
0,4932.YKL021C
0,4932.YPL266W
0,4932.YDL167C
0,4932.YPL146C
0,4932.YBR247C
0,4932.YCL054W
0,4932.YLL008W
0,4932.YER127W
0,4932.YPR204W
0,4932.YNL110C
0,4932.YOR056C
0,4932.YDL153C
0,4932.YOR004W
0,4932.YDR361C
0,4932.YGL120C
0,4932.YBR267W
0,4932.YDR083W
0,4932.YOR145C
0,4932.YHR169W
0,4932.YLR196W
0,4932.YLR409C
0,4932.YNL112W
0,4932.YHR088W
0,4932.YMR014W
0,4932.YJL122W
0,4932.YLR074C
0,4932.YFR001W
0,4932.YDL014W
0,4932.YOR119C
0,4932.YBR192W
0,4932.YIL019W
0,4932.YLR449W
0,4932.YNL207W
0,4932.YPL217C
0,4932.YKL172W
0,4932.YLR222C
0,4932.YCL031C
0,4932.YDR412W
0,4932.YPL043W
0,4932.YHR052W
0,4932.YOL077C
0,4932.YOR061W
0,4932.YOL010W
0,4932.YBR034C
0,4932.YGR103W
0,4932.YLR106C
0,4932.YKR092C
0,4932.YDR087C
0,4932.YLL011W
0,4932.YNL175C
1,4932.YNL178W
1,4932.YDL083C
1,4932.YDL061C
1,4932.YHL015W
1,4932.YGR148C
1,4932.YLR150W
1,4932.YGR085C
1,4932.YML026C
1,4932.YLR333C
1,4932.YBR191W
1,4932.YKL081W
1,4932.YFR032C-A
1,4932.YPL037C
1,4932.YBR084C-A
1,4932.YDL191W
1,4932.YOL120C
1,4932.YGL135W
1,4932.YBL087C
1,4932.YPL090C
1,4932.YIL018W
1,4932.YIL052C
1,4932.YOR167C
1,4932.YGR214W
1,4932.YPL131W
1,4932.YDR450W
